date,cases
2020-09-22 00:00:00,32
2020-09-21 00:00:00,272
2020-09-20 00:00:00,215
2020-09-19 00:00:00,277
2020-09-18 00:00:00,506
2020-09-17 00:00:00,615
2020-09-16 00:00:00,713
2020-09-15 00:00:00,725
2020-09-14 00:00:00,849
2020-09-13 00:00:00,202
2020-09-12 00:00:00,345
2020-09-11 00:00:00,498
2020-09-10 00:00:00,631
2020-09-09 00:00:00,589
2020-09-08 00:00:00,713
2020-09-07 00:00:00,148
2020-09-06 00:00:00,183
2020-09-05 00:00:00,193
2020-09-04 00:00:00,410
2020-09-03 00:00:00,514
2020-09-02 00:00:00,597
2020-09-01 00:00:00,686
2020-08-31 00:00:00,736
2020-08-30 00:00:00,238
2020-08-29 00:00:00,269
2020-08-28 00:00:00,550
2020-08-27 00:00:00,594
2020-08-26 00:00:00,761
2020-08-25 00:00:00,571
2020-08-24 00:00:00,782
2020-08-23 00:00:00,259
2020-08-22 00:00:00,331
2020-08-21 00:00:00,512
2020-08-20 00:00:00,527
2020-08-19 00:00:00,830
2020-08-18 00:00:00,618
2020-08-17 00:00:00,650
2020-08-16 00:00:00,261
2020-08-15 00:00:00,490
2020-08-14 00:00:00,667
2020-08-13 00:00:00,680
2020-08-12 00:00:00,742
2020-08-11 00:00:00,989
2020-08-10 00:00:00,933
2020-08-09 00:00:00,356
2020-08-08 00:00:00,529
2020-08-07 00:00:00,984
2020-08-06 00:00:00,940
2020-08-05 00:00:00,983
2020-08-04 00:00:00,1070
2020-08-03 00:00:00,1280
2020-08-02 00:00:00,546
2020-08-01 00:00:00,762
2020-07-31 00:00:00,1198
2020-07-30 00:00:00,1712
2020-07-29 00:00:00,1331
2020-07-28 00:00:00,1648
2020-07-27 00:00:00,1673
2020-07-26 00:00:00,753
2020-07-25 00:00:00,1226
2020-07-24 00:00:00,1831
2020-07-23 00:00:00,1791
2020-07-22 00:00:00,1858
2020-07-21 00:00:00,2095
2020-07-20 00:00:00,2272
2020-07-19 00:00:00,921
2020-07-18 00:00:00,1551
2020-07-17 00:00:00,2616
2020-07-16 00:00:00,2660
2020-07-15 00:00:00,3119
2020-07-14 00:00:00,3504
2020-07-13 00:00:00,3587
2020-07-12 00:00:00,1515
2020-07-11 00:00:00,2130
2020-07-10 00:00:00,3823
2020-07-09 00:00:00,4190
2020-07-08 00:00:00,4606
2020-07-07 00:00:00,4806
2020-07-06 00:00:00,4944
2020-07-05 00:00:00,1903
2020-07-04 00:00:00,1658
2020-07-03 00:00:00,3225
2020-07-02 00:00:00,4854
2020-07-01 00:00:00,5059
2020-06-30 00:00:00,5333
2020-06-29 00:00:00,5477
2020-06-28 00:00:00,2144
2020-06-27 00:00:00,3011
2020-06-26 00:00:00,4727
2020-06-25 00:00:00,4746
2020-06-24 00:00:00,4597
2020-06-23 00:00:00,4331
2020-06-22 00:00:00,4340
2020-06-21 00:00:00,1810
2020-06-20 00:00:00,2548
2020-06-19 00:00:00,3772
2020-06-18 00:00:00,3545
2020-06-17 00:00:00,3327
2020-06-16 00:00:00,3003
2020-06-15 00:00:00,3009
