date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4282,4535,3845,3597,2518,26
1/1/2022,146376,92533,90289,107645,214272,92840
1/10/2021,6546,6549,5738,5572,5228,55
1/10/2022,148289,93564,91211,108442,214964,96316
1/11/2021,6857,6830,6007,5855,5633,65
1/11/2022,148527,93668,91300,108532,215033,96733
1/12/2021,7186,7096,6274,6120,6182,75
1/12/2022,148768,93792,91394,108611,215119,97159
1/13/2021,7403,7331,6522,6370,6656,82
1/13/2022,148870,93846,91430,108661,215147,97440
1/14/2021,7705,7640,6844,6668,7105,86
1/15/2021,8318,8223,7430,7233,8455,94
1/16/2021,8556,8421,7613,7403,8742,96
1/17/2021,8639,8478,7662,7461,8881,100
1/18/2021,8980,8784,7983,7752,10458,105
1/19/2021,9350,9073,8311,8081,12148,115
1/2/2021,4452,4659,3952,3714,2657,27
1/2/2022,146466,92596,90348,107692,214316,93026
1/20/2021,9844,9617,8830,8565,14321,126
1/21/2021,10242,10065,9327,9049,17465,134
1/22/2021,10933,10755,10073,9799,20554,141
1/23/2021,11208,10993,10266,10000,22342,146
1/24/2021,11348,11124,10376,10111,22675,149
1/25/2021,12067,11768,11124,10876,25986,164
1/26/2021,12775,12351,11778,11534,29070,172
1/27/2021,13498,12945,12437,12264,32295,181
1/28/2021,14336,13585,13123,13000,35677,192
1/29/2021,15251,14317,13858,13765,38808,207
1/3/2021,4540,4751,4026,3772,2716,28
1/3/2022,146692,92698,90460,107780,214424,93357
1/30/2021,15896,14752,14213,14163,41542,213
1/31/2021,16067,14864,14330,14300,42306,216
1/4/2021,4878,5072,4299,4055,3001,35
1/4/2022,146951,92837,90552,107878,214518,93835
1/5/2021,5209,5404,4567,4351,3337,37
1/5/2022,147204,92970,90678,107977,214600,94360
1/6/2021,5627,5742,4989,4725,3691,43
1/6/2022,147479,93087,90793,108094,214710,94757
1/7/2021,5927,5988,5198,5015,4139,47
1/7/2022,147713,93238,90927,108215,214787,95315
1/8/2021,6196,6283,5482,5307,4414,52
1/8/2022,147896,93382,91055,108313,214844,95743
1/9/2021,6449,6453,5651,5492,5151,55
1/9/2022,148037,93461,91129,108365,214894,95971
10/1/2021,131342,83834,83323,100331,203623,56937
10/10/2021,132784,84608,83858,100807,204203,57653
10/11/2021,132979,84726,83932,100871,204294,57761
10/12/2021,133116,84790,83970,100900,204354,57820
10/13/2021,133272,84877,84033,100952,204422,57909
10/14/2021,133476,84978,84098,101012,204506,57997
10/15/2021,133710,85084,84210,101087,204579,58092
10/16/2021,133821,85147,84245,101130,204615,58131
10/17/2021,133907,85183,84271,101144,204640,58171
10/18/2021,134094,85291,84338,101204,204711,58237
10/19/2021,134228,85370,84413,101263,204788,58306
10/2/2021,131449,83891,83374,100364,203670,57008
10/20/2021,134380,85435,84482,101323,204847,58381
10/21/2021,134532,85518,84575,101384,204897,58455
10/22/2021,134726,85627,84647,101464,205046,58534
10/23/2021,134836,85678,84686,101514,205137,58589
10/24/2021,134890,85702,84702,101539,205201,58630
10/25/2021,135065,85782,84759,101607,205429,58695
10/26/2021,135229,85912,84858,101711,205648,58863
10/27/2021,135445,86053,84960,101800,205856,59109
10/28/2021,135604,86134,85026,101880,206063,59163
10/29/2021,135808,86246,85112,101978,206252,59244
10/3/2021,131534,83928,83402,100383,203699,57051
10/30/2021,135890,86289,85140,102018,206368,59279
10/31/2021,135940,86318,85160,102034,206416,59296
10/4/2021,131766,84029,83485,100437,203803,57141
10/5/2021,131971,84125,83547,100509,203892,57220
10/6/2021,132186,84259,83618,100569,203974,57314
10/7/2021,132346,84369,83679,100641,204033,57398
10/8/2021,132614,84496,83772,100717,204108,57515
10/9/2021,132712,84561,83826,100775,204156,57608
11/1/2021,136135,86435,85256,102138,206633,59365
11/10/2021,137614,87249,85875,102787,208084,64866
11/11/2021,137757,87321,85952,102865,208278,65786
11/12/2021,137954,87421,86039,102954,208464,66750
11/13/2021,138043,87502,86102,103016,208540,68195
11/14/2021,138127,87570,86145,103054,208592,69200
11/15/2021,138340,87703,86260,103152,208744,70304
11/16/2021,138641,87879,86427,103274,208948,71403
11/17/2021,138865,88018,86528,103364,209171,72287
11/18/2021,139071,88132,86611,103456,209344,72975
11/19/2021,139308,88276,86703,103582,209497,73953
11/2/2021,136324,86539,85331,102211,206838,59460
11/20/2021,139433,88377,86787,103660,209565,74864
11/21/2021,139530,88438,86834,103713,209621,75196
11/22/2021,139724,88542,86925,103851,209802,75729
11/23/2021,139948,88662,87030,103968,209975,76454
11/24/2021,140147,88799,87146,104089,210141,77298
11/25/2021,140155,88802,87147,104090,210141,77299
11/26/2021,140294,88883,87215,104167,210236,77712
11/27/2021,140403,88976,87278,104236,210306,78168
11/28/2021,140497,89035,87333,104300,210362,78381
11/29/2021,140664,89132,87434,104397,210517,78804
11/3/2021,136499,86634,85395,102281,206984,59620
11/30/2021,140851,89240,87527,104513,210677,79353
11/4/2021,136649,86715,85467,102349,207166,59764
11/5/2021,136859,86821,85558,102461,207340,60002
11/6/2021,136960,86881,85593,102509,207451,60656
11/7/2021,137048,86933,85640,102549,207506,61615
11/8/2021,137265,87050,85735,102645,207707,62793
11/9/2021,137439,87139,85811,102717,207930,63839
12/1/2020,16,14,17,13,23,
12/1/2021,141091,89414,87640,104644,210845,79847
12/10/2020,19,18,28,20,36,1
12/10/2021,142671,90460,88482,105683,212065,84250
12/11/2020,19,20,31,22,38,1
12/11/2021,142767,90524,88533,105753,212120,84596
12/12/2020,19,20,32,24,41,1
12/12/2021,142857,90607,88586,105803,212172,84950
12/13/2020,20,20,32,26,41,1
12/13/2021,143011,90699,88654,105914,212284,85344
12/14/2020,20,23,35,26,42,1
12/14/2021,143192,90770,88736,106006,212403,85712
12/15/2020,23,29,40,33,50,1
12/15/2021,143393,90876,88819,106122,212544,86171
12/16/2020,25,32,42,34,52,1
12/16/2021,143633,91003,88928,106267,212744,86628
12/17/2020,266,342,352,294,141,1
12/17/2021,143839,91102,89052,106377,212885,87236
12/18/2020,571,704,651,565,265,2
12/18/2021,143984,91197,89123,106461,212948,87720
12/19/2020,771,914,795,671,329,2
12/19/2021,144131,91304,89197,106529,213003,88043
12/2/2020,17,14,20,14,24,
12/2/2021,141289,89524,87747,104787,210984,80305
12/20/2020,773,916,801,676,338,2
12/20/2021,144364,91438,89316,106648,213149,88636
12/21/2020,1176,1295,1088,959,474,3
12/21/2021,144602,91581,89424,106764,213289,89250
12/22/2020,1564,1686,1427,1251,612,5
12/22/2021,144844,91724,89530,106909,213450,89768
12/23/2020,2052,2172,1826,1570,792,5
12/23/2021,145050,91838,89619,107019,213562,90129
12/24/2020,2309,2452,2030,1788,884,7
12/24/2021,145127,91866,89644,107055,213614,90199
12/25/2020,2310,2453,2030,1791,887,7
12/25/2021,145127,91866,89644,107056,213614,90199
12/26/2020,2508,2663,2177,1946,966,7
12/26/2021,145225,91943,89690,107092,213672,90379
12/27/2020,2552,2709,2206,1979,983,7
12/27/2021,145482,92066,89818,107221,213820,90907
12/28/2020,3004,3156,2577,2302,1181,9
12/28/2021,145744,92225,89960,107352,213974,91499
12/29/2020,3453,3622,2933,2697,1440,17
12/29/2021,146022,92348,90077,107489,214113,92070
12/3/2020,17,15,23,16,26,
12/3/2021,141470,89657,87855,104916,211165,80829
12/30/2020,3888,4091,3387,3134,1724,18
12/30/2021,146271,92466,90228,107604,214216,92661
12/31/2020,4203,4444,3707,3445,1994,23
12/31/2021,146366,92517,90279,107638,214266,92802
12/4/2020,17,16,24,16,27,
12/4/2021,141575,89775,87915,105003,211235,81235
12/5/2020,18,16,24,16,27,
12/5/2021,141681,89873,87981,105073,211294,81553
12/6/2020,18,16,24,17,28,
12/6/2021,141843,89990,88075,105199,211432,81908
12/7/2020,18,16,24,19,29,
12/7/2021,142032,90105,88186,105315,211568,82421
12/8/2020,18,16,24,20,30,1
12/8/2021,142275,90210,88277,105451,211732,83088
12/9/2020,19,18,27,20,34,1
12/9/2021,142462,90324,88367,105560,211904,83596
2/1/2021,16704,15429,14934,14970,44933,221
