date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,412,428,649,446,6
1/1/2022,12490,8865,11433,21260,59047,6295
1/10/2021,564,702,796,1123,985,10
1/10/2022,12662,8968,11515,21404,59252,6453
1/11/2021,573,710,805,1139,1013,11
1/11/2022,12683,8978,11522,21416,59274,6474
1/12/2021,592,734,835,1185,1105,11
1/12/2022,12700,8989,11525,21425,59293,6486
1/13/2021,637,782,922,1278,1300,12
1/13/2022,12707,8993,11527,21431,59299,6496
1/14/2021,670,827,977,1350,1415,14
1/15/2021,685,839,989,1370,1465,14
1/16/2021,706,871,1033,1416,1612,16
1/17/2021,708,873,1036,1422,1628,17
1/18/2021,716,876,1051,1445,1786,19
1/19/2021,750,928,1105,1524,1942,20
1/2/2021,331,445,451,680,458,6
1/2/2022,12501,8872,11444,21269,59053,6305
1/20/2021,792,976,1172,1615,2228,20
1/21/2021,914,1134,1347,1855,2934,20
1/22/2021,1049,1268,1522,2107,3877,21
1/23/2021,1089,1325,1576,2214,5026,24
1/24/2021,1105,1342,1598,2289,6228,25
1/25/2021,1128,1366,1629,2368,6873,25
1/26/2021,1139,1377,1659,2411,7237,25
1/27/2021,1212,1432,1733,2594,8506,26
1/28/2021,1260,1504,1839,2797,9904,33
1/29/2021,1338,1563,1938,2968,11155,38
1/3/2021,331,447,451,682,460,6
1/3/2022,12529,8885,11454,21288,59085,6319
1/30/2021,1385,1590,1996,3055,11792,38
1/31/2021,1422,1616,2045,3144,12503,40
1/4/2021,340,451,461,694,466,6
1/4/2022,12547,8891,11462,21308,59113,6339
1/5/2021,347,460,477,713,489,6
1/5/2022,12574,8902,11474,21329,59143,6359
1/6/2021,355,467,488,740,526,7
1/6/2022,12599,8916,11484,21341,59173,6385
1/7/2021,438,566,631,879,725,8
1/7/2022,12629,8939,11497,21361,59211,6414
1/8/2021,530,672,758,1083,937,10
1/8/2022,12643,8944,11503,21373,59222,6427
1/9/2021,563,701,795,1123,982,10
1/9/2022,12654,8949,11511,21382,59228,6436
10/1/2021,10999,7988,10424,19608,55204,4483
10/10/2021,11151,8059,10501,19688,55342,4525
10/11/2021,11167,8070,10504,19703,55372,4531
10/12/2021,11179,8073,10511,19713,55384,4542
10/13/2021,11194,8079,10517,19724,55396,4557
10/14/2021,11211,8091,10526,19741,55418,4561
10/15/2021,11230,8098,10534,19753,55438,4569
10/16/2021,11242,8103,10538,19758,55448,4579
10/17/2021,11257,8111,10547,19763,55454,4582
10/18/2021,11272,8118,10552,19769,55467,4587
10/19/2021,11293,8128,10557,19779,55478,4596
10/2/2021,11023,7995,10431,19619,55217,4490
10/20/2021,11309,8134,10562,19788,55504,4598
10/21/2021,11331,8144,10572,19804,55518,4604
10/22/2021,11347,8152,10584,19826,55570,4610
10/23/2021,11349,8154,10595,19836,55612,4611
10/24/2021,11353,8160,10597,19840,55632,4615
10/25/2021,11367,8166,10607,19855,55715,4621
10/26/2021,11373,8177,10616,19867,55808,4625
10/27/2021,11387,8183,10627,19886,55895,4628
10/28/2021,11410,8191,10635,19908,55986,4633
10/29/2021,11431,8202,10648,19918,56078,4639
10/3/2021,11032,7996,10432,19620,55220,4492
10/30/2021,11445,8204,10653,19924,56102,4639
10/31/2021,11449,8209,10654,19929,56124,4640
10/4/2021,11050,8004,10448,19631,55239,4495
10/5/2021,11069,8014,10457,19646,55266,4499
10/6/2021,11085,8025,10466,19655,55286,4501
10/7/2021,11102,8038,10477,19665,55304,4503
10/8/2021,11123,8047,10489,19681,55330,4520
10/9/2021,11138,8055,10497,19685,55337,4524
11/1/2021,11462,8219,10661,19946,56192,4646
11/10/2021,11617,8308,10772,20122,56794,4925
