date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1646,255
2021-01-29,1779,133
2021-01-30,1781,2
2021-02-01,1808,27
2021-02-02,1877,69
2021-02-03,1910,33
2021-02-04,1994,84
2021-02-05,2148,154
2021-02-06,2151,3
2021-02-08,2169,18
2021-02-09,2207,38
2021-02-10,2307,100
2021-02-11,2451,144
2021-02-12,2642,191
2021-02-13,2647,5
2021-02-15,2685,38
2021-02-16,2765,80
2021-02-17,2912,147
2021-02-18,3169,257
2021-02-19,3175,6
2021-02-20,3177,2
2021-02-22,3237,60
2021-02-23,3545,308
2021-02-24,3703,158
2021-02-25,3830,127
2021-02-26,3983,153
2021-02-28,3998,15
2021-03-01,4026,28
2021-03-02,4177,151
2021-03-03,4228,51
2021-03-04,4269,41
2021-03-05,4410,141
2021-03-06,4411,1
2021-03-07,4412,1
2021-03-08,4452,40
2021-03-09,4524,72
2021-03-10,4606,82
2021-03-11,4672,66
2021-03-12,4784,112
2021-03-13,4790,6
2021-03-15,4900,110
2021-03-16,4925,25
2021-03-17,4980,55
2021-03-18,5005,25
2021-03-19,5043,38
2021-03-20,5044,1
2021-03-22,5050,6
2021-03-23,5065,15
2021-03-24,5075,10
2021-03-25,5116,41
2021-03-26,5166,50
2021-03-27,5170,4
2021-03-28,5179,9
2021-03-29,5187,8
2021-03-30,5241,54
2021-03-31,5250,9
2021-04-01,5311,61
2021-04-02,5337,26
2021-04-03,5338,1
2021-04-05,5354,16
2021-04-06,5379,25
2021-04-07,5396,17
2021-04-08,5452,56
2021-04-09,5491,39
2021-04-10,5494,3
2021-04-11,5495,1
2021-04-12,5539,44
2021-04-13,5554,15
2021-04-14,5570,16
2021-04-15,5596,26
2021-04-16,5629,33
2021-04-17,5630,1
2021-04-19,5633,3
2021-04-20,5651,18
2021-04-21,5658,7
2021-04-22,5689,31
2021-04-23,5692,3
2021-04-24,5695,3
2021-04-26,5700,5
2021-04-27,5732,32
2021-04-28,5740,8
2021-04-29,5749,9
2021-04-30,5770,21
2021-05-01,5773,3
2021-05-03,5774,1
2021-05-04,5792,18
2021-05-05,5801,9
2021-05-06,5816,15
2021-05-07,5820,4
2021-05-08,5822,2
2021-05-10,5838,16
2021-05-11,5839,1
2021-05-12,5856,17
2021-05-13,5875,19
2021-05-14,5881,6
2021-05-16,5884,3
2021-05-17,5886,2
2021-05-18,5899,13
2021-05-19,5904,5
2021-05-20,5927,23
2021-05-21,5958,31
2021-05-22,5971,13
2021-05-23,5972,1
2021-05-24,5974,2
2021-05-25,5991,17
2021-05-26,5994,3
2021-05-27,6005,11
2021-05-28,6016,11
2021-05-29,6018,2
2021-06-01,6035,17
2021-06-02,6037,2
2021-06-03,6050,13
2021-06-04,6055,5
2021-06-05,6056,1
2021-06-07,6059,3
2021-06-08,6065,6
2021-06-09,6068,3
2021-06-10,6075,7
2021-06-11,6078,3
2021-06-12,6085,7
2021-06-14,6087,2
2021-06-15,6100,13
2021-06-16,6103,3
2021-06-17,6122,19
2021-06-18,6127,5
2021-06-19,6131,4
2021-06-20,6132,1
2021-06-21,6135,3
2021-06-22,6144,9
2021-06-24,6147,3
2021-06-25,6154,7
2021-06-26,6156,2
2021-06-28,6158,2
2021-06-29,6170,12
2021-06-30,6171,1
2021-07-01,6183,12
2021-07-02,6188,5
2021-07-06,6191,3
2021-07-07,6197,6
2021-07-08,6206,9
2021-07-09,6209,3
2021-07-11,6211,2
2021-07-12,6221,10
2021-07-13,6223,2
2021-07-14,6226,3
2021-07-15,6234,8
2021-07-16,6235,1
2021-07-19,6238,3
2021-07-20,6253,15
2021-07-21,6256,3
2021-07-22,6267,11
2021-07-23,6285,18
2021-07-24,6288,3
2021-07-25,6291,3
2021-07-26,6299,8
2021-07-27,6305,6
2021-07-28,6313,8
2021-07-29,6338,25
2021-07-30,6346,8
2021-07-31,6349,3
2021-08-01,6350,1
2021-08-02,6357,7
2021-08-03,6370,13
2021-08-04,6386,16
2021-08-05,6402,16
2021-08-06,6412,10
2021-08-07,6417,5
2021-08-08,6419,2
2021-08-09,6434,15
2021-08-10,6449,15
2021-08-11,6455,6
2021-08-12,6501,46
2021-08-13,6522,21
2021-08-14,6527,5
2021-08-15,6528,1
2021-08-16,6546,18
2021-08-17,6585,39
2021-08-18,6603,18
2021-08-19,6639,36
2021-08-20,6688,49
2021-08-21,6784,96
2021-08-22,6785,1
2021-08-23,6811,26
2021-08-24,6830,19
2021-08-25,6850,20
2021-08-26,6896,46
2021-08-27,6927,31
2021-08-28,6934,7
2021-08-30,6972,38
2021-08-31,6998,26
2021-09-01,7013,15
2021-09-02,7031,18
2021-09-03,7057,26
2021-09-04,7059,2
2021-09-07,7076,17
2021-09-08,7096,20
2021-09-09,7141,45
2021-09-10,7174,33
2021-09-11,7238,64
2021-09-12,7239,1
2021-09-13,7250,11
2021-09-14,7274,24
