date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,289,383,440,499,364,7
1/1/2022,8818,6773,9267,18063,44900,3949
1/10/2021,437,553,649,749,846,11
1/10/2022,8978,6869,9367,18242,45093,4097
1/11/2021,454,567,680,786,945,11
1/11/2022,8994,6877,9380,18265,45119,4114
1/12/2021,474,590,709,834,1110,11
1/12/2022,9004,6883,9391,18280,45144,4123
1/13/2021,492,621,748,881,1280,12
1/13/2022,9008,6887,9397,18288,45157,4130
1/14/2021,527,650,798,949,1484,13
1/15/2021,553,694,835,1017,1719,13
1/16/2021,564,711,851,1056,1991,14
1/17/2021,565,714,851,1058,2016,14
1/18/2021,583,734,879,1094,2254,14
1/19/2021,601,753,911,1149,2444,15
1/2/2021,295,393,449,510,377,7
1/2/2022,8832,6779,9272,18078,44908,3955
1/20/2021,634,783,936,1216,2721,15
1/21/2021,652,808,963,1258,2902,15
1/22/2021,680,831,990,1306,3147,15
1/23/2021,693,841,999,1324,3753,15
1/24/2021,693,847,1008,1330,4280,15
1/25/2021,699,854,1019,1351,4543,16
1/26/2021,714,862,1027,1377,4903,16
1/27/2021,738,881,1054,1427,5321,16
1/28/2021,756,905,1085,1475,5853,16
1/29/2021,771,914,1099,1504,6239,16
1/3/2021,297,394,458,517,384,7
1/3/2022,8848,6788,9288,18108,44949,3973
1/30/2021,776,919,1111,1523,6542,16
1/31/2021,779,920,1118,1535,7017,16
1/4/2021,315,424,490,562,451,8
1/4/2022,8871,6798,9304,18134,44973,3988
1/5/2021,330,447,512,590,495,8
1/5/2022,8897,6811,9316,18159,45008,3999
1/6/2021,369,481,552,653,569,9
1/6/2022,8910,6820,9329,18185,45036,4017
1/7/2021,395,510,596,688,686,11
1/7/2022,8930,6841,9348,18210,45061,4063
1/8/2021,426,543,635,730,795,11
1/8/2022,8952,6851,9358,18223,45075,4082
1/9/2021,432,551,644,743,813,11
1/9/2022,8963,6859,9362,18228,45078,4086
10/1/2021,7469,6006,8304,16517,41445,2876
10/10/2021,7596,6071,8378,16611,41566,2923
10/11/2021,7609,6082,8388,16627,41583,2928
10/12/2021,7630,6093,8401,16639,41604,2932
10/13/2021,7641,6104,8412,16647,41626,2937
10/14/2021,7656,6107,8427,16659,41653,2945
10/15/2021,7688,6126,8444,16669,41676,2960
10/16/2021,7703,6136,8455,16671,41681,2968
10/17/2021,7711,6137,8457,16675,41685,2971
10/18/2021,7741,6145,8471,16689,41701,2972
10/19/2021,7758,6159,8479,16704,41726,2985
10/2/2021,7478,6017,8310,16525,41463,2878
10/20/2021,7767,6168,8489,16711,41742,2987
10/21/2021,7790,6175,8498,16721,41757,2990
10/22/2021,7811,6194,8523,16732,41804,2997
10/23/2021,7819,6199,8529,16739,41852,3000
10/24/2021,7823,6201,8530,16745,41867,3004
10/25/2021,7836,6207,8543,16768,41955,3004
10/26/2021,7852,6214,8550,16780,42017,3007
10/27/2021,7863,6220,8566,16800,42094,3012
10/28/2021,7878,6225,8575,16826,42164,3017
10/29/2021,7895,6233,8584,16857,42217,3026
10/3/2021,7483,6019,8310,16525,41467,2882
10/30/2021,7903,6236,8594,16868,42244,3028
10/31/2021,7909,6237,8602,16872,42255,3029
10/4/2021,7501,6023,8322,16540,41484,2886
10/5/2021,7520,6035,8329,16554,41505,2893
10/6/2021,7543,6045,8332,16573,41523,2895
10/7/2021,7566,6052,8344,16587,41537,2897
10/8/2021,7585,6064,8361,16605,41558,2918
10/9/2021,7595,6070,8369,16610,41564,2922
11/1/2021,7913,6240,8607,16890,42311,3037
11/10/2021,8012,6304,8682,17019,42756,3194
11/11/2021,8036,6320,8704,17041,42833,3216
11/12/2021,8060,6336,8725,17077,42870,3241
11/13/2021,8074,6341,8732,17092,42893,3257
11/14/2021,8081,6345,8736,17097,42916,3263
11/15/2021,8101,6349,8756,17116,42987,3275
11/16/2021,8125,6359,8773,17128,43036,3291
11/17/2021,8150,6374,8788,17158,43094,3304
11/18/2021,8179,6392,8801,17186,43155,3321
11/19/2021,8208,6414,8828,17218,43217,3367
11/2/2021,7922,6247,8618,16904,42358,3038
11/20/2021,8221,6418,8835,17235,43246,3402
11/21/2021,8233,6428,8842,17252,43276,3420
11/22/2021,8263,6439,8852,17279,43328,3430
11/23/2021,8286,6442,8872,17310,43368,3449
11/24/2021,8298,6451,8882,17328,43392,3463
11/25/2021,8298,6452,8882,17328,43392,3463
11/26/2021,8323,6460,8893,17349,43420,3480
11/27/2021,8328,6470,8905,17364,43440,3489
11/28/2021,8336,6476,8909,17377,43457,3497
11/29/2021,8365,6498,8921,17402,43506,3505
11/3/2021,7940,6252,8622,16918,42406,3041
11/30/2021,8389,6510,8932,17423,43561,3517
11/4/2021,7950,6263,8630,16930,42482,3049
11/5/2021,7963,6270,8641,16942,42543,3064
11/6/2021,7970,6279,8650,16956,42568,3131
11/7/2021,7972,6279,8652,16961,42577,3148
11/8/2021,7984,6293,8660,16972,42653,3158
11/9/2021,8003,6298,8672,16998,42704,3170
12/1/2020,,,,,1,
12/1/2021,8422,6526,8950,17447,43621,3530
12/10/2020,,,,,1,
12/10/2021,8556,6614,9066,17680,44109,3656
12/11/2020,,,,,1,
12/11/2021,8567,6627,9074,17699,44155,3662
12/12/2020,,,,1,1,
12/12/2021,8574,6631,9080,17701,44191,3678
12/13/2020,,,,1,1,
12/13/2021,8587,6638,9094,17719,44245,3682
12/14/2020,,,,1,1,
12/14/2021,8596,6643,9100,17730,44302,3689
12/15/2020,,,,1,1,
12/15/2021,8605,6646,9107,17755,44369,3697
12/16/2020,,,1,2,1,
12/16/2021,8616,6650,9116,17771,44422,3716
12/17/2020,,,1,2,1,
12/17/2021,8628,6657,9131,17798,44477,3738
12/18/2020,,1,1,3,1,
12/18/2021,8636,6659,9139,17811,44497,3751
12/19/2020,,1,1,3,1,
12/19/2021,8642,6667,9146,17819,44513,3758
12/2/2020,,,,,1,
12/2/2021,8438,6542,8966,17480,43674,3543
12/20/2020,,1,1,3,1,
12/20/2021,8667,6673,9169,17855,44584,3765
12/21/2020,1,1,5,7,4,
12/21/2021,8688,6684,9178,17889,44648,3788
12/22/2020,5,12,24,23,14,
12/22/2021,8700,6698,9190,17918,44693,3804
12/23/2020,32,53,77,78,48,
12/23/2021,8713,6710,9204,17936,44737,3831
12/24/2020,64,88,106,100,64,
12/24/2021,8718,6712,9209,17945,44751,3833
12/25/2020,64,88,106,100,64,
12/25/2021,8718,6712,9209,17945,44751,3833
12/26/2020,92,129,140,143,82,1
12/26/2021,8724,6716,9215,17953,44758,3841
12/27/2020,97,139,154,153,103,2
12/27/2021,8741,6725,9228,17986,44792,3862
12/28/2020,140,197,213,218,145,3
12/28/2021,8753,6741,9240,18006,44833,3886
12/29/2020,199,269,309,313,204,4
12/29/2021,8776,6754,9251,18030,44873,3898
12/3/2020,,,,,1,
12/3/2021,8458,6554,8987,17513,43735,3566
12/30/2020,243,329,377,411,270,6
12/30/2021,8802,6767,9258,18050,44889,3925
12/31/2020,286,380,430,487,322,6
12/31/2021,8817,6771,9267,18059,44899,3948
12/4/2020,,,,,1,
12/4/2021,8471,6557,8995,17536,43757,3574
12/5/2020,,,,,1,
12/5/2021,8476,6562,9000,17543,43787,3583
12/6/2020,,,,,1,
12/6/2021,8488,6574,9012,17567,43873,3586
12/7/2020,,,,,1,
12/7/2021,8504,6582,9026,17589,43935,3590
12/8/2020,,,,,1,
12/8/2021,8516,6590,9038,17616,43987,3597
12/9/2020,,,,,1,
12/9/2021,8543,6601,9052,17647,44050,3620
2/1/2021,797,940,1137,1587,7435,17
2/10/2021,898,1043,1258,1817,10685,23
2/11/2021,902,1048,1271,1832,10914,24
2/12/2021,926,1077,1294,1873,11292,26
2/13/2021,927,1088,1299,1890,11517,26
2/14/2021,928,1089,1299,1897,11542,26
2/15/2021,938,1096,1314,1909,11681,27
2/16/2021,944,1101,1323,1930,11932,27
2/17/2021,957,1106,1329,1943,12198,27
2/18/2021,965,1120,1337,1956,12363,27
2/19/2021,968,1124,1339,1962,12450,27
2/2/2021,808,954,1156,1609,7843,17
2/20/2021,968,1124,1340,1968,12473,27
2/21/2021,968,1124,1340,1968,12496,27
2/22/2021,972,1125,1344,1975,12592,27
2/23/2021,974,1125,1345,1981,12671,27
2/24/2021,976,1130,1356,2003,12936,27
2/25/2021,981,1134,1368,2022,13256,27
2/26/2021,984,1140,1381,2041,13578,27
2/27/2021,992,1155,1392,2053,13797,27
2/28/2021,997,1158,1401,2065,14114,27
2/3/2021,840,976,1187,1662,8616,20
2/4/2021,852,990,1206,1697,9038,20
2/5/2021,866,1002,1222,1719,9395,21
2/6/2021,871,1004,1224,1723,9599,21
2/7/2021,871,1012,1227,1734,9707,21
2/8/2021,871,1015,1230,1749,9870,22
2/9/2021,881,1028,1245,1770,10007,22
3/1/2021,1006,1165,1414,2079,14531,28
3/10/2021,1155,1322,1639,3004,19878,31
3/11/2021,1167,1334,1653,3192,20741,31
3/12/2021,1191,1354,1674,3332,21497,32
3/13/2021,1200,1371,1693,3475,21852,33
3/14/2021,1204,1380,1700,3534,22123,33
3/15/2021,1218,1390,1712,3646,22545,34
3/16/2021,1229,1394,1726,3767,23137,34
3/17/2021,1250,1409,1769,3960,24344,34
3/18/2021,1270,1432,1803,4108,25095,34
3/19/2021,1294,1453,1826,4351,25728,35
3/2/2021,1015,1175,1421,2092,15013,28
3/20/2021,1321,1480,1865,4625,26377,35
3/21/2021,1329,1483,1880,4778,26576,36
3/22/2021,1349,1507,1909,5113,27122,38
3/23/2021,1380,1529,1956,5467,27609,39
3/24/2021,1400,1556,2005,5964,28160,41
3/25/2021,1426,1590,2058,6387,28658,42
3/26/2021,1518,1678,2226,6748,29106,55
3/27/2021,1589,1733,2341,7000,29334,66
3/28/2021,1644,1771,2410,7118,29548,71
3/29/2021,1749,1858,2582,7474,29919,94
3/3/2021,1040,1192,1463,2177,15836,30
3/30/2021,1842,1944,2748,7787,30291,96
3/31/2021,1968,2054,2942,8119,30830,105
3/4/2021,1049,1199,1478,2227,16522,30
3/5/2021,1089,1250,1530,2394,17222,30
3/6/2021,1111,1289,1585,2499,17636,30
3/7/2021,1116,1289,1590,2586,17895,30
3/8/2021,1120,1296,1597,2712,18312,30
3/9/2021,1126,1306,1608,2838,18950,31
4/1/2021,2066,2138,3094,8406,31247,115
4/10/2021,2713,2656,3906,9945,33334,203
4/11/2021,2733,2678,3944,10025,33441,219
4/12/2021,2929,2870,4194,10330,33783,236
4/13/2021,2977,2913,4275,10453,33953,252
4/14/2021,3047,2947,4358,10572,34112,267
4/15/2021,3229,3111,4492,10706,34262,274
4/16/2021,3284,3154,4564,10815,34402,293
4/17/2021,3313,3184,4599,10867,34485,303
4/18/2021,3324,3193,4614,10891,34516,308
4/19/2021,3376,3218,4646,10991,34652,313
4/2/2021,2148,2226,3200,8607,31540,127
4/20/2021,3406,3259,4686,11081,34801,317
4/21/2021,3447,3300,4725,11173,34934,323
4/22/2021,3509,3340,4793,11298,35078,328
4/23/2021,3586,3382,4843,11413,35195,348
4/24/2021,3614,3411,4883,11456,35259,355
4/25/2021,3627,3416,4891,11473,35279,355
4/26/2021,3670,3443,4937,11538,35368,364
4/27/2021,3713,3465,4986,11614,35488,368
4/28/2021,3748,3481,5026,11698,35603,374
4/29/2021,3790,3510,5060,11782,35730,380
4/3/2021,2211,2267,3259,8721,31658,133
4/30/2021,3823,3550,5102,11882,35870,394
4/4/2021,2241,2283,3292,8765,31687,137
4/5/2021,2305,2340,3396,8962,31942,139
4/6/2021,2385,2379,3502,9161,32242,151
4/7/2021,2512,2482,3622,9400,32586,161
4/8/2021,2581,2548,3738,9597,32872,172
4/9/2021,2668,2626,3861,9818,33197,196
5/1/2021,3848,3568,5129,11929,35906,401
5/10/2021,4077,3745,5406,12380,36565,439
5/11/2021,4099,3775,5428,12436,36644,444
5/12/2021,4124,3797,5451,12476,36722,448
5/13/2021,4160,3820,5484,12529,36790,458
5/14/2021,4198,3847,5532,12588,36881,478
5/15/2021,4233,3868,5558,12646,36939,517
5/16/2021,4246,3876,5574,12663,36960,535
5/17/2021,4312,3955,5655,12768,37055,564
5/18/2021,4361,3983,5704,12827,37161,581
5/19/2021,4406,4007,5739,12888,37242,624
5/2/2021,3853,3576,5144,11939,35918,401
5/20/2021,4461,4047,5777,12955,37318,666
5/21/2021,4505,4065,5812,13020,37383,729
5/22/2021,4542,4079,5842,13054,37410,760
5/23/2021,4562,4086,5853,13075,37419,769
5/24/2021,4595,4100,5885,13129,37472,806
5/25/2021,4633,4115,5915,13174,37546,833
5/26/2021,4660,4135,5938,13221,37608,841
5/27/2021,4684,4145,5961,13261,37655,855
5/28/2021,4711,4168,5991,13307,37710,884
5/29/2021,4722,4177,6004,13326,37724,896
5/3/2021,3885,3596,5176,12002,35995,405
5/30/2021,4726,4184,6010,13334,37727,901
5/31/2021,4739,4189,6010,13345,37734,903
5/4/2021,3912,3622,5212,12068,36103,409
5/5/2021,3946,3640,5247,12126,36218,415
5/6/2021,3980,3673,5296,12201,36326,419
5/7/2021,4007,3698,5340,12266,36400,424
5/8/2021,4040,3719,5363,12323,36466,433
