date,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL
2020-08-23 00:00:00,1,0,,
2020-08-22 00:00:00,27,0.037037037037037,24.0,0
2020-08-21 00:00:00,1304,0.0145705521472393,118.0,0.0847457627118644
2020-08-20 00:00:00,717,0.0264993026499303,73.0,0.1232876712328767
2020-08-19 00:00:00,1022,0.0391389432485323,56.0,0.125
2020-08-18 00:00:00,420,0.0547619047619048,90.0,0.0888888888888889
2020-08-17 00:00:00,527,0.0607210626185958,105.0,0.1523809523809524
2020-08-16 00:00:00,368,0.0407608695652174,49.0,0.1224489795918367
2020-08-15 00:00:00,348,0.0632183908045977,67.0,0.1044776119402985
2020-08-14 00:00:00,507,0.0414201183431953,122.0,0.1147540983606558
2020-08-13 00:00:00,348,0.0948275862068966,85.0,0.1529411764705883
2020-08-12 00:00:00,402,0.0572139303482587,71.0,0.1408450704225352
2020-08-11 00:00:00,410,0.051219512195122,108.0,0.1666666666666667
2020-08-10 00:00:00,435,0.0689655172413793,121.0,0.1404958677685951
2020-08-09 00:00:00,299,0.0535117056856187,51.0,0.0196078431372549
2020-08-08 00:00:00,297,0.0740740740740741,49.0,0.0816326530612245
2020-08-07 00:00:00,407,0.0909090909090909,115.0,0.1565217391304348
2020-08-06 00:00:00,376,0.0824468085106383,100.0,0.16
2020-08-05 00:00:00,403,0.0942928039702233,76.0,0.1842105263157895
2020-08-04 00:00:00,461,0.0759219088937093,136.0,0.0588235294117647
2020-08-03 00:00:00,448,0.1071428571428571,132.0,0.0757575757575758
2020-08-02 00:00:00,277,0.0866425992779783,52.0,0.0384615384615385
2020-08-01 00:00:00,277,0.0902527075812274,60.0,0.0666666666666667
2020-07-31 00:00:00,454,0.0748898678414097,162.0,0.1358024691358025
2020-07-30 00:00:00,354,0.1468926553672317,106.0,0.1037735849056604
2020-07-29 00:00:00,389,0.0848329048843188,123.0,0.1138211382113821
2020-07-28 00:00:00,478,0.1192468619246862,121.0,0.1074380165289256
2020-07-27 00:00:00,558,0.1129032258064516,151.0,0.1059602649006623
2020-07-26 00:00:00,288,0.1145833333333333,48.0,0.0833333333333333
2020-07-25 00:00:00,498,0.0923694779116466,54.0,0.0925925925925926
2020-07-24 00:00:00,568,0.0915492957746479,153.0,0.0980392156862745
2020-07-23 00:00:00,472,0.1101694915254237,136.0,0.0441176470588235
2020-07-22 00:00:00,603,0.0862354892205638,88.0,0.0795454545454546
2020-07-21 00:00:00,587,0.1005110732538331,159.0,0.1257861635220126
2020-07-20 00:00:00,586,0.1092150170648464,156.0,0.1282051282051282
2020-07-19 00:00:00,260,0.1076923076923077,49.0,0.0204081632653061
2020-07-18 00:00:00,602,0.1129568106312293,83.0,0.0481927710843374
2020-07-17 00:00:00,813,0.1291512915129151,156.0,0.108974358974359
2020-07-16 00:00:00,885,0.0983050847457627,121.0,0.1074380165289256
2020-07-15 00:00:00,946,0.1109936575052854,96.0,0.125
2020-07-14 00:00:00,1044,0.1350574712643678,166.0,0.0963855421686747
2020-07-13 00:00:00,790,0.1734177215189874,152.0,0.0394736842105263
2020-07-12 00:00:00,404,0.1707920792079208,57.0,0.0526315789473684
2020-07-11 00:00:00,631,0.1489698890649763,108.0,0.0648148148148148
2020-07-10 00:00:00,962,0.1392931392931393,151.0,0.0596026490066225
2020-07-09 00:00:00,1029,0.1593780369290573,117.0,0.0512820512820513
2020-07-08 00:00:00,1037,0.1861137897782064,132.0,0.053030303030303
2020-07-07 00:00:00,1320,0.1371212121212121,177.0,0.0677966101694915
2020-07-06 00:00:00,835,0.1940119760479042,157.0,0.0318471337579618
2020-07-05 00:00:00,336,0.2232142857142857,28.0,0
2020-07-04 00:00:00,350,0.2514285714285715,44.0,0.0454545454545455
