date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,412,439,641,428,8
1/10/2021,566,700,805,1118,953,12
1/11/2021,575,708,814,1134,980,13
1/12/2021,594,732,844,1181,1070,13
1/13/2021,638,780,931,1274,1256,14
1/14/2021,671,825,986,1346,1369,16
1/15/2021,686,836,998,1366,1417,16
1/16/2021,707,868,1042,1413,1563,18
1/17/2021,709,870,1045,1418,1579,19
1/18/2021,716,873,1058,1438,1729,20
1/19/2021,750,927,1110,1515,1882,21
1/2/2021,332,445,463,673,438,8
1/20/2021,792,976,1176,1609,2159,21
1/21/2021,915,1133,1352,1849,2846,22
1/22/2021,1051,1266,1528,2102,3780,24
1/23/2021,1091,1322,1583,2208,4917,27
1/24/2021,1107,1339,1607,2285,6108,28
1/25/2021,1130,1363,1641,2361,6753,28
1/26/2021,1141,1375,1670,2407,7109,28
1/27/2021,1215,1428,1742,2593,8362,29
1/28/2021,1265,1498,1850,2794,9748,36
1/29/2021,1344,1556,1946,2968,10979,41
1/3/2021,332,447,463,674,440,8
1/30/2021,1393,1582,2003,3054,11613,42
1/31/2021,1431,1609,2052,3140,12312,44
1/4/2021,341,452,472,686,446,8
1/5/2021,348,460,487,705,468,8
1/6/2021,356,467,499,729,504,9
1/7/2021,439,566,641,866,702,10
1/8/2021,532,670,767,1077,906,12
1/9/2021,565,699,804,1118,950,12
10/1/2021,10909,7943,10410,19728,54157,4571
10/10/2021,11053,8013,10487,19806,54281,4614
10/11/2021,11069,8024,10490,19821,54310,4620
10/12/2021,11079,8027,10497,19828,54321,4630
10/13/2021,11094,8032,10504,19838,54333,4644
10/14/2021,11111,8045,10514,19855,54357,4647
10/15/2021,11131,8052,10522,19867,54377,4654
10/16/2021,11142,8057,10527,19873,54385,4664
10/17/2021,11156,8065,10537,19877,54391,4668
10/18/2021,11172,8072,10542,19885,54406,4673
10/19/2021,11192,8081,10547,19895,54417,4682
10/2/2021,10928,7949,10418,19736,54170,4577
10/20/2021,11209,8087,10552,19904,54444,4684
10/21/2021,11231,8096,10562,19920,54458,4690
10/22/2021,11248,8104,10575,19941,54502,4696
10/23/2021,11249,8106,10586,19950,54542,4698
10/24/2021,11254,8111,10590,19954,54561,4702
10/25/2021,11268,8118,10600,19966,54639,4708
10/26/2021,11274,8128,10609,19980,54728,4712
10/27/2021,11289,8132,10620,19996,54815,4716
10/28/2021,11313,8141,10629,20016,54902,4721
10/29/2021,11331,8153,10642,20024,54987,4727
10/3/2021,10936,7950,10419,19738,54173,4580
10/30/2021,11344,8155,10645,20031,55004,4728
10/31/2021,11348,8160,10646,20035,55021,4729
10/4/2021,10954,7959,10436,19750,54189,4583
10/5/2021,10975,7968,10445,19765,54215,4587
10/6/2021,10992,7979,10453,19773,54235,4589
10/7/2021,11006,7992,10462,19782,54247,4591
10/8/2021,11026,8001,10475,19797,54270,4609
10/9/2021,11041,8010,10483,19802,54277,4613
11/1/2021,11361,8169,10654,20052,55089,4735
11/10/2021,11514,8262,10757,20220,55655,5014
11/11/2021,11537,8271,10769,20251,55726,5088
11/12/2021,11558,8295,10783,20286,55822,5151
11/13/2021,11567,8308,10789,20297,55851,5160
11/14/2021,11578,8312,10799,20306,55877,5166
11/15/2021,11597,8326,10810,20332,55942,5191
11/16/2021,11616,8339,10824,20352,56015,5277
11/17/2021,11635,8354,10834,20375,56099,5365
11/18/2021,11641,8360,10841,20381,56141,5384
11/2/2021,11380,8178,10665,20067,55141,4740
11/3/2021,11391,8190,10679,20086,55196,4748
11/4/2021,11409,8199,10688,20103,55263,4772
11/5/2021,11428,8210,10702,20132,55346,4817
11/6/2021,11440,8219,10717,20147,55391,4830
11/7/2021,11451,8229,10721,20153,55416,4839
11/8/2021,11465,8241,10735,20184,55496,4886
11/9/2021,11495,8252,10743,20202,55589,4965
12/1/2020,,,,,1,
12/10/2020,1,,,,1,
12/11/2020,1,,,,1,
12/12/2020,1,,,,2,
12/13/2020,1,,,,2,
12/14/2020,1,,,,2,
12/15/2020,1,,,,2,
12/16/2020,1,1,1,1,2,
12/17/2020,1,1,2,1,4,
12/18/2020,1,1,2,1,4,
12/19/2020,2,1,2,1,6,
12/2/2020,,,,,1,
12/20/2020,2,1,2,4,6,
12/21/2020,2,3,2,5,6,
12/22/2020,34,73,102,119,56,
12/23/2020,109,164,182,267,102,1
12/24/2020,119,175,190,280,109,2
12/25/2020,123,178,194,282,112,2
12/26/2020,128,184,201,297,117,2
12/27/2020,131,187,203,302,118,2
12/28/2020,147,192,211,323,144,2
12/29/2020,183,237,268,395,235,5
12/3/2020,,,,,1,
12/30/2020,287,392,407,589,388,8
12/31/2020,309,410,437,635,414,8
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,1,,,,1,
12/7/2020,1,,,,1,
12/8/2020,1,,,,1,
12/9/2020,1,,,,1,
2/1/2021,1486,1661,2116,3289,13819,49
2/10/2021,1815,1963,2514,4208,24688,61
2/11/2021,1854,2002,2565,4317,25885,62
2/12/2021,1895,2042,2619,4426,27051,64
2/13/2021,1940,2078,2662,4535,27901,68
2/14/2021,1973,2102,2701,4609,28678,69
2/15/2021,1996,2116,2726,4672,29258,69
2/16/2021,2030,2150,2762,4756,30186,71
2/17/2021,2048,2172,2778,4798,30573,71
2/18/2021,2054,2178,2785,4805,30721,71
2/19/2021,2066,2184,2810,4814,30814,71
2/2/2021,1554,1720,2188,3436,15390,51
2/20/2021,2070,2186,2814,4823,30868,71
2/21/2021,2077,2186,2816,4826,30917,72
2/22/2021,2082,2187,2830,4840,30970,72
2/23/2021,2115,2211,2864,4914,31449,74
2/24/2021,2179,2276,2938,5091,32672,75
2/25/2021,2239,2320,3001,5207,33343,75
2/26/2021,2275,2359,3039,5309,33701,76
2/27/2021,2288,2369,3051,5333,33882,77
2/28/2021,2294,2372,3059,5353,33960,77
2/3/2021,1597,1755,2248,3583,17073,52
2/4/2021,1629,1791,2300,3651,18153,54
2/5/2021,1672,1831,2335,3727,19087,55
2/6/2021,1711,1858,2377,3815,19938,56
2/7/2021,1733,1875,2401,3878,20800,56
2/8/2021,1753,1901,2431,3972,21994,58
2/9/2021,1775,1925,2466,4066,23211,59
3/1/2021,2308,2386,3077,5419,34155,78
3/10/2021,2496,2538,3307,6651,36965,89
3/11/2021,2540,2584,3354,6907,37545,94
3/12/2021,2582,2617,3411,7137,38058,95
3/13/2021,2601,2632,3430,7271,38276,95
3/14/2021,2623,2652,3449,7434,38594,98
3/15/2021,2694,2686,3511,7706,39311,103
3/16/2021,2745,2723,3553,7928,39888,107
3/17/2021,2834,2750,3619,8297,40490,113
