date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2021-03-26 00:00:00,41,3,0.0731707317073171,1.0,1.0,1
2021-03-25 00:00:00,105,9,0.0857142857142857,3.0,1.0,0.3333333333333333
2021-03-24 00:00:00,200,10,0.05,4.0,1.0,0.25
2021-03-23 00:00:00,207,1,0.0048309178743961,27.0,22.0,0.8148148148148148
2021-03-22 00:00:00,260,5,0.0192307692307692,3.0,2.0,0.6666666666666666
2021-03-21 00:00:00,55,2,0.0363636363636364,,,
2021-03-20 00:00:00,87,6,0.0689655172413793,,,
2021-03-19 00:00:00,169,1,0.0059171597633136,16.0,14.0,0.875
2021-03-18 00:00:00,205,6,0.0292682926829268,3.0,2.0,0.6666666666666666
2021-03-17 00:00:00,202,2,0.0099009900990099,6.0,5.0,0.8333333333333334
2021-03-16 00:00:00,230,10,0.0434782608695652,25.0,13.0,0.52
2021-03-15 00:00:00,192,9,0.046875,5.0,2.0,0.4
2021-03-14 00:00:00,60,3,0.05,,,
2021-03-13 00:00:00,94,5,0.0531914893617021,19.0,11.0,0.5789473684210528
2021-03-12 00:00:00,196,9,0.0459183673469388,2.0,1.0,0.5
2021-03-11 00:00:00,185,12,0.0648648648648649,22.0,11.0,0.5
2021-03-10 00:00:00,255,11,0.0431372549019608,30.0,16.0,0.5333333333333334
2021-03-09 00:00:00,220,10,0.0454545454545455,4.0,2.0,0.5
2021-03-08 00:00:00,237,12,0.0506329113924051,4.0,2.0,0.5
2021-03-07 00:00:00,65,0,0,,,
2021-03-06 00:00:00,77,4,0.051948051948052,,,
2021-03-05 00:00:00,224,10,0.0446428571428571,16.0,10.0,0.625
2021-03-04 00:00:00,246,8,0.032520325203252,20.0,7.0,0.35
2021-03-03 00:00:00,304,22,0.0723684210526316,10.0,5.0,0.5
2021-03-02 00:00:00,256,16,0.0625,18.0,10.0,0.5555555555555556
2021-03-01 00:00:00,343,27,0.0787172011661808,4.0,4.0,1
2021-02-28 00:00:00,52,2,0.0384615384615385,,,
2021-02-27 00:00:00,107,10,0.0934579439252336,9.0,5.0,0.5555555555555556
2021-02-26 00:00:00,247,15,0.0607287449392713,14.0,5.0,0.3571428571428572
2021-02-25 00:00:00,321,27,0.0841121495327103,4.0,1.0,0.25
2021-02-24 00:00:00,257,25,0.0972762645914397,4.0,1.0,0.25
2021-02-23 00:00:00,281,21,0.0747330960854093,8.0,3.0,0.375
2021-02-22 00:00:00,350,37,0.1057142857142857,5.0,1.0,0.2
2021-02-21 00:00:00,38,4,0.1052631578947368,,,
2021-02-20 00:00:00,142,13,0.0915492957746479,1.0,1.0,1
2021-02-19 00:00:00,328,28,0.0853658536585366,4.0,3.0,0.75
2021-02-18 00:00:00,313,28,0.0894568690095847,8.0,3.0,0.375
2021-02-17 00:00:00,344,29,0.0843023255813954,58.0,20.0,0.3448275862068966
2021-02-16 00:00:00,322,26,0.0807453416149068,17.0,8.0,0.4705882352941176
2021-02-15 00:00:00,395,29,0.0734177215189874,10.0,6.0,0.6
2021-02-14 00:00:00,75,7,0.0933333333333333,,,
2021-02-13 00:00:00,167,8,0.0479041916167665,,,
2021-02-12 00:00:00,289,31,0.1072664359861592,9.0,3.0,0.3333333333333333
2021-02-11 00:00:00,247,24,0.097165991902834,34.0,9.0,0.2647058823529412
2021-02-10 00:00:00,343,28,0.0816326530612245,11.0,6.0,0.5454545454545454
2021-02-09 00:00:00,303,30,0.099009900990099,19.0,3.0,0.1578947368421053
2021-02-08 00:00:00,441,39,0.0884353741496599,5.0,2.0,0.4
2021-02-07 00:00:00,67,8,0.1194029850746269,1.0,1.0,1
2021-02-06 00:00:00,156,7,0.0448717948717949,,,
2021-02-05 00:00:00,290,33,0.1137931034482759,6.0,1.0,0.1666666666666667
2021-02-04 00:00:00,350,36,0.1028571428571429,13.0,4.0,0.3076923076923077
2021-02-03 00:00:00,448,47,0.1049107142857143,7.0,4.0,0.5714285714285714
2021-02-02 00:00:00,382,53,0.1387434554973822,7.0,4.0,0.5714285714285714
2021-02-01 00:00:00,516,57,0.1104651162790698,29.0,7.0,0.2413793103448276
2021-01-31 00:00:00,77,16,0.2077922077922078,1.0,0.0,0
2021-01-30 00:00:00,223,19,0.0852017937219731,10.0,3.0,0.3
2021-01-29 00:00:00,356,42,0.1179775280898876,8.0,3.0,0.375
2021-01-28 00:00:00,354,41,0.115819209039548,5.0,1.0,0.2
2021-01-27 00:00:00,430,54,0.1255813953488372,10.0,0.0,0
2021-01-26 00:00:00,244,31,0.1270491803278689,,,
2021-01-25 00:00:00,274,31,0.1131386861313869,6.0,1.0,0.1666666666666667
2021-01-24 00:00:00,71,14,0.1971830985915493,,,
2021-01-23 00:00:00,175,23,0.1314285714285714,,,
2021-01-22 00:00:00,475,76,0.16,11.0,4.0,0.3636363636363637
2021-01-21 00:00:00,471,59,0.1252653927813164,20.0,5.0,0.25
2021-01-20 00:00:00,561,82,0.1461675579322638,5.0,3.0,0.6
2021-01-19 00:00:00,555,83,0.1495495495495496,15.0,4.0,0.2666666666666667
2021-01-18 00:00:00,503,91,0.1809145129224652,23.0,3.0,0.1304347826086957
2021-01-17 00:00:00,85,21,0.2470588235294118,1.0,1.0,1
2021-01-16 00:00:00,266,47,0.1766917293233083,,,
2021-01-15 00:00:00,530,93,0.1754716981132075,9.0,2.0,0.2222222222222222
2021-01-14 00:00:00,538,102,0.1895910780669145,7.0,4.0,0.5714285714285714
2021-01-13 00:00:00,607,128,0.2108731466227348,9.0,7.0,0.7777777777777778
2021-01-12 00:00:00,614,119,0.1938110749185668,38.0,4.0,0.1052631578947368
2021-01-11 00:00:00,835,150,0.1796407185628743,2.0,0.0,0
2021-01-10 00:00:00,128,29,0.2265625,17.0,3.0,0.1764705882352941
2021-01-09 00:00:00,392,64,0.163265306122449,1.0,1.0,1
2021-01-08 00:00:00,529,109,0.2060491493383743,7.0,1.0,0.1428571428571429
2021-01-07 00:00:00,658,159,0.2416413373860183,9.0,0.0,0
2021-01-06 00:00:00,645,133,0.2062015503875969,34.0,7.0,0.2058823529411765
2021-01-05 00:00:00,616,142,0.2305194805194805,13.0,0.0,0
2021-01-04 00:00:00,767,149,0.1942633637548892,18.0,4.0,0.2222222222222222
2021-01-03 00:00:00,102,30,0.2941176470588236,3.0,0.0,0
2021-01-02 00:00:00,339,81,0.2389380530973452,3.0,1.0,0.3333333333333333
2021-01-01 00:00:00,66,23,0.3484848484848485,2.0,0.0,0
2020-12-31 00:00:00,258,54,0.2093023255813954,7.0,3.0,0.4285714285714286
2020-12-30 00:00:00,550,125,0.2272727272727273,40.0,3.0,0.075
2020-12-29 00:00:00,559,96,0.1717352415026834,7.0,0.0,0
2020-12-28 00:00:00,638,122,0.1912225705329154,6.0,1.0,0.1666666666666667
2020-12-27 00:00:00,101,20,0.198019801980198,1.0,0.0,0
2020-12-26 00:00:00,102,24,0.2352941176470588,1.0,1.0,1
2020-12-25 00:00:00,53,15,0.2830188679245283,,,
2020-12-24 00:00:00,359,56,0.1559888579387187,2.0,1.0,0.5
2020-12-23 00:00:00,664,110,0.1656626506024097,11.0,1.0,0.0909090909090909
2020-12-22 00:00:00,790,107,0.1354430379746836,72.0,9.0,0.125
2020-12-21 00:00:00,705,95,0.1347517730496454,48.0,2.0,0.0416666666666667
2020-12-20 00:00:00,84,17,0.2023809523809524,26.0,2.0,0.0769230769230769
2020-12-19 00:00:00,349,29,0.0830945558739255,,,
2020-12-18 00:00:00,773,95,0.1228978007761966,39.0,9.0,0.2307692307692308
2020-12-17 00:00:00,686,101,0.1472303206997085,40.0,1.0,0.025
2020-12-16 00:00:00,623,108,0.173354735152488,7.0,2.0,0.2857142857142857
2020-12-15 00:00:00,537,82,0.1527001862197393,56.0,7.0,0.125
2020-12-14 00:00:00,740,132,0.1783783783783784,12.0,1.0,0.0833333333333333
2020-12-13 00:00:00,70,14,0.2,,,
2020-12-12 00:00:00,363,58,0.1597796143250689,28.0,1.0,0.0357142857142857
2020-12-11 00:00:00,558,100,0.1792114695340502,25.0,1.0,0.04
2020-12-10 00:00:00,694,112,0.1613832853025937,10.0,3.0,0.3
2020-12-09 00:00:00,574,101,0.1759581881533101,56.0,1.0,0.0178571428571429
2020-12-08 00:00:00,546,78,0.1428571428571429,16.0,4.0,0.25
2020-12-07 00:00:00,656,105,0.1600609756097561,11.0,2.0,0.1818181818181818
2020-12-06 00:00:00,70,11,0.1571428571428572,,,
2020-12-05 00:00:00,215,34,0.1581395348837209,2.0,0.0,0
2020-12-04 00:00:00,490,69,0.1408163265306123,16.0,0.0,0
2020-12-03 00:00:00,560,100,0.1785714285714286,10.0,0.0,0
2020-12-02 00:00:00,628,106,0.1687898089171975,67.0,8.0,0.1194029850746269
2020-12-01 00:00:00,483,87,0.1801242236024845,59.0,4.0,0.0677966101694915
2020-11-30 00:00:00,550,110,0.2,39.0,1.0,0.0256410256410256
2020-11-29 00:00:00,86,15,0.1744186046511628,3.0,1.0,0.3333333333333333
2020-11-28 00:00:00,85,10,0.1176470588235294,25.0,2.0,0.08
2020-11-27 00:00:00,224,43,0.1919642857142857,33.0,1.0,0.0303030303030303
2020-11-26 00:00:00,41,6,0.1463414634146342,,,
2020-11-25 00:00:00,449,43,0.0957683741648107,42.0,4.0,0.0952380952380952
2020-11-24 00:00:00,684,59,0.0862573099415205,59.0,4.0,0.0677966101694915
2020-11-23 00:00:00,753,84,0.1115537848605578,54.0,4.0,0.0740740740740741
2020-11-22 00:00:00,74,5,0.0675675675675676,,,
2020-11-21 00:00:00,368,27,0.0733695652173913,1.0,0.0,0
2020-11-20 00:00:00,489,47,0.0961145194274029,45.0,3.0,0.0666666666666667
2020-11-19 00:00:00,572,64,0.1118881118881119,7.0,2.0,0.2857142857142857
2020-11-18 00:00:00,621,53,0.0853462157809984,20.0,3.0,0.15
2020-11-17 00:00:00,555,52,0.0936936936936937,9.0,0.0,0
2020-11-16 00:00:00,643,79,0.1228615863141524,16.0,5.0,0.3125
