date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-15 00:00:00,4,2
2020-12-16 00:00:00,143,139
2020-12-17 00:00:00,268,125
2020-12-18 00:00:00,478,210
2020-12-19 00:00:00,526,48
2020-12-20 00:00:00,527,1
2020-12-21 00:00:00,528,1
2020-12-22 00:00:00,565,37
2020-12-23 00:00:00,895,330
2020-12-24 00:00:00,1282,387
2020-12-25 00:00:00,1404,122
2020-12-26 00:00:00,1502,98
2020-12-27 00:00:00,1593,91
2020-12-28 00:00:00,1807,214
2020-12-29 00:00:00,2157,350
2020-12-30 00:00:00,2556,399
2020-12-31 00:00:00,2764,208
2021-01-01 00:00:00,2862,98
2021-01-02 00:00:00,2924,62
2021-01-03 00:00:00,2928,4
2021-01-04 00:00:00,3269,341
2021-01-05 00:00:00,3617,348
2021-01-06 00:00:00,4099,482
2021-01-07 00:00:00,4667,568
2021-01-08 00:00:00,5293,626
2021-01-09 00:00:00,5372,79
2021-01-10 00:00:00,5376,4
2021-01-11 00:00:00,5696,320
2021-01-12 00:00:00,6255,559
2021-01-13 00:00:00,6734,479
2021-01-14 00:00:00,7349,615
2021-01-15 00:00:00,8518,1169
2021-01-16 00:00:00,8620,102
2021-01-17 00:00:00,8621,1
2021-01-18 00:00:00,8796,175
2021-01-19 00:00:00,9198,402
2021-01-20 00:00:00,10702,1504
2021-01-21 00:00:00,11541,839
2021-01-22 00:00:00,12438,897
2021-01-23 00:00:00,12834,396
2021-01-24 00:00:00,12847,13
2021-01-25 00:00:00,13393,546
2021-01-26 00:00:00,13891,498
2021-01-27 00:00:00,15184,1293
2021-01-28 00:00:00,16383,1199
2021-01-29 00:00:00,17278,895
2021-01-30 00:00:00,17609,331
2021-01-31 00:00:00,17635,26
2021-02-01 00:00:00,18461,826
2021-02-02 00:00:00,19288,827
2021-02-03 00:00:00,20897,1609
2021-02-04 00:00:00,22886,1989
2021-02-05 00:00:00,25103,2217
2021-02-06 00:00:00,26532,1429
2021-02-07 00:00:00,26566,34
2021-02-08 00:00:00,27443,877
2021-02-09 00:00:00,28350,907
2021-02-10 00:00:00,30796,2446
2021-02-11 00:00:00,32305,1509
2021-02-12 00:00:00,35037,2732
2021-02-13 00:00:00,36536,1499
2021-02-14 00:00:00,36562,26
2021-02-15 00:00:00,37758,1196
2021-02-16 00:00:00,39375,1617
2021-02-17 00:00:00,42161,2786
2021-02-18 00:00:00,43254,1093
2021-02-19 00:00:00,44590,1336
2021-02-20 00:00:00,45623,1033
2021-02-21 00:00:00,45631,8
2021-02-22 00:00:00,46008,377
2021-02-23 00:00:00,46527,519
2021-02-24 00:00:00,48477,1950
2021-02-25 00:00:00,50131,1654
2021-02-26 00:00:00,51805,1674
2021-02-27 00:00:00,53451,1646
2021-02-28 00:00:00,53537,86
2021-03-01 00:00:00,55098,1561
2021-03-02 00:00:00,56832,1734
2021-03-03 00:00:00,58543,1711
2021-03-04 00:00:00,60677,2134
2021-03-05 00:00:00,62422,1745
2021-03-06 00:00:00,63120,698
2021-03-07 00:00:00,63210,90
2021-03-08 00:00:00,64166,956
2021-03-09 00:00:00,65047,881
2021-03-10 00:00:00,67755,2708
2021-03-11 00:00:00,69576,1821
2021-03-12 00:00:00,72134,2558
2021-03-13 00:00:00,73267,1133
2021-03-14 00:00:00,73324,57
2021-03-15 00:00:00,74642,1318
2021-03-16 00:00:00,76509,1867
2021-03-17 00:00:00,78287,1778
2021-03-18 00:00:00,79747,1460
2021-03-19 00:00:00,81327,1580
2021-03-20 00:00:00,82272,945
2021-03-21 00:00:00,82328,56
2021-03-22 00:00:00,82956,628
2021-03-23 00:00:00,84647,1691
2021-03-24 00:00:00,86254,1607
2021-03-25 00:00:00,88066,1812
2021-03-26 00:00:00,90126,2060
2021-03-27 00:00:00,90461,335
