date,pcr_tests,pcr_pos_test,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_APACHE,pcr_pos_tests_APACHE,pcr_positivity_APACHE,ser_tests_APACHE,ser_pos_tests_APACHE,ser_positivity_APACHE,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_SANTA_CRUZ,pcr_pos_tests_SANTA_CRUZ,pcr_positivity_SANTA_CRUZ,ser_tests_SANTA_CRUZ,ser_pos_tests_SANTA_CRUZ,ser_positivity_SANTA_CRUZ,pcr_tests_PINAL,pcr_pos_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_pos_tests_PINAL,ser_positivity_PINAL,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE,pcr_tests_MARICOPA,pcr_pos_tests_MARICOPA,pcr_positivity_MARICOPA,ser_tests_MARICOPA,ser_pos_tests_MARICOPA,ser_positivity_MARICOPA,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_GREENLEE,pcr_pos_tests_GREENLEE,pcr_positivity_GREENLEE,ser_tests_GREENLEE,ser_pos_tests_GREENLEE,ser_positivity_GREENLEE,pcr_tests_GRAHAM,pcr_pos_tests_GRAHAM,pcr_positivity_GRAHAM,ser_tests_GRAHAM,ser_pos_tests_GRAHAM,ser_positivity_GRAHAM,pcr_tests_GILA,pcr_pos_tests_GILA,pcr_positivity_GILA,ser_tests_GILA,ser_pos_tests_GILA,ser_positivity_GILA,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2021-08-26 00:00:00,132,11,0.0833333333333333,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,2.0,0.0,0.0,,,,39.0,0.0,0.0,,,,2.0,0.0,0.0,,,,4.0,0.0,0.0,,,,78.0,11.0,0.141025641025641,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2021-08-25 00:00:00,5477,550,0.1004199379222202,530.0,284.0,0.5358490566037736,59.0,1.0,0.0169491525423729,,,,116.0,10.0,0.0862068965517241,,,,109.0,16.0,0.1467889908256881,4.0,3.0,0.75,22.0,1.0,0.0454545454545455,,,,232.0,30.0,0.1293103448275862,53.0,24.0,0.4528301886792454,1145.0,78.0,0.0681222707423581,15.0,6.0,0.4,156.0,6.0,0.0384615384615385,1.0,1.0,1.0,143.0,22.0,0.1538461538461539,21.0,4.0,0.1904761904761905,3147.0,355.0,0.1128058468382587,410.0,230.0,0.5609756097560976,16.0,1.0,0.0625,,,,,,,,,,3.0,0.0,0.0,,,,79.0,7.0,0.0886075949367089,19.0,11.0,0.5789473684210528,77.0,8.0,0.1038961038961039,,,,80.0,6.0,0.075,,,
2021-08-24 00:00:00,14819,1454,0.0981172818678723,1049.0,579.0,0.551954242135367,103.0,15.0,0.1456310679611651,1.0,1.0,1.0,208.0,18.0,0.0865384615384615,4.0,3.0,0.75,328.0,39.0,0.1189024390243903,20.0,14.0,0.7,99.0,8.0,0.0808080808080808,2.0,2.0,1.0,676.0,108.0,0.1597633136094675,69.0,34.0,0.4927536231884058,2802.0,180.0,0.0642398286937902,62.0,34.0,0.5483870967741936,283.0,29.0,0.1024734982332156,9.0,6.0,0.6666666666666666,267.0,48.0,0.1797752808988764,45.0,15.0,0.3333333333333333,9086.0,946.0,0.1041162227602906,788.0,446.0,0.565989847715736,21.0,3.0,0.1428571428571429,,,,7.0,0.0,0.0,,,,78.0,8.0,0.1025641025641026,1.0,0.0,0.0,107.0,12.0,0.1121495327102804,7.0,4.0,0.5714285714285714,239.0,9.0,0.0376569037656904,5.0,4.0,0.8,257.0,10.0,0.0389105058365759,18.0,7.0,0.3888888888888889
2021-08-23 00:00:00,19772,2120,0.1072223346146065,1078.0,570.0,0.528756957328386,149.0,23.0,0.1543624161073826,1.0,0.0,0.0,380.0,39.0,0.1026315789473684,11.0,8.0,0.7272727272727274,479.0,74.0,0.1544885177453027,18.0,11.0,0.6111111111111112,171.0,9.0,0.0526315789473684,15.0,14.0,0.9333333333333332,1172.0,188.0,0.1604095563139932,85.0,39.0,0.4588235294117648,2906.0,227.0,0.078114246386786,77.0,35.0,0.4545454545454546,421.0,38.0,0.0902612826603325,7.0,5.0,0.7142857142857144,361.0,61.0,0.1689750692520776,49.0,13.0,0.2653061224489796,12192.0,1311.0,0.1075295275590551,748.0,405.0,0.5414438502673798,32.0,1.0,0.03125,1.0,0.0,0.0,1.0,0.0,0.0,,,,101.0,22.0,0.2178217821782178,1.0,1.0,1.0,161.0,26.0,0.1614906832298137,20.0,17.0,0.85,486.0,35.0,0.0720164609053498,9.0,6.0,0.6666666666666666,356.0,42.0,0.1179775280898876,23.0,12.0,0.5217391304347826
2021-08-22 00:00:00,9677,1162,0.1200785367365919,250.0,133.0,0.532,46.0,7.0,0.1521739130434783,,,,120.0,7.0,0.0583333333333333,,,,222.0,42.0,0.1891891891891892,1.0,1.0,1.0,26.0,3.0,0.1153846153846154,,,,609.0,101.0,0.1658456486042693,20.0,11.0,0.55,1270.0,106.0,0.0834645669291339,10.0,5.0,0.5,108.0,11.0,0.1018518518518519,1.0,0.0,0.0,163.0,24.0,0.147239263803681,23.0,7.0,0.3043478260869566,6595.0,809.0,0.1226686884003033,185.0,105.0,0.5675675675675677,4.0,0.0,0.0,,,,,,,,,,5.0,1.0,0.2,,,,24.0,5.0,0.2083333333333334,,,,120.0,16.0,0.1333333333333333,,,,89.0,6.0,0.0674157303370787,7.0,4.0,0.5714285714285714
2021-08-21 00:00:00,11351,1329,0.1170821954012862,396.0,190.0,0.4797979797979798,48.0,4.0,0.0833333333333333,1.0,1.0,1.0,152.0,18.0,0.118421052631579,,,,271.0,44.0,0.1623616236162362,2.0,0.0,0.0,35.0,2.0,0.0571428571428571,1.0,1.0,1.0,745.0,120.0,0.1610738255033557,37.0,10.0,0.2702702702702703,1339.0,115.0,0.0858849887976102,13.0,8.0,0.6153846153846154,111.0,19.0,0.1711711711711712,,,,172.0,36.0,0.2093023255813954,19.0,5.0,0.2631578947368421,7843.0,913.0,0.1164095371669004,290.0,149.0,0.513793103448276,10.0,1.0,0.1,,,,,,,,,,7.0,2.0,0.2857142857142857,,,,26.0,4.0,0.1538461538461539,4.0,3.0,0.75,172.0,13.0,0.0755813953488372,1.0,1.0,1.0,135.0,8.0,0.0592592592592593,22.0,8.0,0.3636363636363637
2021-08-20 00:00:00,18772,2020,0.1076070743660771,1020.0,564.0,0.5529411764705884,101.0,9.0,0.0891089108910891,1.0,0.0,0.0,406.0,41.0,0.1009852216748769,13.0,7.0,0.5384615384615384,385.0,57.0,0.1480519480519481,29.0,13.0,0.4482758620689655,117.0,7.0,0.0598290598290598,1.0,0.0,0.0,1188.0,165.0,0.1388888888888889,70.0,36.0,0.5142857142857142,2751.0,226.0,0.0821519447473646,75.0,46.0,0.6133333333333334,271.0,24.0,0.0885608856088561,5.0,1.0,0.2,344.0,53.0,0.1540697674418605,61.0,20.0,0.3278688524590164,11334.0,1286.0,0.1134639138874184,715.0,410.0,0.5734265734265734,26.0,0.0,0.0,1.0,0.0,0.0,,,,,,,141.0,15.0,0.1063829787234043,,,,166.0,18.0,0.108433734939759,11.0,6.0,0.5454545454545454,317.0,28.0,0.0883280757097792,6.0,4.0,0.6666666666666666,444.0,32.0,0.0720720720720721,19.0,16.0,0.8421052631578948
2021-08-19 00:00:00,19634,2084,0.1061424060303555,951.0,529.0,0.5562565720294428,130.0,16.0,0.1230769230769231,,,,457.0,42.0,0.0919037199124727,5.0,4.0,0.8,472.0,66.0,0.1398305084745763,31.0,16.0,0.5161290322580646,154.0,8.0,0.051948051948052,,,,1040.0,157.0,0.1509615384615385,69.0,38.0,0.5507246376811594,3087.0,220.0,0.0712666018788468,50.0,32.0,0.64,279.0,44.0,0.1577060931899642,6.0,2.0,0.3333333333333333,358.0,72.0,0.2011173184357542,50.0,19.0,0.38,12219.0,1341.0,0.1097471151485392,701.0,396.0,0.5649072753209702,32.0,1.0,0.03125,1.0,0.0,0.0,4.0,0.0,0.0,,,,58.0,7.0,0.1206896551724138,1.0,1.0,1.0,139.0,10.0,0.0719424460431655,9.0,3.0,0.3333333333333333,261.0,24.0,0.0919540229885058,7.0,5.0,0.7142857142857144,333.0,9.0,0.027027027027027,9.0,7.0,0.7777777777777778
2021-08-18 00:00:00,20145,2100,0.1042442293373045,925.0,493.0,0.532972972972973,152.0,9.0,0.0592105263157895,,,,421.0,44.0,0.1045130641330166,,,,415.0,66.0,0.1590361445783133,25.0,10.0,0.4,151.0,7.0,0.0463576158940397,8.0,7.0,0.875,1168.0,152.0,0.1301369863013699,65.0,35.0,0.5384615384615384,3042.0,198.0,0.0650887573964497,74.0,39.0,0.527027027027027,275.0,44.0,0.16,8.0,4.0,0.5,389.0,69.0,0.1773778920308483,50.0,23.0,0.46,12382.0,1350.0,0.1090292359877241,652.0,352.0,0.539877300613497,24.0,1.0,0.0416666666666667,,,,4.0,0.0,0.0,,,,57.0,14.0,0.2456140350877193,,,,95.0,15.0,0.1578947368421053,5.0,3.0,0.6,416.0,48.0,0.1153846153846154,2.0,2.0,1.0,404.0,23.0,0.0569306930693069,19.0,8.0,0.4210526315789474
2021-08-17 00:00:00,20770,2144,0.1032258064516129,995.0,535.0,0.5376884422110554,137.0,20.0,0.145985401459854,3.0,1.0,0.3333333333333333,435.0,37.0,0.0850574712643678,8.0,4.0,0.5,554.0,75.0,0.1353790613718412,40.0,27.0,0.675,166.0,4.0,0.0240963855421687,6.0,4.0,0.6666666666666666,1306.0,189.0,0.1447166921898928,60.0,29.0,0.4833333333333334,3240.0,229.0,0.070679012345679,86.0,54.0,0.6279069767441862,273.0,35.0,0.1282051282051282,6.0,3.0,0.5,440.0,73.0,0.1659090909090909,64.0,26.0,0.40625,12741.0,1351.0,0.1060356329958402,665.0,359.0,0.5398496240601504,20.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.25,,,,52.0,9.0,0.1730769230769231,3.0,1.0,0.3333333333333333,174.0,15.0,0.0862068965517241,5.0,1.0,0.2,318.0,28.0,0.0880503144654088,4.0,1.0,0.25,275.0,10.0,0.0363636363636364,24.0,17.0,0.7083333333333334
