date,Pima_cume,Pima
1/1/2021,14,
1/10/2021,16,2
1/11/2021,20,4
1/12/2021,21,1
1/13/2021,22,1
1/14/2021,25,3
1/15/2021,26,1
1/16/2021,29,3
1/17/2021,30,1
1/18/2021,31,1
1/19/2021,35,4
1/2/2021,54,19
1/20/2021,58,4
1/21/2021,1292,1234
1/22/2021,2699,1407
1/23/2021,3440,741
1/24/2021,3446,6
1/25/2021,4972,1526
1/26/2021,6480,1508
1/27/2021,8335,1855
1/28/2021,9376,1041
1/29/2021,9378,2
1/3/2021,10169,791
1/30/2021,10336,167
1/31/2021,12192,1856
1/4/2021,14279,2087
1/5/2021,16547,2268
1/6/2021,18207,1660
1/7/2021,18461,254
1/8/2021,19082,621
1/9/2021,19518,436
12/1/2020,21343,1825
12/10/2020,23090,1747
12/11/2020,25255,2165
12/12/2020,27508,2253
12/13/2020,30165,2657
12/14/2020,31687,1522
12/15/2020,32092,405
12/16/2020,34877,2785
12/17/2020,37616,2739
12/18/2020,40102,2486
12/19/2020,42536,2434
12/2/2020,46609,4073
12/20/2020,48014,1405
12/21/2020,48519,505
12/22/2020,52482,3963
12/23/2020,56582,4100
12/24/2020,61309,4727
12/25/2020,66650,5341
12/26/2020,73214,6564
12/27/2020,75773,2559
12/28/2020,76777,1004
12/29/2020,84112,7335
12/3/2020,91116,7004
12/30/2020,98678,7562
12/31/2020,105630,6952
12/4/2020,112921,7291
12/5/2020,116741,3820
12/9/2020,118258,1517
2/1/2021,123838,5580
2/10/2021,130157,6319
2/11/2021,137149,6992
2/12/2021,144404,7255
2/13/2021,153214,8810
2/14/2021,157576,4362
2/15/2021,158668,1092
2/16/2021,165543,6875
2/17/2021,171740,6197
2/18/2021,179249,7509
2/19/2021,186993,7744
2/2/2021,195779,8786
2/20/2021,200073,4294
2/21/2021,200998,925
2/22/2021,207124,6126
2/23/2021,214006,6882
2/24/2021,221554,7548
2/25/2021,228786,7232
2/26/2021,233108,4322
2/27/2021,235208,2100
2/28/2021,235874,666
2/3/2021,239686,3812
2/4/2021,244223,4537
2/5/2021,250617,6394
2/6/2021,258843,8226
2/7/2021,269014,10171
2/8/2021,273398,4384
2/9/2021,275539,2141
3/1/2021,282702,7163
3/10/2021,289363,6661
3/11/2021,297504,8141
3/12/2021,303812,6308
3/13/2021,311723,7911
3/14/2021,316430,4707
3/15/2021,318711,2281
3/16/2021,326644,7933
3/17/2021,334577,7933
3/18/2021,344447,9870
3/19/2021,354033,9586
3/2/2021,364486,10453
3/20/2021,369663,5177
3/21/2021,371496,1833
3/22/2021,378208,6712
3/23/2021,385850,7642
3/24/2021,394672,8822
3/25/2021,403265,8593
3/26/2021,412326,9061
3/27/2021,416725,4399
3/28/2021,420266,3541
3/29/2021,426714,6448
3/3/2021,433969,7255
3/30/2021,442722,8753
3/31/2021,452839,10117
3/4/2021,463149,10310
3/5/2021,468790,5641
3/6/2021,471737,2947
3/7/2021,478471,6734
3/8/2021,486839,8368
3/9/2021,496476,9637
4/1/2021,504139,7663
4/10/2021,512854,8715
4/11/2021,517899,5045
4/12/2021,519710,1811
4/13/2021,527689,7979
4/14/2021,536445,8756
4/15/2021,547276,10831
4/16/2021,557827,10551
4/17/2021,569013,11186
4/18/2021,574614,5601
4/19/2021,576558,1944
4/2/2021,585007,8449
4/20/2021,592242,7235
4/21/2021,600516,8274
4/22/2021,609172,8656
4/23/2021,618224,9052
4/24/2021,621785,3561
4/25/2021,624397,2612
4/26/2021,630784,6387
4/27/2021,637656,6872
4/28/2021,645567,7911
4/29/2021,653241,7674
4/3/2021,661677,8436
4/30/2021,666490,4813
4/4/2021,668046,1556
4/5/2021,675584,7538
4/6/2021,682913,7329
4/7/2021,690174,7261
4/8/2021,697129,6955
4/9/2021,703443,6314
5/1/2021,705534,2091
5/10/2021,706734,1200
5/11/2021,712439,5705
5/12/2021,717915,5476
5/13/2021,724101,6186
5/14/2021,729253,5152
5/15/2021,734629,5376
5/16/2021,737099,2470
5/17/2021,738085,986
5/18/2021,741986,3901
5/19/2021,745252,3266
5/2/2021,748918,3666
5/20/2021,753557,4639
5/21/2021,758921,5364
5/22/2021,762218,3297
5/23/2021,764113,1895
5/24/2021,768436,4323
5/25/2021,771718,3282
5/26/2021,774955,3237
5/27/2021,778130,3175
5/28/2021,782619,4489
5/29/2021,785352,2733
5/3/2021,786997,1645
5/30/2021,790009,3012
5/31/2021,793006,2997
5/4/2021,795824,2818
5/5/2021,798358,2534
5/6/2021,801700,3342
5/7/2021,803505,1805
5/8/2021,804425,920
5/9/2021,805125,700
6/1/2021,807919,2794
6/10/2021,810337,2418
6/11/2021,812960,2623
6/12/2021,816369,3409
6/13/2021,819034,2665
6/14/2021,820684,1650
6/15/2021,823419,2735
6/16/2021,825880,2461
6/17/2021,828225,2345
6/18/2021,830604,2379
6/19/2021,833494,2890
6/2/2021,835764,2270
6/20/2021,836919,1155
6/21/2021,839623,2704
6/22/2021,841517,1894
6/23/2021,843585,2068
6/24/2021,845533,1948
6/25/2021,848099,2566
6/26/2021,849740,1641
6/27/2021,850495,755
6/28/2021,852273,1778
6/29/2021,854282,2009
6/3/2021,856204,1922
6/30/2021,857986,1782
6/4/2021,860340,2354
6/5/2021,861768,1428
6/6/2021,862373,605
6/7/2021,863838,1465
6/8/2021,865434,1596
6/9/2021,867078,1644
7/1/2021,868370,1292
7/10/2021,869987,1617
7/11/2021,870837,850
7/12/2021,871050,213
7/13/2021,872024,974
7/14/2021,873484,1460
7/15/2021,875182,1698
7/16/2021,876992,1810
7/17/2021,878934,1942
7/18/2021,880047,1113
7/19/2021,880511,464
7/2/2021,881845,1334
7/20/2021,883231,1386
7/21/2021,884481,1250
7/22/2021,885699,1218
7/23/2021,887410,1711
7/24/2021,888553,1143
7/25/2021,889044,491
7/26/2021,890542,1498
7/27/2021,892036,1494
7/28/2021,893577,1541
7/29/2021,895029,1452
7/3/2021,896928,1899
7/30/2021,898030,1102
7/31/2021,898679,649
7/4/2021,900305,1626
7/5/2021,902358,2053
7/6/2021,904389,2031
7/7/2021,906179,1790
7/8/2021,908701,2522
7/9/2021,910245,1544
8/1/2021,910954,709
8/10/2021,912791,1837
8/11/2021,914770,1979
8/12/2021,916557,1787
8/13/2021,918080,1523
8/14/2021,920632,2552
8/15/2021,922048,1416
8/16/2021,922765,717
8/17/2021,924534,1769
8/18/2021,926252,1718
8/19/2021,927923,1671
8/2/2021,929543,1620
8/20/2021,932147,2604
8/21/2021,933666,1519
8/22/2021,934687,1021
8/23/2021,936829,2142
8/24/2021,938927,2098
8/25/2021,941234,2307
8/26/2021,943235,2001
8/3/2021,945931,2696
8/4/2021,947345,1414
8/5/2021,948491,1146
8/6/2021,950770,2279
8/7/2021,952898,2128
8/8/2021,954775,1877
8/9/2021,955460,685
