date,Arizona_cume,Arizona
2020-12-01,231,
2020-12-02,252,21
2020-12-03,273,21
2020-12-04,282,9
2020-12-05,286,4
2020-12-06,290,4
2020-12-07,311,21
2020-12-08,325,14
2020-12-09,344,19
2020-12-10,365,21
2020-12-11,382,17
2020-12-12,395,13
2020-12-13,404,9
2020-12-14,427,23
2020-12-15,515,88
2020-12-16,1156,641
2020-12-17,4419,3263
2020-12-18,8146,3727
2020-12-19,10723,2577
2020-12-20,11806,1083
2020-12-21,17388,5582
2020-12-22,25237,7849
2020-12-23,35133,9896
2020-12-24,39018,3885
2020-12-25,39163,145
2020-12-26,45722,6559
2020-12-27,48395,2673
2020-12-28,57914,9519
2020-12-29,71241,13327
2020-12-30,86417,15176
2020-12-31,94517,8100
2021-01-01,97147,2630
2021-01-02,104896,7749
2021-01-03,108156,3260
2021-01-04,117133,8977
2021-01-05,126416,9283
2021-01-06,138694,12278
2021-01-07,151608,12914
2021-01-08,163834,12226
2021-01-09,171837,8003
2021-01-10,175157,3320
2021-01-11,191191,16034
2021-01-12,214660,23469
2021-01-13,240257,25597
2021-01-14,265296,25039
2021-01-15,290834,25538
2021-01-16,306735,15901
2021-01-17,316162,9427
2021-01-18,335648,19486
2021-01-19,363120,27472
2021-01-20,395707,32587
2021-01-21,431351,35644
2021-01-22,469976,38625
2021-01-23,498919,28943
2021-01-24,515266,16347
2021-01-25,545476,30210
2021-01-26,582841,37365
2021-01-27,623298,40457
2021-01-28,663882,40584
2021-01-29,704351,40469
2021-01-30,730863,26512
2021-01-31,742698,11835
2021-02-01,776954,34256
2021-02-02,816751,39797
2021-02-03,861473,44722
2021-02-04,909142,47669
2021-02-05,954123,44981
2021-02-06,993429,39306
2021-02-07,1009959,16530
2021-02-08,1049593,39634
2021-02-09,1094551,44958
2021-02-10,1146398,51847
2021-02-11,1198965,52567
2021-02-12,1261714,62749
2021-02-13,1308324,46610
2021-02-14,1325907,17583
2021-02-15,1358141,32234
2021-02-16,1403582,45441
2021-02-17,1451642,48060
2021-02-18,1497740,46098
2021-02-19,1541589,43849
2021-02-20,1577507,35918
2021-02-21,1592905,15398
2021-02-22,1622308,29403
2021-02-23,1667393,45085
2021-02-24,1725382,57989
2021-02-25,1786811,61429
2021-02-26,1854831,68020
2021-02-27,1907170,52339
2021-02-28,1933582,26412
2021-03-01,1985134,51552
2021-03-02,2037203,52069
2021-03-03,2097007,59804
2021-03-04,2156621,59614
2021-03-05,2217308,60687
2021-03-06,2263595,46287
2021-03-07,2290040,26445
2021-03-08,2342470,52430
2021-03-09,2400575,58105
2021-03-10,2469827,69252
2021-03-11,2542518,72691
2021-03-12,2617309,74791
2021-03-13,2670729,53420
2021-03-14,2699886,29157
2021-03-15,2749311,49425
2021-03-16,2805685,56374
2021-03-17,2870268,64583
2021-03-18,2935969,65701
2021-03-19,2997856,61887
2021-03-20,3046089,48233
2021-03-21,3078271,32182
2021-03-22,3123467,45196
2021-03-23,3173792,50325
2021-03-24,3238889,65097
2021-03-25,3312162,73273
2021-03-26,3384423,72261
2021-03-27,3438734,54311
2021-03-28,3477699,38965
2021-03-29,3540719,63020
2021-03-30,3609698,68979
2021-03-31,3688809,79111
2021-04-01,3769657,80848
2021-04-02,3840258,70601
2021-04-03,3890701,50443
2021-04-04,3912072,21371
2021-04-05,3971839,59767
2021-04-06,4039238,67399
2021-04-07,4115766,76528
2021-04-08,4193905,78139
2021-04-09,4265856,71951
2021-04-10,4315771,49915
2021-04-11,4347101,31330
2021-04-12,4400528,53427
2021-04-13,4451431,50903
2021-04-14,4512298,60867
2021-04-15,4577596,65298
2021-04-16,4641388,63792
2021-04-17,4684676,43288
2021-04-18,4714822,30146
2021-04-19,4768249,53427
2021-04-20,4823746,55497
2021-04-21,4886590,62844
2021-04-22,4949865,63275
2021-04-23,5008916,59051
2021-04-24,5049088,40172
2021-04-25,5074979,25891
2021-04-26,5122210,47231
2021-04-27,5172071,49861
2021-04-28,5222534,50463
2021-04-29,5269069,46535
2021-04-30,5315062,45993
2021-05-01,5343328,28266
2021-05-02,5364551,21223
2021-05-03,5395112,30561
2021-05-04,5434775,39663
2021-05-05,5470492,35717
2021-05-06,5508553,38061
2021-05-07,5547396,38843
2021-05-08,5574283,26887
2021-05-09,5587213,12930
2021-05-10,5613547,26334
2021-05-11,5640085,26538
2021-05-12,5670951,30866
2021-05-13,5710754,39803
2021-05-14,5750940,40186
2021-05-15,5781996,31056
2021-05-16,5799233,17237
2021-05-17,5831830,32597
2021-05-18,5859833,28003
2021-05-19,5896235,36402
2021-05-20,5927238,31003
2021-05-21,5961332,34094
2021-05-22,5987494,26162
2021-05-23,5998394,10900
2021-05-24,6021134,22740
2021-05-25,6042821,21687
2021-05-26,6066332,23511
2021-05-27,6087956,21624
2021-05-28,6112085,24129
2021-05-29,6125377,13292
2021-05-30,6132818,7441
2021-05-31,6137326,4508
2021-06-01,6158483,21157
2021-06-02,6178945,20462
2021-06-03,6202411,23466
2021-06-04,6228758,26347
2021-06-05,6249436,20678
2021-06-06,6259162,9726
2021-06-07,6279225,20063
2021-06-08,6298324,19099
2021-06-09,6318824,20500
2021-06-10,6339492,20668
2021-06-11,6365025,25533
2021-06-12,6381915,16890
2021-06-13,6389956,8041
2021-06-14,6407684,17728
2021-06-15,6423998,16314
2021-06-16,6440627,16629
2021-06-17,6456769,16142
2021-06-18,6475767,18998
2021-06-19,6486916,11149
2021-06-20,6492668,5752
2021-06-21,6504317,11649
2021-06-22,6518323,14006
2021-06-23,6533516,15193
2021-06-24,6547799,14283
2021-06-25,6564096,16297
2021-06-26,6574051,9955
2021-06-27,6579977,5926
2021-06-28,6591845,11868
2021-06-29,6603783,11938
2021-06-30,6616851,13068
2021-07-01,6629650,12799
2021-07-02,6642989,13339
2021-07-03,6650683,7694
2021-07-04,6652015,1332
2021-07-05,6661341,9326
2021-07-06,6672289,10948
2021-07-07,6683516,11227
2021-07-08,6694597,11081
2021-07-09,6709794,15197
2021-07-10,6719889,10095
2021-07-11,6724895,5006
2021-07-12,6735982,11087
2021-07-13,6746034,10052
2021-07-14,6756615,10581
2021-07-15,6767329,10714
2021-07-16,6780978,13649
2021-07-17,6789460,8482
2021-07-18,6794790,5330
2021-07-19,6807233,12443
2021-07-20,6819034,11801
2021-07-21,6831945,12911
2021-07-22,6845010,13065
2021-07-23,6860989,15979
2021-07-24,6871719,10730
2021-07-25,6878381,6662
2021-07-26,6892357,13976
2021-07-27,6906393,14036
2021-07-28,6921096,14703
