date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11711,12981,12167,9787,5878,104
1/10/2021,19930,19991,19004,15935,11568,210
1/11/2021,21168,21099,20224,16909,13374,243
1/12/2021,23156,23073,22242,18588,18163,324
1/13/2021,25172,25194,24460,20253,23695,389
1/14/2021,27109,27322,26731,22164,29688,430
1/15/2021,29311,29328,28855,23934,34565,489
1/16/2021,30675,30524,30123,25109,37738,521
1/17/2021,31638,31427,31078,26078,40869,548
1/18/2021,32685,32362,32232,27194,46031,575
1/19/2021,33956,33583,33537,28493,52293,638
1/2/2021,13245,14354,13409,10868,6613,124
1/20/2021,35241,34856,35155,30028,59268,681
1/21/2021,36722,36348,37013,31901,67377,731
1/22/2021,39602,38987,39975,34913,75267,824
1/23/2021,42212,41054,42462,37379,80095,899
1/24/2021,43483,42230,43745,38793,85209,942
1/25/2021,44782,43383,45176,40384,92655,990
1/26/2021,46446,44830,46907,42266,103498,1047
1/27/2021,47930,46142,48411,43911,113858,1082
1/28/2021,49145,47224,49635,45338,124683,1115
1/29/2021,51182,48900,51344,47172,135348,1180
1/3/2021,13982,14940,13914,11308,6852,139
1/30/2021,52925,50300,52939,48743,140335,1238
1/31/2021,53542,50849,53576,49429,143983,1265
1/4/2021,15004,15876,14860,12101,7710,147
1/5/2021,15961,16709,15723,12908,8482,163
1/6/2021,17135,17664,16690,13831,9213,172
1/7/2021,18046,18467,17504,14614,9959,183
1/8/2021,18860,19138,18159,15182,10444,190
1/9/2021,19552,19684,18696,15637,11249,206
10/1/2021,491257,348454,361385,382049,614294,219090
10/10/2021,496727,351345,363711,383821,616671,221834
10/11/2021,497546,351778,364056,384114,617088,222231
10/12/2021,497910,351953,364225,384243,617265,222444
10/13/2021,498492,352259,364502,384456,617604,222718
10/14/2021,499202,352601,364826,384703,617953,223001
10/15/2021,500091,353044,365215,384979,618223,223341
10/16/2021,500701,353286,365441,385154,618367,223595
10/17/2021,501134,353466,365567,385244,618458,223752
10/18/2021,501854,353851,365900,385519,618825,224034
10/19/2021,502476,354211,366137,385742,619130,224325
10/2/2021,491913,348774,361664,382249,614494,219446
10/20/2021,503112,354559,366381,385969,619410,224661
10/21/2021,503736,354903,366662,386172,619690,224921
10/22/2021,504475,355337,367032,386478,620109,225276
10/23/2021,504923,355583,367282,386621,620304,225512
10/24/2021,505215,355747,367426,386750,620465,225648
10/25/2021,505918,356140,367745,387058,620941,225951
10/26/2021,506575,356494,368064,387305,621417,226218
10/27/2021,507259,356847,368433,387607,621898,226519
10/28/2021,507906,357202,368733,387882,622361,226779
10/29/2021,508551,357648,369114,388187,622714,227070
10/3/2021,492217,348916,361769,382342,614603,219598
10/30/2021,508914,357848,369283,388349,622857,227241
10/31/2021,509122,357961,369377,388425,622974,227313
10/4/2021,493034,349315,362108,382580,615043,219968
10/5/2021,493808,349744,362447,382823,615477,220335
10/6/2021,494578,350149,362775,383054,615809,220727
10/7/2021,495102,350469,363037,383278,616082,221012
10/8/2021,495790,350836,363319,383514,616336,221388
10/9/2021,496384,351158,363560,383699,616516,221686
11/1/2021,509749,358268,369673,388663,623346,227539
11/10/2021,515237,361158,372245,390645,626191,230028
11/11/2021,515876,361478,372524,390877,626556,230398
11/12/2021,516539,361864,372838,391116,626855,230730
11/13/2021,516670,361945,372917,391173,626910,230925
11/2/2021,510494,358633,369973,388910,623702,227787
11/3/2021,511073,358924,370249,389105,624007,228060
11/4/2021,511604,359206,370495,389307,624336,228306
11/5/2021,512429,359625,370883,389585,624674,228642
11/6/2021,512928,359907,371161,389767,624892,228969
11/7/2021,513275,360107,371317,389894,625053,229130
11/8/2021,513977,360514,371642,390171,625438,229444
11/9/2021,514659,360850,371956,390445,625861,229739
12/1/2020,38,30,29,18,22,2
12/10/2020,47,38,40,32,43,2
12/11/2020,49,40,40,35,43,2
12/12/2020,50,40,40,37,43,2
12/13/2020,50,41,42,38,44,2
12/14/2020,52,44,42,39,51,2
12/15/2020,58,48,51,48,54,2
12/16/2020,70,62,64,54,58,2
12/17/2020,292,409,375,290,186,5
12/18/2020,677,889,780,554,309,5
12/19/2020,1030,1354,1187,841,439,10
12/2/2020,39,31,29,23,28,2
12/20/2020,1225,1600,1435,1042,527,11
12/21/2020,1924,2439,2199,1600,806,14
12/22/2020,2866,3541,3186,2311,1119,18
12/23/2020,3915,4813,4352,3119,1483,25
12/24/2020,4287,5191,4709,3411,1625,25
12/25/2020,4287,5191,4710,3411,1629,25
12/26/2020,5404,6487,5826,4360,2052,34
12/27/2020,5912,7015,6358,4794,2265,40
12/28/2020,7047,8207,7490,5819,2875,50
12/29/2020,8802,9970,9176,7239,3918,74
12/3/2020,42,31,32,24,30,2
12/30/2020,10654,11940,11147,8888,4922,94
12/31/2020,11599,12872,12049,9652,5315,103
12/4/2020,42,32,32,25,32,2
12/5/2020,42,32,32,25,34,2
12/6/2020,42,32,32,25,34,2
12/7/2020,42,33,36,27,36,2
12/8/2020,44,34,37,28,37,2
12/9/2020,44,34,39,29,41,2
2/1/2021,54393,51622,54385,50436,152521,1303
2/10/2021,63276,59688,63093,60944,243471,1811
2/11/2021,64351,60608,64109,62377,254463,1869
2/12/2021,66145,62067,65648,64361,269667,1966
2/13/2021,67989,63655,67464,66397,279720,2069
2/14/2021,68637,64134,68052,67144,284882,2094
2/15/2021,69300,64755,68724,68042,294320,2139
2/16/2021,70424,65547,69627,69210,304692,2186
2/17/2021,71398,66450,70559,70397,315819,2261
2/18/2021,72246,67169,71343,71459,326761,2295
2/19/2021,73370,68071,72255,72651,335927,2370
2/2/2021,55357,52505,55243,51604,162546,1340
2/20/2021,75060,69467,73627,74232,343977,2472
2/21/2021,75666,70036,74216,74965,349068,2507
2/22/2021,76278,70592,74747,75635,354910,2553
2/23/2021,77399,71462,75767,76901,363135,2619
2/24/2021,78568,72498,76884,78338,372805,2702
2/25/2021,79673,73440,77884,79630,382707,2786
2/26/2021,81208,74729,79175,81380,391969,2875
2/27/2021,82464,75812,80253,82729,398438,2954
2/28/2021,83024,76247,80758,83706,402277,2995
2/3/2021,56178,53301,56078,52587,172971,1393
2/4/2021,57117,54151,57106,53757,183774,1443
2/5/2021,58357,55248,58235,55076,192744,1510
2/6/2021,59605,56311,59382,56303,203378,1589
2/7/2021,60130,56820,59888,56878,209055,1617
2/8/2021,61088,57732,60896,58159,219736,1692
2/9/2021,62172,58730,61958,59526,231634,1761
3/1/2021,83802,76951,81592,85032,407648,3065
3/10/2021,94170,85161,90552,141512,453035,3858
3/11/2021,96267,86854,92336,151516,459314,3996
3/12/2021,98611,88632,94293,160566,464766,4133
3/13/2021,100310,90054,95914,168802,468868,4228
3/14/2021,101568,91146,97081,175069,471399,4305
3/15/2021,103067,92448,98658,183073,475318,4406
3/16/2021,105093,94068,100523,190756,479345,4549
3/17/2021,107712,96390,103129,199560,484647,4738
3/18/2021,110413,98674,105719,207375,489569,4920
3/19/2021,113845,101237,108507,214487,494195,5202
3/2/2021,84630,77704,82404,86963,413689,3117
3/20/2021,116724,103663,111340,219861,498070,5423
3/21/2021,118961,105570,113489,223952,500389,5616
3/22/2021,122212,108427,116637,228455,503553,5938
3/23/2021,126088,111729,120134,233414,506627,6368
3/24/2021,132482,117058,125787,238013,509828,7650
3/25/2021,139674,122761,131898,242207,513010,8945
3/26/2021,146079,127897,137320,246013,515269,10234
3/27/2021,152074,132705,142344,248668,516734,11889
3/28/2021,157192,136561,146490,250381,517659,13376
3/29/2021,164839,142370,152937,252289,518908,15088
3/3/2021,85533,78427,83294,90033,419454,3200
3/30/2021,172524,148110,159286,254485,520247,16874
3/31/2021,180815,154318,166405,257243,522015,18995
3/4/2021,86635,79351,84263,97013,425307,3284
3/5/2021,88234,80444,85457,105005,430385,3430
3/6/2021,89322,81230,86293,111280,434176,3499
3/7/2021,90153,81902,86991,116558,436769,3557
3/8/2021,91255,82803,87966,124742,441931,3634
3/9/2021,92627,83887,89153,132438,447059,3718
4/1/2021,189048,160457,173901,260119,524081,20896
4/10/2021,240092,195386,213491,282172,539525,32209
4/11/2021,243278,197401,215739,283384,540326,33350
4/12/2021,248058,200549,219434,285758,542268,34457
4/13/2021,252361,203210,222434,287664,543701,35497
4/14/2021,256809,205831,225334,289422,545000,36554
4/15/2021,262028,209217,228667,291579,546605,37552
4/16/2021,266437,212121,231772,293534,547996,38462
4/17/2021,269783,214465,234523,295146,549093,39555
4/18/2021,271699,215646,235872,295898,549615,40220
4/19/2021,275102,217985,238347,297484,550974,41034
4/2/2021,195552,165285,179527,262633,525657,22496
4/20/2021,278308,220078,240775,299023,552266,41889
4/21/2021,282491,222831,243545,300836,553750,42880
4/22/2021,286406,225365,246156,302530,555098,43699
4/23/2021,290203,228014,248834,304213,556288,44632
4/24/2021,292578,229571,250449,305343,557075,45400
4/25/2021,294160,230574,251489,305926,557476,46084
4/26/2021,296907,232415,253460,307318,558554,46815
4/27/2021,299809,234257,255506,308732,559741,47495
4/28/2021,302695,235961,257449,310145,561081,48285
4/29/2021,305517,237639,259279,311552,562347,48925
4/3/2021,200086,168587,183450,264364,526804,23786
4/30/2021,308751,239521,261429,313171,563694,49711
4/4/2021,202266,169915,185004,264977,527180,24334
4/5/2021,207805,173505,189144,267394,528891,25516
4/6/2021,213974,177630,193966,270258,531106,26852
4/7/2021,220815,182544,199307,273494,533448,28071
4/8/2021,227498,187227,204460,276772,535986,29248
4/9/2021,234494,191706,209551,279943,538089,30755
5/1/2021,310799,240722,262768,314168,564330,50344
5/10/2021,327825,250499,272894,322015,570943,54636
5/11/2021,329782,251539,274012,322898,571662,55146
5/12/2021,331722,252664,275146,323711,572393,55873
5/13/2021,333764,253811,276334,324582,573066,60542
5/14/2021,336291,255312,277864,325668,573916,65010
5/15/2021,338041,256439,278994,326444,574362,70436
5/16/2021,339266,257133,279705,326932,574676,73485
5/17/2021,341401,258319,281039,327817,575467,76492
5/18/2021,343525,259561,282260,328728,576276,78835
5/19/2021,345782,260853,283613,329750,577031,82141
5/2/2021,312181,241585,263655,314770,564732,50805
5/20/2021,347762,262031,284775,330580,577744,84761
5/21/2021,350056,263381,286143,331522,578430,88654
5/22/2021,351838,264456,287273,332288,578856,92401
5/23/2021,352918,265094,287846,332680,579083,93899
5/24/2021,354650,266021,288784,333414,579684,95863
5/25/2021,356137,266920,289682,334107,580201,97453
5/26/2021,357902,267850,290611,334724,580707,99220
5/27/2021,359408,268756,291452,335367,581192,101013
5/28/2021,361060,269722,292424,336094,581732,103040
5/29/2021,362204,270393,293151,336596,582009,104489
5/3/2021,314074,242613,264821,315716,565658,51247
5/30/2021,362935,270839,293578,336893,582145,105213
5/31/2021,363245,271027,293755,337017,582226,105500
5/4/2021,316568,244016,266295,316885,566778,51792
5/5/2021,318933,245392,267669,317931,567617,52308
5/6/2021,321390,246756,269089,319042,568561,52886
5/7/2021,323652,248174,270482,320126,569489,53448
5/8/2021,325220,249068,271441,320867,570020,53933
5/9/2021,326185,249642,271997,321279,570282,54267
6/1/2021,364725,271920,294608,337579,582673,107097
6/10/2021,374959,277920,300374,341649,585727,118552
6/11/2021,376322,278893,301275,342224,586086,120805
6/12/2021,377245,279566,301920,342539,586241,122257
6/13/2021,377609,279802,302165,342702,586318,122538
6/14/2021,378593,280347,302681,343072,586563,123632
6/15/2021,379562,280949,303199,343421,586780,124789
6/16/2021,380644,281565,303757,343790,587031,126000
6/17/2021,381579,282176,304278,344173,587299,127031
6/18/2021,382893,282911,304960,344665,587616,128176
6/19/2021,383581,283390,305382,344953,587778,128899
6/2/2021,366004,272659,295379,338071,583092,108578
6/20/2021,384018,283632,305600,345124,587844,129245
6/21/2021,384941,284162,306140,345476,588090,130248
6/22/2021,385824,284642,306630,345783,588393,131188
6/23/2021,386713,285193,307102,346139,588687,132141
6/24/2021,387514,285694,307609,346505,588977,133079
6/25/2021,388619,286365,308253,346974,589305,134028
6/26/2021,389391,286811,308737,347270,589473,134638
6/27/2021,389883,287128,309026,347466,589544,135108
6/28/2021,390830,287671,309576,347828,589831,136131
6/29/2021,391708,288181,310065,348172,590079,136987
6/3/2021,367362,273443,296128,338600,583502,110074
6/30/2021,392568,288733,310537,348536,590378,137896
6/4/2021,368830,274387,297040,339244,583941,111691
6/5/2021,369957,275123,297709,339704,584203,113206
6/6/2021,370567,275430,298058,339914,584322,113866
6/7/2021,371719,276095,298654,340353,584678,115104
6/8/2021,372811,276642,299211,340797,584996,116239
6/9/2021,373818,277221,299705,341193,585349,117370
7/1/2021,393416,289235,311033,348874,590635,138690
7/10/2021,400677,293624,315366,351844,592451,146674
7/11/2021,401209,293937,315619,352000,592533,147245
7/12/2021,402116,294467,316111,352306,592748,148268
7/13/2021,402892,294891,316543,352572,592970,149267
7/14/2021,403697,295383,317034,352866,593176,150223
7/15/2021,404443,295857,317456,353138,593381,151149
7/16/2021,405602,296592,318137,353592,593674,152402
7/17/2021,406367,297101,318612,353893,593843,153180
7/18/2021,406931,297466,318927,354106,593931,153752
7/19/2021,407966,298171,319561,354557,594246,155094
7/2/2021,394486,289894,311627,349332,590932,139744
7/20/2021,408979,298779,320204,354950,594576,156285
7/21/2021,410184,299523,320870,355383,594923,157579
7/22/2021,411333,300323,321558,355925,595284,158985
7/23/2021,412819,301398,322589,356604,595687,160496
7/24/2021,413929,302154,323409,357107,595917,161473
7/25/2021,414970,302741,323894,357422,596065,162354
7/26/2021,416424,303633,324708,358035,596474,163872
7/27/2021,417856,304506,325513,358583,596870,165375
7/28/2021,419335,305389,326266,359085,597240,166933
7/29/2021,420818,306258,327012,359549,597623,168588
7/3/2021,395226,290361,312064,349658,591097,140408
7/30/2021,422820,307626,328241,360243,598115,170947
7/31/2021,424116,308515,328996,360714,598341,172457
7/4/2021,395357,290431,312150,349715,591124,140516
7/5/2021,396242,290912,312639,350085,591308,141338
7/6/2021,397056,291324,313105,350381,591559,142213
7/7/2021,397894,291808,313539,350726,591791,143174
7/8/2021,398680,292247,314005,351066,592024,144024
7/9/2021,399836,293038,314770,351507,592282,145431
8/1/2021,425162,309146,329496,361076,598493,173336
8/10/2021,439586,318217,337047,365994,601770,185030
8/11/2021,441102,319161,337729,366482,602085,186176
8/12/2021,442713,320117,338545,367008,602501,187318
8/13/2021,444602,321335,339540,367629,602899,188832
8/14/2021,445924,322257,340245,368052,603140,190347
8/15/2021,446713,322715,340623,368269,603251,190887
8/16/2021,448251,323607,341335,368754,603588,191852
8/17/2021,449704,324480,341989,369185,603910,192781
8/18/2021,451047,325259,342577,369599,604201,193675
8/19/2021,452111,326023,343134,369970,604488,194423
8/2/2021,426833,310264,330382,361687,598912,174898
8/20/2021,453398,326876,343859,370427,604777,195588
8/21/2021,454272,327484,344417,370712,604919,196629
8/22/2021,454908,327871,344705,370895,605021,197153
8/23/2021,456232,328653,345325,371335,605363,197979
8/24/2021,457528,329381,345910,371735,605647,198754
8/25/2021,458744,330090,346500,372150,605907,199534
8/26/2021,459959,330808,347071,372545,606176,200217
8/27/2021,461344,331660,347775,372982,606492,201204
8/28/2021,462283,332276,348283,373301,606650,202124
8/29/2021,462860,332626,348568,373445,606743,202465
8/3/2021,428413,311236,331202,362225,599365,176103
8/30/2021,463970,333292,349099,373812,606972,203085
8/31/2021,464949,333881,349554,374126,607213,203608
8/4/2021,430101,312299,332087,362774,599792,177319
8/5/2021,431726,313301,332953,363382,600199,178558
8/6/2021,433776,314654,334155,364087,600642,180315
8/7/2021,435289,315634,334965,364599,600883,181976
8/8/2021,436276,316223,335460,364906,601050,182791
8/9/2021,437959,317219,336290,365463,601454,183995
9/1/2021,466044,334555,350068,374486,607465,204322
9/10/2021,473757,339036,353832,377024,609116,209221
9/11/2021,474677,339539,354237,377285,609253,209981
9/12/2021,475279,339819,354493,377442,609333,210327
9/13/2021,476520,340454,354980,377783,609555,211006
9/14/2021,477567,340997,355437,378068,609773,211547
9/15/2021,478168,341345,355668,378222,609884,211967
9/16/2021,478934,341738,356024,378432,610035,212368
9/17/2021,480188,342455,356507,378807,610254,213104
9/18/2021,481084,342962,356939,379056,610391,213763
9/19/2021,481578,343207,357130,379182,610458,214062
9/2/2021,466914,335050,350482,374754,607710,204801
9/20/2021,482114,343530,357375,379348,610599,214368
9/21/2021,483105,344039,357772,379599,610797,214774
9/22/2021,484034,344523,358167,379881,610984,215306
9/23/2021,484958,345041,358543,380151,611205,215766
9/24/2021,485967,345634,359044,380465,611602,216366
9/25/2021,486665,346017,359407,380682,611870,216864
9/26/2021,487052,346235,359593,380800,612018,217089
9/27/2021,487896,346660,359959,381054,612519,217480
9/28/2021,488711,347094,360300,381277,613020,217877
9/29/2021,489479,347486,360660,381512,613469,218292
9/3/2021,468084,335809,351117,375177,607971,205706
9/30/2021,490354,347950,360977,381772,613902,218605
9/4/2021,468790,336281,351542,375425,608117,206354
9/5/2021,469313,336605,351818,375594,608196,206700
9/6/2021,469456,336692,351909,375663,608226,206789
9/7/2021,470405,337218,352325,375967,608425,207331
9/8/2021,471516,337788,352778,376272,608686,207908
9/9/2021,472415,338263,353181,376577,608868,208392
