date,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO
2021-02-27 00:00:00,15,2,0.1333333333333333,,,
2021-02-26 00:00:00,96,13,0.1354166666666667,5.0,2.0,0.4
2021-02-25 00:00:00,121,7,0.0578512396694215,,,
2021-02-24 00:00:00,336,20,0.0595238095238095,10.0,4.0,0.4
2021-02-23 00:00:00,628,18,0.0286624203821656,34.0,17.0,0.5
2021-02-22 00:00:00,176,7,0.0397727272727273,53.0,26.0,0.4905660377358492
2021-02-21 00:00:00,41,4,0.0975609756097561,2.0,2.0,1
2021-02-20 00:00:00,35,7,0.2,2.0,0.0,0
2021-02-19 00:00:00,153,14,0.0915032679738562,3.0,0.0,0
2021-02-18 00:00:00,157,15,0.0955414012738854,6.0,1.0,0.1666666666666667
2021-02-17 00:00:00,174,20,0.1149425287356322,5.0,2.0,0.4
2021-02-16 00:00:00,170,14,0.0823529411764706,4.0,0.0,0
2021-02-15 00:00:00,104,14,0.1346153846153846,4.0,0.0,0
2021-02-14 00:00:00,36,10,0.2777777777777778,,,
2021-02-13 00:00:00,54,7,0.1296296296296296,1.0,0.0,0
2021-02-12 00:00:00,150,18,0.12,3.0,2.0,0.6666666666666666
2021-02-11 00:00:00,134,11,0.082089552238806,3.0,1.0,0.3333333333333333
2021-02-10 00:00:00,186,27,0.1451612903225807,7.0,4.0,0.5714285714285714
2021-02-09 00:00:00,155,15,0.0967741935483871,3.0,1.0,0.3333333333333333
2021-02-08 00:00:00,240,28,0.1166666666666667,4.0,3.0,0.75
2021-02-07 00:00:00,49,8,0.163265306122449,,,
2021-02-06 00:00:00,87,14,0.1609195402298851,,,
2021-02-05 00:00:00,183,21,0.1147540983606558,5.0,0.0,0
2021-02-04 00:00:00,174,22,0.1264367816091954,1.0,1.0,1
2021-02-03 00:00:00,233,29,0.1244635193133047,15.0,6.0,0.4
2021-02-02 00:00:00,200,32,0.16,6.0,2.0,0.3333333333333333
2021-02-01 00:00:00,289,51,0.1764705882352941,10.0,4.0,0.4
2021-01-31 00:00:00,47,11,0.2340425531914894,1.0,1.0,1
2021-01-30 00:00:00,69,10,0.1449275362318841,1.0,1.0,1
2021-01-29 00:00:00,211,35,0.1658767772511848,3.0,0.0,0
2021-01-28 00:00:00,262,49,0.1870229007633588,43.0,13.0,0.3023255813953488
2021-01-27 00:00:00,265,62,0.2339622641509434,8.0,3.0,0.375
2021-01-26 00:00:00,143,29,0.2027972027972028,1.0,1.0,1
2021-01-25 00:00:00,251,48,0.1912350597609562,5.0,3.0,0.6
2021-01-24 00:00:00,48,12,0.25,1.0,1.0,1
2021-01-23 00:00:00,70,13,0.1857142857142857,1.0,1.0,1
2021-01-22 00:00:00,279,49,0.1756272401433692,14.0,1.0,0.0714285714285714
2021-01-21 00:00:00,316,65,0.2056962025316456,9.0,2.0,0.2222222222222222
2021-01-20 00:00:00,290,42,0.1448275862068966,22.0,19.0,0.8636363636363636
2021-01-19 00:00:00,339,76,0.224188790560472,9.0,7.0,0.7777777777777778
2021-01-18 00:00:00,260,43,0.1653846153846154,8.0,3.0,0.375
2021-01-17 00:00:00,86,21,0.2441860465116279,,,
2021-01-16 00:00:00,106,19,0.1792452830188679,,,
2021-01-15 00:00:00,307,56,0.1824104234527687,11.0,5.0,0.4545454545454546
2021-01-14 00:00:00,324,69,0.212962962962963,39.0,10.0,0.2564102564102564
2021-01-13 00:00:00,468,106,0.2264957264957265,7.0,4.0,0.5714285714285714
2021-01-12 00:00:00,382,72,0.1884816753926702,8.0,3.0,0.375
2021-01-11 00:00:00,637,114,0.1789638932496076,14.0,6.0,0.4285714285714286
2021-01-10 00:00:00,147,24,0.163265306122449,1.0,0.0,0
2021-01-09 00:00:00,183,56,0.3060109289617487,1.0,1.0,1
2021-01-08 00:00:00,437,83,0.1899313501144165,8.0,3.0,0.375
2021-01-07 00:00:00,414,97,0.2342995169082126,30.0,9.0,0.3
2021-01-06 00:00:00,482,123,0.2551867219917013,11.0,4.0,0.3636363636363637
2021-01-05 00:00:00,498,106,0.21285140562249,11.0,4.0,0.3636363636363637
2021-01-04 00:00:00,694,143,0.2060518731988473,9.0,2.0,0.2222222222222222
2021-01-03 00:00:00,114,30,0.2631578947368421,,,
2021-01-02 00:00:00,189,50,0.2645502645502646,1.0,1.0,1
2021-01-01 00:00:00,76,22,0.2894736842105264,1.0,0.0,0
2020-12-31 00:00:00,262,71,0.2709923664122138,3.0,1.0,0.3333333333333333
2020-12-30 00:00:00,301,68,0.2259136212624585,7.0,3.0,0.4285714285714286
2020-12-29 00:00:00,291,81,0.2783505154639176,11.0,5.0,0.4545454545454546
2020-12-28 00:00:00,294,79,0.2687074829931973,9.0,2.0,0.2222222222222222
2020-12-27 00:00:00,93,27,0.2903225806451613,,,
2020-12-26 00:00:00,83,30,0.3614457831325301,1.0,1.0,1
2020-12-25 00:00:00,41,18,0.4390243902439025,2.0,1.0,0.5
2020-12-24 00:00:00,163,38,0.2331288343558282,5.0,2.0,0.4
2020-12-23 00:00:00,195,59,0.3025641025641026,14.0,5.0,0.3571428571428572
2020-12-22 00:00:00,238,73,0.3067226890756303,6.0,2.0,0.3333333333333333
2020-12-21 00:00:00,332,63,0.1897590361445783,19.0,8.0,0.4210526315789474
2020-12-20 00:00:00,82,24,0.2926829268292683,2.0,0.0,0
2020-12-19 00:00:00,150,47,0.3133333333333334,2.0,0.0,0
2020-12-18 00:00:00,258,64,0.248062015503876,11.0,3.0,0.2727272727272727
2020-12-17 00:00:00,240,49,0.2041666666666667,11.0,3.0,0.2727272727272727
2020-12-16 00:00:00,349,96,0.2750716332378224,6.0,3.0,0.5
2020-12-15 00:00:00,369,60,0.1626016260162602,13.0,3.0,0.2307692307692308
2020-12-14 00:00:00,307,62,0.2019543973941368,8.0,2.0,0.25
2020-12-13 00:00:00,61,20,0.3278688524590164,,,
2020-12-12 00:00:00,106,36,0.339622641509434,43.0,4.0,0.0930232558139535
2020-12-11 00:00:00,237,54,0.2278481012658228,35.0,5.0,0.1428571428571429
2020-12-10 00:00:00,249,57,0.2289156626506024,35.0,2.0,0.0571428571428571
2020-12-09 00:00:00,375,85,0.2266666666666667,20.0,6.0,0.3
2020-12-08 00:00:00,324,58,0.1790123456790123,14.0,1.0,0.0714285714285714
2020-12-07 00:00:00,392,88,0.2244897959183674,7.0,0.0,0
2020-12-06 00:00:00,79,25,0.3164556962025317,,,
2020-12-05 00:00:00,40,14,0.35,,,
2020-12-04 00:00:00,186,38,0.2043010752688172,7.0,1.0,0.1428571428571429
2020-12-03 00:00:00,188,50,0.2659574468085107,11.0,3.0,0.2727272727272727
2020-12-02 00:00:00,253,66,0.2608695652173913,7.0,2.0,0.2857142857142857
2020-12-01 00:00:00,294,73,0.2482993197278912,9.0,0.0,0
2020-11-30 00:00:00,314,86,0.2738853503184714,11.0,0.0,0
2020-11-29 00:00:00,56,14,0.25,4.0,0.0,0
2020-11-28 00:00:00,80,11,0.1375,5.0,0.0,0
2020-11-27 00:00:00,165,40,0.2424242424242425,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,40,6,0.15,,,
2020-11-25 00:00:00,218,41,0.1880733944954129,7.0,1.0,0.1428571428571429
2020-11-24 00:00:00,243,46,0.1893004115226338,9.0,0.0,0
2020-11-23 00:00:00,325,52,0.16,15.0,2.0,0.1333333333333333
2020-11-22 00:00:00,92,8,0.0869565217391304,,,
2020-11-21 00:00:00,91,23,0.2527472527472528,2.0,1.0,0.5
2020-11-20 00:00:00,316,42,0.1329113924050633,7.0,1.0,0.1428571428571429
2020-11-19 00:00:00,247,42,0.1700404858299595,10.0,6.0,0.6
2020-11-18 00:00:00,271,48,0.1771217712177122,44.0,3.0,0.0681818181818182
2020-11-17 00:00:00,282,45,0.1595744680851064,8.0,3.0,0.375
2020-11-16 00:00:00,292,49,0.1678082191780822,3.0,0.0,0
2020-11-15 00:00:00,68,15,0.2205882352941177,1.0,0.0,0
2020-11-14 00:00:00,71,13,0.1830985915492958,2.0,1.0,0.5
2020-11-13 00:00:00,214,27,0.1261682242990654,1.0,0.0,0
2020-11-12 00:00:00,276,32,0.1159420289855073,9.0,0.0,0
2020-11-11 00:00:00,140,20,0.1428571428571429,7.0,2.0,0.2857142857142857
2020-11-10 00:00:00,199,30,0.1507537688442211,1.0,0.0,0
2020-11-09 00:00:00,240,35,0.1458333333333334,5.0,0.0,0
2020-11-08 00:00:00,55,5,0.0909090909090909,,,
2020-11-07 00:00:00,61,12,0.1967213114754098,2.0,0.0,0
2020-11-06 00:00:00,144,16,0.1111111111111111,2.0,0.0,0
2020-11-05 00:00:00,207,34,0.1642512077294686,3.0,2.0,0.6666666666666666
2020-11-04 00:00:00,286,25,0.0874125874125874,63.0,5.0,0.0793650793650794
2020-11-03 00:00:00,154,13,0.0844155844155844,6.0,0.0,0
2020-11-02 00:00:00,249,35,0.1405622489959839,4.0,0.0,0
2020-11-01 00:00:00,95,23,0.2421052631578948,1.0,0.0,0
2020-10-31 00:00:00,55,15,0.2727272727272727,1.0,1.0,1
2020-10-30 00:00:00,106,8,0.0754716981132076,7.0,1.0,0.1428571428571429
2020-10-29 00:00:00,183,32,0.1748633879781421,7.0,0.0,0
2020-10-28 00:00:00,231,21,0.0909090909090909,31.0,6.0,0.1935483870967742
2020-10-27 00:00:00,137,12,0.0875912408759124,4.0,0.0,0
2020-10-26 00:00:00,199,32,0.1608040201005025,9.0,2.0,0.2222222222222222
2020-10-25 00:00:00,66,11,0.1666666666666667,1.0,0.0,0
2020-10-24 00:00:00,72,19,0.2638888888888889,3.0,1.0,0.3333333333333333
2020-10-23 00:00:00,133,14,0.1052631578947368,2.0,0.0,0
2020-10-22 00:00:00,203,14,0.0689655172413793,3.0,1.0,0.3333333333333333
2020-10-21 00:00:00,229,22,0.0960698689956332,1.0,1.0,1
2020-10-20 00:00:00,176,23,0.1306818181818182,4.0,3.0,0.75
2020-10-19 00:00:00,234,22,0.094017094017094,5.0,0.0,0
2020-10-18 00:00:00,81,7,0.0864197530864198,,,
2020-10-17 00:00:00,95,17,0.1789473684210526,3.0,1.0,0.3333333333333333
2020-10-16 00:00:00,97,20,0.2061855670103093,2.0,0.0,0
2020-10-15 00:00:00,141,9,0.0638297872340426,57.0,3.0,0.0526315789473684
2020-10-14 00:00:00,301,13,0.0431893687707641,3.0,2.0,0.6666666666666666
2020-10-13 00:00:00,145,11,0.0758620689655172,6.0,1.0,0.1666666666666667
2020-10-12 00:00:00,107,7,0.0654205607476636,5.0,0.0,0
2020-10-11 00:00:00,40,3,0.075,3.0,1.0,0.3333333333333333
2020-10-10 00:00:00,43,1,0.0232558139534884,,,
2020-10-09 00:00:00,97,8,0.0824742268041237,7.0,0.0,0
2020-10-08 00:00:00,142,6,0.0422535211267606,10.0,0.0,0
2020-10-07 00:00:00,128,7,0.0546875,5.0,1.0,0.2
2020-10-06 00:00:00,133,8,0.0601503759398496,80.0,4.0,0.05
2020-10-05 00:00:00,149,5,0.0335570469798658,2.0,0.0,0
2020-10-04 00:00:00,36,3,0.0833333333333333,1.0,0.0,0
2020-10-03 00:00:00,58,2,0.0344827586206897,1.0,0.0,0
2020-10-02 00:00:00,128,5,0.0390625,3.0,0.0,0
2020-10-01 00:00:00,135,4,0.0296296296296296,6.0,2.0,0.3333333333333333
2020-09-30 00:00:00,188,4,0.0212765957446809,5.0,1.0,0.2
2020-09-29 00:00:00,125,5,0.04,12.0,3.0,0.25
2020-09-28 00:00:00,104,3,0.0288461538461539,5.0,2.0,0.4
2020-09-27 00:00:00,35,1,0.0285714285714286,,,
2020-09-26 00:00:00,32,2,0.0625,2.0,0.0,0
2020-09-25 00:00:00,121,4,0.0330578512396694,25.0,1.0,0.04
2020-09-24 00:00:00,178,5,0.0280898876404494,18.0,0.0,0
