date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,159,153,164,209,205,4
1/10/2021,305,340,412,527,1036,14
1/11/2021,319,357,429,559,1114,14
1/12/2021,327,361,438,574,1149,14
1/13/2021,332,367,448,582,1186,14
1/14/2021,342,382,466,614,1332,14
1/15/2021,398,427,509,668,1368,20
1/16/2021,398,428,510,669,1370,20
1/17/2021,398,428,510,669,1373,20
1/18/2021,401,436,514,694,1440,20
1/19/2021,413,440,524,709,1496,21
1/2/2021,175,169,187,245,307,7
1/20/2021,423,449,545,739,1601,22
1/21/2021,438,461,553,774,1810,22
1/22/2021,453,470,560,787,1873,23
1/23/2021,457,475,562,793,1987,23
1/24/2021,457,475,563,794,1996,23
1/25/2021,472,483,574,813,2061,23
1/26/2021,478,486,574,815,2075,23
1/27/2021,491,503,584,825,2248,27
1/28/2021,511,529,617,881,2495,27
1/29/2021,537,548,647,914,2610,30
1/3/2021,176,169,187,247,307,7
1/30/2021,570,560,658,930,2730,37
1/31/2021,570,560,658,931,2734,37
1/4/2021,190,185,220,285,356,7
1/5/2021,211,218,278,345,491,8
1/6/2021,222,244,316,402,627,10
1/7/2021,269,308,358,464,837,13
1/8/2021,300,339,405,525,1017,14
1/9/2021,305,340,412,527,1036,14
10/1/2021,2623,1924,2493,4553,11601,1141
10/10/2021,2645,1938,2504,4570,11626,1152
10/11/2021,2646,1941,2506,4570,11631,1155
10/12/2021,2650,1943,2508,4572,11637,1156
10/13/2021,2655,1946,2509,4574,11645,1158
10/14/2021,2660,1949,2514,4582,11649,1160
10/15/2021,2667,1950,2518,4589,11650,1160
10/16/2021,2668,1950,2518,4590,11650,1160
10/17/2021,2670,1950,2518,4590,11652,1160
10/18/2021,2674,1951,2519,4593,11658,1160
10/19/2021,2677,1954,2522,4597,11658,1161
10/2/2021,2623,1926,2494,4554,11602,1141
10/20/2021,2678,1954,2528,4602,11661,1161
10/21/2021,2680,1957,2532,4610,11674,1162
10/22/2021,2683,1960,2534,4613,11684,1164
10/23/2021,2685,1961,2536,4615,11689,1168
10/24/2021,2685,1962,2537,4615,11691,1168
10/25/2021,2687,1963,2539,4619,11697,1169
10/26/2021,2690,1964,2542,4625,11702,1171
10/27/2021,2693,1964,2543,4631,11710,1171
10/28/2021,2706,1978,2549,4633,11717,1171
10/29/2021,2710,1982,2552,4636,11725,1173
10/3/2021,2623,1927,2494,4555,11604,1141
10/30/2021,2711,1984,2553,4638,11729,1173
10/31/2021,2712,1984,2555,4638,11732,1173
10/4/2021,2625,1930,2495,4558,11613,1144
10/5/2021,2629,1933,2498,4558,11617,1149
10/6/2021,2632,1933,2501,4564,11618,1150
10/7/2021,2641,1937,2501,4566,11620,1150
10/8/2021,2642,1938,2503,4567,11625,1151
10/9/2021,2642,1938,2504,4570,11626,1151
11/1/2021,2715,1986,2556,4641,11744,1173
11/10/2021,2741,2003,2579,4680,11825,1250
11/11/2021,2743,2004,2580,4683,11833,1262
11/12/2021,2752,2007,2581,4687,11840,1278
11/13/2021,2753,2007,2584,4688,11844,1286
11/14/2021,2756,2007,2586,4689,11846,1286
11/15/2021,2759,2009,2587,4699,11856,1288
11/16/2021,2764,2009,2589,4704,11871,1291
11/17/2021,2772,2014,2592,4710,11883,1292
11/18/2021,2777,2018,2597,4714,11894,1306
11/19/2021,2780,2024,2598,4720,11906,1327
11/2/2021,2716,1989,2561,4644,11748,1173
11/20/2021,2786,2024,2598,4721,11911,1329
11/21/2021,2788,2025,2598,4724,11911,1329
11/22/2021,2796,2027,2603,4735,11923,1335
11/23/2021,2803,2027,2608,4741,11930,1341
11/24/2021,2804,2030,2613,4746,11935,1352
11/25/2021,2804,2030,2613,4746,11935,1352
11/26/2021,2807,2030,2614,4749,11937,1356
11/27/2021,2807,2031,2614,4750,11938,1356
11/28/2021,2808,2031,2614,4750,11940,1358
11/29/2021,2823,2035,2620,4754,11948,1360
11/3/2021,2719,1989,2564,4648,11763,1177
11/30/2021,2837,2043,2622,4757,11954,1365
11/4/2021,2723,1991,2565,4652,11771,1177
11/5/2021,2724,1994,2567,4662,11783,1219
11/6/2021,2724,1995,2567,4665,11788,1223
11/7/2021,2724,1998,2569,4665,11789,1225
11/8/2021,2728,1999,2574,4672,11804,1233
11/9/2021,2735,2001,2576,4674,11812,1244
12/1/2020,1,,,,,
12/1/2021,2847,2047,2624,4764,11966,1381
12/10/2020,1,,,,,
12/10/2021,2888,2069,2644,4806,12038,1455
12/11/2020,1,,,,,
12/11/2021,2889,2070,2645,4806,12039,1457
12/12/2020,1,,,,,
12/12/2021,2890,2070,2646,4808,12042,1459
12/13/2020,1,,,,,
12/13/2021,2890,2073,2648,4810,12053,1462
12/14/2020,1,,,,,
12/14/2021,2893,2076,2650,4815,12059,1463
12/15/2020,1,,,,,
12/15/2021,2895,2076,2651,4818,12062,1463
12/16/2020,1,,,,,
12/16/2021,2897,2081,2652,4824,12073,1480
12/17/2020,21,16,15,12,4,1
12/17/2021,2909,2086,2654,4825,12076,1514
12/18/2020,33,29,20,17,9,1
12/18/2021,2912,2086,2655,4827,12079,1515
12/19/2020,33,29,20,19,9,1
12/19/2021,2913,2087,2658,4830,12080,1515
12/2/2020,1,,,,,
12/2/2021,2851,2051,2630,4770,11972,1392
12/20/2020,33,30,20,19,9,1
12/20/2021,2914,2089,2658,4835,12086,1519
12/21/2020,39,41,27,27,13,1
12/21/2021,2916,2089,2660,4839,12103,1526
12/22/2020,42,45,32,32,18,1
12/22/2021,2919,2090,2664,4848,12109,1534
12/23/2020,53,57,38,46,29,1
12/23/2021,2923,2091,2667,4853,12113,1540
12/24/2020,66,72,51,66,36,1
12/24/2021,2924,2091,2667,4854,12115,1541
12/25/2020,66,72,51,66,36,1
12/25/2021,2924,2091,2667,4854,12115,1541
12/26/2020,71,78,56,75,39,1
12/26/2021,2926,2093,2668,4855,12115,1541
12/27/2020,71,78,57,75,39,1
12/27/2021,2930,2094,2671,4864,12126,1543
12/28/2020,91,99,84,104,74,3
12/28/2021,2933,2097,2671,4866,12132,1550
12/29/2020,117,109,111,135,104,3
12/29/2021,2936,2101,2673,4867,12138,1570
12/3/2020,1,,,,,
12/3/2021,2855,2055,2631,4773,11986,1405
12/30/2020,145,133,139,165,149,4
12/30/2021,2937,2104,2674,4871,12143,1582
12/31/2020,159,152,163,207,205,4
12/4/2020,1,,,,,
12/4/2021,2859,2058,2634,4778,11989,1408
12/5/2020,1,,,,,
12/5/2021,2859,2058,2634,4779,11989,1408
12/6/2020,1,,,,,
12/6/2021,2864,2058,2636,4786,12000,1416
12/7/2020,1,,,,,
12/7/2021,2869,2061,2637,4787,12004,1422
12/8/2020,1,,,,,
12/8/2021,2873,2067,2640,4796,12022,1422
12/9/2020,1,,,,,
12/9/2021,2885,2067,2641,4802,12034,1424
2/1/2021,590,573,676,954,2875,37
2/10/2021,717,664,830,1303,5212,51
2/11/2021,721,669,833,1317,5313,51
2/12/2021,735,678,841,1325,5387,58
2/13/2021,772,699,889,1405,5985,60
2/14/2021,810,740,940,1494,6201,63
2/15/2021,816,743,945,1508,6240,63
2/16/2021,827,751,957,1539,6496,65
2/17/2021,853,767,990,1585,6602,68
2/18/2021,881,783,996,1596,6628,74
2/19/2021,883,784,998,1599,6651,77
2/2/2021,606,590,706,1003,3167,37
2/20/2021,890,789,999,1602,6665,87
2/21/2021,890,789,999,1602,6668,87
2/22/2021,894,793,1004,1605,6683,89
2/23/2021,924,809,1025,1660,6770,99
2/24/2021,939,817,1039,1692,6848,100
2/25/2021,950,827,1045,1700,6875,103
2/26/2021,952,829,1052,1702,6898,103
2/27/2021,1004,894,1161,2028,7959,108
2/28/2021,1064,928,1261,2298,8343,112
2/3/2021,624,597,730,1070,3492,39
2/4/2021,639,610,743,1119,3990,42
2/5/2021,652,620,764,1171,4338,47
2/6/2021,672,629,785,1202,4524,48
2/7/2021,672,630,785,1203,4539,48
2/8/2021,688,640,792,1225,4682,49
2/9/2021,708,660,820,1267,4927,50
3/1/2021,1070,937,1275,2314,8411,115
3/10/2021,1168,1010,1385,2622,8895,126
3/11/2021,1190,1025,1403,2658,8955,129
3/12/2021,1206,1031,1409,2677,8995,131
3/13/2021,1223,1049,1450,2787,9177,136
3/14/2021,1226,1052,1456,2792,9193,136
3/15/2021,1228,1055,1462,2807,9226,138
3/16/2021,1252,1067,1485,2853,9298,141
3/17/2021,1259,1075,1499,2878,9324,145
3/18/2021,1263,1083,1508,2893,9351,146
3/19/2021,1271,1088,1513,2908,9368,146
3/2/2021,1086,947,1298,2356,8468,116
3/20/2021,1286,1106,1545,2990,9521,148
3/21/2021,1286,1106,1545,2993,9523,148
3/22/2021,1300,1115,1561,3039,9579,148
3/23/2021,1320,1126,1576,3071,9626,150
3/24/2021,1325,1130,1583,3091,9662,150
3/25/2021,1338,1134,1590,3114,9683,154
3/26/2021,1347,1140,1598,3122,9702,155
3/27/2021,1370,1151,1614,3162,9769,167
3/28/2021,1371,1153,1619,3169,9777,167
3/29/2021,1384,1159,1635,3191,9813,171
3/3/2021,1097,955,1307,2377,8535,119
3/30/2021,1397,1170,1649,3210,9847,174
3/31/2021,1403,1174,1662,3253,9882,175
3/4/2021,1108,975,1332,2494,8690,121
3/5/2021,1113,978,1334,2499,8718,121
3/6/2021,1114,980,1341,2506,8763,121
3/7/2021,1114,980,1341,2507,8764,121
3/8/2021,1121,984,1344,2516,8778,123
3/9/2021,1142,996,1366,2561,8833,124
4/1/2021,1425,1191,1691,3306,9981,180
4/10/2021,1578,1286,1822,3556,10370,214
4/11/2021,1579,1289,1824,3560,10373,214
4/12/2021,1593,1300,1837,3589,10393,214
4/13/2021,1596,1309,1842,3614,10420,217
4/14/2021,1604,1313,1843,3620,10438,218
4/15/2021,1615,1321,1845,3628,10451,220
4/16/2021,1626,1324,1854,3637,10457,224
4/17/2021,1630,1325,1861,3649,10482,225
4/18/2021,1630,1325,1862,3652,10486,225
4/19/2021,1635,1329,1866,3665,10496,228
4/2/2021,1434,1203,1701,3326,10002,182
4/20/2021,1647,1334,1876,3679,10531,230
4/21/2021,1656,1343,1882,3689,10541,232
4/22/2021,1676,1351,1887,3696,10555,233
4/23/2021,1695,1359,1890,3707,10569,237
4/24/2021,1700,1360,1891,3707,10570,241
4/25/2021,1702,1361,1892,3710,10573,241
4/26/2021,1713,1363,1897,3720,10580,241
4/27/2021,1719,1365,1907,3730,10598,243
4/28/2021,1725,1381,1916,3740,10615,244
4/29/2021,1736,1386,1922,3748,10629,251
4/3/2021,1437,1204,1704,3326,10005,182
4/30/2021,1741,1387,1926,3761,10639,252
4/4/2021,1437,1204,1706,3328,10005,182
4/5/2021,1449,1213,1710,3345,10034,187
4/6/2021,1492,1232,1758,3457,10190,189
4/7/2021,1535,1255,1781,3480,10219,192
4/8/2021,1559,1267,1796,3515,10259,206
4/9/2021,1571,1275,1806,3529,10283,213
5/1/2021,1744,1391,1927,3762,10639,256
5/10/2021,1800,1420,1963,3816,10739,269
5/11/2021,1805,1423,1964,3818,10751,272
5/12/2021,1811,1425,1965,3824,10770,274
5/13/2021,1813,1426,1969,3834,10780,276
5/14/2021,1829,1439,1977,3851,10798,286
5/15/2021,1833,1443,1978,3857,10803,290
5/16/2021,1841,1443,1981,3860,10803,294
5/17/2021,1846,1444,1989,3869,10814,307
5/18/2021,1858,1453,1999,3890,10841,319
5/19/2021,1875,1456,2006,3902,10869,325
5/2/2021,1745,1392,1927,3763,10641,256
5/20/2021,1883,1458,2014,3918,10880,357
5/21/2021,1886,1461,2019,3923,10889,367
5/22/2021,1894,1466,2023,3925,10895,372
5/23/2021,1896,1467,2025,3927,10898,374
5/24/2021,1902,1469,2033,3937,10906,382
5/25/2021,1911,1475,2036,3948,10916,389
5/26/2021,1915,1481,2040,3957,10923,391
5/27/2021,1925,1486,2042,3965,10928,394
5/28/2021,1931,1489,2046,3974,10938,399
5/29/2021,1932,1490,2049,3975,10939,400
5/3/2021,1753,1397,1935,3772,10657,261
5/30/2021,1933,1491,2050,3978,10941,400
5/31/2021,1935,1492,2050,3979,10943,400
5/4/2021,1768,1402,1944,3786,10693,264
5/5/2021,1776,1409,1950,3795,10697,264
5/6/2021,1779,1410,1952,3801,10706,266
5/7/2021,1786,1415,1957,3808,10714,268
5/8/2021,1787,1415,1958,3809,10716,268
5/9/2021,1787,1415,1959,3810,10719,268
6/1/2021,1940,1494,2053,3981,10954,403
6/10/2021,1968,1510,2074,4026,11006,463
6/11/2021,1973,1510,2074,4028,11009,468
6/12/2021,1975,1512,2076,4029,11012,468
6/13/2021,1975,1512,2078,4029,11013,468
6/14/2021,1982,1514,2084,4029,11018,475
6/15/2021,1986,1520,2090,4033,11020,478
6/16/2021,1994,1523,2094,4036,11023,485
6/17/2021,2000,1528,2098,4038,11027,490
6/18/2021,2004,1532,2099,4040,11029,498
6/19/2021,2008,1535,2099,4041,11030,503
6/2/2021,1945,1497,2056,3993,10960,407
6/20/2021,2008,1536,2100,4041,11030,506
6/21/2021,2017,1537,2102,4049,11039,511
6/22/2021,2042,1558,2106,4057,11050,513
6/23/2021,2043,1561,2110,4061,11052,517
6/24/2021,2045,1562,2111,4066,11058,522
6/25/2021,2049,1564,2114,4069,11062,542
6/26/2021,2051,1566,2115,4069,11064,543
6/27/2021,2051,1567,2116,4069,11064,543
6/28/2021,2053,1568,2120,4070,11069,546
6/29/2021,2054,1569,2120,4074,11078,551
6/3/2021,1948,1498,2060,3998,10967,415
6/30/2021,2059,1574,2123,4077,11083,570
6/4/2021,1950,1506,2061,4001,10973,422
6/5/2021,1951,1506,2061,4002,10974,422
6/6/2021,1955,1506,2061,4003,10974,423
6/7/2021,1959,1508,2065,4011,10983,428
6/8/2021,1959,1509,2067,4019,10991,434
6/9/2021,1966,1510,2073,4024,11003,457
7/1/2021,2065,1577,2127,4083,11086,576
7/10/2021,2082,1599,2149,4108,11129,607
7/11/2021,2082,1601,2150,4109,11131,608
7/12/2021,2087,1605,2151,4115,11137,614
7/13/2021,2094,1609,2153,4120,11145,625
7/14/2021,2095,1609,2155,4124,11153,633
7/15/2021,2105,1614,2160,4131,11166,635
7/16/2021,2111,1617,2167,4135,11173,645
7/17/2021,2113,1620,2171,4138,11175,647
7/18/2021,2115,1621,2171,4139,11176,648
7/19/2021,2125,1627,2174,4146,11179,650
7/2/2021,2067,1582,2127,4085,11088,579
7/20/2021,2135,1633,2179,4150,11183,662
7/21/2021,2143,1639,2183,4159,11190,685
7/22/2021,2153,1643,2187,4171,11197,697
7/23/2021,2161,1645,2193,4177,11202,707
7/24/2021,2165,1646,2194,4182,11207,714
7/25/2021,2169,1647,2195,4183,11207,715
7/26/2021,2177,1648,2205,4193,11224,726
7/27/2021,2184,1657,2210,4206,11233,744
7/28/2021,2198,1660,2220,4220,11251,750
7/29/2021,2209,1665,2224,4227,11263,770
7/3/2021,2069,1583,2130,4086,11092,586
7/30/2021,2228,1675,2234,4239,11275,781
7/31/2021,2231,1677,2238,4244,11277,785
7/4/2021,2069,1583,2130,4086,11093,586
7/5/2021,2073,1587,2133,4087,11099,586
7/6/2021,2075,1587,2136,4095,11109,592
7/7/2021,2077,1589,2138,4097,11112,593
7/8/2021,2079,1596,2139,4100,11120,599
7/9/2021,2080,1597,2145,4107,11127,603
8/1/2021,2232,1678,2242,4245,11280,788
8/10/2021,2298,1714,2306,4311,11355,875
8/11/2021,2316,1722,2311,4320,11371,879
8/12/2021,2332,1730,2318,4334,11392,888
8/13/2021,2349,1744,2334,4338,11403,937
8/14/2021,2353,1747,2338,4342,11406,949
8/15/2021,2355,1749,2339,4346,11407,951
8/16/2021,2370,1753,2344,4354,11419,960
8/17/2021,2385,1764,2346,4357,11425,965
8/18/2021,2388,1767,2352,4366,11431,965
8/19/2021,2402,1768,2357,4372,11436,966
8/2/2021,2240,1684,2251,4254,11288,798
8/20/2021,2410,1773,2364,4380,11440,969
8/21/2021,2418,1787,2370,4385,11441,995
8/22/2021,2419,1788,2370,4388,11442,996
8/23/2021,2425,1789,2376,4394,11451,1000
8/24/2021,2438,1796,2382,4402,11452,1002
8/25/2021,2443,1805,2385,4405,11456,1003
8/26/2021,2449,1811,2387,4414,11465,1012
8/27/2021,2463,1822,2394,4421,11474,1030
8/28/2021,2464,1823,2394,4423,11475,1034
8/29/2021,2467,1825,2395,4423,11476,1036
8/3/2021,2249,1685,2261,4266,11296,805
8/30/2021,2473,1833,2399,4430,11482,1039
8/31/2021,2476,1836,2403,4436,11486,1040
8/4/2021,2259,1687,2268,4277,11310,810
8/5/2021,2265,1690,2275,4286,11320,818
8/6/2021,2280,1694,2288,4294,11328,858
8/7/2021,2284,1696,2292,4297,11331,859
8/8/2021,2285,1698,2293,4299,11334,859
8/9/2021,2292,1707,2299,4302,11348,869
9/1/2021,2481,1840,2407,4442,11490,1042
9/10/2021,2529,1865,2445,4485,11519,1084
9/11/2021,2532,1868,2447,4489,11520,1088
9/12/2021,2534,1870,2448,4492,11522,1088
9/13/2021,2543,1875,2451,4496,11530,1090
9/14/2021,2546,1879,2454,4499,11534,1091
9/15/2021,2554,1889,2461,4508,11541,1103
9/16/2021,2559,1890,2463,4514,11547,1107
9/17/2021,2566,1896,2463,4519,11547,1112
9/18/2021,2572,1898,2466,4522,11548,1123
9/19/2021,2573,1898,2468,4522,11548,1125
9/2/2021,2485,1843,2411,4447,11496,1043
9/20/2021,2577,1898,2471,4525,11553,1125
9/21/2021,2582,1901,2476,4529,11560,1127
9/22/2021,2585,1902,2479,4529,11562,1127
9/23/2021,2595,1907,2481,4532,11567,1127
9/24/2021,2598,1909,2483,4535,11568,1128
9/25/2021,2600,1910,2483,4539,11571,1130
9/26/2021,2604,1911,2485,4540,11572,1130
9/27/2021,2606,1915,2487,4544,11577,1133
9/28/2021,2613,1917,2487,4544,11588,1133
9/29/2021,2616,1919,2488,4548,11592,1136
9/3/2021,2498,1853,2420,4452,11502,1056
9/30/2021,2620,1921,2489,4548,11595,1136
9/4/2021,2505,1855,2425,4456,11504,1059
9/5/2021,2509,1855,2425,4456,11504,1061
9/6/2021,2509,1856,2426,4456,11504,1066
9/7/2021,2514,1860,2434,4466,11511,1069
9/8/2021,2519,1861,2439,4472,11514,1072
9/9/2021,2524,1865,2441,4477,11517,1075
