date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,291,382,441,498,362,7
1/10/2021,440,549,650,747,840,11
1/11/2021,457,563,681,785,939,11
1/12/2021,477,586,710,833,1102,11
1/13/2021,495,617,749,881,1272,12
1/14/2021,529,646,798,950,1474,13
1/15/2021,554,690,835,1018,1708,14
1/16/2021,565,707,851,1057,1977,15
1/17/2021,566,710,851,1059,2002,15
1/18/2021,584,729,878,1095,2240,15
1/19/2021,602,747,909,1146,2424,16
1/2/2021,297,392,450,509,375,7
1/20/2021,635,775,934,1212,2701,16
1/21/2021,652,799,961,1254,2878,16
1/22/2021,680,822,989,1299,3122,16
1/23/2021,693,832,998,1317,3724,16
1/24/2021,693,838,1007,1323,4251,16
1/25/2021,699,845,1018,1344,4508,17
1/26/2021,714,853,1026,1370,4866,17
1/27/2021,738,872,1053,1420,5282,17
1/28/2021,756,896,1085,1468,5812,17
1/29/2021,771,905,1099,1497,6194,17
1/3/2021,299,393,459,516,382,7
1/30/2021,776,910,1111,1516,6496,17
1/31/2021,779,911,1118,1528,6971,17
1/4/2021,318,421,491,561,447,8
1/5/2021,333,444,513,589,492,8
1/6/2021,372,477,553,652,566,9
1/7/2021,398,505,597,687,682,11
1/8/2021,429,538,636,728,789,11
1/9/2021,435,547,645,741,807,11
10/1/2021,7421,5985,8295,16491,41127,2874
10/10/2021,7545,6047,8367,16582,41240,2914
10/11/2021,7556,6058,8377,16597,41256,2919
10/12/2021,7576,6069,8388,16607,41272,2924
10/13/2021,7587,6081,8399,16615,41295,2929
10/14/2021,7602,6084,8414,16626,41322,2937
10/15/2021,7634,6103,8431,16636,41344,2954
10/16/2021,7646,6113,8441,16640,41349,2962
10/17/2021,7655,6114,8444,16644,41353,2965
10/18/2021,7685,6124,8459,16658,41369,2967
10/19/2021,7700,6138,8467,16674,41393,2980
10/2/2021,7431,5997,8303,16500,41143,2875
10/20/2021,7709,6147,8476,16681,41412,2982
10/21/2021,7731,6154,8485,16692,41427,2986
10/22/2021,7751,6173,8510,16704,41473,2994
10/23/2021,7760,6178,8515,16712,41519,2997
10/24/2021,7763,6180,8515,16718,41531,3004
10/25/2021,7775,6186,8527,16741,41616,3004
10/26/2021,7791,6193,8533,16752,41679,3008
10/27/2021,7800,6199,8549,16773,41753,3014
10/28/2021,7815,6204,8558,16799,41825,3019
10/29/2021,7832,6212,8566,16829,41873,3027
10/3/2021,7436,5998,8303,16500,41145,2875
10/30/2021,7839,6215,8574,16840,41897,3031
10/31/2021,7844,6216,8582,16844,41907,3031
10/4/2021,7454,6002,8316,16514,41160,2879
10/5/2021,7472,6013,8323,16528,41181,2886
10/6/2021,7496,6023,8326,16546,41197,2888
10/7/2021,7517,6029,8337,16559,41213,2889
10/8/2021,7536,6040,8352,16575,41232,2909
10/9/2021,7544,6045,8360,16581,41238,2913
11/1/2021,7848,6219,8587,16862,41962,3039
11/10/2021,7952,6283,8664,16993,42397,3191
11/11/2021,7976,6297,8686,17014,42478,3213
11/12/2021,8000,6311,8707,17050,42515,3239
11/13/2021,8014,6316,8714,17065,42537,3255
11/14/2021,8021,6320,8718,17070,42560,3261
11/15/2021,8041,6324,8738,17089,42631,3273
11/16/2021,8065,6334,8755,17101,42680,3289
11/17/2021,8089,6349,8770,17131,42743,3302
11/18/2021,8119,6366,8783,17159,42806,3319
11/19/2021,8149,6388,8810,17191,42866,3366
11/2/2021,7857,6225,8598,16875,42009,3040
11/20/2021,8160,6392,8818,17208,42896,3401
11/21/2021,8172,6402,8825,17225,42923,3420
11/22/2021,8201,6413,8835,17253,42973,3430
11/23/2021,8223,6416,8858,17284,43014,3450
11/24/2021,8233,6425,8868,17302,43038,3464
11/25/2021,8233,6426,8868,17302,43038,3464
11/26/2021,8256,6433,8879,17324,43065,3481
11/27/2021,8261,6444,8890,17338,43085,3490
11/28/2021,8271,6450,8894,17352,43101,3498
11/29/2021,8300,6472,8906,17378,43151,3506
11/3/2021,7874,6230,8602,16887,42054,3043
11/30/2021,8325,6484,8917,17400,43203,3518
11/4/2021,7885,6242,8611,16903,42122,3051
11/5/2021,7899,6248,8622,16916,42182,3065
11/6/2021,7907,6257,8631,16930,42207,3131
11/7/2021,7911,6258,8634,16935,42216,3148
11/8/2021,7923,6272,8642,16946,42292,3158
11/9/2021,7943,6277,8654,16972,42345,3169
12/1/2020,,,,,1,
12/1/2021,8356,6500,8935,17425,43262,3531
12/10/2020,,,,,1,
12/10/2021,8487,6591,9051,17659,43743,3656
12/11/2020,,,,,1,
12/11/2021,8496,6604,9059,17677,43788,3663
12/12/2020,,,,1,1,
12/12/2021,8503,6608,9065,17679,43823,3678
12/13/2020,,,,1,1,
12/13/2021,8515,6615,9078,17697,43878,3682
12/14/2020,,,,1,1,
12/14/2021,8524,6620,9084,17706,43932,3687
12/15/2020,,,,1,1,
12/15/2021,8534,6622,9091,17729,43998,3695
12/16/2020,,,1,2,1,
12/16/2021,8546,6626,9100,17745,44050,3714
12/17/2020,,,1,2,1,
12/17/2021,8557,6634,9116,17772,44104,3735
12/18/2020,,1,1,3,1,
12/18/2021,8566,6636,9123,17784,44124,3748
12/19/2020,,1,1,3,1,
12/19/2021,8573,6644,9130,17792,44140,3755
12/2/2020,,,,,1,
12/2/2021,8372,6515,8951,17457,43313,3544
12/20/2020,,1,1,3,1,
12/20/2021,8600,6650,9153,17828,44210,3762
12/21/2020,1,1,5,7,4,
12/21/2021,8621,6661,9162,17864,44275,3785
12/22/2020,5,12,24,25,13,
12/22/2021,8634,6675,9174,17892,44322,3800
12/23/2020,32,53,78,79,47,
12/23/2021,8647,6688,9188,17910,44363,3826
12/24/2020,64,88,107,101,63,
12/24/2021,8653,6691,9193,17919,44376,3828
12/25/2020,64,88,107,101,63,
12/25/2021,8653,6691,9193,17919,44376,3828
12/26/2020,92,129,141,144,81,1
12/26/2021,8658,6695,9199,17927,44382,3836
12/27/2020,97,139,155,154,102,2
12/27/2021,8673,6703,9213,17958,44416,3857
12/28/2020,142,195,214,219,144,3
12/28/2021,8684,6720,9225,17979,44456,3882
12/29/2020,200,267,310,313,203,4
12/29/2021,8706,6732,9235,17999,44494,3894
12/3/2020,,,,,1,
12/3/2021,8391,6527,8971,17491,43370,3567
12/30/2020,244,328,378,410,269,6
12/30/2021,8717,6740,9236,18007,44502,3911
12/31/2020,288,379,431,486,321,6
12/4/2020,,,,,1,
12/4/2021,8403,6530,8979,17514,43391,3575
12/5/2020,,,,,1,
12/5/2021,8407,6535,8984,17522,43420,3583
12/6/2020,,,,,1,
12/6/2021,8418,6548,8996,17547,43506,3586
12/7/2020,,,,,1,
12/7/2021,8435,6556,9010,17569,43568,3590
12/8/2020,,,,,1,
12/8/2021,8447,6565,9023,17596,43622,3597
12/9/2020,,,,,1,
12/9/2021,8474,6576,9037,17627,43685,3619
2/1/2021,796,931,1137,1579,7387,18
2/10/2021,895,1032,1256,1809,10625,24
2/11/2021,898,1037,1269,1824,10852,25
2/12/2021,923,1066,1292,1866,11226,27
2/13/2021,924,1076,1297,1883,11451,27
2/14/2021,925,1077,1297,1890,11477,27
2/15/2021,935,1084,1312,1902,11615,28
2/16/2021,940,1089,1321,1922,11867,28
2/17/2021,953,1094,1327,1935,12131,28
2/18/2021,961,1107,1335,1948,12294,28
2/19/2021,964,1110,1337,1954,12380,28
2/2/2021,805,945,1156,1600,7795,18
2/20/2021,964,1110,1338,1959,12403,28
2/21/2021,964,1110,1338,1959,12426,28
2/22/2021,968,1111,1342,1967,12515,28
2/23/2021,970,1111,1343,1973,12591,28
2/24/2021,972,1116,1354,1994,12855,28
2/25/2021,977,1120,1366,2013,13175,28
2/26/2021,980,1126,1378,2032,13491,28
2/27/2021,988,1142,1387,2044,13706,28
2/28/2021,993,1145,1396,2056,14016,28
2/3/2021,837,966,1185,1655,8565,21
2/4/2021,849,980,1204,1689,8986,21
2/5/2021,863,992,1220,1711,9342,22
2/6/2021,868,994,1222,1715,9546,22
2/7/2021,868,1002,1225,1726,9653,22
2/8/2021,868,1005,1228,1741,9814,23
2/9/2021,878,1018,1243,1762,9950,23
3/1/2021,1002,1152,1409,2070,14429,29
3/10/2021,1149,1311,1632,3000,19723,32
3/11/2021,1161,1323,1646,3187,20584,32
3/12/2021,1185,1343,1667,3327,21337,33
3/13/2021,1194,1360,1686,3470,21687,34
3/14/2021,1198,1369,1693,3529,21959,34
3/15/2021,1212,1379,1705,3642,22380,35
3/16/2021,1223,1383,1720,3764,22971,35
3/17/2021,1244,1398,1762,3957,24172,35
3/18/2021,1264,1420,1796,4106,24918,35
3/19/2021,1288,1441,1819,4349,25546,36
3/2/2021,1011,1162,1416,2083,14904,29
3/20/2021,1315,1468,1858,4623,26193,36
3/21/2021,1322,1471,1873,4776,26387,37
3/22/2021,1342,1495,1903,5114,26927,39
3/23/2021,1372,1517,1950,5472,27409,40
3/24/2021,1392,1544,2001,5969,27953,42
3/25/2021,1417,1579,2054,6391,28448,43
3/26/2021,1508,1668,2222,6751,28890,57
3/27/2021,1579,1724,2336,7006,29111,68
3/28/2021,1634,1762,2406,7124,29323,73
3/29/2021,1738,1849,2578,7478,29691,96
3/3/2021,1036,1179,1458,2168,15722,31
3/30/2021,1831,1935,2745,7790,30060,98
3/31/2021,1957,2045,2940,8121,30595,107
3/4/2021,1045,1187,1472,2218,16400,31
3/5/2021,1085,1238,1524,2387,17089,31
3/6/2021,1107,1277,1579,2493,17502,31
3/7/2021,1112,1277,1584,2580,17759,31
3/8/2021,1115,1285,1590,2707,18170,31
3/9/2021,1120,1295,1601,2834,18799,32
4/1/2021,2054,2129,3092,8407,31009,117
4/10/2021,2700,2646,3906,9951,33085,208
4/11/2021,2720,2669,3943,10033,33191,224
4/12/2021,2916,2861,4195,10339,33530,241
4/13/2021,2963,2904,4275,10464,33697,258
4/14/2021,3033,2938,4358,10584,33854,273
4/15/2021,3216,3102,4491,10717,34003,280
4/16/2021,3271,3146,4563,10827,34139,299
4/17/2021,3299,3176,4599,10876,34220,309
4/18/2021,3310,3185,4614,10899,34251,314
4/19/2021,3362,3210,4647,10997,34387,319
4/2/2021,2135,2217,3199,8610,31301,130
4/20/2021,3392,3251,4686,11086,34534,323
4/21/2021,3434,3292,4725,11178,34668,329
4/22/2021,3496,3333,4792,11303,34812,334
4/23/2021,3573,3376,4842,11416,34929,354
4/24/2021,3601,3405,4882,11458,34993,361
4/25/2021,3614,3410,4890,11475,35012,361
4/26/2021,3657,3437,4936,11541,35099,370
4/27/2021,3700,3459,4985,11618,35218,374
4/28/2021,3735,3475,5026,11701,35332,380
4/29/2021,3777,3504,5060,11784,35459,386
4/3/2021,2198,2258,3259,8723,31418,136
4/30/2021,3810,3543,5102,11885,35598,399
4/4/2021,2228,2274,3292,8767,31447,140
4/5/2021,2293,2330,3398,8963,31703,142
4/6/2021,2372,2369,3504,9164,32000,155
4/7/2021,2499,2471,3622,9405,32338,166
4/8/2021,2568,2537,3739,9600,32624,177
4/9/2021,2655,2615,3862,9824,32948,201
5/1/2021,3835,3561,5129,11931,35634,406
5/10/2021,4064,3741,5404,12380,36292,444
5/11/2021,4086,3770,5426,12437,36370,449
5/12/2021,4111,3792,5449,12477,36448,453
5/13/2021,4147,3814,5482,12530,36515,463
5/14/2021,4186,3840,5530,12590,36605,483
5/15/2021,4221,3861,5557,12648,36662,522
5/16/2021,4234,3869,5573,12665,36683,540
5/17/2021,4301,3948,5653,12769,36778,569
5/18/2021,4350,3976,5702,12828,36883,586
5/19/2021,4395,4000,5737,12889,36964,629
5/2/2021,3840,3569,5144,11941,35646,406
5/20/2021,4450,4040,5775,12956,37040,671
5/21/2021,4494,4057,5810,13021,37105,734
5/22/2021,4530,4071,5841,13054,37132,766
5/23/2021,4549,4078,5852,13075,37141,776
5/24/2021,4583,4091,5884,13129,37194,813
5/25/2021,4622,4105,5915,13174,37267,840
5/26/2021,4649,4125,5938,13221,37329,848
5/27/2021,4673,4135,5961,13262,37375,862
5/28/2021,4701,4157,5991,13308,37430,891
5/29/2021,4712,4166,6004,13327,37444,903
5/3/2021,3872,3591,5174,12004,35723,410
5/30/2021,4716,4174,6010,13335,37447,908
5/31/2021,4729,4179,6010,13346,37454,910
5/4/2021,3899,3617,5210,12070,35831,414
5/5/2021,3933,3635,5246,12126,35946,420
5/6/2021,3968,3668,5294,12201,36053,424
5/7/2021,3995,3694,5338,12266,36127,429
5/8/2021,4027,3715,5361,12323,36193,438
5/9/2021,4033,3720,5376,12334,36204,439
6/1/2021,4759,4200,6041,13386,37516,928
6/10/2021,4935,4314,6193,13642,37814,1140
6/11/2021,4951,4332,6218,13679,37857,1162
6/12/2021,4969,4337,6233,13699,37871,1173
6/13/2021,4974,4342,6238,13708,37878,1178
6/14/2021,4994,4350,6254,13741,37904,1189
6/15/2021,5024,4360,6263,13760,37934,1212
6/16/2021,5041,4371,6275,13790,37964,1230
6/17/2021,5057,4381,6293,13816,37988,1238
6/18/2021,5091,4395,6311,13842,38021,1258
6/19/2021,5105,4400,6319,13858,38030,1273
6/2/2021,4778,4212,6067,13422,37548,955
6/20/2021,5111,4405,6326,13863,38033,1278
6/21/2021,5132,4409,6336,13890,38067,1288
6/22/2021,5148,4419,6351,13918,38099,1296
6/23/2021,5174,4430,6370,13937,38129,1307
6/24/2021,5195,4444,6385,13958,38169,1319
6/25/2021,5223,4464,6414,13990,38204,1331
6/26/2021,5241,4475,6422,14011,38218,1345
6/27/2021,5246,4480,6428,14018,38227,1354
6/28/2021,5263,4493,6446,14035,38253,1375
6/29/2021,5284,4502,6461,14065,38274,1387
6/3/2021,4795,4222,6084,13453,37588,963
6/30/2021,5300,4511,6475,14094,38311,1413
6/4/2021,4816,4240,6104,13489,37636,976
6/5/2021,4829,4250,6115,13504,37659,987
6/6/2021,4838,4251,6120,13513,37663,994
6/7/2021,4876,4266,6139,13549,37703,1026
6/8/2021,4885,4281,6152,13568,37735,1052
6/9/2021,4908,4296,6173,13607,37781,1120
7/1/2021,5319,4524,6492,14115,38347,1434
7/10/2021,5497,4640,6638,14306,38565,1557
7/11/2021,5503,4644,6643,14310,38580,1559
7/12/2021,5525,4665,6663,14331,38625,1585
7/13/2021,5543,4684,6677,14363,38649,1600
7/14/2021,5575,4691,6695,14395,38684,1613
7/15/2021,5595,4703,6705,14410,38711,1628
7/16/2021,5626,4732,6728,14458,38752,1660
7/17/2021,5645,4745,6759,14486,38771,1682
7/18/2021,5656,4754,6774,14499,38779,1687
7/19/2021,5676,4775,6804,14547,38824,1702
7/2/2021,5359,4547,6517,14141,38384,1461
7/20/2021,5698,4795,6828,14585,38864,1726
7/21/2021,5730,4807,6855,14624,38929,1750
7/22/2021,5763,4828,6889,14667,38971,1767
7/23/2021,5787,4861,6938,14739,39024,1812
7/24/2021,5818,4879,6965,14772,39054,1829
7/25/2021,5825,4895,6976,14792,39067,1834
7/26/2021,5854,4924,7007,14829,39122,1857
7/27/2021,5878,4957,7042,14885,39179,1877
7/28/2021,5915,4976,7073,14920,39239,1892
7/29/2021,5936,4996,7100,14959,39296,1921
7/3/2021,5371,4552,6529,14159,38399,1467
7/30/2021,5979,5037,7142,15013,39363,1974
7/31/2021,6009,5064,7173,15046,39382,2000
7/4/2021,5371,4554,6534,14162,38404,1467
7/5/2021,5392,4559,6547,14184,38426,1475
7/6/2021,5409,4572,6569,14206,38454,1488
