date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4292,4514,3808,3581,2451,27
1/10/2021,6553,6516,5689,5535,5101,56
1/11/2021,6863,6795,5959,5817,5500,66
1/12/2021,7189,7060,6222,6079,6034,74
1/13/2021,7407,7297,6466,6328,6500,81
1/14/2021,7707,7605,6788,6625,6941,85
1/15/2021,8317,8186,7370,7189,8277,93
1/16/2021,8555,8383,7553,7358,8562,95
1/17/2021,8637,8441,7600,7415,8700,99
1/18/2021,8978,8746,7924,7703,10280,104
1/19/2021,9345,9032,8247,8030,11958,114
1/2/2021,4463,4637,3914,3697,2587,28
1/20/2021,9832,9577,8764,8515,14108,125
1/21/2021,10229,10024,9258,8996,17233,133
1/22/2021,10919,10713,10005,9742,20300,142
1/23/2021,11193,10949,10198,9943,22087,147
1/24/2021,11334,11080,10308,10051,22417,150
1/25/2021,12052,11724,11053,10816,25712,165
1/26/2021,12757,12305,11707,11470,28766,173
1/27/2021,13478,12897,12368,12195,31969,181
1/28/2021,14312,13534,13044,12926,35324,192
1/29/2021,15231,14262,13779,13685,38433,207
1/3/2021,4552,4726,3988,3755,2643,29
1/30/2021,15876,14696,14130,14083,41156,213
1/31/2021,16045,14807,14247,14220,41914,217
1/4/2021,4887,5050,4256,4038,2917,37
1/5/2021,5218,5376,4521,4331,3249,40
1/6/2021,5635,5715,4944,4702,3597,46
1/7/2021,5933,5956,5150,4984,4023,50
1/8/2021,6204,6248,5432,5271,4288,53
1/9/2021,6456,6420,5601,5456,5024,56
10/1/2021,130645,83573,82968,99952,201711,57077
10/10/2021,132052,84318,83486,100403,202237,57783
10/11/2021,132244,84434,83560,100466,202317,57895
10/12/2021,132361,84488,83590,100486,202359,57949
10/13/2021,132501,84572,83647,100534,202420,58029
10/14/2021,132710,84675,83712,100599,202501,58117
10/15/2021,132948,84780,83829,100672,202568,58212
10/16/2021,133059,84838,83865,100712,202603,58251
10/17/2021,133141,84874,83891,100724,202621,58291
10/18/2021,133327,84979,83959,100785,202681,58356
10/19/2021,133460,85061,84031,100845,202758,58429
10/2/2021,130753,83629,83017,99985,201745,57147
10/20/2021,133609,85127,84101,100905,202815,58504
10/21/2021,133761,85210,84194,100962,202865,58578
10/22/2021,133952,85317,84270,101043,203002,58657
10/23/2021,134059,85368,84307,101091,203094,58714
10/24/2021,134115,85393,84324,101115,203151,58756
10/25/2021,134289,85472,84383,101179,203366,58818
10/26/2021,134456,85600,84481,101278,203584,58983
10/27/2021,134665,85741,84582,101367,203792,59230
10/28/2021,134832,85821,84650,101447,204009,59285
10/29/2021,135030,85932,84733,101545,204198,59364
10/3/2021,130832,83665,83041,100000,201772,57186
10/30/2021,135107,85974,84758,101582,204309,59399
10/31/2021,135153,85999,84779,101598,204355,59416
10/4/2021,131057,83766,83124,100051,201860,57276
10/5/2021,131258,83859,83186,100121,201947,57354
10/6/2021,131470,83987,83258,100178,202020,57447
10/7/2021,131611,84085,83313,100244,202071,57531
10/8/2021,131876,84203,83401,100316,202141,57647
10/9/2021,131977,84270,83454,100370,202188,57739
11/1/2021,135346,86116,84874,101696,204565,59484
11/10/2021,136835,86936,85473,102342,205954,64941
11/11/2021,136982,87007,85551,102424,206150,65861
11/12/2021,137178,87105,85642,102513,206328,66826
11/13/2021,137266,87187,85701,102574,206407,68270
11/14/2021,137351,87256,85745,102612,206462,69276
11/15/2021,137572,87387,85859,102711,206612,70377
11/16/2021,137869,87559,86029,102833,206825,71470
11/17/2021,138093,87698,86129,102923,207050,72354
11/18/2021,138306,87812,86210,103015,207229,73039
11/19/2021,138542,87960,86305,103140,207390,74012
11/2/2021,135542,86226,84949,101770,204761,59582
11/20/2021,138665,88060,86384,103217,207454,74923
11/21/2021,138764,88121,86430,103271,207511,75254
11/22/2021,138952,88222,86518,103407,207685,75785
11/23/2021,139175,88341,86623,103525,207860,76506
11/24/2021,139370,88482,86734,103648,208025,77347
11/25/2021,139378,88485,86735,103649,208025,77348
11/26/2021,139515,88565,86799,103725,208115,77763
11/27/2021,139622,88658,86863,103796,208178,78218
11/28/2021,139715,88715,86917,103859,208231,78429
11/29/2021,139881,88810,87016,103956,208390,78845
11/3/2021,135706,86323,85013,101841,204892,59744
11/30/2021,140066,88919,87113,104072,208552,79390
11/4/2021,135866,86402,85082,101906,205049,59890
11/5/2021,136076,86507,85171,102013,205213,60128
11/6/2021,136179,86568,85205,102062,205326,60781
11/7/2021,136266,86622,85243,102103,205385,61701
11/8/2021,136490,86737,85338,102201,205586,62873
11/9/2021,136665,86825,85415,102277,205813,63916
12/1/2020,15,12,17,13,22,
12/1/2021,140306,89092,87223,104202,208719,79886
12/10/2020,18,16,27,19,34,
12/10/2021,141855,90128,88048,105216,209926,84258
12/11/2020,18,18,30,21,36,
12/11/2021,141947,90193,88098,105288,209982,84604
12/12/2020,18,18,31,23,39,
12/12/2021,142038,90275,88149,105340,210032,84956
12/13/2020,19,18,31,25,39,
12/13/2021,142196,90363,88217,105449,210146,85351
12/14/2020,19,21,34,25,40,
12/14/2021,142367,90429,88296,105536,210261,85717
12/15/2020,22,26,39,32,47,
12/15/2021,142567,90533,88381,105649,210401,86171
12/16/2020,24,29,41,33,49,
12/16/2021,142804,90659,88488,105795,210598,86627
12/17/2020,267,337,351,293,135,
12/17/2021,143008,90754,88613,105907,210735,87233
12/18/2020,573,699,650,564,256,1
12/18/2021,143151,90851,88685,105992,210794,87715
12/19/2020,774,907,794,670,320,1
12/19/2021,143297,90957,88758,106060,210848,88040
12/2/2020,16,12,20,13,22,
12/2/2021,140496,89204,87331,104339,208855,80332
12/20/2020,776,909,799,675,329,1
12/20/2021,143535,91091,88877,106188,210989,88634
12/21/2020,1182,1284,1085,959,463,3
12/21/2021,143774,91236,88981,106302,211128,89247
12/22/2020,1574,1674,1424,1248,601,5
12/22/2021,144014,91378,89089,106445,211287,89760
12/23/2020,2064,2161,1820,1564,780,5
12/23/2021,144218,91492,89181,106554,211397,90121
12/24/2020,2320,2444,2020,1780,872,7
12/24/2021,144295,91520,89205,106591,211450,90191
12/25/2020,2321,2445,2020,1782,875,7
12/25/2021,144295,91520,89205,106592,211450,90191
12/26/2020,2519,2655,2167,1937,952,8
12/26/2021,144393,91595,89252,106627,211508,90373
12/27/2020,2564,2702,2196,1969,969,8
12/27/2021,144643,91714,89374,106755,211653,90902
12/28/2020,3020,3151,2563,2297,1160,10
12/28/2021,144900,91872,89518,106883,211805,91482
12/29/2020,3469,3615,2911,2691,1414,18
12/29/2021,145173,91988,89631,107018,211941,92000
12/3/2020,16,13,23,15,24,
12/3/2021,140675,89330,87433,104459,209036,80850
12/30/2020,3904,4082,3363,3126,1696,19
12/30/2021,145301,92058,89706,107078,211989,92389
12/31/2020,4217,4436,3680,3438,1960,24
12/4/2020,16,14,24,15,25,
