Category,value
tests,10175059
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1538726
20 - 44 years,4393700
45 - 54 years,1371732
55 - 64 years,1290500
65 years and older,1562094
Unknown,18307
positive,0.0975976650356524
