date,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO
2021-06-30 00:00:00,1,0,0,,,
2021-06-29 00:00:00,82,6,0.0731707317073171,1.0,1.0,1
2021-06-28 00:00:00,148,17,0.1148648648648649,1.0,1.0,1
2021-06-27 00:00:00,68,5,0.0735294117647059,,,
2021-06-26 00:00:00,90,10,0.1111111111111111,,,
2021-06-25 00:00:00,126,13,0.1031746031746032,,,
2021-06-24 00:00:00,202,14,0.0693069306930693,56.0,36.0,0.642857142857143
2021-06-23 00:00:00,131,5,0.0381679389312977,20.0,14.0,0.7
2021-06-22 00:00:00,167,4,0.0239520958083832,19.0,10.0,0.5263157894736842
2021-06-21 00:00:00,252,13,0.0515873015873016,2.0,2.0,1
2021-06-20 00:00:00,77,6,0.0779220779220779,,,
2021-06-19 00:00:00,71,7,0.0985915492957746,,,
2021-06-18 00:00:00,176,10,0.0568181818181818,1.0,1.0,1
2021-06-17 00:00:00,138,9,0.0652173913043478,4.0,2.0,0.5
2021-06-16 00:00:00,211,8,0.037914691943128,6.0,3.0,0.5
2021-06-15 00:00:00,146,13,0.089041095890411,2.0,0.0,0
2021-06-14 00:00:00,169,10,0.0591715976331361,6.0,3.0,0.5
2021-06-13 00:00:00,52,1,0.0192307692307692,,,
2021-06-12 00:00:00,43,9,0.2093023255813954,2.0,2.0,1
2021-06-11 00:00:00,108,6,0.0555555555555556,32.0,18.0,0.5625
2021-06-10 00:00:00,105,4,0.0380952380952381,20.0,14.0,0.7
2021-06-09 00:00:00,122,7,0.0573770491803279,49.0,27.0,0.5510204081632654
2021-06-08 00:00:00,129,8,0.062015503875969,2.0,1.0,0.5
2021-06-07 00:00:00,214,4,0.0186915887850467,4.0,1.0,0.25
2021-06-06 00:00:00,68,2,0.0294117647058824,1.0,0.0,0
2021-06-05 00:00:00,54,0,0,,,
2021-06-04 00:00:00,126,4,0.0317460317460317,2.0,2.0,1
2021-06-03 00:00:00,182,4,0.021978021978022,4.0,2.0,0.5
2021-06-02 00:00:00,125,1,0.008,94.0,49.0,0.521276595744681
2021-06-01 00:00:00,206,7,0.0339805825242718,7.0,5.0,0.7142857142857144
2021-05-31 00:00:00,65,0,0,,,
2021-05-30 00:00:00,90,2,0.0222222222222222,,,
2021-05-29 00:00:00,75,1,0.0133333333333333,,,
