date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,286,387,438,503,372,7
1/1/2022,8872,6806,9305,18104,45308,3956
1/10/2021,437,556,649,751,858,10
1/10/2022,9028,6903,9411,18286,45506,4101
1/11/2021,454,570,679,788,960,10
1/11/2022,9044,6911,9424,18309,45536,4118
1/12/2021,474,593,709,836,1126,10
1/12/2022,9054,6917,9435,18324,45563,4128
1/13/2021,491,624,747,885,1298,11
1/13/2022,9073,6925,9442,18336,45589,4142
1/14/2021,526,653,796,952,1501,12
1/14/2022,9094,6938,9459,18354,45613,4187
1/15/2021,553,698,833,1020,1736,12
1/15/2022,9105,6946,9462,18361,45623,4198
1/16/2021,564,716,849,1060,2007,13
1/16/2022,9109,6949,9466,18363,45627,4201
1/17/2021,565,719,849,1062,2032,13
1/17/2022,9116,6954,9477,18380,45644,4207
1/18/2021,582,738,875,1096,2271,13
1/18/2022,9125,6964,9484,18391,45666,4219
1/19/2021,599,755,906,1148,2455,14
1/19/2022,9135,6976,9489,18401,45693,4228
1/2/2021,292,397,447,514,385,7
1/2/2022,8887,6811,9311,18118,45317,3961
1/20/2021,631,785,931,1214,2734,14
1/20/2022,9140,6981,9491,18408,45708,4233
1/21/2021,648,810,959,1255,2916,14
1/21/2022,9156,6990,9502,18419,45725,4259
1/22/2021,675,833,986,1302,3159,14
1/22/2022,9166,6993,9506,18424,45732,4266
1/23/2021,688,843,996,1321,3759,14
1/23/2022,9169,6993,9510,18425,45736,4268
1/24/2021,688,849,1005,1327,4287,14
1/24/2022,9175,7003,9519,18442,45756,4276
1/25/2021,694,856,1016,1347,4543,15
1/25/2022,9183,7010,9525,18450,45774,4285
1/26/2021,709,861,1025,1374,4902,15
1/26/2022,9195,7016,9536,18460,45789,4293
1/27/2021,733,881,1052,1422,5321,15
1/27/2022,9208,7023,9541,18467,45803,4300
1/28/2021,750,905,1083,1471,5846,15
1/28/2022,9225,7037,9550,18480,45813,4314
1/29/2021,766,914,1097,1500,6246,15
1/29/2022,9231,7045,9553,18484,45818,4322
1/3/2021,294,398,456,520,393,7
1/3/2022,8903,6820,9328,18148,45360,3979
1/30/2021,769,919,1110,1520,6552,15
1/30/2022,9233,7046,9554,18486,45820,4327
1/31/2021,773,920,1117,1533,7028,15
1/31/2022,9240,7053,9557,18492,45835,4333
1/4/2021,312,428,487,565,463,8
1/4/2022,8923,6832,9345,18175,45385,3994
1/5/2021,328,451,509,592,508,8
1/5/2022,8948,6845,9358,18201,45420,4005
1/6/2021,369,485,549,655,581,8
1/6/2022,8961,6853,9372,18227,45448,4023
1/7/2021,395,513,595,690,698,10
1/7/2022,8980,6874,9392,18251,45474,4066
1/8/2021,426,546,635,732,806,10
1/8/2022,9002,6884,9402,18264,45488,4086
1/9/2021,432,554,644,745,825,10
1/9/2022,9013,6892,9406,18269,45491,4090
10/1/2021,7501,6029,8333,16535,41771,2873
10/10/2021,7622,6094,8406,16629,41898,2923
10/11/2021,7636,6105,8414,16646,41915,2928
10/12/2021,7658,6116,8427,16658,41937,2932
10/13/2021,7670,6127,8437,16667,41961,2937
10/14/2021,7684,6129,8452,16679,41987,2945
10/15/2021,7717,6148,8469,16689,42012,2960
10/16/2021,7733,6158,8480,16691,42017,2967
10/17/2021,7741,6159,8482,16695,42021,2970
10/18/2021,7774,6167,8496,16709,42035,2970
10/19/2021,7793,6181,8504,16724,42059,2983
10/2/2021,7509,6040,8339,16544,41791,2876
10/20/2021,7801,6190,8515,16732,42075,2985
10/21/2021,7823,6196,8525,16742,42090,2988
10/22/2021,7846,6214,8550,16753,42138,2995
10/23/2021,7854,6220,8557,16763,42186,2998
10/24/2021,7859,6223,8559,16769,42203,3002
10/25/2021,7874,6229,8573,16792,42294,3002
10/26/2021,7890,6236,8582,16806,42357,3005
10/27/2021,7902,6243,8598,16825,42434,3010
10/28/2021,7918,6247,8608,16852,42505,3016
10/29/2021,7936,6256,8617,16881,42562,3028
10/3/2021,7514,6042,8339,16544,41796,2880
10/30/2021,7945,6261,8629,16893,42592,3030
10/31/2021,7951,6262,8637,16897,42603,3031
10/4/2021,7531,6046,8350,16559,41814,2885
10/5/2021,7550,6058,8357,16573,41835,2892
10/6/2021,7573,6068,8361,16590,41853,2895
10/7/2021,7594,6074,8373,16605,41867,2897
10/8/2021,7613,6086,8390,16623,41891,2919
10/9/2021,7621,6093,8397,16628,41896,2922
11/1/2021,7955,6265,8642,16916,42665,3039
11/10/2021,8060,6330,8720,17046,43117,3203
11/11/2021,8083,6346,8744,17068,43196,3225
11/12/2021,8107,6362,8767,17107,43235,3251
11/13/2021,8123,6367,8774,17120,43260,3268
11/14/2021,8129,6370,8779,17125,43284,3275
11/15/2021,8149,6374,8799,17142,43353,3289
11/16/2021,8172,6385,8816,17154,43401,3306
11/17/2021,8197,6400,8830,17186,43457,3320
11/18/2021,8226,6418,8840,17214,43519,3336
11/19/2021,8257,6440,8867,17248,43584,3380
11/2/2021,7964,6271,8656,16928,42718,3040
11/20/2021,8270,6446,8874,17265,43613,3415
11/21/2021,8284,6455,8881,17282,43646,3434
11/22/2021,8315,6467,8891,17307,43698,3446
11/23/2021,8337,6470,8908,17336,43739,3466
11/24/2021,8351,6481,8918,17355,43766,3480
11/25/2021,8351,6482,8918,17355,43766,3480
11/26/2021,8378,6491,8931,17377,43792,3497
11/27/2021,8384,6500,8943,17392,43813,3506
11/28/2021,8394,6506,8947,17405,43829,3514
11/29/2021,8424,6527,8957,17431,43879,3521
11/3/2021,7984,6276,8661,16942,42772,3043
11/30/2021,8447,6539,8968,17452,43937,3531
11/4/2021,7995,6288,8668,16955,42853,3051
11/5/2021,8008,6295,8680,16967,42915,3067
11/6/2021,8016,6303,8689,16982,42940,3138
11/7/2021,8018,6303,8691,16987,42947,3156
11/8/2021,8031,6317,8699,16998,43015,3166
11/9/2021,8049,6324,8710,17024,43064,3178
12/1/2020,,,,,1,
12/1/2021,8479,6557,8986,17476,43999,3545
12/10/2020,,,,,2,
12/10/2021,8607,6646,9103,17706,44500,3667
12/11/2020,,,,,2,
12/11/2021,8620,6659,9111,17725,44546,3672
12/12/2020,,,,1,2,
12/12/2021,8628,6663,9118,17727,44584,3688
12/13/2020,,,,1,2,
12/13/2021,8640,6671,9132,17746,44641,3692
12/14/2020,,,,1,2,
12/14/2021,8650,6676,9138,17757,44702,3700
12/15/2020,,,,1,2,
12/15/2021,8660,6680,9146,17784,44771,3708
12/16/2020,,,1,2,2,
12/16/2021,8670,6684,9154,17802,44824,3727
12/17/2020,,,1,2,2,
12/17/2021,8683,6691,9167,17830,44882,3751
12/18/2020,,1,1,3,2,
12/18/2021,8690,6692,9175,17847,44903,3764
12/19/2020,,1,1,3,2,
12/19/2021,8696,6699,9183,17855,44919,3771
12/2/2020,,,,,1,
12/2/2021,8496,6574,9005,17507,44056,3558
12/20/2020,,1,1,3,2,
12/20/2021,8721,6705,9206,17891,44991,3778
12/21/2020,1,1,5,7,5,
12/21/2021,8741,6716,9215,17927,45055,3802
12/22/2020,5,12,24,24,15,
12/22/2021,8755,6730,9228,17957,45100,3815
12/23/2020,32,53,76,80,49,
12/23/2021,8765,6745,9243,17975,45144,3841
12/24/2020,64,90,105,102,65,
12/24/2021,8770,6747,9248,17984,45158,3843
12/25/2020,64,90,105,102,65,
12/25/2021,8770,6747,9248,17984,45158,3843
12/26/2020,92,131,138,145,83,1
12/26/2021,8776,6751,9254,17991,45167,3849
12/27/2020,97,141,152,155,104,2
12/27/2021,8793,6760,9266,18025,45201,3869
12/28/2020,140,199,210,220,147,3
12/28/2021,8805,6774,9277,18046,45242,3893
12/29/2020,196,273,305,317,208,4
12/29/2021,8828,6787,9288,18070,45282,3904
12/3/2020,,,,,1,
12/3/2021,8515,6584,9024,17538,44120,3580
12/30/2020,240,333,374,414,274,6
12/30/2021,8855,6799,9296,18090,45297,3932
12/31/2020,283,384,428,490,325,6
12/31/2021,8871,6804,9305,18100,45307,3954
12/4/2020,,,,,1,
12/4/2021,8527,6588,9032,17562,44143,3588
12/5/2020,,,,,1,
12/5/2021,8532,6593,9037,17570,44171,3597
12/6/2020,,,,,1,
12/6/2021,8544,6605,9050,17595,44259,3600
12/7/2020,,,,,1,
12/7/2021,8559,6613,9063,17618,44322,3603
12/8/2020,,,,,1,
12/8/2021,8571,6621,9074,17648,44375,3609
12/9/2020,,,,,1,
12/9/2021,8596,6632,9088,17675,44438,3632
2/1/2021,790,940,1134,1582,7442,16
2/1/2022,9249,7060,9563,18501,45846,4346
2/10/2021,890,1042,1259,1812,10709,22
2/11/2021,894,1047,1271,1828,10941,23
2/12/2021,919,1077,1294,1869,11315,25
2/13/2021,920,1087,1299,1885,11539,25
2/14/2021,921,1088,1299,1892,11564,25
2/15/2021,931,1095,1314,1907,11707,26
2/16/2021,939,1101,1322,1931,11961,26
2/17/2021,951,1106,1328,1944,12234,26
2/18/2021,957,1118,1335,1955,12395,26
2/19/2021,961,1122,1337,1961,12482,26
2/2/2021,800,953,1154,1605,7862,16
2/2/2022,9250,7064,9564,18507,45847,4350
2/20/2021,961,1122,1338,1965,12506,26
2/21/2021,961,1122,1338,1965,12529,26
2/22/2021,964,1123,1342,1972,12633,26
2/23/2021,966,1123,1343,1978,12715,26
2/24/2021,968,1128,1354,2000,12983,26
2/25/2021,973,1132,1366,2018,13304,26
2/26/2021,976,1138,1378,2036,13625,26
2/27/2021,984,1153,1389,2048,13849,26
2/28/2021,989,1156,1398,2060,14167,26
2/3/2021,832,974,1189,1659,8635,19
2/4/2021,844,988,1208,1693,9062,19
2/5/2021,858,1001,1224,1715,9418,20
2/6/2021,863,1003,1226,1720,9624,20
2/7/2021,863,1011,1229,1731,9729,20
2/8/2021,863,1014,1232,1746,9890,21
2/9/2021,873,1027,1246,1766,10028,21
3/1/2021,998,1163,1412,2076,14602,28
3/10/2021,1145,1327,1630,2997,19994,31
3/11/2021,1158,1339,1644,3185,20864,31
3/12/2021,1182,1359,1666,3327,21628,32
3/13/2021,1191,1376,1686,3469,21989,33
3/14/2021,1195,1384,1693,3528,22265,33
3/15/2021,1209,1394,1705,3643,22688,34
3/16/2021,1220,1398,1720,3763,23283,34
3/17/2021,1241,1413,1761,3960,24496,34
3/18/2021,1264,1436,1795,4108,25252,34
3/19/2021,1288,1457,1817,4352,25884,35
3/2/2021,1008,1175,1419,2089,15082,28
3/20/2021,1315,1484,1856,4627,26538,35
3/21/2021,1323,1487,1871,4779,26739,36
3/22/2021,1344,1511,1900,5111,27292,38
3/23/2021,1374,1531,1949,5464,27789,39
3/24/2021,1392,1558,1998,5957,28344,41
3/25/2021,1417,1592,2050,6382,28846,42
3/26/2021,1513,1678,2220,6742,29298,54
3/27/2021,1587,1736,2340,7002,29532,65
3/28/2021,1643,1775,2407,7125,29749,71
3/29/2021,1748,1866,2578,7480,30122,93
3/3/2021,1032,1193,1456,2172,15911,30
3/30/2021,1840,1953,2743,7791,30495,95
3/31/2021,1965,2064,2941,8123,31036,104
3/4/2021,1041,1200,1471,2223,16600,30
3/5/2021,1080,1253,1522,2389,17304,30
3/6/2021,1102,1294,1576,2499,17724,30
3/7/2021,1107,1294,1581,2585,17987,30
3/8/2021,1110,1301,1588,2706,18416,30
3/9/2021,1116,1311,1600,2831,19059,31
4/1/2021,2063,2147,3093,8408,31457,113
4/10/2021,2712,2663,3912,9959,33568,198
4/11/2021,2733,2685,3950,10039,33677,213
4/12/2021,2928,2879,4200,10345,34019,230
4/13/2021,2976,2922,4282,10467,34196,246
4/14/2021,3047,2952,4367,10588,34356,260
4/15/2021,3230,3115,4501,10720,34508,267
4/16/2021,3285,3158,4575,10828,34652,286
4/17/2021,3313,3188,4611,10879,34736,296
4/18/2021,3324,3198,4626,10904,34768,301
4/19/2021,3376,3223,4658,11004,34904,306
4/2/2021,2143,2237,3199,8613,31753,126
4/20/2021,3408,3263,4696,11094,35053,310
4/21/2021,3450,3305,4735,11187,35187,315
4/22/2021,3512,3346,4806,11312,35332,320
4/23/2021,3590,3388,4857,11427,35450,340
4/24/2021,3619,3417,4898,11469,35515,347
4/25/2021,3632,3422,4906,11485,35535,347
4/26/2021,3676,3450,4953,11551,35623,355
4/27/2021,3720,3472,5003,11627,35743,359
4/28/2021,3755,3488,5043,11707,35862,366
4/29/2021,3797,3519,5077,11791,35990,372
4/3/2021,2207,2277,3259,8731,31870,132
4/30/2021,3830,3558,5117,11893,36133,385
4/4/2021,2238,2293,3292,8776,31899,135
4/5/2021,2304,2350,3398,8976,32161,137
4/6/2021,2384,2389,3506,9175,32464,149
4/7/2021,2510,2491,3626,9411,32816,159
