date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,188,181,228,278,311,2
1/1/2022,4979,3260,3436,4457,6526,8554
1/10/2021,254,264,353,455,937,9
1/10/2022,5021,3293,3466,4470,6541,8831
1/11/2021,268,279,368,482,1457,10
1/11/2022,5030,3299,3469,4472,6549,8853
1/12/2021,279,296,389,522,1738,10
1/12/2022,5038,3302,3475,4481,6553,8904
1/13/2021,291,319,428,576,1941,12
1/13/2022,5045,3303,3477,4486,6561,8926
1/14/2021,331,358,462,652,2307,15
1/14/2022,5057,3307,3480,4492,6563,8972
1/15/2021,353,381,497,695,2511,19
1/15/2022,5059,3307,3481,4492,6563,8982
1/16/2021,353,381,498,698,2525,19
1/16/2022,5060,3309,3483,4493,6564,8999
1/17/2021,353,381,499,698,2525,19
1/17/2022,5062,3310,3483,4493,6565,9004
1/18/2021,360,387,511,708,2551,19
1/18/2022,5072,3315,3485,4497,6568,9029
1/19/2021,380,407,530,748,2648,20
1/19/2022,5079,3321,3488,4502,6569,9085
1/2/2021,191,183,229,279,312,2
1/2/2022,4981,3261,3436,4457,6526,8562
1/20/2021,511,480,652,995,2797,59
1/20/2022,5084,3329,3491,4504,6574,9114
1/21/2021,632,581,785,1192,2989,110
1/21/2022,5088,3329,3497,4505,6576,9134
1/22/2021,690,642,857,1300,3121,122
1/22/2022,5091,3330,3497,4507,6576,9146
1/23/2021,692,643,858,1303,3140,124
1/23/2022,5097,3331,3498,4507,6576,9155
1/24/2021,692,643,858,1304,3142,124
1/24/2022,5100,3335,3500,4509,6579,9177
1/25/2021,702,660,866,1319,3210,124
1/25/2022,5105,3339,3502,4512,6581,9195
1/26/2021,715,674,882,1347,3308,130
1/26/2022,5111,3342,3503,4515,6582,9209
1/27/2021,761,712,933,1427,3421,144
1/27/2022,5117,3345,3507,4517,6582,9232
1/28/2021,870,805,1095,1633,3585,150
1/28/2022,5122,3347,3510,4518,6583,9254
1/29/2021,916,855,1148,1708,3649,157
1/29/2022,5124,3349,3510,4519,6584,9266
1/3/2021,191,183,229,279,312,2
1/3/2022,4988,3267,3439,4458,6527,8596
1/30/2021,919,855,1148,1710,3650,164
1/30/2022,5127,3349,3510,4521,6584,9272
1/31/2021,922,856,1148,1748,3666,168
1/31/2022,5135,3352,3513,4524,6587,9285
1/4/2021,200,188,240,294,382,2
1/4/2022,4991,3273,3445,4459,6527,8629
1/5/2021,208,203,263,318,464,5
1/5/2022,5001,3276,3448,4460,6530,8670
1/6/2021,219,224,287,353,671,9
1/6/2022,5002,3278,3449,4464,6532,8703
1/7/2021,229,248,322,419,851,9
1/7/2022,5006,3282,3454,4468,6538,8776
1/8/2021,254,264,353,454,924,9
1/8/2022,5012,3285,3455,4469,6539,8789
1/9/2021,254,264,353,455,937,9
1/9/2022,5018,3286,3459,4470,6540,8800
