date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,626,744,573,438,352,3
1/1/2022,24253,12592,11393,12641,17789,12754
1/10/2021,1129,1163,951,779,704,10
1/10/2022,24482,12673,11450,12696,17816,13202
1/11/2021,1198,1244,1029,829,766,11
1/11/2022,24500,12678,11450,12699,17821,13226
1/12/2021,1304,1332,1102,911,965,12
1/12/2022,24523,12690,11452,12710,17827,13275
1/13/2021,1361,1397,1180,973,1207,13
1/13/2022,24543,12695,11458,12715,17831,13286
1/14/2021,1459,1484,1273,1056,1461,13
1/14/2022,24595,12712,11465,12722,17843,13368
1/15/2021,1577,1578,1354,1142,2209,13
1/15/2022,24618,12714,11467,12726,17846,13403
1/16/2021,1585,1592,1366,1155,2296,13
1/16/2022,24629,12715,11469,12727,17846,13424
1/17/2021,1591,1600,1374,1159,2303,13
1/17/2022,24638,12715,11472,12729,17848,13430
1/18/2021,1658,1671,1432,1216,2366,14
1/18/2022,24649,12720,11474,12734,17854,13455
1/19/2021,1745,1731,1496,1290,2606,15
1/19/2022,24660,12729,11482,12742,17855,13493
1/2/2021,651,760,581,451,359,3
1/2/2022,24259,12597,11397,12641,17789,12762
1/20/2021,1993,2000,1816,1585,2806,20
1/20/2022,24669,12738,11486,12748,17860,13541
1/21/2021,2138,2119,1916,1683,3017,21
1/21/2022,24692,12748,11494,12757,17864,13570
1/22/2021,2230,2196,2010,1785,3341,22
1/22/2022,24705,12755,11498,12757,17866,13613
1/23/2021,2271,2231,2041,1814,3493,25
1/23/2022,24712,12755,11498,12758,17866,13626
1/24/2021,2276,2234,2041,1815,3508,25
1/24/2022,24724,12758,11504,12758,17871,13651
1/25/2021,2325,2284,2105,1905,3728,26
1/25/2022,24730,12762,11508,12760,17872,13672
1/26/2021,2386,2338,2161,1978,4003,28
1/26/2022,24742,12767,11513,12767,17881,13701
1/27/2021,2639,2481,2309,2130,4305,30
1/27/2022,24754,12772,11514,12771,17884,13754
1/28/2021,2833,2601,2442,2282,4638,34
1/28/2022,24777,12778,11521,12771,17888,13793
1/29/2021,2927,2687,2520,2393,4906,38
1/29/2022,24788,12781,11521,12775,17890,13813
1/3/2021,651,761,581,452,361,3
1/3/2022,24280,12605,11405,12649,17792,12812
1/30/2021,2989,2730,2548,2432,5020,45
1/30/2022,24794,12783,11521,12775,17890,13822
1/31/2021,2998,2733,2549,2435,5038,45
1/31/2022,24800,12783,11525,12781,17892,13838
1/4/2021,720,835,646,518,423,4
1/4/2022,24302,12611,11411,12654,17793,12847
1/5/2021,802,908,700,582,495,7
1/5/2022,24334,12618,11416,12665,17799,12912
1/6/2021,884,960,753,634,563,7
1/6/2022,24368,12633,11427,12670,17801,13006
1/7/2021,998,1048,839,700,659,7
1/7/2022,24419,12652,11437,12683,17806,13100
1/8/2021,1116,1155,940,760,695,10
1/8/2022,24440,12661,11445,12686,17813,13148
1/9/2021,1129,1162,949,776,702,10
1/9/2022,24460,12665,11448,12691,17815,13181
10/1/2021,22348,11705,10669,11858,16911,8051
10/10/2021,22491,11756,10724,11888,16964,8123
10/11/2021,22497,11762,10730,11889,16970,8130
10/12/2021,22506,11769,10732,11889,16972,8139
10/13/2021,22529,11777,10742,11893,16985,8150
10/14/2021,22544,11778,10743,11903,16991,8157
10/15/2021,22560,11784,10753,11905,17000,8166
