Category,value
tests,480041
Yuma,10254
Yavapai,12197
Santa Cruz,1817
Pinal,30640
Pima,50314
Navajo,3944
Mohave,9738
Maricopa,332205
La Paz,1551
Greenlee,195
Graham,1068
Gila,4666
Coconino,6011
Cochise,5211
Apache,1123
Unknown,399
65 years and older,113706
55 - 64 years,91224
45 - 54 years,84860
20 - 44 years,167528
Less than 20 years,22324
positive,0.1517724527696593
