date,Pima_cume,Pima
2020-12-01 00:00:00,8,
2020-12-02 00:00:00,9,1
2020-12-03 00:00:00,11,2
2020-12-04 00:00:00,12,1
2020-12-05 00:00:00,13,1
2020-12-09 00:00:00,15,2
2020-12-10 00:00:00,16,1
2020-12-11 00:00:00,19,3
2020-12-12 00:00:00,20,1
2020-12-13 00:00:00,21,1
2020-12-14 00:00:00,23,2
2020-12-15 00:00:00,38,15
2020-12-16 00:00:00,41,3
2020-12-17 00:00:00,1274,1233
2020-12-18 00:00:00,2678,1404
2020-12-19 00:00:00,3415,737
2020-12-20 00:00:00,3418,3
2020-12-21 00:00:00,4940,1522
2020-12-22 00:00:00,6441,1501
2020-12-23 00:00:00,8283,1842
2020-12-24 00:00:00,9317,1034
2020-12-25 00:00:00,9318,1
2020-12-26 00:00:00,10105,787
2020-12-27 00:00:00,10269,164
2020-12-28 00:00:00,12115,1846
2020-12-29 00:00:00,14189,2074
2020-12-30 00:00:00,16436,2247
2020-12-31 00:00:00,18091,1655
2021-01-01 00:00:00,18244,153
2021-01-02 00:00:00,18858,614
2021-01-03 00:00:00,19293,435
2021-01-04 00:00:00,21089,1796
2021-01-05 00:00:00,22821,1732
2021-01-06 00:00:00,24970,2149
2021-01-07 00:00:00,27210,2240
2021-01-08 00:00:00,29856,2646
2021-01-09 00:00:00,31373,1517
2021-01-10 00:00:00,31770,397
2021-01-11 00:00:00,34535,2765
2021-01-12 00:00:00,37257,2722
2021-01-13 00:00:00,39715,2458
2021-01-14 00:00:00,42133,2418
2021-01-15 00:00:00,46145,4012
2021-01-16 00:00:00,47542,1397
2021-01-17 00:00:00,48040,498
2021-01-18 00:00:00,51985,3945
2021-01-19 00:00:00,56062,4077
2021-01-20 00:00:00,60737,4675
2021-01-21 00:00:00,66041,5304
2021-01-22 00:00:00,72549,6508
2021-01-23 00:00:00,75110,2561
2021-01-24 00:00:00,76107,997
2021-01-25 00:00:00,83392,7285
2021-01-26 00:00:00,90370,6978
2021-01-27 00:00:00,97898,7528
2021-01-28 00:00:00,104793,6895
2021-01-29 00:00:00,112053,7260
2021-01-30 00:00:00,115853,3800
2021-01-31 00:00:00,117352,1499
2021-02-01 00:00:00,122660,5308
2021-02-02 00:00:00,128920,6260
2021-02-03 00:00:00,135860,6940
2021-02-04 00:00:00,143086,7226
2021-02-05 00:00:00,151809,8723
2021-02-06 00:00:00,156145,4336
2021-02-07 00:00:00,157227,1082
2021-02-08 00:00:00,164036,6809
2021-02-09 00:00:00,170202,6166
2021-02-10 00:00:00,177651,7449
2021-02-11 00:00:00,185284,7633
2021-02-12 00:00:00,194000,8716
2021-02-13 00:00:00,198282,4282
2021-02-14 00:00:00,199196,914
2021-02-15 00:00:00,205255,6059
2021-02-16 00:00:00,212097,6842
2021-02-17 00:00:00,219604,7507
2021-02-18 00:00:00,226761,7157
2021-02-19 00:00:00,231030,4269
2021-02-20 00:00:00,233087,2057
2021-02-21 00:00:00,233722,635
2021-02-22 00:00:00,237450,3728
2021-02-23 00:00:00,241946,4496
2021-02-24 00:00:00,248309,6363
2021-02-25 00:00:00,256452,8143
2021-02-26 00:00:00,266493,10041
2021-02-27 00:00:00,270928,4435
2021-02-28 00:00:00,272995,2067
2021-03-01 00:00:00,279754,6759
2021-03-02 00:00:00,286325,6571
