date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,159,150,166,207,211,4
1/1/2022,2974,2127,2675,4884,12333,1601
1/10/2021,304,336,413,525,1046,14
1/10/2022,3031,2157,2702,4918,12362,1694
1/11/2021,318,353,430,556,1125,14
1/11/2022,3039,2165,2708,4922,12372,1713
1/12/2021,326,357,439,571,1160,14
1/12/2022,3045,2167,2712,4923,12374,1735
1/13/2021,331,363,449,579,1197,14
1/13/2022,3048,2170,2712,4924,12380,1741
1/14/2021,341,377,468,612,1344,14
1/14/2022,3056,2175,2714,4926,12381,1776
1/15/2021,397,423,511,664,1383,19
1/15/2022,3058,2176,2716,4927,12381,1777
1/16/2021,397,424,512,665,1384,19
1/16/2022,3058,2176,2716,4928,12382,1779
1/17/2021,397,424,512,665,1387,19
1/17/2022,3065,2177,2719,4931,12383,1786
1/18/2021,400,432,517,691,1463,19
1/18/2022,3071,2180,2723,4931,12388,1797
1/19/2021,413,436,527,706,1520,20
1/19/2022,3075,2181,2724,4932,12394,1801
1/2/2021,175,166,189,243,313,7
1/2/2022,2979,2127,2675,4886,12334,1601
1/20/2021,423,444,549,734,1626,21
1/20/2022,3076,2181,2725,4936,12397,1813
1/21/2021,438,456,557,769,1837,21
1/21/2022,3081,2183,2727,4938,12398,1815
1/22/2021,454,465,564,781,1900,21
1/22/2022,3082,2183,2729,4938,12398,1816
1/23/2021,458,470,566,787,2014,21
1/23/2022,3084,2184,2730,4939,12398,1818
1/24/2021,458,470,567,788,2023,21
1/24/2022,3084,2185,2732,4946,12400,1827
1/25/2021,473,479,578,807,2088,21
1/25/2022,3087,2186,2734,4948,12403,1838
1/26/2021,479,482,578,809,2102,21
1/26/2022,3091,2187,2737,4951,12407,1842
1/27/2021,492,498,588,820,2276,25
1/27/2022,3094,2188,2740,4953,12409,1844
1/28/2021,513,524,621,875,2531,25
1/28/2022,3094,2189,2740,4954,12410,1846
1/29/2021,539,543,651,908,2647,28
1/3/2021,176,166,189,245,313,7
1/3/2022,2986,2132,2679,4889,12336,1612
1/30/2021,573,555,662,924,2767,34
1/31/2021,573,555,662,925,2771,34
1/4/2021,190,182,222,283,362,7
1/4/2022,2991,2133,2684,4891,12341,1627
1/5/2021,210,216,280,342,496,8
1/5/2022,2997,2138,2688,4893,12347,1639
1/6/2021,221,242,315,401,632,10
1/6/2022,3014,2146,2696,4901,12353,1645
1/7/2021,268,305,358,462,844,13
1/7/2022,3020,2152,2698,4910,12355,1676
1/8/2021,299,335,406,523,1026,14
1/8/2022,3021,2152,2698,4915,12356,1685
1/9/2021,304,336,413,525,1046,14
1/9/2022,3024,2153,2699,4915,12357,1686
10/1/2021,2645,1936,2488,4549,11748,1136
10/10/2021,2668,1953,2499,4567,11776,1147
10/11/2021,2669,1956,2501,4567,11782,1150
10/12/2021,2674,1958,2503,4571,11789,1151
