date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,14,19,26,21,36,
1/1/2022,839,723,663,699,1039,473
1/10/2021,22,24,38,34,88,1
1/10/2022,847,725,665,701,1040,478
1/11/2021,22,24,38,34,88,1
1/11/2022,850,727,665,701,1041,478
1/12/2021,25,30,43,40,105,1
1/12/2022,850,727,666,701,1041,480
1/13/2021,28,35,45,43,133,1
1/13/2022,852,727,666,701,1041,482
1/14/2021,35,43,59,67,143,1
1/14/2022,853,728,668,703,1042,486
1/15/2021,38,44,63,69,148,1
1/15/2022,854,728,668,703,1042,486
1/16/2021,38,44,63,69,149,1
1/16/2022,854,728,668,703,1042,486
1/17/2021,38,44,63,69,149,1
1/17/2022,854,728,668,703,1042,487
1/18/2021,41,45,64,73,156,1
1/18/2022,855,728,668,703,1042,487
1/19/2021,45,46,66,73,173,1
1/19/2022,855,728,668,704,1042,487
1/2/2021,14,19,26,21,36,
1/2/2022,839,723,663,699,1039,473
1/20/2021,46,49,68,76,190,1
1/20/2022,855,728,668,704,1042,487
1/21/2021,63,67,100,102,331,1
1/21/2022,855,728,668,704,1042,488
1/22/2021,76,89,122,130,422,1
1/22/2022,855,728,668,704,1042,489
1/23/2021,122,144,158,195,571,1
1/23/2022,855,728,668,704,1042,489
1/24/2021,124,145,160,197,571,1
1/24/2022,858,730,668,704,1043,490
1/25/2021,133,157,171,204,575,1
1/25/2022,860,730,668,704,1043,490
1/26/2021,134,157,171,204,576,1
1/26/2022,861,730,668,704,1043,492
1/27/2021,150,170,181,220,589,1
1/27/2022,862,730,668,704,1043,493
1/28/2021,200,211,225,273,628,4
1/28/2022,862,730,668,704,1043,495
1/29/2021,226,237,247,295,646,4
1/3/2021,14,19,26,21,36,
1/3/2022,839,723,663,700,1039,475
1/30/2021,226,238,247,295,647,4
1/31/2021,226,238,247,295,647,4
1/4/2021,14,19,26,21,36,1
1/4/2022,842,723,663,701,1039,476
1/5/2021,18,19,28,22,51,1
1/5/2022,845,725,663,701,1040,477
1/6/2021,19,20,30,26,58,1
1/6/2022,845,725,663,701,1040,477
1/7/2021,21,23,35,32,80,1
1/7/2022,845,725,664,701,1040,477
1/8/2021,22,24,38,34,88,1
1/8/2022,845,725,664,701,1040,477
1/9/2021,22,24,38,34,88,1
1/9/2022,845,725,665,701,1040,477
10/1/2021,753,679,626,679,1015,276
10/10/2021,764,684,626,681,1017,279
10/11/2021,766,684,626,681,1017,279
10/12/2021,768,685,626,681,1017,279
10/13/2021,770,686,626,681,1018,279
10/14/2021,774,687,627,681,1018,280
10/15/2021,776,688,627,681,1018,282
10/16/2021,777,688,627,681,1018,282
10/17/2021,777,688,627,681,1018,282
10/18/2021,779,689,630,681,1019,282
10/19/2021,779,690,630,682,1019,282
10/2/2021,753,679,626,679,1016,276
10/20/2021,780,690,630,684,1019,282
10/21/2021,780,690,631,684,1019,282
10/22/2021,782,691,633,684,1019,282
10/23/2021,782,691,633,684,1019,282
10/24/2021,782,691,633,684,1019,282
10/25/2021,784,691,633,684,1019,282
10/26/2021,784,691,633,684,1019,284
10/27/2021,785,691,634,684,1019,284
10/28/2021,786,691,635,684,1019,286
10/29/2021,786,692,636,684,1019,287
10/3/2021,753,679,626,679,1016,276
10/30/2021,786,692,636,684,1019,287
10/31/2021,786,692,636,684,1019,287
10/4/2021,754,680,626,679,1016,278
10/5/2021,755,681,626,679,1016,278
10/6/2021,757,682,626,679,1016,278
10/7/2021,760,683,626,681,1017,278
10/8/2021,764,684,626,681,1017,279
10/9/2021,764,684,626,681,1017,279
11/1/2021,787,692,636,684,1020,289
11/10/2021,797,697,641,687,1023,350
11/11/2021,799,697,642,687,1024,351
11/12/2021,804,698,644,687,1024,377
11/13/2021,804,698,644,687,1024,378
11/14/2021,804,698,644,687,1024,378
11/15/2021,805,700,644,687,1025,380
11/16/2021,805,700,645,687,1026,382
11/17/2021,805,700,646,687,1026,387
11/18/2021,806,702,646,687,1026,387
11/19/2021,808,702,647,687,1026,391
11/2/2021,789,694,636,684,1020,289
11/20/2021,808,702,647,687,1026,391
11/21/2021,808,702,647,687,1026,391
11/22/2021,808,703,649,687,1028,393
11/23/2021,808,704,649,687,1028,394
11/24/2021,809,704,649,687,1028,397
11/25/2021,809,704,649,687,1028,397
11/26/2021,809,704,649,688,1028,397
11/27/2021,811,704,650,689,1029,412
11/28/2021,811,704,650,689,1029,412
11/29/2021,811,704,651,689,1029,413
11/3/2021,790,695,636,684,1020,289
11/30/2021,814,706,651,689,1029,416
11/4/2021,795,695,636,686,1020,344
11/5/2021,796,697,637,686,1021,346
11/6/2021,796,697,637,686,1021,346
11/7/2021,796,697,637,686,1021,346
11/8/2021,797,697,637,687,1023,346
11/9/2021,797,697,641,687,1023,350
12/1/2021,815,707,651,689,1030,416
12/10/2021,828,720,657,691,1033,448
12/11/2021,828,720,657,691,1033,448
12/12/2021,828,720,657,691,1033,448
12/13/2021,828,720,657,691,1034,449
12/14/2021,829,720,657,692,1036,449
12/15/2021,829,720,657,692,1036,450
12/16/2021,833,721,658,695,1038,452
12/17/2021,833,721,658,695,1038,455
12/18/2020,,,2,,,
12/18/2021,833,721,658,695,1038,455
12/19/2020,,,2,,,
12/19/2021,833,721,658,695,1038,455
12/2/2021,818,710,652,690,1030,416
12/20/2020,,,2,,,
12/20/2021,834,722,658,695,1038,457
12/21/2020,3,5,6,1,,
12/21/2021,834,722,658,695,1038,457
12/22/2020,6,7,16,10,2,
12/22/2021,834,722,660,695,1038,458
12/23/2020,8,9,16,11,4,
12/23/2021,836,722,660,696,1038,461
12/24/2020,8,10,16,12,6,
12/24/2021,836,722,660,696,1038,461
