date,Cochise_cume,Cochise
2020-12-01,4,
2020-12-15,5,1
2020-12-16,6,1
2020-12-17,17,11
2020-12-18,25,8
2020-12-19,32,7
2020-12-20,33,1
2020-12-21,45,12
2020-12-22,310,265
2020-12-23,730,420
2020-12-24,840,110
2020-12-26,862,22
2020-12-28,948,86
2020-12-29,1024,76
2020-12-30,1237,213
2020-12-31,1462,225
2021-01-01,1496,34
2021-01-02,1509,13
2021-01-03,1587,78
2021-01-04,1634,47
2021-01-05,1724,90
2021-01-06,1828,104
2021-01-07,1897,69
2021-01-08,2050,153
2021-01-09,2426,376
2021-01-10,2442,16
2021-01-11,2724,282
2021-01-12,2985,261
2021-01-13,3433,448
2021-01-14,3739,306
2021-01-15,4210,471
2021-01-16,4617,407
2021-01-17,4642,25
2021-01-18,4853,211
2021-01-19,5283,430
2021-01-20,5959,676
2021-01-21,6577,618
2021-01-22,6913,336
2021-01-23,7486,573
2021-01-24,7608,122
2021-01-25,8051,443
2021-01-26,8528,477
2021-01-27,9225,697
2021-01-28,10228,1003
2021-01-29,10941,713
2021-01-30,10978,37
2021-01-31,11095,117
2021-02-01,11447,352
2021-02-02,11697,250
2021-02-03,12252,555
2021-02-04,12716,464
2021-02-05,13282,566
2021-02-06,13475,193
2021-02-07,13507,32
2021-02-08,13955,448
2021-02-09,14791,836
2021-02-10,16110,1319
2021-02-11,18098,1988
2021-02-12,19491,1393
2021-02-13,19829,338
2021-02-14,19845,16
2021-02-15,20185,340
2021-02-16,20894,709
2021-02-17,21397,503
2021-02-18,22074,677
2021-02-19,22444,370
2021-02-20,22816,372
2021-02-21,22946,130
2021-02-22,23251,305
2021-02-23,23478,227
2021-02-24,24362,884
2021-02-25,26394,2032
2021-02-26,27939,1545
2021-02-27,28829,890
2021-02-28,28924,95
2021-03-01,29574,650
2021-03-02,30101,527
2021-03-03,31202,1101
2021-03-04,32795,1593
2021-03-05,33886,1091
2021-03-06,34943,1057
2021-03-07,35017,74
2021-03-08,35552,535
2021-03-09,36538,986
2021-03-10,38093,1555
2021-03-11,40233,2140
2021-03-12,41582,1349
2021-03-13,42451,869
2021-03-14,42501,50
2021-03-15,43419,918
2021-03-16,44349,930
2021-03-17,45248,899
2021-03-18,46631,1383
2021-03-19,47661,1030
2021-03-20,48586,925
2021-03-21,48667,81
2021-03-22,49242,575
2021-03-23,49612,370
2021-03-24,50549,937
2021-03-25,52921,2372
2021-03-26,54382,1461
2021-03-27,55461,1079
2021-03-28,55535,74
2021-03-29,56084,549
2021-03-30,56751,667
2021-03-31,58092,1341
2021-04-01,60341,2249
2021-04-02,61711,1370
2021-04-03,63043,1332
2021-04-04,63103,60
2021-04-05,63695,592
2021-04-06,64498,803
2021-04-07,65964,1466
2021-04-08,67575,1611
2021-04-09,68679,1104
2021-04-10,69475,796
2021-04-11,69579,104
2021-04-12,70289,710
2021-04-13,70846,557
2021-04-14,71805,959
2021-04-15,73675,1870
2021-04-16,74749,1074
2021-04-17,76094,1345
2021-04-18,76165,71
2021-04-19,76805,640
2021-04-20,77322,517
2021-04-21,78296,974
2021-04-22,79832,1536
2021-04-23,80841,1009
2021-04-24,81718,877
2021-04-25,81775,57
2021-04-26,82249,474
2021-04-27,82759,510
2021-04-28,83710,951
2021-04-29,84731,1021
2021-04-30,85428,697
2021-05-01,85979,551
2021-05-02,86028,49
2021-05-03,86329,301
2021-05-04,86815,486
2021-05-05,87673,858
2021-05-06,88678,1005
2021-05-07,89401,723
2021-05-08,89885,484
2021-05-09,89932,47
2021-05-10,90267,335
2021-05-11,90577,310
2021-05-12,91139,562
2021-05-13,92138,999
2021-05-14,92675,537
2021-05-15,93016,341
2021-05-16,93079,63
2021-05-17,93534,455
2021-05-18,93998,464
2021-05-19,94778,780
2021-05-20,95557,779
2021-05-21,96271,714
2021-05-22,96601,330
2021-05-23,96659,58
2021-05-24,97077,418
2021-05-25,97370,293
2021-05-26,97806,436
2021-05-27,98458,652
2021-05-28,98989,531
2021-05-29,99083,94
2021-05-30,99147,64
2021-05-31,99217,70
2021-06-01,99538,321
2021-06-02,99961,423
2021-06-03,100548,587
2021-06-04,101035,487
2021-06-05,101170,135
2021-06-06,101208,38
2021-06-07,101527,319
2021-06-08,101791,264
2021-06-09,102097,306
2021-06-10,102581,484
2021-06-11,102896,315
2021-06-12,103038,142
2021-06-13,103103,65
2021-06-14,103378,275
2021-06-15,103644,266
2021-06-16,103986,342
2021-06-17,104419,433
2021-06-18,104827,408
2021-06-19,105093,266
2021-06-20,105129,36
2021-06-21,105324,195
2021-06-22,105486,162
2021-06-23,105812,326
2021-06-24,106178,366
2021-06-25,106521,343
2021-06-26,106623,102
2021-06-27,106666,43
2021-06-28,106861,195
2021-06-29,107064,203
2021-06-30,107874,810
2021-07-01,108887,1013
2021-07-02,109208,321
2021-07-03,109287,79
2021-07-04,109297,10
2021-07-05,109414,117
2021-07-06,109634,220
2021-07-07,109836,202
2021-07-08,110135,299
2021-07-09,110426,291
2021-07-10,110507,81
2021-07-11,110535,28
2021-07-12,110682,147
2021-07-13,110812,130
2021-07-14,111425,613
2021-07-15,112149,724
2021-07-16,112462,313
2021-07-17,112551,89
2021-07-18,112591,40
2021-07-19,112765,174
2021-07-20,112948,183
2021-07-21,113147,199
2021-07-22,113384,237
2021-07-23,113694,310
2021-07-24,113808,114
2021-07-25,113855,47
2021-07-26,114042,187
2021-07-27,114228,186
2021-07-28,114425,197
2021-07-29,114719,294
2021-07-30,115052,333
2021-07-31,115962,910
2021-08-01,116019,57
2021-08-02,116239,220
2021-08-03,116425,186
2021-08-04,116649,224
2021-08-05,116999,350
2021-08-06,117497,498
2021-08-07,117648,151
2021-08-08,117694,46
2021-08-09,117878,184
2021-08-10,118028,150
2021-08-11,118212,184
2021-08-12,118439,227
2021-08-13,118823,384
2021-08-14,119011,188
2021-08-15,119057,46
2021-08-16,119314,257
2021-08-17,119520,206
2021-08-18,119765,245
2021-08-19,120038,273
2021-08-20,120414,376
2021-08-21,121416,1002
2021-08-22,121479,63
2021-08-23,121776,297
2021-08-24,121988,212
2021-08-25,122204,216
2021-08-26,122489,285
2021-08-27,122914,425
2021-08-28,123072,158
2021-08-29,123127,55
2021-08-30,123342,215
2021-08-31,123510,168
2021-09-01,123729,219
2021-09-02,123935,206
2021-09-03,124294,359
2021-09-04,124428,134
2021-09-05,124480,52
2021-09-06,124530,50
2021-09-07,124708,178
2021-09-08,124906,198
2021-09-09,125187,281
2021-09-10,125557,370
2021-09-11,125700,143
2021-09-12,125761,61
2021-09-13,125919,158
2021-09-14,126106,187
2021-09-15,126237,131
2021-09-16,126473,236
2021-09-17,126761,288
2021-09-18,126867,106
2021-09-19,126906,39
2021-09-20,127055,149
2021-09-21,127216,161
2021-09-22,127367,151
2021-09-23,127594,227
2021-09-24,127965,371
2021-09-25,128070,105
2021-09-26,128097,27
2021-09-27,128215,118
2021-09-28,128334,119
2021-09-29,128493,159
2021-09-30,128700,207
2021-10-01,129000,300
2021-10-02,129063,63
2021-10-03,129102,39
2021-10-04,129223,121
2021-10-05,129363,140
2021-10-06,129537,174
2021-10-07,129712,175
2021-10-08,129952,240
2021-10-09,130025,73
2021-10-10,130066,41
2021-10-11,130188,122
2021-10-12,130303,115
2021-10-13,130430,127
2021-10-14,130622,192
2021-10-15,130849,227
2021-10-16,131598,749
2021-10-17,131639,41
2021-10-18,131782,143
2021-10-19,131903,121
2021-10-20,132007,104
2021-10-21,132162,155
2021-10-22,132595,433
2021-10-23,132772,177
2021-10-24,132907,135
2021-10-25,133389,482
2021-10-26,133884,495
2021-10-27,134443,559
2021-10-28,135216,773
2021-10-29,136098,882
2021-10-30,136267,169
2021-10-31,136363,96
2021-11-01,136863,500
2021-11-02,137326,463
2021-11-03,137850,524
2021-11-04,138670,820
2021-11-05,139648,978
2021-11-06,140127,479
2021-11-07,140253,126
2021-11-08,140809,556
2021-11-09,141373,564
2021-11-10,141948,575
2021-11-11,142670,722
2021-11-12,143812,1142
2021-11-13,145510,1698
2021-11-14,145695,185
2021-11-15,146286,591
2021-11-16,146939,653
2021-11-17,147768,829
2021-11-18,148600,832
2021-11-19,149777,1177
2021-11-20,150338,561
2021-11-21,150504,166
2021-11-22,151016,512
2021-11-23,151579,563
2021-11-24,152163,584
2021-11-26,152452,289
2021-11-27,152729,277
2021-11-28,152874,145
2021-11-29,153459,585
2021-11-30,154182,723
2021-12-01,154889,707
2021-12-02,155984,1095
2021-12-03,157182,1198
2021-12-04,157968,786
2021-12-05,158136,168
2021-12-06,158757,621
2021-12-07,159396,639
2021-12-08,160160,764
2021-12-09,161120,960
2021-12-10,162275,1155
2021-12-11,163254,979
2021-12-12,163412,158
2021-12-13,163903,491
2021-12-14,164406,503
2021-12-15,165030,624
2021-12-16,165784,754
2021-12-17,166760,976
2021-12-18,166994,234
2021-12-19,167141,147
2021-12-20,167849,708
2021-12-21,168369,520
2021-12-22,169040,671
2021-12-23,169637,597
2021-12-24,169784,147
