date,Gila_cume,Gila
2020-12-01,1,
2020-12-17,69,68
2020-12-18,109,40
2020-12-19,111,2
2020-12-20,112,1
2020-12-21,148,36
2020-12-22,170,22
2020-12-23,224,54
2020-12-24,293,69
2020-12-26,323,30
2020-12-27,324,1
2020-12-28,459,135
2020-12-29,584,125
2020-12-30,741,157
2020-12-31,900,159
2021-01-01,905,5
2021-01-02,1101,196
2021-01-03,1104,3
2021-01-04,1255,151
2021-01-05,1565,310
2021-01-06,1841,276
2021-01-07,2332,491
2021-01-08,2718,386
2021-01-09,2756,38
2021-01-10,2757,1
2021-01-11,2943,186
2021-01-12,3037,94
2021-01-13,3134,97
2021-01-14,3383,249
2021-01-15,3634,251
2021-01-16,3640,6
2021-01-17,3643,3
2021-01-18,3771,128
2021-01-19,3964,193
2021-01-20,4247,283
2021-01-21,4573,326
2021-01-22,4693,120
2021-01-23,4843,150
2021-01-24,4856,13
2021-01-25,5063,207
2021-01-26,5182,119
2021-01-27,5527,345
2021-01-28,6041,514
2021-01-29,6342,301
2021-01-30,6580,238
2021-01-31,6588,8
2021-02-01,6946,358
2021-02-02,7602,656
2021-02-03,8296,694
2021-02-04,9303,1007
2021-02-05,10083,780
2021-02-06,10532,449
2021-02-07,10551,19
2021-02-08,10883,332
2021-02-09,11326,443
2021-02-10,11735,409
2021-02-11,12077,342
2021-02-12,12409,332
2021-02-13,13204,795
2021-02-14,13651,447
2021-02-15,13843,192
2021-02-16,14239,396
2021-02-17,14565,326
2021-02-18,14856,291
2021-02-19,15176,320
2021-02-20,15378,202
2021-02-21,15382,4
2021-02-22,15525,143
2021-02-23,15793,268
2021-02-24,16003,210
2021-02-25,16397,394
2021-02-26,16775,378
2021-02-27,18525,1750
2021-02-28,19410,885
2021-03-01,19663,253
2021-03-02,20023,360
2021-03-03,20352,329
2021-03-04,21075,723
2021-03-05,21335,260
2021-03-06,21724,389
2021-03-07,21736,12
2021-03-08,21954,218
2021-03-09,22243,289
2021-03-10,22552,309
2021-03-11,23836,1284
2021-03-12,24215,379
2021-03-13,25319,1104
2021-03-14,25742,423
2021-03-15,25923,181
2021-03-16,26224,301
2021-03-17,26371,147
2021-03-18,26694,323
2021-03-19,26948,254
2021-03-20,27282,334
2021-03-21,27297,15
2021-03-22,27471,174
2021-03-23,27640,169
2021-03-24,27770,130
2021-03-25,28031,261
2021-03-26,28204,173
2021-03-27,29872,1668
2021-03-28,30671,799
2021-03-29,30933,262
2021-03-30,31055,122
2021-03-31,31208,153
2021-04-01,31835,627
2021-04-02,32028,193
2021-04-03,32071,43
2021-04-04,32076,5
2021-04-05,32213,137
2021-04-06,32630,417
2021-04-07,32810,180
2021-04-08,33098,288
2021-04-09,33286,188
2021-04-10,33818,532
2021-04-11,33835,17
2021-04-12,33996,161
2021-04-13,34106,110
2021-04-14,34173,67
2021-04-15,34363,190
2021-04-16,34485,122
2021-04-17,34850,365
2021-04-18,34867,17
2021-04-19,34982,115
2021-04-20,35086,104
