date,Pinal_cume,Pinal
2020-12-01,5,
2020-12-03,6,1
2020-12-09,7,1
2020-12-16,13,6
2020-12-17,50,37
2020-12-18,84,34
2020-12-19,111,27
2020-12-20,122,11
2020-12-21,273,151
2020-12-22,524,251
2020-12-23,899,375
2020-12-24,968,69
2020-12-26,1283,315
2020-12-27,1360,77
2020-12-28,1798,438
2020-12-29,2428,630
2020-12-30,3286,858
2020-12-31,3836,550
2021-01-01,3920,84
2021-01-02,4439,519
2021-01-03,4610,171
2021-01-04,5199,589
2021-01-05,5831,632
2021-01-06,6630,799
2021-01-07,7380,750
2021-01-08,8273,893
2021-01-09,8595,322
2021-01-10,8676,81
2021-01-11,9274,598
2021-01-12,10128,854
2021-01-13,11304,1176
2021-01-14,12530,1226
2021-01-15,13642,1112
2021-01-16,14680,1038
2021-01-17,14890,210
2021-01-18,15579,689
2021-01-19,16726,1147
2021-01-20,18273,1547
2021-01-21,19896,1623
2021-01-22,21575,1679
2021-01-23,22974,1399
2021-01-24,23401,427
2021-01-25,24622,1221
2021-01-26,25996,1374
2021-01-27,27814,1818
2021-01-28,29713,1899
2021-01-29,31680,1967
2021-01-30,33072,1392
2021-01-31,33421,349
2021-02-01,35175,1754
2021-02-02,37263,2088
2021-02-03,39561,2298
2021-02-04,41894,2333
2021-02-05,44686,2792
2021-02-06,46841,2155
2021-02-07,47369,528
2021-02-08,49450,2081
2021-02-09,51906,2456
2021-02-10,54992,3086
2021-02-11,58207,3215
2021-02-12,61965,3758
2021-02-13,65532,3567
2021-02-14,66236,704
2021-02-15,67741,1505
2021-02-16,69874,2133
2021-02-17,72227,2353
2021-02-18,74710,2483
2021-02-19,76703,1993
2021-02-20,78503,1800
2021-02-21,79022,519
2021-02-22,80500,1478
2021-02-23,82467,1967
2021-02-24,85318,2851
2021-02-25,89057,3739
2021-02-26,93043,3986
2021-02-27,95437,2394
2021-02-28,96370,933
2021-03-01,99547,3177
2021-03-02,103115,3568
2021-03-03,107389,4274
2021-03-04,111600,4211
2021-03-05,115273,3673
2021-03-06,118395,3122
2021-03-07,119569,1174
2021-03-08,122705,3136
2021-03-09,126116,3411
2021-03-10,129765,3649
2021-03-11,134590,4825
2021-03-12,138927,4337
2021-03-13,141631,2704
2021-03-14,142869,1238
2021-03-15,145684,2815
2021-03-16,149194,3510
2021-03-17,153012,3818
2021-03-18,157031,4019
2021-03-19,160590,3559
2021-03-20,163051,2461
2021-03-21,164568,1517
2021-03-22,167384,2816
2021-03-23,170592,3208
2021-03-24,174678,4086
2021-03-25,178821,4143
2021-03-26,183357,4536
2021-03-27,185649,2292
2021-03-28,187570,1921
2021-03-29,191130,3560
2021-03-30,194954,3824
2021-03-31,199255,4301
2021-04-01,203779,4524
2021-04-02,206889,3110
2021-04-03,209344,2455
2021-04-04,210177,833
2021-04-05,213180,3003
2021-04-06,216799,3619
2021-04-07,220638,3839
2021-04-08,224309,3671
2021-04-09,227587,3278
2021-04-10,229902,2315
2021-04-11,231146,1244
2021-04-12,234132,2986
2021-04-13,236793,2661
2021-04-14,239791,2998
2021-04-15,242865,3074
2021-04-16,246335,3470
2021-04-17,248050,1715
2021-04-18,249369,1319
2021-04-19,252294,2925
2021-04-20,255625,3331
2021-04-21,259514,3889
2021-04-22,262459,2945
2021-04-23,264854,2395
2021-04-24,266966,2112
2021-04-25,268488,1522
2021-04-26,270926,2438
2021-04-27,273669,2743
2021-04-28,276172,2503
2021-04-29,278210,2038
2021-04-30,280388,2178
2021-05-01,281781,1393
2021-05-02,282688,907
2021-05-03,284394,1706
2021-05-04,286500,2106
2021-05-05,288581,2081
2021-05-06,290230,1649
2021-05-07,291945,1715
2021-05-08,293384,1439
2021-05-09,294022,638
2021-05-10,295442,1420
2021-05-11,297034,1592
2021-05-12,299081,2047
2021-05-13,301142,2061
2021-05-14,303246,2104
2021-05-15,304815,1569
2021-05-16,305797,982
2021-05-17,307438,1641
2021-05-18,308986,1548
2021-05-19,310962,1976
2021-05-20,312697,1735
2021-05-21,314328,1631
2021-05-22,315849,1521
2021-05-23,316380,531
2021-05-24,317532,1152
2021-05-25,318786,1254
2021-05-26,320164,1378
2021-05-27,321429,1265
2021-05-28,322936,1507
2021-05-29,323666,730
2021-05-30,324072,406
2021-05-31,324327,255
2021-06-01,325507,1180
2021-06-02,326659,1152
2021-06-03,327786,1127
2021-06-04,329137,1351
2021-06-05,330201,1064
2021-06-06,330675,474
2021-06-07,331676,1001
2021-06-08,332618,942
2021-06-09,333828,1210
2021-06-10,334926,1098
2021-06-11,336202,1276
2021-06-12,337119,917
2021-06-13,337592,473
2021-06-14,338513,921
2021-06-15,339444,931
2021-06-16,340308,864
2021-06-17,341319,1011
2021-06-18,342525,1206
2021-06-19,343209,684
2021-06-20,343602,393
2021-06-21,344327,725
2021-06-22,345107,780
2021-06-23,346052,945
2021-06-24,346809,757
2021-06-25,347775,966
2021-06-26,348311,536
2021-06-27,348747,436
2021-06-28,349389,642
2021-06-29,350126,737
2021-06-30,350880,754
2021-07-01,351600,720
2021-07-02,352444,844
2021-07-03,353008,564
2021-07-04,353125,117
2021-07-05,353734,609
2021-07-06,354401,667
2021-07-07,355087,686
2021-07-08,355747,660
2021-07-09,356525,778
2021-07-10,356986,461
2021-07-11,357226,240
2021-07-12,357905,679
2021-07-13,358597,692
2021-07-14,359196,599
2021-07-15,359780,584
2021-07-16,360578,798
2021-07-17,361163,585
2021-07-18,361557,394
2021-07-19,362302,745
2021-07-20,363074,772
2021-07-21,364000,926
2021-07-22,364805,805
2021-07-23,365832,1027
2021-07-24,366578,746
2021-07-25,367100,522
2021-07-26,367935,835
2021-07-27,368754,819
2021-07-28,369703,949
2021-07-29,370567,864
2021-07-30,371749,1182
2021-07-31,372565,816
2021-08-01,373076,511
2021-08-02,373902,826
2021-08-03,374723,821
2021-08-04,375633,910
2021-08-05,376531,898
2021-08-06,377802,1271
2021-08-07,378623,821
2021-08-08,379098,475
2021-08-09,380040,942
2021-08-10,380922,882
2021-08-11,381815,893
2021-08-12,382769,954
2021-08-13,384031,1262
2021-08-14,384991,960
2021-08-15,385558,567
2021-08-16,386725,1167
2021-08-17,387791,1066
2021-08-18,388997,1206
2021-08-19,389950,953
2021-08-20,391245,1295
2021-08-21,392123,878
2021-08-22,392724,601
2021-08-23,393926,1202
2021-08-24,394917,991
2021-08-25,395968,1051
2021-08-26,396828,860
2021-08-27,398066,1238
2021-08-28,398959,893
2021-08-29,399495,536
2021-08-30,400514,1019
2021-08-31,401414,900
2021-09-01,402390,976
2021-09-02,403177,787
2021-09-03,404479,1302
2021-09-04,405176,697
2021-09-05,405601,425
2021-09-06,405805,204
2021-09-07,406713,908
2021-09-08,407543,830
2021-09-09,408288,745
2021-09-10,409490,1202
2021-09-11,410329,839
2021-09-12,410774,445
2021-09-13,411743,969
2021-09-14,412594,851
2021-09-15,413330,736
2021-09-16,414070,740
2021-09-17,415159,1089
2021-09-18,415898,739
2021-09-19,416265,367
2021-09-20,416885,620
2021-09-21,417548,663
2021-09-22,418264,716
2021-09-23,418968,704
2021-09-24,420055,1087
2021-09-25,420859,804
2021-09-26,421296,437
2021-09-27,422264,968
2021-09-28,423228,964
2021-09-29,424248,1020
2021-09-30,425211,963
2021-10-01,426316,1105
2021-10-02,426975,659
2021-10-03,427363,388
2021-10-04,428313,950
2021-10-05,429244,931
2021-10-06,430180,936
2021-10-07,431131,951
2021-10-08,432077,946
2021-10-09,432746,669
2021-10-10,433107,361
2021-10-11,434047,940
2021-10-12,434673,626
2021-10-13,435337,664
2021-10-14,436112,775
2021-10-15,437034,922
2021-10-16,437559,525
2021-10-17,437895,336
2021-10-18,438627,732
2021-10-19,439288,661
2021-10-20,439967,679
2021-10-21,440700,733
2021-10-22,442303,1603
2021-10-23,443358,1055
2021-10-24,443970,612
2021-10-25,445610,1640
2021-10-26,447142,1532
2021-10-27,448727,1585
2021-10-28,450427,1700
2021-10-29,452176,1749
2021-10-30,452936,760
2021-10-31,453412,476
2021-11-01,455007,1595
2021-11-02,456538,1531
2021-11-03,458030,1492
2021-11-04,459568,1538
2021-11-05,461523,1955
2021-11-06,463086,1563
2021-11-07,463609,523
2021-11-08,465273,1664
2021-11-09,466852,1579
2021-11-10,468527,1675
2021-11-11,470011,1484
2021-11-12,471819,1808
2021-11-13,472780,961
2021-11-14,473289,509
2021-11-15,474806,1517
2021-11-16,476234,1428
2021-11-17,477934,1700
2021-11-18,479627,1693
2021-11-19,481460,1833
2021-11-20,482752,1292
2021-11-21,483263,511
2021-11-22,484943,1680
2021-11-23,486809,1866
2021-11-24,488295,1486
2021-11-25,488304,9
2021-11-26,489415,1111
2021-11-27,490065,650
2021-11-28,490541,476
2021-11-29,492102,1561
2021-11-30,493854,1752
2021-12-01,495753,1899
2021-12-02,497689,1936
2021-12-03,499701,2012
2021-12-04,500644,943
2021-12-05,501188,544
2021-12-06,502966,1778
2021-12-07,505140,2174
2021-12-08,507125,1985
2021-12-09,509191,2066
2021-12-10,511281,2090
2021-12-11,512444,1163
2021-12-12,512948,504
2021-12-13,514376,1428
2021-12-14,515659,1283
2021-12-15,517268,1609
2021-12-16,519114,1846
2021-12-17,520641,1527
2021-12-18,521537,896
2021-12-19,522081,544
2021-12-20,524140,2059
2021-12-21,525924,1784
2021-12-22,527687,1763
2021-12-23,529274,1587
2021-12-24,529755,481
2021-12-25,529762,7
2021-12-26,530195,433
2021-12-27,531487,1292
2021-12-28,532996,1509
2021-12-29,534433,1437
2021-12-30,535909,1476
2021-12-31,536651,742
2022-01-01,536804,153
2022-01-02,537320,516
2022-01-03,538972,1652
2022-01-04,540791,1819
2022-01-05,542280,1489
2022-01-06,544055,1775
2022-01-07,546266,2211
2022-01-08,547245,979
2022-01-09,547854,609
2022-01-10,549868,2014
2022-01-11,551342,1474
2022-01-12,552956,1614
2022-01-13,554943,1987
2022-01-14,556577,1634
2022-01-15,557588,1011
2022-01-16,558104,516
2022-01-17,559359,1255
2022-01-18,560538,1179
2022-01-19,561597,1059
2022-01-20,562695,1098
