date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11603,13163,12355,9954,6320,98
1/1/2022,552434,381134,391327,409599,661662,314917
1/10/2021,19778,20228,19293,16198,12293,203
1/10/2022,558559,384065,394059,412028,663825,325380
1/11/2021,21003,21342,20529,17185,14189,235
1/11/2022,559305,384474,394372,412304,664083,326616
1/12/2021,22971,23330,22548,18896,19079,312
1/12/2022,559961,384802,394667,412597,664323,328015
1/13/2021,24966,25453,24781,20582,24664,374
1/13/2022,560826,385174,394974,412883,664585,329256
1/14/2021,26893,27577,27070,22500,30730,407
1/14/2022,561636,385546,395244,413128,664770,330856
1/15/2021,29084,29574,29212,24306,35676,458
1/15/2022,562095,385796,395426,413288,664859,332085
1/16/2021,30440,30758,30504,25483,38886,486
1/16/2022,562337,385908,395527,413377,664915,332500
1/17/2021,31401,31653,31463,26446,42050,508
1/17/2022,562857,386162,395778,413587,665056,333559
1/18/2021,32449,32596,32628,27583,47357,534
1/18/2022,563517,386466,396039,413791,665261,334498
1/19/2021,33715,33815,33963,28901,53734,591
1/19/2022,564249,386804,396316,414041,665443,335676
1/2/2021,13117,14548,13611,11044,7098,116
1/2/2022,552771,381289,391483,409731,661778,315236
1/20/2021,35015,35095,35601,30460,60828,624
1/20/2022,564893,387090,396580,414276,665626,336692
1/21/2021,36503,36590,37488,32352,69186,668
1/21/2022,565506,387387,396828,414469,665788,337778
1/22/2021,39366,39220,40455,35384,77213,749
1/22/2022,565862,387606,396978,414617,665878,338615
1/23/2021,41956,41280,42939,37887,82122,809
1/23/2022,566107,387727,397099,414683,665921,338957
1/24/2021,43216,42455,44224,39295,87284,847
1/24/2022,566689,388000,397311,414896,666106,339840
1/25/2021,44525,43611,45660,40910,94892,887
1/25/2022,567142,388220,397526,415065,666249,340606
1/26/2021,46191,45071,47393,42822,105923,934
1/26/2022,567646,388452,397724,415226,666389,341516
1/27/2021,47670,46392,48907,44509,116401,965
1/27/2022,568152,388679,397903,415389,666524,342258
1/28/2021,48884,47481,50145,45934,127355,993
1/28/2022,568323,388764,397982,415444,666574,342739
1/29/2021,50913,49158,51877,47786,138248,1051
1/3/2021,13850,15122,14126,11489,7351,131
1/3/2022,553546,381652,391826,410087,662103,316478
1/30/2021,52647,50564,53474,49364,143326,1104
1/31/2021,53260,51109,54116,50051,147011,1128
1/4/2021,14887,16055,15091,12297,8265,138
1/4/2022,554389,382023,392142,410406,662416,317640
1/5/2021,15830,16902,15967,13116,9067,155
1/5/2022,555251,382451,392494,410767,662785,319024
1/6/2021,16991,17875,16942,14058,9846,166
1/6/2022,556059,382839,392897,411094,663081,320304
1/7/2021,17898,18695,17771,14864,10626,176
1/7/2022,556865,383233,393294,411433,663322,322100
1/8/2021,18714,19373,18436,15439,11127,184
1/8/2022,557385,383482,393535,411609,663445,323677
1/9/2021,19402,19922,18983,15898,11957,199
1/9/2022,557749,383699,393723,411737,663532,324199
10/1/2021,496015,351136,364488,385440,630504,215051
10/10/2021,501757,354154,366974,387325,633381,217897
10/11/2021,502542,354562,367312,387623,633854,218273
10/12/2021,503053,354824,367542,387808,634144,218551
10/13/2021,503714,355165,367854,388052,634539,218885
10/14/2021,504398,355510,368172,388292,634878,219167
10/15/2021,505278,355965,368573,388585,635203,219528
10/16/2021,505899,356220,368800,388767,635373,219773
10/17/2021,506329,356401,368936,388864,635480,219925
10/18/2021,507061,356785,369258,389128,635869,220224
10/19/2021,507690,357146,369509,389362,636192,220513
10/2/2021,496692,351461,364768,385632,630754,215399
10/20/2021,508353,357505,369762,389606,636551,220853
10/21/2021,509003,357870,370057,389817,636883,221108
10/22/2021,509758,358338,370450,390146,637342,221477
10/23/2021,510232,358601,370714,390311,637579,221705
10/24/2021,510528,358773,370859,390443,637769,221835
10/25/2021,511286,359194,371192,390769,638308,222136
10/26/2021,511978,359568,371527,391031,638848,222410
10/27/2021,512705,359942,371901,391347,639405,222697
10/28/2021,513336,360299,372198,391638,639914,222933
10/29/2021,514066,360774,372634,391984,640388,223257
10/3/2021,497048,351625,364890,385745,630895,215558
