date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,310,411,428,649,454,6
1/1/2022,12536,8898,11447,21323,59443,6301
1/10/2021,564,699,794,1127,996,9
1/10/2022,12709,9003,11527,21464,59646,6456
1/11/2021,573,707,803,1143,1025,10
1/11/2022,12730,9013,11533,21476,59668,6476
1/12/2021,592,732,832,1188,1121,10
1/12/2022,12747,9024,11539,21489,59689,6489
1/13/2021,637,781,918,1282,1318,11
1/13/2022,12764,9039,11549,21507,59705,6511
1/14/2021,670,826,973,1354,1434,13
1/14/2022,12783,9052,11559,21529,59729,6562
1/15/2021,685,838,986,1374,1484,13
1/15/2022,12794,9057,11567,21535,59735,6572
1/16/2021,706,870,1030,1420,1632,15
1/16/2022,12808,9061,11569,21536,59743,6578
1/17/2021,708,872,1033,1428,1649,16
1/17/2022,12824,9065,11574,21545,59759,6595
1/18/2021,716,875,1049,1453,1814,18
1/18/2022,12838,9073,11581,21553,59770,6612
1/19/2021,751,927,1104,1533,1970,18
1/19/2022,12851,9079,11588,21566,59791,6635
1/2/2021,330,444,451,680,466,6
1/2/2022,12548,8905,11457,21331,59449,6311
1/20/2021,793,977,1172,1625,2256,18
1/20/2022,12868,9089,11592,21577,59809,6659
1/21/2021,915,1135,1348,1863,2968,18
1/21/2022,12882,9096,11603,21591,59827,6689
1/22/2021,1051,1269,1521,2116,3914,19
1/22/2022,12888,9102,11605,21598,59829,6696
1/23/2021,1091,1326,1575,2222,5063,22
1/23/2022,12891,9106,11608,21600,59833,6707
1/24/2021,1107,1343,1597,2297,6268,23
1/24/2022,12906,9113,11617,21608,59839,6713
1/25/2021,1130,1367,1628,2375,6916,23
1/25/2022,12917,9120,11625,21618,59853,6728
1/26/2021,1141,1378,1658,2418,7281,23
1/26/2022,12929,9124,11632,21628,59863,6736
1/27/2021,1215,1433,1732,2600,8557,24
1/27/2022,12937,9127,11637,21639,59874,6757
1/28/2021,1264,1505,1838,2803,9961,30
1/28/2022,12943,9128,11638,21651,59878,6771
1/29/2021,1344,1565,1935,2977,11221,34
1/3/2021,330,446,451,682,468,6
1/3/2022,12577,8918,11467,21350,59481,6325
1/30/2021,1391,1592,1991,3065,11858,34
1/31/2021,1428,1619,2040,3154,12571,36
1/4/2021,339,450,461,694,474,6
1/4/2022,12593,8924,11474,21370,59509,6343
1/5/2021,346,459,477,713,499,6
1/5/2022,12620,8936,11486,21390,59537,6362
1/6/2021,354,466,488,740,536,7
1/6/2022,12645,8950,11496,21402,59567,6388
1/7/2021,437,564,631,880,736,8
1/7/2022,12675,8973,11509,21421,59606,6417
1/8/2021,530,669,757,1086,948,9
1/8/2022,12690,8979,11515,21434,59617,6430
1/9/2021,563,698,793,1127,993,9
1/9/2022,12701,8984,11523,21443,59623,6438
10/1/2021,11040,8011,10427,19642,55510,4489
10/10/2021,11187,8084,10507,19723,55652,4526
10/11/2021,11203,8095,10510,19739,55682,4532
10/12/2021,11215,8098,10517,19749,55694,4543
10/13/2021,11232,8104,10523,19760,55706,4558
10/14/2021,11247,8116,10532,19776,55731,4562
10/15/2021,11265,8123,10540,19790,55750,4570
10/16/2021,11278,8128,10545,19795,55759,4577
10/17/2021,11294,8136,10554,19800,55765,4580
10/18/2021,11311,8144,10559,19806,55777,4586
10/19/2021,11333,8154,10564,19817,55788,4596
10/2/2021,11063,8018,10435,19652,55523,4496
10/20/2021,11350,8160,10570,19827,55817,4598
10/21/2021,11369,8171,10580,19843,55831,4604
10/22/2021,11385,8179,10592,19866,55887,4610
10/23/2021,11387,8181,10602,19879,55931,4610
10/24/2021,11392,8187,10605,19884,55953,4614
10/25/2021,11406,8193,10615,19899,56040,4620
10/26/2021,11411,8205,10625,19911,56132,4624
10/27/2021,11424,8211,10637,19928,56221,4628
10/28/2021,11445,8219,10645,19949,56311,4633
10/29/2021,11467,8228,10658,19960,56410,4639
10/3/2021,11072,8020,10436,19653,55526,4498
10/30/2021,11482,8230,10663,19966,56438,4639
10/31/2021,11486,8235,10665,19971,56461,4640
10/4/2021,11090,8028,10452,19664,55544,4501
10/5/2021,11109,8038,10460,19679,55573,4505
10/6/2021,11124,8050,10470,19688,55594,4506
10/7/2021,11140,8064,10482,19700,55613,4508
10/8/2021,11160,8073,10494,19717,55640,4521
10/9/2021,11175,8081,10503,19720,55647,4525
11/1/2021,11500,8245,10672,19989,56532,4646
11/10/2021,11659,8339,10783,20171,57143,4929
11/11/2021,11681,8349,10798,20204,57217,5003
11/12/2021,11706,8372,10815,20237,57326,5067
11/13/2021,11716,8387,10825,20248,57358,5078
11/14/2021,11727,8392,10833,20257,57382,5085
11/15/2021,11745,8408,10843,20284,57449,5114
11/16/2021,11764,8422,10855,20304,57528,5202
