date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,6,21,15,16,
1/1/2022,732,568,709,1373,4930,758
1/10/2021,28,21,42,37,33,
1/11/2021,28,21,42,38,36,
1/12/2021,28,21,44,39,42,
1/13/2021,56,49,81,82,66,
1/14/2021,57,49,81,83,71,1
1/15/2021,59,49,81,83,74,1
1/16/2021,59,50,81,84,75,1
1/17/2021,59,50,81,84,77,1
1/18/2021,60,51,81,87,84,1
1/19/2021,60,51,81,87,89,1
1/2/2021,11,6,21,15,16,
1/2/2022,733,568,709,1373,4931,760
1/20/2021,67,55,89,108,105,1
1/21/2021,67,55,90,110,111,1
1/22/2021,67,58,90,110,111,1
1/23/2021,68,59,90,110,114,1
1/24/2021,68,59,90,111,114,1
1/25/2021,69,61,91,113,138,1
1/26/2021,71,61,91,115,159,1
1/27/2021,72,61,94,117,520,1
1/28/2021,75,64,97,123,905,1
1/29/2021,76,64,98,124,925,1
1/3/2021,11,6,21,15,16,
1/3/2022,735,569,710,1375,4937,760
1/30/2021,77,66,98,124,930,1
1/31/2021,77,66,98,125,938,1
1/4/2021,11,8,21,16,16,
1/4/2022,735,569,710,1376,4941,762
1/5/2021,11,8,21,16,18,
1/5/2022,735,569,710,1378,4942,762
1/6/2021,17,12,29,26,21,
1/7/2021,28,21,42,37,33,
1/8/2021,28,21,42,37,33,
1/9/2021,28,21,42,37,33,
10/1/2021,598,478,635,1226,4549,434
10/10/2021,625,488,646,1237,4568,459
10/11/2021,627,489,647,1238,4572,460
10/12/2021,627,491,647,1241,4575,465
10/13/2021,631,494,650,1244,4575,467
10/14/2021,634,495,651,1245,4575,469
10/15/2021,635,495,651,1246,4576,469
10/16/2021,639,495,652,1246,4576,469
10/17/2021,643,496,653,1246,4576,470
10/18/2021,645,496,655,1246,4577,477
10/19/2021,645,496,656,1247,4579,482
10/2/2021,598,478,636,1226,4550,435
10/20/2021,647,500,657,1249,4581,483
10/21/2021,647,502,658,1251,4588,483
10/22/2021,648,504,659,1251,4594,485
10/23/2021,651,504,659,1252,4594,485
10/24/2021,652,504,660,1253,4595,485
10/25/2021,652,504,660,1253,4598,489
10/26/2021,652,506,660,1255,4611,497
10/27/2021,653,511,662,1260,4618,502
10/28/2021,654,512,662,1260,4620,502
10/29/2021,656,513,663,1262,4623,506
10/3/2021,599,478,636,1226,4550,435
10/30/2021,656,513,663,1263,4624,506
10/31/2021,656,514,663,1263,4625,506
10/4/2021,599,478,636,1226,4553,444
10/5/2021,599,478,636,1227,4555,447
10/6/2021,605,482,638,1228,4560,449
10/7/2021,623,488,646,1234,4564,458
10/8/2021,623,488,646,1236,4567,459
10/9/2021,625,488,646,1237,4568,459
11/1/2021,657,516,663,1263,4627,508
11/10/2021,679,527,670,1275,4664,523
11/11/2021,679,527,670,1275,4673,525
11/12/2021,679,528,670,1275,4679,526
11/13/2021,679,528,670,1275,4680,527
11/14/2021,679,528,670,1275,4681,527
11/15/2021,680,529,671,1278,4684,549
11/16/2021,682,529,672,1279,4696,551
11/17/2021,689,534,674,1286,4706,587
11/18/2021,691,535,676,1287,4709,587
11/19/2021,692,536,678,1290,4714,591
