date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,15,18,26,21,36,
1/1/2022,839,723,659,693,1037,470
1/10/2021,23,23,38,34,88,1
1/11/2021,23,23,38,34,88,1
1/12/2021,26,29,43,40,105,1
1/13/2021,29,35,44,43,133,1
1/14/2021,37,42,58,67,143,1
1/15/2021,40,43,62,69,148,1
1/16/2021,40,43,62,69,149,1
1/17/2021,40,43,62,69,149,1
1/18/2021,43,44,63,73,156,1
1/19/2021,47,45,65,73,173,1
1/2/2021,15,18,26,21,36,
1/2/2022,839,723,659,693,1037,470
1/20/2021,48,48,67,76,190,1
1/21/2021,65,66,99,103,330,1
1/22/2021,78,88,121,131,421,1
1/23/2021,124,144,156,196,570,1
1/24/2021,126,145,158,198,570,1
1/25/2021,135,157,169,205,574,1
1/26/2021,136,157,169,205,575,1
1/27/2021,153,169,179,221,588,1
1/28/2021,204,209,223,274,627,4
1/29/2021,229,235,244,296,645,4
1/3/2021,15,18,26,21,36,
1/3/2022,839,723,659,694,1037,472
1/30/2021,229,236,244,296,646,4
1/31/2021,229,236,244,296,646,4
1/4/2021,15,18,26,21,36,1
1/4/2022,842,723,659,695,1037,473
1/5/2021,19,18,28,22,51,1
1/5/2022,845,725,659,695,1038,474
1/6/2021,20,19,30,26,58,1
1/7/2021,22,22,35,32,80,1
1/8/2021,23,23,38,34,88,1
1/9/2021,23,23,38,34,88,1
10/1/2021,753,679,625,675,1014,277
10/10/2021,765,684,625,677,1016,280
10/11/2021,767,684,625,677,1016,280
10/12/2021,769,685,625,677,1016,280
10/13/2021,771,686,625,677,1016,280
10/14/2021,775,687,626,677,1016,281
10/15/2021,778,688,626,677,1016,283
10/16/2021,779,688,626,677,1016,283
10/17/2021,779,688,626,677,1016,283
10/18/2021,781,689,629,677,1017,283
10/19/2021,781,690,629,678,1017,283
10/2/2021,753,679,625,675,1015,277
10/20/2021,782,690,629,680,1017,283
10/21/2021,783,690,630,680,1017,283
10/22/2021,785,691,632,680,1017,283
10/23/2021,785,691,632,680,1017,283
10/24/2021,785,691,632,680,1017,283
10/25/2021,787,691,632,680,1017,283
10/26/2021,787,691,632,680,1017,285
10/27/2021,788,691,633,680,1017,285
10/28/2021,789,691,634,680,1017,287
10/29/2021,789,692,635,680,1017,288
10/3/2021,753,679,625,675,1015,277
10/30/2021,789,692,635,680,1017,288
10/31/2021,789,692,635,680,1017,288
10/4/2021,755,680,625,675,1015,279
10/5/2021,756,681,625,675,1015,279
10/6/2021,758,682,625,675,1015,279
10/7/2021,761,683,625,677,1016,279
10/8/2021,765,684,625,677,1016,280
10/9/2021,765,684,625,677,1016,280
11/1/2021,790,692,635,680,1018,290
11/10/2021,800,698,640,683,1022,351
11/11/2021,802,698,641,683,1022,352
11/12/2021,807,699,643,683,1022,378
11/13/2021,807,699,643,683,1022,379
11/14/2021,807,699,643,683,1022,379
11/15/2021,808,701,643,683,1023,381
11/16/2021,808,701,644,683,1024,383
11/17/2021,808,701,644,683,1024,388
11/18/2021,808,702,644,683,1024,388
11/19/2021,810,703,644,683,1024,392
11/2/2021,792,694,635,680,1018,290
11/20/2021,810,703,644,683,1024,392
11/21/2021,810,703,644,683,1024,392
11/22/2021,810,704,646,683,1025,392
11/23/2021,810,705,646,683,1025,393
11/24/2021,811,705,646,683,1025,396
11/25/2021,811,705,646,683,1025,396
11/26/2021,811,705,646,684,1025,396
11/27/2021,812,705,647,684,1026,406
11/28/2021,812,705,647,684,1026,406
11/29/2021,812,705,647,684,1026,406
11/3/2021,793,695,635,680,1019,290
11/30/2021,815,707,647,684,1026,409
11/4/2021,798,695,635,682,1019,345
11/5/2021,799,697,636,682,1020,347
11/6/2021,799,697,636,682,1020,347
11/7/2021,799,697,636,682,1020,347
11/8/2021,800,698,636,683,1022,347
11/9/2021,800,698,640,683,1022,351
12/1/2021,816,708,647,684,1027,409
12/10/2021,829,721,653,685,1030,441
12/11/2021,829,721,653,685,1030,441
12/12/2021,829,721,653,685,1030,441
12/13/2021,829,721,653,685,1031,444
12/14/2021,830,721,653,686,1033,444
12/15/2021,830,721,653,686,1033,445
12/16/2021,834,722,654,689,1035,447
12/17/2021,834,722,654,689,1035,450
12/18/2020,,,2,,,
12/18/2021,834,722,654,689,1035,450
12/19/2020,,,2,,,
12/19/2021,834,722,654,689,1035,450
12/2/2021,819,711,648,684,1027,409
12/20/2020,,,2,,,
12/20/2021,835,722,654,689,1036,454
12/21/2020,3,5,6,1,,
12/21/2021,835,722,654,689,1036,454
12/22/2020,6,7,16,10,2,
12/22/2021,835,722,656,689,1036,455
12/23/2020,8,9,16,11,4,
12/23/2021,836,722,656,690,1036,458
12/24/2020,8,10,16,12,6,
12/24/2021,836,722,656,690,1036,458
12/25/2020,8,10,16,12,6,
12/25/2021,836,722,656,690,1036,458
12/26/2020,8,11,16,12,6,
12/26/2021,836,722,656,690,1036,458
12/27/2020,8,11,16,12,6,
12/27/2021,836,722,657,691,1036,459
12/28/2020,8,13,16,12,6,
12/28/2021,838,722,658,692,1036,463
12/29/2020,9,14,19,13,8,
12/29/2021,838,722,658,692,1036,464
12/3/2021,823,714,649,684,1027,428
12/30/2020,11,14,19,13,27,
12/30/2021,838,723,659,693,1037,467
12/31/2020,14,18,26,21,35,
12/31/2021,838,723,659,693,1037,468
12/4/2021,823,714,649,684,1027,428
12/5/2021,823,714,649,684,1027,429
12/6/2021,823,716,649,684,1027,429
12/7/2021,825,717,650,684,1027,430
12/8/2021,826,718,651,684,1029,430
12/9/2021,829,721,653,685,1030,432
2/1/2021,230,236,249,296,649,4
2/10/2021,298,290,315,384,745,10
2/11/2021,309,310,324,394,762,12
2/12/2021,334,332,347,425,803,17
2/13/2021,334,332,348,425,807,17
2/14/2021,334,332,348,425,807,17
2/15/2021,335,334,350,428,807,17
2/16/2021,342,340,361,432,810,18
2/17/2021,343,340,363,434,818,19
2/18/2021,345,344,371,438,823,19
2/19/2021,345,344,371,438,824,19
2/2/2021,236,241,256,304,672,4
2/20/2021,346,344,371,438,824,19
2/21/2021,346,344,371,438,824,19
2/22/2021,347,346,371,440,824,19
2/23/2021,347,348,372,440,826,19
2/24/2021,349,349,375,443,829,19
2/25/2021,350,350,379,448,829,19
2/26/2021,359,365,389,464,837,19
2/27/2021,359,365,389,464,837,19
2/28/2021,359,365,389,464,838,19
2/3/2021,236,241,258,312,691,4
2/4/2021,243,247,261,322,701,4
2/5/2021,267,261,288,361,729,4
2/6/2021,268,261,288,361,730,4
2/7/2021,268,261,288,361,730,4
2/8/2021,272,264,292,364,732,4
2/9/2021,273,272,297,374,735,5
3/1/2021,363,368,390,471,841,19
3/10/2021,407,404,421,506,865,27
3/11/2021,412,408,422,510,866,27
3/12/2021,415,418,428,514,873,29
3/13/2021,415,418,428,514,874,29
3/14/2021,415,418,428,514,874,29
3/15/2021,416,420,432,521,890,30
3/16/2021,419,424,432,521,893,30
3/17/2021,425,433,441,529,902,31
3/18/2021,425,434,442,535,905,31
3/19/2021,435,437,446,540,909,33
3/2/2021,373,376,395,475,849,22
3/20/2021,435,437,446,540,910,33
3/21/2021,435,437,446,540,910,33
3/22/2021,436,438,446,540,910,33
3/23/2021,439,441,447,543,910,34
3/24/2021,440,441,448,543,912,34
3/25/2021,446,450,451,549,919,34
3/26/2021,447,450,454,549,919,34
3/27/2021,448,451,455,549,919,35
3/28/2021,450,451,455,551,919,35
3/29/2021,451,452,459,551,919,35
3/3/2021,379,385,403,480,857,22
3/30/2021,453,453,462,554,923,35
3/31/2021,456,454,463,554,923,35
3/4/2021,386,391,406,484,859,22
3/5/2021,391,393,411,490,859,22
3/6/2021,391,393,411,490,859,22
3/7/2021,392,393,411,490,859,22
3/8/2021,396,395,412,493,860,24
3/9/2021,405,403,420,505,864,25
4/1/2021,462,465,472,558,929,38
4/10/2021,481,480,484,572,941,38
4/11/2021,482,480,484,572,941,38
4/12/2021,485,481,489,574,941,39
4/13/2021,485,482,490,575,943,39
4/14/2021,485,486,491,577,943,39
4/15/2021,489,488,496,579,946,39
4/16/2021,493,491,499,579,946,39
4/17/2021,493,491,499,579,946,39
4/18/2021,493,491,499,579,946,39
4/19/2021,493,492,499,579,946,40
4/2/2021,464,470,475,560,929,38
4/20/2021,495,495,500,579,948,40
4/21/2021,496,497,501,579,950,40
4/22/2021,501,506,504,580,953,41
4/23/2021,501,507,504,582,953,41
4/24/2021,501,508,504,583,953,41
4/25/2021,501,508,504,583,953,41
4/26/2021,501,509,504,583,953,41
4/27/2021,503,513,510,586,954,43
4/28/2021,506,513,510,586,954,43
4/29/2021,510,514,510,586,954,43
4/3/2021,464,470,475,560,929,38
4/30/2021,511,516,510,589,956,43
4/4/2021,464,470,475,560,929,38
4/5/2021,465,471,476,561,931,38
4/6/2021,468,471,477,561,931,38
4/7/2021,470,474,478,563,931,38
4/8/2021,475,479,482,569,938,38
4/9/2021,479,480,484,572,941,38
