date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11598,13085,12257,9894,6139,99
1/1/2022,546892,378079,388101,406187,650590,309842
1/10/2021,19753,20109,19133,16079,11991,197
1/11/2021,20983,21216,20356,17058,13841,229
1/12/2021,22950,23191,22366,18748,18674,307
1/13/2021,24947,25309,24586,20423,24232,367
1/14/2021,26874,27427,26864,22340,30265,402
1/15/2021,29062,29429,28992,24133,35181,455
1/16/2021,30420,30614,30267,25310,38369,483
1/17/2021,31379,31510,31225,26276,41512,506
1/18/2021,32422,32447,32378,27403,46717,532
1/19/2021,33692,33660,33698,28709,53004,592
1/2/2021,13120,14457,13508,10977,6902,118
1/2/2022,547234,378239,388260,406327,650710,310181
1/20/2021,34972,34938,35325,30253,60022,629
1/21/2021,36441,36431,37189,32127,68238,674
1/22/2021,39301,39062,40137,35160,76193,758
1/23/2021,41893,41121,42622,37645,81053,826
1/24/2021,43157,42297,43899,39055,86184,864
1/25/2021,44458,43455,45331,40644,93692,907
1/26/2021,46114,44909,47061,42534,104582,957
1/27/2021,47581,46220,48564,44195,114982,989
1/28/2021,48789,47303,49788,45618,125868,1017
1/29/2021,50817,48965,51512,47450,136616,1078
1/3/2021,13851,15034,14020,11418,7148,133
1/3/2022,547970,378588,388585,406683,651018,311264
1/30/2021,52543,50371,53106,49022,141643,1133
1/31/2021,53158,50917,53745,49707,145308,1157
1/4/2021,14875,15962,14975,12219,8027,140
1/4/2022,548743,378937,388881,406995,651320,312252
1/5/2021,15819,16806,15838,13030,8815,155
1/5/2022,549042,379093,388987,407126,651456,312904
1/6/2021,16984,17767,16802,13962,9576,163
1/7/2021,17888,18579,17623,14750,10340,174
1/8/2021,18695,19256,18283,15319,10839,178
1/9/2021,19380,19802,18824,15778,11662,193
10/1/2021,492413,349157,362208,383057,621656,215210
10/10/2021,497974,352101,364596,384857,624075,217941
10/11/2021,498795,352530,364946,385153,624494,218335
10/12/2021,499190,352724,365129,385291,624682,218557
10/13/2021,499773,353038,365412,385508,625027,218832
10/14/2021,500463,353379,365726,385752,625374,219110
10/15/2021,501338,353825,366116,386029,625654,219448
10/16/2021,501947,354066,366335,386203,625798,219695
10/17/2021,502373,354245,366465,386293,625889,219847
10/18/2021,503083,354625,366792,386556,626260,220131
10/19/2021,503704,354984,367034,386780,626569,220418
10/2/2021,493063,349479,362488,383251,621856,215554
10/20/2021,504350,355335,367281,387007,626870,220753
10/21/2021,504972,355681,367569,387214,627153,221013
10/22/2021,505705,356131,367949,387525,627586,221370
10/23/2021,506154,356383,368200,387676,627789,221602
10/24/2021,506448,356554,368344,387803,627948,221735
10/25/2021,507152,356953,368668,388110,628441,222037
10/26/2021,507817,357311,368991,388362,628934,222310
10/27/2021,508510,357672,369357,388660,629438,222609
10/28/2021,509150,358032,369658,388938,629913,222862
10/29/2021,509822,358478,370052,389242,630310,223179
10/3/2021,493386,349631,362599,383349,621968,215707
10/30/2021,510204,358696,370239,389416,630467,223355
10/31/2021,510434,358819,370341,389507,630596,223427
10/4/2021,494202,350031,362939,383592,622416,216078
10/5/2021,494980,350464,363280,383837,622851,216442
10/6/2021,495768,350874,363621,384068,623196,216834
10/7/2021,496332,351217,363896,384297,623474,217124
10/8/2021,497042,351593,364196,384542,623739,217501
10/9/2021,497626,351917,364441,384731,623919,217796
11/1/2021,511074,359140,370640,389755,630981,223658
11/10/2021,516729,362143,373307,391838,633987,239528
11/11/2021,517398,362477,373617,392083,634389,242683
11/12/2021,518136,362898,373970,392360,634742,245401
11/13/2021,518608,363166,374172,392546,634920,249716
11/14/2021,518948,363345,374345,392672,635079,250593
11/15/2021,519674,363748,374680,392979,635513,252461
11/16/2021,520393,364124,375002,393282,635998,254144
11/17/2021,521060,364482,375305,393597,636519,256506
11/18/2021,521794,364845,375623,393939,636972,258678
11/19/2021,522623,365308,376021,394273,637361,261090
11/2/2021,511844,359516,370955,390020,631347,223919
11/20/2021,523154,365634,376318,394497,637564,265262
11/21/2021,523525,365819,376506,394669,637676,266066
11/22/2021,524242,366243,376853,395026,638052,267826
11/23/2021,525046,366635,377261,395457,638459,269679
11/24/2021,525747,367027,377614,395786,638781,271992
11/25/2021,525752,367030,377614,395787,638793,272001
11/26/2021,526308,367383,377921,396087,639025,273136
11/27/2021,526696,367609,378099,396305,639211,273799
11/28/2021,526997,367796,378258,396471,639361,274143
11/29/2021,527634,368176,378619,396807,639730,275585
11/3/2021,512434,359825,371242,390226,631668,224279
11/30/2021,528343,368532,378989,397147,640162,276835
11/4/2021,512990,360115,371505,390447,632020,225266
11/5/2021,513832,360543,371909,390741,632389,227166
11/6/2021,514370,360844,372193,390930,632622,231051
11/7/2021,514712,361046,372350,391058,632786,231889
11/8/2021,515412,361459,372683,391338,633186,233966
11/9/2021,516102,361812,373000,391611,633628,236154
12/1/2020,43,41,40,24,24,2
12/1/2021,529115,368968,379389,397555,640625,278228
12/10/2020,52,50,53,40,49,2
12/10/2021,535193,372291,382504,400674,644141,289173
12/11/2020,54,51,55,43,49,2
12/11/2021,535610,372528,382733,400852,644326,290531
12/12/2020,55,51,56,45,49,2
12/12/2021,535894,372701,382884,400984,644470,290966
12/13/2020,56,52,59,46,51,2
12/13/2021,536578,373038,383169,401308,644871,291927
12/14/2020,58,55,59,47,59,2
12/14/2021,537094,373290,383401,401562,645203,292675
12/15/2020,63,62,68,58,65,2
12/15/2021,537761,373664,383753,401855,645622,293839
12/16/2020,76,77,83,65,69,2
12/16/2021,538462,374039,384093,402204,646144,294888
12/17/2020,294,425,398,307,196,3
12/17/2021,539141,374366,384451,402540,646599,296258
12/18/2020,673,909,805,572,323,3
12/18/2021,539561,374591,384668,402739,646805,297419
12/19/2020,1017,1384,1210,858,456,8
12/19/2021,539968,374776,384825,402920,646987,297878
12/2/2020,44,42,41,29,33,2
12/2/2021,529801,369364,379764,397972,641034,279291
12/20/2020,1214,1635,1462,1063,549,9
12/20/2021,540747,375167,385191,403311,647440,299255
12/21/2020,1897,2479,2229,1629,837,12
12/21/2021,541479,375541,385532,403674,647886,300633
12/22/2020,2817,3587,3223,2339,1164,16
12/22/2021,542252,375912,385883,404029,648293,302026
12/23/2020,3845,4869,4391,3149,1540,22
12/23/2021,542964,376241,386213,404369,648678,303096
12/24/2020,4213,5250,4746,3442,1686,22
12/24/2021,543196,376332,386319,404484,648780,303295
12/25/2020,4213,5250,4747,3442,1690,22
12/25/2021,543198,376334,386321,404485,648781,303295
12/26/2020,5312,6548,5870,4393,2121,31
12/26/2021,543533,376470,386490,404619,648936,303621
12/27/2020,5810,7078,6403,4826,2339,37
12/27/2021,544336,376868,386888,404994,649375,304929
12/28/2020,6927,8282,7536,5848,2965,47
12/28/2021,545171,377235,387218,405372,649773,306467
12/29/2020,8659,10055,9222,7280,4041,70
12/29/2021,545913,377597,387585,405733,650154,307952
12/3/2020,47,42,44,30,36,2
12/3/2021,530549,369749,380170,398343,641411,280700
12/30/2020,10502,12008,11197,8947,5066,88
