date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,629,743,574,439,356,3
1/1/2022,24297,12603,11415,12659,17846,12794
1/10/2021,1129,1161,953,776,709,10
1/10/2022,24527,12683,11472,12715,17872,13241
1/11/2021,1198,1242,1030,827,771,11
1/11/2022,24545,12688,11472,12718,17877,13265
1/12/2021,1304,1328,1102,910,970,12
1/12/2022,24568,12700,11474,12729,17883,13312
1/13/2021,1360,1392,1180,972,1211,13
1/13/2022,24588,12705,11480,12734,17887,13323
1/14/2021,1457,1479,1274,1054,1466,13
1/14/2022,24640,12722,11487,12741,17899,13405
1/15/2021,1572,1573,1354,1141,2214,13
1/15/2022,24663,12724,11489,12745,17902,13440
1/16/2021,1580,1587,1366,1154,2299,13
1/16/2022,24674,12725,11491,12746,17902,13461
1/17/2021,1586,1595,1374,1158,2306,13
1/17/2022,24683,12725,11494,12748,17904,13467
1/18/2021,1654,1666,1433,1213,2369,14
1/18/2022,24694,12730,11496,12753,17910,13492
1/19/2021,1740,1726,1497,1287,2607,15
1/19/2022,24705,12739,11504,12761,17911,13529
1/2/2021,654,759,582,452,363,3
1/2/2022,24301,12608,11419,12659,17846,12802
1/20/2021,1985,1995,1817,1582,2808,20
1/20/2022,24714,12748,11508,12767,17916,13577
1/21/2021,2129,2111,1915,1680,3016,21
1/21/2022,24737,12758,11515,12776,17920,13606
1/22/2021,2221,2188,2009,1782,3341,22
1/22/2022,24750,12765,11519,12776,17922,13649
1/23/2021,2262,2223,2040,1812,3493,25
1/23/2022,24757,12765,11519,12777,17922,13662
1/24/2021,2267,2226,2040,1813,3508,25
1/24/2022,24769,12768,11525,12777,17927,13687
1/25/2021,2316,2276,2103,1903,3728,26
1/25/2022,24776,12771,11530,12779,17928,13708
1/26/2021,2376,2330,2159,1977,4003,28
1/26/2022,24788,12776,11535,12785,17936,13737
1/27/2021,2629,2472,2307,2129,4303,30
1/27/2022,24800,12781,11536,12789,17939,13790
1/28/2021,2821,2592,2440,2282,4635,34
1/28/2022,24824,12789,11544,12789,17943,13828
1/29/2021,2913,2678,2517,2391,4903,38
1/29/2022,24835,12792,11544,12793,17945,13848
1/3/2021,654,760,582,453,365,3
1/3/2022,24322,12615,11427,12667,17849,12852
1/30/2021,2975,2721,2546,2430,5017,45
1/30/2022,24841,12794,11544,12793,17945,13857
1/31/2021,2984,2724,2547,2433,5035,45
1/31/2022,24847,12794,11548,12799,17947,13873
1/4/2021,723,834,647,519,427,4
1/4/2022,24347,12621,11433,12672,17850,12886
1/5/2021,804,907,701,583,499,7
1/5/2022,24379,12628,11438,12683,17855,12951
1/6/2021,885,958,755,633,568,7
1/6/2022,24413,12643,11449,12688,17857,13045
1/7/2021,998,1046,841,697,664,7
1/7/2022,24464,12662,11459,12702,17862,13139
1/8/2021,1116,1153,942,757,700,10
1/8/2022,24485,12671,11467,12705,17869,13187
1/9/2021,1129,1160,951,773,707,10
1/9/2022,24505,12675,11470,12710,17871,13220
10/1/2021,22314,11677,10661,11829,16898,8047
10/10/2021,22456,11731,10719,11863,16957,8119
10/11/2021,22463,11737,10725,11864,16965,8126
10/12/2021,22473,11744,10727,11864,16967,8136
10/13/2021,22496,11754,10737,11868,16982,8148
10/14/2021,22510,11755,10739,11878,16989,8155
10/15/2021,22526,11761,10750,11880,17004,8165
10/16/2021,22539,11761,10751,11886,17005,8170
10/17/2021,22563,11764,10754,11886,17006,8177
10/18/2021,22575,11774,10756,11891,17012,8181
10/19/2021,22595,11778,10757,11897,17016,8186
10/2/2021,22326,11679,10662,11829,16903,8051
10/20/2021,22608,11786,10766,11902,17024,8196
10/21/2021,22626,11793,10770,11907,17027,8201
10/22/2021,22651,11804,10779,11923,17045,8208
10/23/2021,22669,11811,10785,11933,17058,8218
10/24/2021,22677,11816,10787,11934,17068,8220
10/25/2021,22691,11824,10798,11943,17091,8228
10/26/2021,22708,11832,10805,11957,17111,8249
10/27/2021,22741,11846,10819,11973,17151,8265
10/28/2021,22757,11851,10826,11983,17171,8272
10/29/2021,22794,11876,10840,12010,17204,8288
10/3/2021,22340,11679,10665,11833,16908,8059
10/30/2021,22815,11891,10856,12016,17214,8299
10/31/2021,22833,11900,10867,12023,17220,8305
10/4/2021,22360,11685,10669,11838,16918,8065
10/5/2021,22375,11690,10675,11843,16925,8072
10/6/2021,22400,11705,10687,11849,16932,8084
10/7/2021,22413,11714,10695,11859,16938,8095
10/8/2021,22437,11726,10715,11862,16945,8109
10/9/2021,22447,11730,10718,11863,16954,8115
11/1/2021,22855,11912,10875,12041,17241,8308
