date,Arizona_cume,Arizona
2020-12-01,330,
2020-12-02,363,33
2020-12-03,395,32
2020-12-04,407,12
2020-12-05,411,4
2020-12-06,416,5
2020-12-07,443,27
2020-12-08,465,22
2020-12-09,490,25
2020-12-10,519,29
2020-12-11,536,17
2020-12-12,557,21
2020-12-13,573,16
2020-12-14,609,36
2020-12-15,767,158
2020-12-16,1542,775
2020-12-17,4941,3399
2020-12-18,8832,3891
2020-12-19,11444,2612
2020-12-20,12563,1119
2020-12-21,18255,5692
2020-12-22,26169,7914
2020-12-23,36391,10222
2020-12-24,40299,3908
2020-12-25,40448,149
2020-12-26,47021,6573
2020-12-27,49700,2679
2020-12-28,59298,9598
2020-12-29,72687,13389
2020-12-30,87981,15294
2020-12-31,96282,8301
2021-01-01,99954,3672
2021-01-02,107801,7847
2021-01-03,111104,3303
2021-01-04,120383,9279
2021-01-05,130039,9656
2021-01-06,142640,12601
2021-01-07,155862,13222
2021-01-08,168369,12507
2021-01-09,176437,8068
2021-01-10,179812,3375
2021-01-11,196549,16737
2021-01-12,220409,23860
2021-01-13,246434,26025
2021-01-14,271946,25512
2021-01-15,297964,26018
2021-01-16,313948,15984
2021-01-17,323431,9483
2021-01-18,343039,19608
2021-01-19,370916,27877
2021-01-20,404464,33548
2021-01-21,441127,36663
2021-01-22,480146,39019
2021-01-23,509170,29024
2021-01-24,525556,16386
2021-01-25,556133,30577
2021-01-26,593814,37681
2021-01-27,634802,40988
2021-01-28,676279,41477
2021-01-29,717384,41105
2021-01-30,744021,26637
2021-01-31,756037,12016
2021-02-01,792503,36466
2021-02-02,833119,40616
2021-02-03,878642,45523
2021-02-04,927399,48757
2021-02-05,973061,45662
2021-02-06,1012929,39868
2021-02-07,1029492,16563
2021-02-08,1069560,40068
2021-02-09,1114838,45278
2021-02-10,1167691,52853
2021-02-11,1220967,53276
2021-02-12,1284211,63244
2021-02-13,1331006,46795
2021-02-14,1348681,17675
2021-02-15,1381293,32612
2021-02-16,1427496,46203
2021-02-17,1476239,48743
2021-02-18,1523333,47094
2021-02-19,1567622,44289
2021-02-20,1603960,36338
2021-02-21,1619603,15643
2021-02-22,1649715,30112
2021-02-23,1695283,45568
2021-02-24,1753776,58493
2021-02-25,1815731,61955
2021-02-26,1884235,68504
2021-02-27,1937186,52951
2021-02-28,1964015,26829
2021-03-01,2018408,54393
2021-03-02,2070974,52566
2021-03-03,2131356,60382
2021-03-04,2191441,60085
2021-03-05,2252622,61181
2021-03-06,2299217,46595
2021-03-07,2325827,26610
2021-03-08,2378691,52864
2021-03-09,2437289,58598
2021-03-10,2507125,69836
2021-03-11,2580344,73219
2021-03-12,2655736,75392
2021-03-13,2709412,53676
2021-03-14,2738760,29348
2021-03-15,2788788,50028
2021-03-16,2845529,56741
2021-03-17,2910695,65166
2021-03-18,2976857,66162
2021-03-19,3039149,62292
2021-03-20,3088021,48872
2021-03-21,3120517,32496
2021-03-22,3166224,45707
2021-03-23,3216942,50718
2021-03-24,3282672,65730
2021-03-25,3356536,73864
2021-03-26,3429253,72717
2021-03-27,3484192,54939
2021-03-28,3523344,39152
2021-03-29,3586725,63381
2021-03-30,3656141,69416
2021-03-31,3735908,79767
2021-04-01,3819311,83403
2021-04-02,3890599,71288
2021-04-03,3941488,50889
2021-04-04,3963018,21530
2021-04-05,4023309,60291
2021-04-06,4091093,67784
2021-04-07,4167983,76890
2021-04-08,4246563,78580
2021-04-09,4318908,72345
2021-04-10,4369211,50303
2021-04-11,4400674,31463
2021-04-12,4454633,53959
2021-04-13,4505901,51268
2021-04-14,4567209,61308
2021-04-15,4632980,65771
2021-04-16,4697195,64215
2021-04-17,4740654,43459
2021-04-18,4770926,30272
2021-04-19,4824624,53698
2021-04-20,4880507,55883
2021-04-21,4943705,63198
2021-04-22,5007307,63602
2021-04-23,5066718,59411
2021-04-24,5107167,40449
2021-04-25,5133147,25980
2021-04-26,5180650,47503
2021-04-27,5230754,50104
2021-04-28,5281566,50812
2021-04-29,5328445,46879
2021-04-30,5374874,46429
2021-05-01,5404195,29321
2021-05-02,5425516,21321
2021-05-03,5456316,30800
2021-05-04,5496152,39836
2021-05-05,5532161,36009
2021-05-06,5570435,38274
2021-05-07,5609531,39096
2021-05-08,5636588,27057
2021-05-09,5649568,12980
2021-05-10,5676132,26564
2021-05-11,5702861,26729
2021-05-12,5733975,31114
2021-05-13,5773942,39967
2021-05-14,5814331,40389
2021-05-15,5845554,31223
2021-05-16,5862838,17284
2021-05-17,5895659,32821
2021-05-18,5923883,28224
2021-05-19,5960486,36603
2021-05-20,5991874,31388
2021-05-21,6026205,34331
