date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,340,323,285,293,211,2
1/1/2022,15179,10416,9849,12764,25825,12872
1/10/2021,459,468,399,406,666,4
1/10/2022,15379,10544,9982,12874,25931,13264
1/11/2021,473,484,423,426,873,4
1/11/2022,15406,10558,9991,12885,25938,13290
1/12/2021,481,492,433,436,1094,5
1/12/2022,15435,10572,10004,12906,25950,13343
1/13/2021,502,526,457,464,1416,5
1/13/2022,15475,10607,10030,12932,25973,13535
1/14/2021,510,536,471,477,1678,5
1/14/2022,15507,10642,10052,12961,25990,13638
1/15/2021,515,543,482,487,2106,5
1/15/2022,15520,10649,10057,12964,25995,13676
1/16/2021,533,549,492,497,2463,5
1/16/2022,15525,10653,10064,12971,25999,13687
1/17/2021,537,549,495,498,2479,5
1/17/2022,15536,10664,10073,12987,26010,13721
1/18/2021,540,553,504,507,2685,5
1/18/2022,15551,10677,10085,12997,26018,13747
1/19/2021,559,565,516,520,2896,5
1/19/2022,15573,10687,10094,13003,26028,13781
1/2/2021,341,326,289,295,215,2
1/2/2022,15185,10422,9852,12771,25825,12889
1/20/2021,571,584,534,542,3296,5
1/20/2022,15589,10703,10102,13017,26041,13833
1/21/2021,580,601,546,566,3704,5
1/21/2022,15626,10725,10121,13029,26057,13923
1/22/2021,597,606,554,574,3878,5
1/22/2022,15638,10731,10125,13031,26060,13940
1/23/2021,622,639,592,609,4236,5
1/23/2022,15649,10732,10127,13032,26064,13949
1/24/2021,633,643,598,630,4309,5
1/24/2022,15663,10739,10132,13043,26069,13975
1/25/2021,654,664,638,672,4514,5
1/25/2022,15684,10748,10138,13050,26074,13995
1/26/2021,677,709,686,737,4733,6
1/26/2022,15700,10759,10146,13059,26080,14028
1/27/2021,716,751,732,785,5166,7
1/27/2022,15723,10769,10155,13072,26094,14066
1/28/2021,770,790,788,866,5809,7
1/28/2022,15760,10803,10180,13092,26102,14177
1/29/2021,810,835,854,937,6179,8
1/29/2022,15776,10809,10184,13094,26104,14195
1/3/2021,352,340,299,311,241,2
1/3/2022,15208,10437,9865,12788,25840,12913
1/30/2021,812,840,856,942,6192,8
1/30/2022,15788,10811,10186,13094,26107,14202
1/31/2021,817,843,859,950,6219,8
1/31/2022,15799,10813,10193,13103,26110,14220
1/4/2021,357,351,309,315,261,2
1/4/2022,15230,10455,9880,12800,25854,12948
1/5/2021,376,378,323,329,273,2
1/5/2022,15258,10462,9892,12812,25868,12996
1/6/2021,398,396,343,352,291,2
1/6/2022,15283,10480,9900,12828,25885,13058
1/7/2021,408,404,352,362,327,2
1/7/2022,15339,10513,9949,12856,25914,13183
1/8/2021,438,437,380,386,368,3
1/8/2022,15351,10527,9958,12860,25920,13217
1/9/2021,453,462,399,404,663,4
1/9/2022,15360,10533,9965,12864,25923,13224
10/1/2021,13150,8914,8498,11428,24043,6085
10/10/2021,13317,9005,8603,11489,24107,6172
10/11/2021,13336,9015,8613,11494,24116,6182
10/12/2021,13359,9024,8620,11499,24120,6195
10/13/2021,13382,9048,8629,11505,24124,6212
10/14/2021,13412,9068,8646,11522,24134,6223
10/15/2021,13434,9082,8659,11539,24145,6230
10/16/2021,13474,9116,8677,11549,24149,6929
10/17/2021,13481,9119,8682,11550,24153,6934
