date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,627,743,579,452,363,3
1/1/2022,24524,12820,11838,13670,20452,12837
1/10/2021,1137,1167,956,808,731,12
1/10/2022,24752,12903,11898,13728,20486,13296
1/11/2021,1207,1251,1035,860,799,13
1/11/2022,24771,12909,11898,13731,20493,13322
1/12/2021,1312,1337,1110,944,1000,14
1/12/2022,24787,12915,11899,13737,20497,13354
1/13/2021,1371,1405,1193,1019,1263,15
1/14/2021,1471,1494,1285,1106,1536,15
1/15/2021,1587,1589,1366,1195,2287,15
1/16/2021,1598,1605,1381,1218,2391,15
1/17/2021,1604,1613,1389,1222,2398,15
1/18/2021,1673,1684,1447,1278,2462,16
1/19/2021,1763,1747,1510,1357,2722,16
1/2/2021,653,759,587,466,374,3
1/2/2022,24530,12825,11842,13671,20452,12845
1/20/2021,2011,2019,1836,1648,2943,21
1/21/2021,2157,2135,1937,1747,3160,22
1/22/2021,2253,2212,2033,1860,3504,23
1/23/2021,2296,2247,2067,1895,3707,26
1/24/2021,2302,2250,2067,1896,3726,26
1/25/2021,2351,2300,2131,1995,4037,27
1/26/2021,2412,2356,2187,2071,4405,29
1/27/2021,2664,2502,2335,2232,4794,31
1/28/2021,2858,2626,2471,2393,5199,36
1/29/2021,2956,2711,2550,2504,5542,40
1/3/2021,653,760,587,467,376,3
1/3/2022,24549,12833,11850,13679,20455,12895
1/30/2021,3017,2754,2579,2543,5659,47
1/31/2021,3027,2756,2580,2546,5685,47
1/4/2021,723,835,650,536,439,4
1/4/2022,24575,12841,11857,13685,20457,12932
1/5/2021,807,910,703,600,510,8
1/5/2022,24608,12848,11862,13697,20466,12998
1/6/2021,889,963,757,653,578,8
1/6/2022,24643,12864,11872,13701,20468,13092
1/7/2021,1004,1050,844,723,678,8
1/7/2022,24691,12884,11883,13716,20473,13186
1/8/2021,1123,1159,944,788,721,12
1/8/2022,24714,12892,11892,13719,20483,13238
1/9/2021,1137,1166,954,805,729,12
1/9/2022,24732,12896,11895,13724,20485,13273
10/1/2021,22616,11937,11099,12842,19443,8194
10/10/2021,22761,11987,11158,12874,19495,8264
10/11/2021,22770,11992,11164,12876,19502,8271
10/12/2021,22778,12001,11166,12876,19503,8281
10/13/2021,22799,12007,11176,12879,19516,8290
10/14/2021,22813,12009,11177,12889,19524,8298
10/15/2021,22829,12016,11187,12891,19533,8306
10/16/2021,22842,12017,11188,12896,19534,8311
10/17/2021,22861,12021,11191,12896,19535,8319
10/18/2021,22872,12030,11194,12901,19543,8323
10/19/2021,22891,12034,11195,12907,19548,8329
10/2/2021,22629,11938,11100,12842,19448,8199
10/20/2021,22904,12042,11204,12911,19556,8338
10/21/2021,22918,12049,11208,12917,19562,8343
10/22/2021,22942,12060,11218,12934,19587,8351
10/23/2021,22960,12067,11224,12943,19605,8360
10/24/2021,22968,12072,11226,12944,19613,8363
10/25/2021,22983,12081,11236,12955,19638,8372
10/26/2021,22998,12090,11243,12970,19660,8395
10/27/2021,23028,12103,11257,12986,19703,8408
10/28/2021,23045,12108,11264,12992,19725,8414
10/29/2021,23080,12132,11277,13014,19759,8429
10/3/2021,22643,11938,11104,12845,19452,8206
10/30/2021,23100,12146,11293,13022,19771,8442
10/31/2021,23116,12152,11302,13028,19777,8448
10/4/2021,22666,11942,11110,12851,19461,8212
10/5/2021,22681,11946,11114,12856,19469,8218
10/6/2021,22710,11961,11126,12861,19474,8229
10/7/2021,22721,11971,11133,12869,19477,8239
10/8/2021,22741,11982,11154,12873,19482,8252
10/9/2021,22752,11986,11157,12874,19491,8259
11/1/2021,23137,12162,11309,13044,19789,8451
11/10/2021,23347,12266,11385,13144,19909,9650
11/11/2021,23379,12276,11394,13158,19915,9719
11/12/2021,23410,12288,11414,13172,19933,10047
11/13/2021,23426,12297,11422,13178,19940,10183
11/14/2021,23448,12301,11426,13185,19942,10228
11/15/2021,23471,12313,11439,13201,19965,10286
11/16/2021,23498,12329,11445,13213,19972,10375
11/17/2021,23522,12341,11453,13223,20000,10548
11/18/2021,23561,12355,11465,13234,20019,10619
11/19/2021,23615,12376,11478,13254,20034,10795
11/2/2021,23151,12167,11315,13052,19804,8461
11/20/2021,23635,12393,11486,13262,20046,10934
11/21/2021,23656,12400,11490,13271,20051,10975
11/22/2021,23683,12411,11505,13288,20069,11036
11/23/2021,23710,12417,11523,13299,20086,11093
11/24/2021,23730,12429,11528,13305,20098,11142
11/25/2021,23730,12429,11528,13305,20098,11142
11/26/2021,23754,12439,11531,13321,20106,11191
11/27/2021,23768,12441,11535,13327,20109,11203
11/28/2021,23776,12445,11538,13331,20111,11209
11/29/2021,23799,12455,11543,13342,20133,11258
11/3/2021,23180,12182,11323,13060,19819,8471
11/30/2021,23824,12464,11554,13352,20146,11337
11/4/2021,23205,12194,11329,13076,19835,8476
11/5/2021,23247,12215,11350,13096,19851,8581
11/6/2021,23269,12226,11361,13107,19860,8984
11/7/2021,23280,12236,11363,13113,19870,9044
11/8/2021,23298,12241,11371,13121,19880,9207
11/9/2021,23320,12250,11379,13127,19888,9365
12/1/2020,,,,1,,
12/1/2021,23848,12481,11561,13367,20170,11389
12/10/2020,,1,,1,1,
12/10/2021,24133,12613,11660,13492,20280,11963
12/11/2020,,1,,1,1,
12/11/2021,24153,12625,11670,13501,20287,12014
12/12/2020,,2,,1,1,
12/12/2021,24162,12633,11675,13509,20290,12037
12/13/2020,,2,,1,1,
12/13/2021,24191,12641,11683,13523,20310,12068
12/14/2020,,2,,1,1,
12/14/2021,24211,12648,11697,13530,20321,12102
12/15/2020,2,4,1,3,3,
12/15/2021,24233,12658,11708,13541,20334,12134
12/16/2020,23,45,36,25,16,
12/16/2021,24267,12664,11722,13553,20341,12193
12/17/2020,52,80,69,53,21,
12/17/2021,24300,12681,11735,13570,20354,12273
12/18/2020,98,138,115,84,41,
12/18/2021,24314,12684,11742,13580,20361,12354
12/19/2020,108,150,123,98,42,
12/19/2021,24341,12695,11752,13581,20362,12380
12/2/2020,,1,,1,,
12/2/2021,23876,12491,11568,13376,20183,11406
12/20/2020,109,152,123,98,44,
12/20/2021,24361,12703,11769,13592,20371,12442
12/21/2020,111,153,125,98,45,
12/21/2021,24383,12709,11779,13605,20386,12482
12/22/2020,118,172,139,109,50,1
12/22/2021,24410,12719,11792,13612,20401,12543
12/23/2020,171,282,218,149,74,2
12/23/2021,24425,12730,11799,13625,20413,12569
12/24/2020,249,385,288,207,87,2
12/24/2021,24431,12733,11800,13629,20418,12573
12/25/2020,275,412,309,227,92,2
12/25/2021,24431,12733,11800,13629,20418,12573
12/26/2020,293,436,323,237,94,2
12/26/2021,24438,12745,11804,13630,20423,12584
12/27/2020,319,459,337,249,97,2
12/27/2021,24455,12765,11811,13633,20425,12656
12/28/2020,373,516,384,279,109,3
12/28/2021,24469,12776,11817,13642,20434,12734
12/29/2020,435,594,429,329,204,3
12/29/2021,24491,12796,11830,13653,20443,12785
12/3/2020,,1,,1,1,
12/3/2021,23924,12510,11585,13401,20189,11499
12/30/2020,533,681,504,393,306,3
12/30/2021,24516,12815,11838,13665,20449,12827
12/31/2020,586,721,552,431,356,3
12/31/2021,24523,12818,11838,13669,20452,12835
12/4/2020,,1,,1,1,
12/4/2021,23941,12517,11589,13408,20190,11590
12/5/2020,,1,,1,1,
12/5/2021,23964,12531,11595,13415,20198,11618
12/6/2020,,1,,1,1,
12/6/2021,23980,12533,11602,13427,20218,11650
12/7/2020,,1,,1,1,
12/7/2021,23997,12539,11610,13440,20233,11692
12/8/2020,,1,,1,1,
