date,Pinal_cume,Pinal
2020-12-01,5,
2020-12-03,6,1
2020-12-09,7,1
2020-12-16,13,6
2020-12-17,50,37
2020-12-18,84,34
2020-12-19,111,27
2020-12-20,122,11
2020-12-21,273,151
2020-12-22,523,250
2020-12-23,897,374
2020-12-24,966,69
2020-12-26,1280,314
2020-12-27,1356,76
2020-12-28,1796,440
2020-12-29,2426,630
2020-12-30,3282,856
2020-12-31,3827,545
2021-01-01,3906,79
2021-01-02,4424,518
2021-01-03,4593,169
2021-01-04,5178,585
2021-01-05,5809,631
2021-01-06,6599,790
2021-01-07,7347,748
2021-01-08,8237,890
2021-01-09,8558,321
2021-01-10,8639,81
2021-01-11,9237,598
2021-01-12,10087,850
2021-01-13,11264,1177
2021-01-14,12485,1221
2021-01-15,13594,1109
2021-01-16,14626,1032
2021-01-17,14835,209
2021-01-18,15519,684
2021-01-19,16659,1140
2021-01-20,18200,1541
2021-01-21,19813,1613
2021-01-22,21489,1676
2021-01-23,22883,1394
2021-01-24,23307,424
2021-01-25,24524,1217
2021-01-26,25890,1366
2021-01-27,27700,1810
2021-01-28,29590,1890
2021-01-29,31553,1963
2021-01-30,32939,1386
2021-01-31,33288,349
2021-02-01,35034,1746
2021-02-02,37100,2066
2021-02-03,39379,2279
2021-02-04,41692,2313
2021-02-05,44472,2780
2021-02-06,46621,2149
2021-02-07,47150,529
2021-02-08,49221,2071
2021-02-09,51668,2447
2021-02-10,54750,3082
2021-02-11,57961,3211
2021-02-12,61708,3747
2021-02-13,65262,3554
2021-02-14,65958,696
2021-02-15,67452,1494
2021-02-16,69571,2119
2021-02-17,71919,2348
2021-02-18,74394,2475
2021-02-19,76379,1985
2021-02-20,78169,1790
2021-02-21,78684,515
2021-02-22,80158,1474
2021-02-23,82122,1964
2021-02-24,84953,2831
2021-02-25,88684,3731
2021-02-26,92665,3981
2021-02-27,95040,2375
2021-02-28,95965,925
2021-03-01,99121,3156
2021-03-02,102685,3564
2021-03-03,106938,4253
2021-03-04,111146,4208
2021-03-05,114812,3666
2021-03-06,117922,3110
2021-03-07,119083,1161
2021-03-08,122210,3127
2021-03-09,125596,3386
2021-03-10,129238,3642
2021-03-11,134058,4820
2021-03-12,138389,4331
2021-03-13,141083,2694
2021-03-14,142313,1230
2021-03-15,145124,2811
2021-03-16,148613,3489
2021-03-17,152417,3804
2021-03-18,156420,4003
2021-03-19,159962,3542
2021-03-20,162414,2452
2021-03-21,163913,1499
2021-03-22,166722,2809
2021-03-23,169920,3198
2021-03-24,173995,4075
2021-03-25,178134,4139
2021-03-26,182661,4527
2021-03-27,184946,2285
2021-03-28,186861,1915
2021-03-29,190415,3554
2021-03-30,194234,3819
2021-03-31,198512,4278
2021-04-01,203019,4507
2021-04-02,205946,2927
2021-04-03,208392,2446
2021-04-04,209221,829
2021-04-05,212215,2994
2021-04-06,215824,3609
2021-04-07,219643,3819
2021-04-08,223302,3659
2021-04-09,226568,3266
2021-04-10,228873,2305
2021-04-11,230116,1243
2021-04-12,233093,2977
2021-04-13,235747,2654
2021-04-14,238738,2991
2021-04-15,241802,3064
2021-04-16,245261,3459
2021-04-17,246969,1708
2021-04-18,248275,1306
2021-04-19,251200,2925
2021-04-20,254523,3323
2021-04-21,258401,3878
2021-04-22,261331,2930
2021-04-23,263723,2392
2021-04-24,265832,2109
2021-04-25,267351,1519
2021-04-26,269786,2435
2021-04-27,272517,2731
2021-04-28,275007,2490
2021-04-29,277040,2033
2021-04-30,279208,2168
2021-05-01,280597,1389
2021-05-02,281503,906
2021-05-03,283205,1702
2021-05-04,285306,2101
2021-05-05,287384,2078
2021-05-06,289029,1645
2021-05-07,290740,1711
2021-05-08,292173,1433
2021-05-09,292810,637
2021-05-10,294230,1420
2021-05-11,295819,1589
2021-05-12,297864,2045
2021-05-13,299916,2052
2021-05-14,302017,2101
2021-05-15,303583,1566
2021-05-16,304560,977
2021-05-17,306198,1638
2021-05-18,307745,1547
2021-05-19,309719,1974
2021-05-20,311451,1732
2021-05-21,313081,1630
2021-05-22,314602,1521
2021-05-23,315132,530
2021-05-24,316283,1151
2021-05-25,317532,1249
2021-05-26,318907,1375
2021-05-27,320170,1263
2021-05-28,321676,1506
2021-05-29,322403,727
2021-05-30,322809,406
2021-05-31,323063,254
2021-06-01,324238,1175
2021-06-02,325390,1152
2021-06-03,326516,1126
2021-06-04,327867,1351
2021-06-05,328930,1063
2021-06-06,329404,474
2021-06-07,330403,999
2021-06-08,331345,942
2021-06-09,332554,1209
2021-06-10,333650,1096
2021-06-11,334923,1273
2021-06-12,335837,914
2021-06-13,336306,469
2021-06-14,337224,918
2021-06-15,338155,931
2021-06-16,339019,864
2021-06-17,340025,1006
2021-06-18,341230,1205
2021-06-19,341912,682
2021-06-20,342305,393
2021-06-21,343027,722
2021-06-22,343804,777
2021-06-23,344748,944
2021-06-24,345505,757
2021-06-25,346471,966
2021-06-26,347007,536
2021-06-27,347442,435
2021-06-28,348083,641
2021-06-29,348818,735
2021-06-30,349572,754
2021-07-01,350285,713
2021-07-02,351126,841
2021-07-03,351690,564
2021-07-04,351807,117
2021-07-05,352415,608
2021-07-06,353081,666
2021-07-07,353767,686
2021-07-08,354427,660
2021-07-09,355205,778
2021-07-10,355666,461
2021-07-11,355905,239
2021-07-12,356582,677
2021-07-13,357272,690
2021-07-14,357869,597
2021-07-15,358451,582
2021-07-16,359248,797
2021-07-17,359833,585
2021-07-18,360227,394
2021-07-19,360971,744
2021-07-20,361741,770
2021-07-21,362667,926
2021-07-22,363471,804
2021-07-23,364498,1027
2021-07-24,365244,746
2021-07-25,365764,520
2021-07-26,366599,835
2021-07-27,367416,817
2021-07-28,368360,944
2021-07-29,369223,863
2021-07-30,370405,1182
2021-07-31,371218,813
2021-08-01,371727,509
2021-08-02,372548,821
2021-08-03,373367,819
2021-08-04,374274,907
2021-08-05,375173,899
2021-08-06,376444,1271
2021-08-07,377261,817
2021-08-08,377736,475
2021-08-09,378677,941
2021-08-10,379556,879
2021-08-11,380447,891
2021-08-12,381399,952
2021-08-13,382659,1260
2021-08-14,383617,958
2021-08-15,384182,565
2021-08-16,385347,1165
2021-08-17,386409,1062
2021-08-18,387611,1202
2021-08-19,388552,941
2021-08-20,389828,1276
2021-08-21,390693,865
2021-08-22,391285,592
2021-08-23,392475,1190
2021-08-24,393459,984
2021-08-25,394508,1049
2021-08-26,395361,853
2021-08-27,396583,1222
2021-08-28,397452,869
2021-08-29,397982,530
2021-08-30,398986,1004
2021-08-31,399873,887
2021-09-01,400824,951
2021-09-02,401566,742
2021-09-03,402855,1289
2021-09-04,403542,687
2021-09-05,403958,416
2021-09-06,404156,198
2021-09-07,405041,885
2021-09-08,405855,814
2021-09-09,406571,716
2021-09-10,407753,1182
2021-09-11,408579,826
2021-09-12,409018,439
2021-09-13,409981,963
2021-09-14,410824,843
2021-09-15,411471,647
2021-09-16,412187,716
2021-09-17,413262,1075
2021-09-18,413990,728
2021-09-19,414349,359
2021-09-20,414898,549
2021-09-21,415556,658
2021-09-22,416264,708
2021-09-23,416943,679
2021-09-24,418008,1065
2021-09-25,418793,785
2021-09-26,419223,430
2021-09-27,420173,950
2021-09-28,421120,947
2021-09-29,422103,983
2021-09-30,423045,942
2021-10-01,424114,1069
2021-10-02,424766,652
2021-10-03,425133,367
2021-10-04,426059,926
2021-10-05,426971,912
2021-10-06,427880,909
2021-10-07,428785,905
2021-10-08,429688,903
2021-10-09,430346,658
2021-10-10,430701,355
2021-10-11,431629,928
2021-10-12,432161,532
2021-10-13,432783,622
2021-10-14,433548,765
2021-10-15,434449,901
2021-10-16,434955,506
2021-10-17,435285,330
2021-10-18,435998,713
2021-10-19,436641,643
2021-10-20,437294,653
2021-10-21,438007,713
2021-10-22,439588,1581
2021-10-23,440617,1029
2021-10-24,441209,592
2021-10-25,442815,1606
2021-10-26,444314,1499
2021-10-27,445857,1543
2021-10-28,447527,1670
2021-10-29,449234,1707
2021-10-30,449976,742
2021-10-31,450413,437
2021-11-01,451890,1477
2021-11-02,453361,1471
2021-11-03,454744,1383
2021-11-04,456221,1477
2021-11-05,458111,1890
2021-11-06,459644,1533
2021-11-07,460159,515
2021-11-08,461784,1625
2021-11-09,463344,1560
2021-11-10,464965,1621
2021-11-11,466410,1445
2021-11-12,468184,1774
2021-11-13,469124,940
2021-11-14,469631,507
2021-11-15,471117,1486
2021-11-16,472517,1400
2021-11-17,474190,1673
2021-11-18,475848,1658
2021-11-19,477623,1775
2021-11-20,478882,1259
2021-11-21,479385,503
2021-11-22,481011,1626
2021-11-23,482840,1829
2021-11-24,484282,1442
2021-11-25,484291,9
2021-11-26,485374,1083
2021-11-27,485998,624
2021-11-28,486458,460
2021-11-29,487983,1525
2021-11-30,489715,1732
2021-12-01,491571,1856
2021-12-02,493432,1861
2021-12-03,495357,1925
2021-12-04,496263,906
2021-12-05,496787,524
2021-12-06,498531,1744
2021-12-07,500668,2137
2021-12-08,502614,1946
2021-12-09,504638,2024
2021-12-10,506683,2045
2021-12-11,507813,1130
2021-12-12,508300,487
2021-12-13,509692,1392
2021-12-14,510847,1155
2021-12-15,512350,1503
2021-12-16,514128,1778
2021-12-17,515615,1487
2021-12-18,516466,851
2021-12-19,516992,526
2021-12-20,518758,1766
2021-12-21,520302,1544
2021-12-22,521995,1693
2021-12-23,523364,1369
2021-12-24,523778,414
2021-12-25,523785,7
2021-12-26,524206,421
2021-12-27,525477,1271
2021-12-28,526945,1468
2021-12-29,528353,1408
2021-12-30,529792,1439
2021-12-31,530421,629
2022-01-01,530536,115
2022-01-02,530999,463
2022-01-03,532188,1189
2022-01-04,533486,1298
2022-01-05,534855,1369
2022-01-06,536339,1484
2022-01-07,538082,1743
2022-01-08,538955,873
2022-01-09,539365,410
2022-01-10,540378,1013
2022-01-11,541647,1269
2022-01-12,542198,551
