date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,11,6,21,15,16,
1/1/2022,739,565,713,1386,4960,759
1/10/2021,28,20,43,37,33,
1/10/2022,754,569,722,1404,4990,771
1/11/2021,28,20,43,38,36,
1/11/2022,755,570,722,1407,4990,772
1/12/2021,28,20,45,39,42,
1/12/2022,755,571,722,1408,4992,772
1/13/2021,56,48,82,82,66,
1/14/2021,57,48,82,83,71,1
1/15/2021,59,49,82,83,74,1
1/16/2021,59,50,82,84,75,1
1/17/2021,59,50,82,84,77,1
1/18/2021,60,51,82,87,84,1
1/19/2021,60,51,82,87,89,1
1/2/2021,11,6,21,15,16,
1/2/2022,739,565,713,1386,4961,761
1/20/2021,67,55,90,108,105,1
1/21/2021,67,55,91,111,112,1
1/22/2021,67,58,91,111,112,1
1/23/2021,68,59,91,111,115,1
1/24/2021,68,59,91,112,115,1
1/25/2021,69,61,92,114,139,1
1/26/2021,71,61,92,116,160,1
1/27/2021,72,61,95,118,521,1
1/28/2021,75,64,98,124,906,1
1/29/2021,76,64,99,125,926,1
1/3/2021,11,6,21,15,16,
1/3/2022,742,566,714,1388,4967,761
1/30/2021,77,66,99,125,931,1
1/31/2021,77,66,99,126,939,1
1/4/2021,11,8,21,16,16,
1/4/2022,742,566,714,1389,4971,764
1/5/2021,11,8,21,16,18,
1/5/2022,744,566,714,1391,4974,767
1/6/2021,17,12,29,26,21,
1/6/2022,746,566,717,1400,4983,767
1/7/2021,28,20,43,37,33,
1/7/2022,747,567,719,1401,4986,767
1/8/2021,28,20,43,37,33,
1/8/2022,749,567,720,1402,4987,768
1/9/2021,28,20,43,37,33,
1/9/2022,750,567,720,1402,4987,768
10/1/2021,600,475,638,1230,4552,434
10/10/2021,627,485,649,1241,4571,459
10/11/2021,629,486,650,1242,4575,460
10/12/2021,629,488,650,1245,4578,465
10/13/2021,633,491,653,1248,4578,467
10/14/2021,636,492,654,1249,4578,469
10/15/2021,637,492,654,1250,4579,469
10/16/2021,641,492,655,1250,4579,469
10/17/2021,645,493,656,1250,4579,470
10/18/2021,647,493,658,1251,4580,477
10/19/2021,647,493,659,1252,4582,482
10/2/2021,600,475,639,1230,4553,435
10/20/2021,650,497,660,1254,4584,483
10/21/2021,650,499,661,1256,4591,483
10/22/2021,651,501,662,1256,4597,485
10/23/2021,654,501,662,1257,4597,485
10/24/2021,655,501,663,1258,4598,485
10/25/2021,655,501,663,1258,4601,489
10/26/2021,655,503,663,1260,4614,497
10/27/2021,657,509,665,1265,4621,502
10/28/2021,658,509,665,1265,4623,502
10/29/2021,660,510,666,1267,4626,506
10/3/2021,601,475,639,1230,4553,435
10/30/2021,660,510,666,1268,4628,506
10/31/2021,660,511,666,1268,4629,506
10/4/2021,601,475,639,1230,4556,444
10/5/2021,601,475,639,1231,4558,447
10/6/2021,607,479,641,1232,4563,449
10/7/2021,625,485,649,1238,4567,458
10/8/2021,625,485,649,1240,4570,459
10/9/2021,627,485,649,1241,4571,459
11/1/2021,661,513,666,1268,4631,508
11/10/2021,684,524,673,1280,4670,523
11/11/2021,684,524,673,1280,4679,525
11/12/2021,684,525,673,1280,4685,526
11/13/2021,684,525,673,1280,4686,527
11/14/2021,684,525,673,1280,4687,527
11/15/2021,685,526,674,1282,4690,549
11/16/2021,687,526,675,1283,4702,551
11/17/2021,694,531,677,1290,4712,587
11/18/2021,696,532,679,1291,4716,587
11/19/2021,697,533,681,1294,4721,591
11/2/2021,665,514,666,1269,4637,509
11/20/2021,697,534,683,1294,4724,591
11/21/2021,698,534,683,1294,4725,591
11/22/2021,698,534,683,1295,4727,600
11/23/2021,699,536,683,1296,4729,608
11/24/2021,700,539,685,1297,4730,630
11/25/2021,700,539,685,1297,4730,630
11/26/2021,700,539,685,1297,4732,631
11/27/2021,700,540,685,1297,4734,632
11/28/2021,701,540,686,1297,4737,632
11/29/2021,702,540,686,1298,4744,635
11/3/2021,669,514,667,1271,4642,509
11/30/2021,705,540,686,1298,4745,640
11/4/2021,674,518,673,1276,4650,513
11/5/2021,674,519,673,1276,4655,514
11/6/2021,674,519,673,1277,4656,515
11/7/2021,674,519,673,1277,4656,515
11/8/2021,677,519,673,1277,4659,518
11/9/2021,681,522,673,1277,4664,520
12/1/2021,707,540,689,1303,4764,652
12/10/2021,722,550,700,1335,4833,721
12/11/2021,723,550,701,1335,4835,721
12/12/2021,723,550,701,1335,4836,722
12/13/2021,723,553,702,1341,4847,725
12/14/2021,723,556,703,1347,4854,727
12/15/2021,725,557,703,1350,4862,732
12/16/2021,725,559,703,1352,4867,733
12/17/2021,725,559,703,1354,4874,734
12/18/2021,725,559,703,1355,4874,734
12/19/2021,726,560,703,1355,4875,734
12/2/2021,709,544,693,1307,4774,652
12/20/2021,729,561,703,1357,4883,736
12/21/2020,1,1,2,,6,
12/21/2021,731,562,703,1362,4894,741
12/22/2020,5,3,7,4,10,
12/22/2021,733,562,704,1366,4909,745
12/23/2020,7,5,10,7,13,
12/23/2021,733,562,705,1369,4922,745
12/24/2020,7,5,10,7,13,
12/24/2021,734,562,705,1371,4926,745
12/25/2020,7,5,10,7,13,
12/25/2021,734,562,705,1371,4926,745
12/26/2020,7,5,10,7,13,
12/26/2021,735,562,706,1371,4928,746
12/27/2020,7,5,10,7,13,
12/27/2021,735,565,709,1371,4933,747
12/28/2020,7,6,11,8,13,
12/28/2021,736,565,711,1374,4940,751
12/29/2020,8,6,12,8,13,
12/29/2021,738,565,712,1378,4947,759
12/3/2021,712,544,693,1315,4782,654
12/30/2020,11,6,19,12,16,
12/30/2021,738,565,713,1384,4960,759
12/31/2020,11,6,21,15,16,
12/31/2021,739,565,713,1386,4960,759
12/4/2021,714,544,694,1317,4788,654
12/5/2021,715,544,695,1320,4788,654
12/6/2021,719,546,697,1325,4799,655
12/7/2021,719,546,698,1329,4809,691
12/8/2021,720,547,698,1330,4815,718
12/9/2021,720,550,698,1333,4822,718
2/1/2021,77,68,100,127,957,1
2/10/2021,90,86,113,181,1875,2
