date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,412,429,648,446,6
1/1/2022,12483,8858,11426,21262,58992,6295
1/10/2021,565,701,797,1122,985,10
1/10/2022,12655,8960,11508,21407,59194,6453
1/11/2021,574,709,806,1138,1013,11
1/11/2022,12677,8970,11515,21419,59216,6474
1/12/2021,593,733,836,1184,1105,11
1/12/2022,12683,8976,11518,21424,59221,6482
1/13/2021,638,781,923,1277,1298,12
1/14/2021,671,826,978,1349,1413,14
1/15/2021,686,838,990,1369,1463,14
1/16/2021,707,870,1034,1415,1610,16
1/17/2021,709,872,1037,1421,1626,17
1/18/2021,717,875,1052,1444,1784,19
1/19/2021,751,927,1106,1523,1940,20
1/2/2021,331,445,452,679,458,6
1/2/2022,12494,8865,11437,21271,58998,6305
1/20/2021,793,975,1173,1614,2226,20
1/21/2021,915,1133,1348,1855,2931,20
1/22/2021,1050,1267,1523,2107,3874,21
1/23/2021,1090,1324,1577,2214,5022,24
1/24/2021,1106,1341,1599,2289,6223,25
1/25/2021,1129,1365,1630,2368,6868,25
1/26/2021,1140,1376,1660,2411,7232,25
1/27/2021,1213,1431,1734,2594,8501,26
1/28/2021,1261,1503,1840,2797,9897,33
1/29/2021,1339,1562,1939,2968,11146,38
1/3/2021,331,447,452,681,460,6
1/3/2022,12522,8878,11447,21291,59030,6319
1/30/2021,1386,1589,1997,3055,11783,38
1/31/2021,1424,1614,2046,3144,12493,40
1/4/2021,340,451,462,693,466,6
1/4/2022,12540,8884,11455,21311,59058,6339
1/5/2021,347,460,478,712,489,6
1/5/2022,12567,8895,11467,21332,59085,6359
1/6/2021,355,467,489,739,526,7
1/6/2022,12592,8909,11477,21344,59115,6385
1/7/2021,438,566,632,878,725,8
1/7/2022,12622,8931,11490,21364,59153,6414
1/8/2021,531,671,759,1082,937,10
1/8/2022,12636,8936,11496,21376,59164,6427
1/9/2021,564,700,796,1122,982,10
1/9/2022,12647,8941,11504,21385,59170,6436
10/1/2021,10997,7981,10420,19609,55153,4483
10/10/2021,11147,8051,10496,19689,55290,4524
10/11/2021,11163,8062,10499,19703,55319,4530
10/12/2021,11175,8065,10506,19713,55331,4541
10/13/2021,11189,8071,10512,19724,55343,4556
10/14/2021,11206,8083,10521,19741,55365,4560
10/15/2021,11225,8090,10529,19753,55385,4567
10/16/2021,11237,8095,10533,19758,55394,4577
10/17/2021,11252,8103,10542,19763,55400,4580
10/18/2021,11267,8110,10547,19769,55412,4585
10/19/2021,11288,8120,10552,19779,55423,4594
10/2/2021,11020,7988,10427,19620,55166,4489
10/20/2021,11304,8126,10557,19788,55449,4596
10/21/2021,11326,8136,10567,19804,55463,4602
10/22/2021,11342,8144,10579,19826,55515,4608
10/23/2021,11344,8146,10590,19836,55556,4610
10/24/2021,11348,8152,10592,19840,55577,4614
10/25/2021,11362,8158,10602,19855,55660,4620
10/26/2021,11368,8169,10611,19867,55753,4624
10/27/2021,11382,8175,10622,19886,55842,4627
10/28/2021,11405,8183,10630,19908,55933,4632
10/29/2021,11426,8194,10643,19918,56025,4638
10/3/2021,11029,7989,10428,19621,55169,4491
10/30/2021,11440,8196,10648,19924,56049,4638
10/31/2021,11444,8201,10649,19929,56072,4639
10/4/2021,11047,7998,10444,19632,55187,4494
10/5/2021,11066,8008,10453,19647,55214,4498
10/6/2021,11082,8019,10461,19656,55234,4500
10/7/2021,11099,8032,10472,19666,55252,4502
10/8/2021,11119,8040,10484,19682,55278,4519
10/9/2021,11134,8048,10492,19686,55285,4523
11/1/2021,11457,8211,10656,19946,56141,4645
11/10/2021,11614,8301,10767,20123,56745,4925
11/11/2021,11637,8310,10782,20158,56819,4999
11/12/2021,11660,8333,10799,20191,56926,5062
11/13/2021,11669,8348,10807,20203,56958,5073
11/14/2021,11680,8353,10816,20212,56982,5080
11/15/2021,11699,8368,10827,20239,57046,5106
11/16/2021,11718,8382,10839,20258,57125,5192
11/17/2021,11738,8398,10849,20281,57210,5283
11/18/2021,11766,8415,10869,20307,57315,5325
11/19/2021,11793,8433,10885,20338,57391,5343
11/2/2021,11475,8221,10667,19963,56208,4650
11/20/2021,11805,8441,10894,20357,57428,5359
11/21/2021,11815,8444,10904,20368,57458,5365
11/22/2021,11837,8458,10919,20403,57528,5413
11/23/2021,11859,8473,10946,20429,57593,5492
11/24/2021,11883,8483,10962,20457,57647,5519
11/25/2021,11883,8483,10962,20457,57647,5519
11/26/2021,11898,8497,10973,20468,57670,5533
11/27/2021,11912,8506,10984,20480,57701,5549
11/28/2021,11923,8515,10993,20495,57720,5556
11/29/2021,11930,8525,11006,20524,57784,5579
11/3/2021,11488,8232,10681,19984,56271,4656
11/30/2021,11950,8539,11021,20556,57836,5614
11/4/2021,11507,8241,10692,20004,56342,4682
11/5/2021,11526,8252,10712,20033,56438,4729
11/6/2021,11537,8260,10725,20050,56482,4742
11/7/2021,11549,8269,10731,20056,56507,4750
11/8/2021,11563,8281,10745,20085,56583,4796
11/9/2021,11595,8290,10755,20103,56676,4873
12/1/2020,,,,,2,
12/1/2021,11977,8555,11038,20588,57915,5636
12/10/2020,1,,,,2,
12/10/2021,12147,8667,11190,20875,58369,5872
12/11/2020,1,,,,2,
12/11/2021,12158,8674,11198,20885,58382,5883
12/12/2020,1,,,,3,
12/12/2021,12170,8681,11206,20890,58408,5886
12/13/2020,1,,,,3,
12/13/2021,12193,8695,11224,20922,58446,5913
12/14/2020,1,,,,3,
12/14/2021,12203,8705,11237,20940,58477,5943
12/15/2020,1,,,,3,
12/15/2021,12233,8710,11247,20967,58522,5960
12/16/2020,1,1,1,1,3,
12/16/2021,12256,8726,11259,20991,58557,5981
12/17/2020,1,1,2,1,6,
12/17/2021,12270,8734,11276,21013,58598,6014
12/18/2020,1,1,2,1,6,
12/18/2021,12282,8744,11288,21029,58618,6022
12/19/2020,2,1,2,1,8,
