date,Arizona_cume,Arizona
2020-12-01 00:00:00,197,
2020-12-02 00:00:00,216,19
2020-12-03 00:00:00,236,20
2020-12-04 00:00:00,244,8
2020-12-05 00:00:00,246,2
2020-12-06 00:00:00,248,2
2020-12-07 00:00:00,265,17
2020-12-08 00:00:00,276,11
2020-12-09 00:00:00,294,18
2020-12-10 00:00:00,313,19
2020-12-11 00:00:00,329,16
2020-12-12 00:00:00,340,11
2020-12-13 00:00:00,348,8
2020-12-14 00:00:00,371,23
2020-12-15 00:00:00,450,79
2020-12-16 00:00:00,1072,622
2020-12-17 00:00:00,4269,3197
2020-12-18 00:00:00,7958,3689
2020-12-19 00:00:00,10528,2570
2020-12-20 00:00:00,11586,1058
2020-12-21 00:00:00,17145,5559
2020-12-22 00:00:00,24976,7831
2020-12-23 00:00:00,34831,9855
2020-12-24 00:00:00,38703,3872
2020-12-25 00:00:00,38848,145
2020-12-26 00:00:00,45400,6552
2020-12-27 00:00:00,48068,2668
2020-12-28 00:00:00,57560,9492
2020-12-29 00:00:00,70872,13312
2020-12-30 00:00:00,86001,15129
2020-12-31 00:00:00,94021,8020
2021-01-01 00:00:00,96223,2202
2021-01-02 00:00:00,103922,7699
2021-01-03 00:00:00,107163,3241
2021-01-04 00:00:00,116035,8872
2021-01-05 00:00:00,125231,9196
2021-01-06 00:00:00,137423,12192
2021-01-07 00:00:00,150267,12844
2021-01-08 00:00:00,162441,12174
2021-01-09 00:00:00,170429,7988
2021-01-10 00:00:00,173727,3298
2021-01-11 00:00:00,189660,15933
2021-01-12 00:00:00,213035,23375
2021-01-13 00:00:00,238536,25501
2021-01-14 00:00:00,263467,24931
2021-01-15 00:00:00,288871,25404
2021-01-16 00:00:00,304739,15868
2021-01-17 00:00:00,314139,9400
2021-01-18 00:00:00,333327,19188
2021-01-19 00:00:00,360690,27363
2021-01-20 00:00:00,393092,32402
2021-01-21 00:00:00,428523,35431
2021-01-22 00:00:00,467008,38485
2021-01-23 00:00:00,495883,28875
2021-01-24 00:00:00,512188,16305
2021-01-25 00:00:00,542273,30085
2021-01-26 00:00:00,579535,37262
2021-01-27 00:00:00,619864,40329
2021-01-28 00:00:00,660296,40432
2021-01-29 00:00:00,700644,40348
2021-01-30 00:00:00,727101,26457
2021-01-31 00:00:00,738850,11749
2021-02-01 00:00:00,772222,33372
2021-02-02 00:00:00,811779,39557
2021-02-03 00:00:00,856252,44473
2021-02-04 00:00:00,903694,47442
2021-02-05 00:00:00,948490,44796
2021-02-06 00:00:00,987634,39144
2021-02-07 00:00:00,1004129,16495
2021-02-08 00:00:00,1043575,39446
2021-02-09 00:00:00,1088370,44795
2021-02-10 00:00:00,1140003,51633
2021-02-11 00:00:00,1192389,52386
2021-02-12 00:00:00,1254927,62538
2021-02-13 00:00:00,1301454,46527
2021-02-14 00:00:00,1318997,17543
2021-02-15 00:00:00,1351045,32048
2021-02-16 00:00:00,1396315,45270
2021-02-17 00:00:00,1444206,47891
2021-02-18 00:00:00,1490103,45897
2021-02-19 00:00:00,1533796,43693
2021-02-20 00:00:00,1569564,35768
2021-02-21 00:00:00,1584853,15289
2021-02-22 00:00:00,1614047,29194
2021-02-23 00:00:00,1658992,44945
2021-02-24 00:00:00,1716808,57816
2021-02-25 00:00:00,1778061,61253
2021-02-26 00:00:00,1845909,67848
2021-02-27 00:00:00,1898012,52103
2021-02-28 00:00:00,1924223,26211
2021-03-01 00:00:00,1974602,50379
2021-03-02 00:00:00,2026471,51869
2021-03-03 00:00:00,2086065,59594
2021-03-04 00:00:00,2145475,59410
2021-03-05 00:00:00,2205977,60502
2021-03-06 00:00:00,2252085,46108
2021-03-07 00:00:00,2278455,26370
2021-03-08 00:00:00,2330680,52225
2021-03-09 00:00:00,2388603,57923
2021-03-10 00:00:00,2457575,68972
2021-03-11 00:00:00,2530041,72466
2021-03-12 00:00:00,2604600,74559
2021-03-13 00:00:00,2657839,53239
2021-03-14 00:00:00,2686934,29095
2021-03-15 00:00:00,2736075,49141
2021-03-16 00:00:00,2792288,56213
2021-03-17 00:00:00,2856543,64255
2021-03-18 00:00:00,2922084,65541
2021-03-19 00:00:00,2983810,61726
2021-03-20 00:00:00,3031909,48099
2021-03-21 00:00:00,3063979,32070
2021-03-22 00:00:00,3109008,45029
2021-03-23 00:00:00,3159197,50189
2021-03-24 00:00:00,3224127,64930
2021-03-25 00:00:00,3297228,73101
2021-03-26 00:00:00,3369265,72037
2021-03-27 00:00:00,3423472,54207
2021-03-28 00:00:00,3462338,38866
2021-03-29 00:00:00,3525221,62883
2021-03-30 00:00:00,3594046,68825
2021-03-31 00:00:00,3672948,78902
2021-04-01 00:00:00,3752818,79870
2021-04-02 00:00:00,3823241,70423
2021-04-03 00:00:00,3873563,50322
2021-04-04 00:00:00,3894871,21308
2021-04-05 00:00:00,3954446,59575
2021-04-06 00:00:00,4021700,67254
2021-04-07 00:00:00,4098091,76391
2021-04-08 00:00:00,4175991,77900
2021-04-09 00:00:00,4247755,71764
2021-04-10 00:00:00,4297573,49818
2021-04-11 00:00:00,4328848,31275
2021-04-12 00:00:00,4382111,53263
2021-04-13 00:00:00,4432906,50795
2021-04-14 00:00:00,4493628,60722
2021-04-15 00:00:00,4558742,65114
2021-04-16 00:00:00,4622413,63671
2021-04-17 00:00:00,4665640,43227
2021-04-18 00:00:00,4695736,30096
2021-04-19 00:00:00,4749084,53348
2021-04-20 00:00:00,4804477,55393
2021-04-21 00:00:00,4867124,62647
2021-04-22 00:00:00,4930227,63103
2021-04-23 00:00:00,4989169,58942
2021-04-24 00:00:00,5029281,40112
2021-04-25 00:00:00,5055137,25856
2021-04-26 00:00:00,5102262,47125
2021-04-27 00:00:00,5152049,49787
2021-04-28 00:00:00,5202396,50347
2021-04-29 00:00:00,5248826,46430
2021-04-30 00:00:00,5294675,45849
2021-05-01 00:00:00,5322531,27856
