date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,641,730,566,433,357,3
1/10/2021,1156,1138,939,788,709,15
1/11/2021,1228,1222,1016,840,775,16
1/12/2021,1335,1308,1089,923,972,17
1/13/2021,1397,1373,1169,999,1230,18
1/14/2021,1497,1459,1262,1086,1500,18
1/15/2021,1612,1555,1340,1180,2241,19
1/16/2021,1623,1571,1356,1203,2344,19
1/17/2021,1629,1579,1364,1207,2351,19
1/18/2021,1696,1652,1419,1260,2416,22
1/19/2021,1784,1717,1483,1338,2673,23
1/2/2021,667,746,574,448,367,3
1/20/2021,2038,1991,1808,1626,2886,28
1/21/2021,2187,2103,1909,1726,3094,29
1/22/2021,2282,2180,2004,1840,3430,30
1/23/2021,2327,2213,2038,1878,3628,33
1/24/2021,2332,2216,2038,1879,3646,33
1/25/2021,2381,2267,2101,1980,3951,34
1/26/2021,2444,2319,2157,2063,4312,37
1/27/2021,2698,2460,2308,2223,4692,40
1/28/2021,2892,2584,2437,2382,5096,46
1/29/2021,2991,2666,2518,2490,5435,50
1/3/2021,667,747,574,449,369,3
1/30/2021,3052,2710,2545,2528,5553,58
1/31/2021,3062,2712,2546,2533,5577,58
1/4/2021,737,822,633,518,430,4
1/5/2021,824,892,687,583,496,8
1/6/2021,906,939,742,635,561,10
1/7/2021,1022,1023,829,703,660,11
1/8/2021,1142,1130,927,768,699,15
1/9/2021,1156,1137,937,785,707,15
10/1/2021,22328,11735,11030,12798,18937,8542
10/10/2021,22430,11775,11075,12823,18970,8596
10/2/2021,22337,11735,11031,12798,18942,8546
10/3/2021,22346,11735,11033,12800,18943,8553
10/4/2021,22360,11736,11037,12807,18949,8557
10/5/2021,22372,11739,11040,12811,18954,8562
10/6/2021,22394,11755,11051,12816,18959,8573
10/7/2021,22401,11762,11058,12820,18961,8579
10/8/2021,22416,11772,11072,12822,18964,8587
10/9/2021,22425,11775,11074,12823,18969,8594
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,3,,2,1,
12/16/2020,25,42,32,23,14,
12/17/2020,53,76,62,48,19,
12/18/2020,100,134,107,79,38,
12/19/2020,110,147,114,93,39,
12/2/2020,,1,,1,,
12/20/2020,111,148,114,93,41,
12/21/2020,113,149,116,94,42,
12/22/2020,120,169,129,105,47,1
12/23/2020,177,274,206,142,70,2
12/24/2020,258,374,277,198,83,2
12/25/2020,284,402,297,218,88,2
12/26/2020,302,426,311,228,90,2
12/27/2020,329,449,325,240,93,2
12/28/2020,384,508,369,270,105,3
12/29/2020,448,583,415,319,200,3
12/3/2020,,1,,1,,
12/30/2020,548,669,490,381,302,3
12/31/2020,601,711,539,416,352,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3119,2775,2607,2642,6025,58
2/10/2021,5000,3642,3567,3936,9999,228
2/11/2021,5146,3760,3693,4113,10634,237
2/12/2021,5568,4063,3987,4501,11362,295
2/13/2021,5978,4281,4167,4698,11871,335
2/14/2021,5988,4284,4171,4702,11899,335
2/15/2021,6122,4414,4284,4820,12226,344
2/16/2021,6288,4569,4437,5008,12639,355
2/17/2021,6883,4915,4716,5276,12983,665
2/18/2021,6948,4975,4796,5373,13079,670
2/19/2021,7072,5045,4879,5484,13160,684
2/2/2021,3164,2812,2642,2694,6428,60
2/20/2021,7311,5149,4991,5570,13221,705
2/21/2021,7314,5152,4994,5573,13228,706
2/22/2021,7346,5174,5014,5617,13256,708
2/23/2021,7373,5192,5051,5665,13313,710
2/24/2021,7666,5401,5238,5885,13535,728
2/25/2021,7924,5594,5411,6078,13823,756
2/26/2021,8225,5812,5639,6293,14092,779
2/27/2021,8320,5887,5713,6364,14175,787
2/28/2021,8329,5892,5719,6371,14203,788
2/3/2021,3527,2943,2786,2866,6930,71
2/4/2021,3961,3090,2934,3052,7564,88
2/5/2021,4064,3180,3038,3201,8173,91
2/6/2021,4410,3396,3319,3569,8507,192
2/7/2021,4419,3399,3326,3577,8552,193
2/8/2021,4624,3447,3392,3681,8890,206
2/9/2021,4680,3490,3427,3760,9235,209
3/1/2021,8593,6092,5922,6571,14394,803
3/10/2021,9840,6786,6567,7875,15195,1027
3/11/2021,10025,6886,6680,8103,15349,1044
3/12/2021,10166,6958,6760,8264,15470,1054
3/13/2021,10195,6972,6779,8326,15522,1056
3/14/2021,10203,6976,6784,8347,15532,1056
3/15/2021,10294,7005,6820,8487,15639,1064
3/16/2021,10538,7144,6946,8685,15748,1119
3/17/2021,10784,7250,7058,8877,15898,1153
3/18/2021,10965,7371,7172,8982,15972,1174
3/19/2021,11139,7478,7282,9117,16054,1190
3/2/2021,8998,6318,6131,6802,14570,867
3/20/2021,11226,7543,7335,9190,16099,1198
3/21/2021,11248,7546,7337,9202,16112,1200
3/22/2021,11375,7644,7444,9280,16163,1221
3/23/2021,11717,7779,7547,9386,16227,1280
3/24/2021,12007,7852,7609,9466,16302,1327
3/25/2021,12353,7983,7722,9569,16360,1370
3/26/2021,12569,8040,7780,9646,16404,1428
3/27/2021,12786,8093,7822,9691,16429,1476
3/28/2021,12830,8112,7842,9701,16435,1483
3/29/2021,13067,8165,7911,9775,16470,1551
3/3/2021,9121,6392,6191,6949,14680,894
3/30/2021,13308,8232,7984,9856,16528,1614
3/31/2021,13672,8357,8097,9960,16600,1694
3/4/2021,9239,6457,6250,7113,14749,905
3/5/2021,9432,6574,6369,7301,14860,976
3/6/2021,9540,6632,6422,7370,14896,989
3/7/2021,9544,6633,6423,7393,14910,990
3/8/2021,9634,6680,6458,7556,14984,996
3/9/2021,9726,6740,6527,7729,15089,1014
4/1/2021,13994,8439,8194,10042,16710,1731
4/10/2021,15493,9059,8770,10655,17216,2051
4/11/2021,15522,9065,8775,10664,17221,2060
4/12/2021,15637,9094,8802,10694,17252,2071
4/13/2021,15734,9129,8837,10727,17283,2082
4/14/2021,15866,9182,8876,10774,17319,2108
4/15/2021,16009,9225,8904,10819,17365,2128
4/16/2021,16142,9281,8952,10868,17438,2167
4/17/2021,16184,9316,8987,10900,17472,2179
4/18/2021,16197,9320,8993,10903,17477,2181
4/19/2021,16332,9339,9014,10940,17502,2308
4/2/2021,14293,8546,8314,10170,16791,1812
4/20/2021,16433,9364,9046,10974,17536,2360
4/21/2021,16554,9418,9098,11032,17579,2414
4/22/2021,16665,9448,9147,11076,17611,2455
4/23/2021,16796,9499,9182,11121,17647,2551
4/24/2021,16851,9525,9212,11138,17662,2574
4/25/2021,16878,9530,9224,11145,17669,2586
4/26/2021,16936,9547,9241,11169,17681,2601
4/27/2021,17006,9572,9270,11193,17701,2617
4/28/2021,17156,9616,9323,11235,17742,2648
4/29/2021,17245,9644,9344,11268,17765,2669
4/3/2021,14356,8578,8348,10208,16827,1829
4/30/2021,17349,9670,9381,11314,17806,2690
4/4/2021,14374,8582,8355,10213,16839,1836
4/5/2021,14554,8652,8418,10266,16897,1861
4/6/2021,14781,8736,8499,10356,16983,1888
4/7/2021,14968,8817,8563,10456,17047,1920
4/8/2021,15169,8910,8658,10531,17130,1952
4/9/2021,15387,9007,8730,10620,17200,1989
5/1/2021,17400,9689,9387,11320,17820,2704
5/10/2021,17889,9863,9539,11473,17934,2843
5/11/2021,17938,9871,9560,11486,17946,2859
5/12/2021,17997,9891,9584,11509,17961,2897
5/13/2021,18056,9916,9611,11532,17980,3200
5/14/2021,18139,9950,9635,11565,18005,3636
5/15/2021,18178,9969,9650,11581,18020,3786
5/16/2021,18196,9977,9655,11587,18023,3803
5/17/2021,18268,10008,9675,11610,18037,3947
5/18/2021,18331,10030,9696,11620,18054,4015
5/19/2021,18411,10066,9726,11643,18083,4257
5/2/2021,17428,9694,9391,11329,17824,2711
5/20/2021,18464,10090,9740,11657,18097,4355
5/21/2021,18521,10117,9759,11674,18112,4537
5/22/2021,18572,10133,9773,11683,18118,4651
5/23/2021,18583,10137,9779,11688,18119,4664
5/24/2021,18627,10148,9789,11703,18126,4708
5/25/2021,18682,10163,9805,11714,18130,4734
5/26/2021,18771,10185,9827,11726,18151,4837
5/27/2021,18813,10201,9843,11745,18158,4876
5/28/2021,18860,10221,9861,11756,18168,4989
5/29/2021,18893,10229,9867,11760,18174,5013
5/3/2021,17476,9711,9412,11340,17828,2725
5/30/2021,18902,10232,9872,11761,18178,5020
5/31/2021,18903,10234,9872,11763,18180,5020
5/4/2021,17553,9745,9429,11367,17843,2747
5/5/2021,17626,9783,9450,11391,17865,2769
5/6/2021,17684,9801,9478,11407,17887,2789
5/7/2021,17787,9830,9505,11435,17902,2811
5/8/2021,17813,9841,9521,11455,17908,2828
5/9/2021,17839,9845,9526,11458,17910,2834
6/1/2021,18947,10249,9882,11779,18185,5036
6/10/2021,19251,10372,9981,11869,18252,5451
6/11/2021,19307,10394,9994,11880,18264,5534
6/12/2021,19324,10401,10001,11883,18269,5545
6/13/2021,19327,10402,10005,11889,18270,5545
6/14/2021,19367,10413,10016,11901,18278,5581
6/15/2021,19396,10417,10026,11908,18284,5603
6/16/2021,19441,10427,10039,11915,18289,5674
6/17/2021,19476,10443,10047,11929,18293,5714
6/18/2021,19523,10453,10063,11942,18303,5747
6/19/2021,19540,10457,10070,11946,18308,5766
6/2/2021,18983,10277,9897,11797,18195,5122
6/20/2021,19550,10463,10071,11947,18310,5775
6/21/2021,19579,10466,10077,11955,18312,5803
6/22/2021,19598,10472,10084,11960,18321,5819
6/23/2021,19647,10481,10099,11965,18323,5867
6/24/2021,19672,10486,10111,11969,18331,5887
6/25/2021,19708,10498,10118,11980,18335,5926
6/26/2021,19718,10500,10122,11986,18336,5933
6/27/2021,19726,10504,10124,11987,18337,5942
6/28/2021,19751,10515,10138,11998,18339,5979
6/29/2021,19778,10527,10144,12006,18341,5998
6/3/2021,19022,10288,9907,11810,18204,5157
6/30/2021,19806,10537,10154,12024,18352,6054
6/4/2021,19068,10305,9923,11828,18210,5235
6/5/2021,19103,10315,9934,11831,18216,5268
6/6/2021,19111,10316,9937,11832,18216,5281
6/7/2021,19134,10324,9951,11839,18222,5318
6/8/2021,19172,10336,9962,11846,18229,5335
6/9/2021,19223,10357,9971,11858,18241,5409
7/1/2021,19826,10549,10163,12029,18357,6072
7/10/2021,20008,10645,10241,12098,18407,6348
7/11/2021,20013,10646,10243,12101,18408,6351
7/12/2021,20042,10661,10252,12112,18414,6380
7/13/2021,20056,10669,10259,12115,18417,6402
7/14/2021,20078,10682,10269,12122,18425,6439
7/15/2021,20119,10698,10281,12140,18431,6476
7/16/2021,20152,10715,10301,12147,18441,6535
7/17/2021,20166,10721,10306,12152,18443,6557
7/18/2021,20174,10726,10308,12155,18443,6558
7/19/2021,20196,10735,10313,12167,18449,6607
7/2/2021,19855,10566,10176,12037,18365,6120
7/20/2021,20239,10761,10328,12176,18454,6633
7/21/2021,20267,10778,10346,12186,18466,6671
7/22/2021,20296,10795,10362,12200,18475,6699
7/23/2021,20325,10814,10375,12216,18478,6756
7/24/2021,20361,10821,10383,12223,18484,6771
7/25/2021,20371,10828,10390,12229,18485,6781
7/26/2021,20408,10842,10403,12241,18501,6840
7/27/2021,20432,10855,10416,12254,18509,6875
7/28/2021,20462,10874,10433,12273,18520,6951
7/29/2021,20510,10902,10449,12283,18531,6993
7/3/2021,19871,10577,10184,12042,18368,6132
7/30/2021,20566,10923,10464,12298,18538,7045
7/31/2021,20603,10929,10478,12301,18545,7071
7/4/2021,19873,10578,10184,12043,18369,6132
7/5/2021,19887,10587,10187,12052,18378,6142
7/6/2021,19909,10595,10194,12060,18385,6165
7/7/2021,19932,10607,10207,12073,18392,6216
