date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,7,1
1/16/2021,14,7
1/17/2021,160,146
1/18/2021,301,141
1/19/2021,517,216
1/2/2021,565,48
1/20/2021,569,4
1/21/2021,572,3
1/22/2021,609,37
1/23/2021,911,302
1/24/2021,1259,348
1/25/2021,1369,110
1/26/2021,1441,72
1/27/2021,1526,85
1/28/2021,1737,211
1/29/2021,2056,319
1/3/2021,2472,416
1/30/2021,2689,217
1/31/2021,2807,118
1/4/2021,2873,66
1/5/2021,2880,7
1/6/2021,3238,358
1/7/2021,3611,373
1/8/2021,4126,515
1/9/2021,4713,587
10/1/2021,5358,645
10/10/2021,5439,81
10/2/2021,5445,6
10/3/2021,5781,336
10/4/2021,6351,570
10/5/2021,6871,520
10/6/2021,7519,648
10/7/2021,8703,1184
10/8/2021,8807,104
10/9/2021,8811,4
12/1/2020,8990,179
12/10/2020,9404,414
12/12/2020,10961,1557
12/13/2020,11854,893
12/15/2020,12758,904
12/16/2020,13161,403
12/17/2020,13180,19
12/18/2020,13745,565
12/19/2020,14259,514
12/2/2020,15583,1324
12/20/2020,16833,1250
12/21/2020,17763,930
12/22/2020,18100,337
12/23/2020,18135,35
12/24/2020,19043,908
12/25/2020,19927,884
12/26/2020,21615,1688
12/27/2020,23697,2082
12/28/2020,25940,2243
12/29/2020,27541,1601
12/30/2020,27582,41
12/31/2020,28481,899
12/4/2020,29407,926
12/7/2020,32032,2625
2/1/2021,33674,1642
2/10/2021,36430,2756
2/11/2021,37943,1513
2/12/2021,37977,34
2/13/2021,39191,1214
2/14/2021,40825,1634
2/15/2021,43645,2820
2/16/2021,44791,1146
2/17/2021,46146,1355
2/18/2021,47206,1060
2/19/2021,47222,16
2/2/2021,47625,403
2/20/2021,48174,549
2/21/2021,50152,1978
2/22/2021,51839,1687
2/23/2021,53574,1735
2/24/2021,55254,1680
2/25/2021,55354,100
2/26/2021,56990,1636
2/27/2021,58811,1821
2/28/2021,60586,1775
2/3/2021,62795,2209
2/4/2021,64562,1767
2/5/2021,65431,869
2/6/2021,65528,97
2/7/2021,66500,972
2/8/2021,67425,925
2/9/2021,70310,2885
3/1/2021,72258,1948
3/10/2021,74849,2591
3/11/2021,75998,1149
3/12/2021,76056,58
3/13/2021,77407,1351
3/14/2021,79333,1926
3/15/2021,81129,1796
3/16/2021,82634,1505
3/17/2021,84275,1641
3/18/2021,85322,1047
3/19/2021,85405,83
3/2/2021,86153,748
3/20/2021,88034,1881
3/21/2021,89787,1753
3/22/2021,91776,1989
3/23/2021,93999,2223
3/24/2021,94562,563
3/25/2021,94713,151
3/26/2021,96540,1827
3/27/2021,98391,1851
3/28/2021,100243,1852
3/29/2021,101679,1436
3/3/2021,103213,1534
3/30/2021,103780,567
3/31/2021,103879,99
3/4/2021,104759,880
3/5/2021,106099,1340
3/6/2021,107164,1065
3/7/2021,108449,1285
3/8/2021,109731,1282
3/9/2021,110330,599
4/1/2021,110433,103
4/10/2021,110976,543
4/11/2021,112013,1037
4/12/2021,112915,902
4/13/2021,113844,929
4/14/2021,115005,1161
4/15/2021,115357,352
4/16/2021,115460,103
4/17/2021,116481,1021
4/18/2021,117492,1011
4/19/2021,118314,822
4/2/2021,119371,1057
4/20/2021,120515,1144
4/21/2021,120820,305
4/22/2021,120969,149
4/23/2021,121549,580
4/24/2021,122575,1026
4/25/2021,123352,777
4/26/2021,124126,774
4/27/2021,124893,767
4/28/2021,125295,402
4/29/2021,125354,59
4/3/2021,125825,471
4/30/2021,126355,530
4/4/2021,126884,529
4/5/2021,127302,418
4/6/2021,127850,548
4/7/2021,128071,221
4/8/2021,128152,81
4/9/2021,128507,355
5/1/2021,128775,268
5/10/2021,129159,384
5/11/2021,129773,614
5/12/2021,130505,732
5/13/2021,130818,313
5/14/2021,130923,105
5/15/2021,131385,462
5/16/2021,131702,317
5/17/2021,132169,467
5/18/2021,132509,340
5/19/2021,132985,476
5/2/2021,133289,304
5/20/2021,133383,94
5/21/2021,133661,278
5/22/2021,133905,244
5/23/2021,134340,435
5/24/2021,134591,251
5/25/2021,134941,350
