date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,176,184,162,190,245,5
1/10/2021,271,305,299,315,527,6
1/11/2021,278,317,307,329,574,6
1/12/2021,287,324,321,357,640,9
1/13/2021,298,333,333,374,738,9
1/14/2021,314,364,359,421,863,10
1/15/2021,423,479,466,548,992,27
1/16/2021,426,479,467,548,1047,27
1/17/2021,427,479,467,548,1049,27
1/18/2021,440,483,481,560,1127,27
1/19/2021,447,497,489,580,1180,28
1/2/2021,177,184,162,191,246,5
1/20/2021,471,508,505,601,1260,28
1/21/2021,486,516,515,624,1394,29
1/22/2021,554,572,551,665,1459,33
1/23/2021,560,583,561,672,1668,33
1/24/2021,561,583,563,672,1668,33
1/25/2021,574,594,579,690,1713,34
1/26/2021,583,600,583,703,1784,34
1/27/2021,609,614,606,720,1895,36
1/28/2021,633,644,644,749,1980,36
1/29/2021,677,676,663,783,2201,44
1/3/2021,177,184,162,191,246,5
1/30/2021,712,701,685,790,2207,47
1/31/2021,712,701,685,791,2207,47
1/4/2021,196,218,196,211,281,5
1/5/2021,208,232,212,227,335,5
1/6/2021,226,257,228,250,371,6
1/7/2021,249,272,250,267,465,6
1/8/2021,271,305,299,315,526,6
1/9/2021,271,305,299,315,527,6
10/1/2021,3729,2815,2682,3184,5125,1677
10/10/2021,3779,2847,2704,3194,5140,1700
10/11/2021,3787,2855,2705,3194,5141,1702
10/12/2021,3790,2861,2710,3195,5143,1705
10/13/2021,3795,2861,2714,3199,5144,1709
10/14/2021,3805,2866,2719,3199,5144,1711
10/15/2021,3816,2873,2724,3202,5146,1713
10/16/2021,3823,2874,2725,3203,5147,1715
10/17/2021,3825,2875,2725,3203,5147,1715
10/18/2021,3832,2885,2728,3203,5148,1717
10/19/2021,3837,2887,2731,3204,5149,1719
10/2/2021,3730,2816,2682,3184,5127,1677
10/20/2021,3841,2889,2731,3205,5149,1723
10/21/2021,3848,2896,2733,3207,5151,1729
10/22/2021,3856,2899,2735,3211,5153,1739
10/23/2021,3860,2900,2735,3212,5153,1743
10/24/2021,3861,2900,2735,3214,5153,1745
10/25/2021,3870,2901,2736,3217,5155,1746
10/26/2021,3877,2903,2737,3217,5157,1748
10/27/2021,3882,2905,2737,3217,5159,1749
10/28/2021,3892,2921,2743,3219,5161,1762
10/29/2021,3899,2923,2747,3223,5164,1768
10/3/2021,3731,2818,2682,3184,5127,1677
10/30/2021,3903,2923,2749,3224,5165,1770
10/31/2021,3904,2923,2749,3224,5165,1770
10/4/2021,3734,2827,2686,3186,5128,1680
10/5/2021,3743,2829,2689,3187,5130,1682
10/6/2021,3751,2832,2696,3188,5132,1682
10/7/2021,3765,2839,2699,3190,5135,1692
10/8/2021,3772,2844,2702,3190,5139,1697
10/9/2021,3777,2845,2703,3193,5139,1700
11/1/2021,3906,2923,2750,3224,5166,1773
11/10/2021,3951,2940,2763,3235,5187,1865
11/11/2021,3953,2941,2765,3236,5189,1874
11/12/2021,3958,2945,2768,3240,5190,1893
11/13/2021,3960,2946,2768,3240,5192,1906
11/14/2021,3961,2946,2769,3240,5194,1907
11/15/2021,3967,2948,2771,3242,5195,1918
11/16/2021,3969,2948,2771,3242,5197,1933
11/17/2021,3973,2950,2775,3245,5198,1954
11/18/2021,3977,2954,2778,3248,5201,2014
11/19/2021,3984,2960,2785,3252,5204,2065
11/2/2021,3910,2925,2750,3224,5168,1777
11/20/2021,3986,2962,2786,3252,5206,2068
11/21/2021,3992,2963,2786,3254,5207,2070
11/22/2021,4002,2967,2789,3256,5207,2080
11/23/2021,4008,2973,2791,3256,5210,2093
11/24/2021,4014,2977,2792,3257,5210,2103
11/25/2021,4014,2977,2792,3257,5210,2103
11/26/2021,4019,2977,2794,3257,5210,2109
11/3/2021,3912,2927,2750,3224,5174,1781
11/4/2021,3921,2927,2752,3225,5178,1785
11/5/2021,3933,2930,2756,3229,5179,1822
11/6/2021,3935,2932,2757,3230,5180,1826
11/7/2021,3936,2933,2758,3231,5180,1827
11/8/2021,3940,2935,2760,3231,5182,1843
11/9/2021,3947,2936,2760,3231,5184,1855
12/17/2020,23,18,10,19,9,1
12/18/2020,39,36,21,36,14,1
12/19/2020,39,36,21,36,14,1
12/20/2020,39,36,21,36,14,2
12/21/2020,54,46,30,45,18,2
12/22/2020,59,60,38,58,24,2
12/23/2020,90,91,73,82,34,2
12/24/2020,108,101,79,99,44,2
12/25/2020,108,101,79,99,44,2
12/26/2020,109,103,81,100,48,2
12/27/2020,110,103,82,100,48,2
12/28/2020,130,124,98,128,112,4
12/29/2020,151,149,122,143,180,4
12/30/2020,162,171,143,170,217,5
12/31/2020,176,182,160,190,241,5
2/1/2021,722,710,697,796,2260,48
2/10/2021,862,783,788,894,3040,64
2/11/2021,882,810,824,927,3109,66
2/12/2021,919,836,847,974,3178,72
2/13/2021,924,841,847,989,3321,72
2/14/2021,924,841,847,989,3321,72
2/15/2021,929,844,852,992,3349,72
2/16/2021,946,856,863,1010,3387,75
2/17/2021,959,868,872,1020,3432,76
2/18/2021,996,909,914,1049,3471,86
2/19/2021,1033,934,935,1074,3497,87
2/2/2021,732,718,709,807,2323,49
2/20/2021,1043,939,942,1082,3511,103
2/21/2021,1043,939,942,1082,3511,103
2/22/2021,1057,945,952,1093,3533,106
2/23/2021,1075,959,965,1110,3570,108
2/24/2021,1099,973,981,1129,3603,111
2/25/2021,1124,993,1000,1153,3653,112
2/26/2021,1132,1004,1012,1172,3687,112
2/27/2021,1138,1014,1014,1174,3690,113
2/28/2021,1138,1014,1016,1174,3698,113
2/3/2021,744,729,715,814,2456,50
2/4/2021,750,735,723,825,2550,50
2/5/2021,767,744,742,849,2625,51
2/6/2021,800,757,754,861,2816,54
2/7/2021,800,757,754,861,2816,54
2/8/2021,831,767,760,869,2874,62
2/9/2021,841,773,769,876,2947,63
3/1/2021,1160,1030,1034,1199,3723,120
3/10/2021,1318,1139,1153,1509,3929,133
3/11/2021,1338,1152,1170,1570,3959,133
3/12/2021,1404,1196,1210,1661,3992,138
3/13/2021,1410,1199,1216,1733,4009,140
3/14/2021,1411,1199,1216,1733,4011,140
3/15/2021,1423,1214,1237,1813,4074,143
3/16/2021,1429,1224,1248,1864,4103,143
3/17/2021,1450,1240,1274,1923,4148,146
3/18/2021,1472,1250,1298,1955,4183,149
3/19/2021,1504,1260,1318,1980,4202,155
3/2/2021,1188,1047,1054,1241,3747,123
3/20/2021,1507,1260,1318,1984,4208,155
3/21/2021,1508,1261,1318,1985,4209,155
3/22/2021,1537,1296,1348,1998,4221,155
3/23/2021,1579,1318,1380,2037,4237,160
3/24/2021,1623,1340,1408,2078,4266,168
3/25/2021,1658,1361,1444,2116,4287,169
3/26/2021,1700,1389,1478,2151,4310,172
3/27/2021,1736,1414,1492,2158,4320,183
3/28/2021,1736,1414,1492,2158,4321,183
3/29/2021,1751,1430,1522,2206,4337,190
3/3/2021,1226,1071,1072,1280,3804,127
3/30/2021,1773,1449,1541,2228,4355,193
3/31/2021,1807,1479,1611,2277,4375,194
3/4/2021,1254,1092,1095,1325,3832,129
3/5/2021,1260,1102,1106,1348,3844,129
3/6/2021,1267,1104,1111,1362,3850,130
3/7/2021,1268,1104,1111,1362,3851,131
3/8/2021,1278,1112,1123,1395,3877,131
3/9/2021,1297,1125,1139,1445,3902,132
4/1/2021,1849,1509,1644,2320,4387,199
4/10/2021,2073,1732,1822,2443,4473,241
4/11/2021,2073,1732,1823,2446,4474,241
4/12/2021,2080,1738,1832,2458,4486,242
4/13/2021,2094,1742,1838,2465,4501,242
4/14/2021,2107,1801,1869,2472,4511,245
4/15/2021,2121,1815,1877,2486,4522,246
4/16/2021,2146,1828,1893,2505,4540,251
4/17/2021,2146,1830,1896,2506,4541,252
4/18/2021,2146,1830,1896,2506,4541,252
