date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21091,22701,20672,18021,12089,201
1/10/2021,34794,34819,32764,29678,28826,474
1/11/2021,36726,36632,34711,31350,32577,533
1/12/2021,39539,39317,37492,33869,40112,640
1/13/2021,42317,42230,40593,36559,48853,730
1/14/2021,45084,45267,43823,39555,58188,800
1/15/2021,48574,48503,47184,42671,67295,919
1/16/2021,50374,50082,48860,44280,72664,965
1/17/2021,51489,51100,49931,45367,76117,1006
1/18/2021,53143,52638,51666,47088,83892,1049
1/19/2021,55182,54507,53696,49272,93942,1147
1/2/2021,22995,24405,22201,19432,13125,233
1/20/2021,57601,57011,56623,52210,106170,1273
1/21/2021,60311,59871,59970,55681,121853,1422
1/22/2021,64814,64014,64572,60540,137508,1590
1/23/2021,68113,66772,67675,63720,148019,1741
1/24/2021,69650,68157,69194,65406,155656,1794
1/25/2021,72042,70299,71789,68355,169245,1880
1/26/2021,74974,72815,74689,71591,186493,1992
1/27/2021,78096,75433,77623,74957,205378,2093
1/28/2021,81142,78009,80580,78606,226606,2235
1/29/2021,85005,81145,83937,82353,246527,2439
1/3/2021,23896,25143,22849,19980,13470,254
1/30/2021,87833,83274,86276,84808,257944,2619
1/31/2021,88737,84017,87138,85838,263913,2665
1/4/2021,25627,26771,24449,21460,15338,279
1/5/2021,27421,28410,26031,23021,17436,314
1/6/2021,29632,30355,28063,25050,20487,378
1/7/2021,31440,31980,29836,26836,23803,416
1/8/2021,33161,33546,31495,28488,26205,443
1/9/2021,34257,34377,32343,29283,28368,469
12/1/2020,41,25,31,22,33,1
12/10/2020,58,39,49,46,59,3
12/11/2020,59,42,51,52,61,3
12/12/2020,61,42,53,56,63,3
12/13/2020,62,43,55,58,65,3
12/14/2020,63,49,58,60,74,3
12/15/2020,75,61,72,77,84,3
12/16/2020,183,213,232,204,141,3
12/17/2020,809,1044,1029,855,399,8
12/18/2020,1661,2050,1871,1508,694,9
12/19/2020,2280,2767,2448,1943,893,14
12/2/2020,44,28,33,27,38,2
12/20/2020,2494,3028,2704,2155,988,16
12/21/2020,3860,4452,3967,3127,1466,23
12/22/2020,5706,6495,5769,4570,2103,32
12/23/2020,7958,9061,8008,6390,3001,50
12/24/2020,8921,10033,8821,7127,3355,53
12/25/2020,8959,10066,8849,7152,3372,53
12/26/2020,10470,11795,10279,8426,3923,66
12/27/2020,11095,12446,10887,8934,4173,76
12/28/2020,13231,14621,12886,10779,5400,99
12/29/2020,16086,17554,15616,13292,7546,144
12/3/2020,48,29,39,31,41,2
12/30/2020,19233,20883,18832,16262,9857,176
12/31/2020,20927,22544,20476,17800,11240,195
12/4/2020,48,29,41,34,43,2
12/5/2020,49,29,41,34,44,2
12/6/2020,50,29,41,35,44,2
12/7/2020,52,31,45,37,46,3
12/8/2020,54,32,46,41,49,3
12/9/2020,56,33,47,42,55,3
2/1/2021,90589,85703,88928,88149,279616,2779
2/10/2021,110138,101604,107047,111786,443235,4674
2/11/2021,112864,103816,109349,114978,465891,5042
2/12/2021,116146,106503,112193,118674,493093,5367
2/13/2021,119808,109352,115184,122053,512456,5776
2/14/2021,120735,110057,116098,123209,519825,5827
2/15/2021,121889,111046,117165,124656,534088,5893
2/16/2021,123781,112384,118675,126687,550804,6053
2/17/2021,126206,114236,120492,128972,567452,6686
2/18/2021,127692,115449,121763,130713,583547,6807
2/19/2021,129629,116943,123295,132640,595528,7230
2/2/2021,92666,87543,90971,90810,297739,2884
2/20/2021,132406,118941,125258,134828,605364,7581
2/21/2021,133084,119574,125930,135643,611258,7638
2/22/2021,134099,120368,126719,136690,619060,7740
2/23/2021,135801,121639,128172,138638,630931,7914
2/24/2021,138096,123467,130082,141288,647843,8148
2/25/2021,140215,125203,131900,143845,666839,8685
2/26/2021,142913,127371,134112,147059,685089,8964
2/27/2021,144947,129064,135833,149501,697305,9198
2/28/2021,145761,129691,136638,151065,705102,9268
2/3/2021,95098,89605,93250,93749,318529,3042
2/4/2021,97614,91645,95795,96927,338356,3214
2/5/2021,100326,93942,98336,100205,355898,3370
2/6/2021,103068,96007,100813,103252,372488,4044
2/7/2021,103743,96611,101445,104050,380417,4084
2/8/2021,105597,98071,103100,106262,398091,4244
2/9/2021,107509,99711,104888,108832,418114,4416
3/1/2021,147291,130941,138096,153426,716458,9479
3/10/2021,166666,145599,154488,236373,820941,11892
3/11/2021,170345,148475,157548,251471,835447,12223
3/12/2021,174093,151155,160697,265053,848109,12536
3/13/2021,176591,153126,163028,276269,855438,12773
3/14/2021,178363,154573,164593,284561,860351,12913
3/15/2021,180909,156642,167109,297721,869229,13163
3/16/2021,184782,159614,170627,310908,879140,13595
3/17/2021,190178,163686,175251,326012,891630,14089
3/18/2021,195264,167710,180121,340392,903248,14506
3/19/2021,201440,172290,185284,354008,913262,15114
3/2/2021,149225,132375,139669,156677,729421,9767
3/20/2021,205793,175720,189578,363443,920516,15509
3/21/2021,209020,178522,192777,369935,924263,15866
3/22/2021,214332,182867,197669,378742,931298,16474
3/23/2021,221340,188265,203507,388479,938441,17390
3/24/2021,231520,196102,212030,397991,945821,19382
3/25/2021,243267,204949,221620,407334,953333,21544
3/26/2021,253813,212909,230287,415662,959148,23788
3/27/2021,262274,219448,237229,420649,962189,26189
3/28/2021,268953,224471,242695,423283,963887,28214
3/29/2021,280486,232811,252013,427522,967098,31040
3/3/2021,151152,133880,141429,161949,744521,10074
3/30/2021,293015,241676,261917,432634,971133,34118
3/31/2021,306593,251198,273183,438679,976016,37742
3/4/2021,153210,135560,143242,172208,758544,10363
3/5/2021,156192,137706,145564,183716,770875,10734
3/6/2021,158061,139046,147042,192447,779463,11052
3/7/2021,159296,139994,148076,199397,784935,11143
3/8/2021,161099,141340,149603,210810,795836,11305
3/9/2021,163669,143396,151922,222799,807678,11543
4/1/2021,319435,260096,284139,444196,981037,41042
4/10/2021,404477,315295,346191,485710,1015549,62697
4/11/2021,409108,318124,349296,487720,1017000,64401
4/12/2021,416871,323026,355058,492076,1020934,66205
4/13/2021,423498,326977,359489,495477,1023880,67863
4/14/2021,430926,331435,364151,498705,1026569,69627
4/15/2021,438964,336922,369295,502336,1029431,71248
4/16/2021,445943,341506,374068,505709,1032041,72868
4/17/2021,450635,344710,377718,508182,1033966,74396
4/18/2021,453330,346320,379556,509415,1034847,75390
4/19/2021,458415,349650,383065,512268,1037316,76785
4/2/2021,330285,267633,292851,448918,984813,44060
4/20/2021,463298,352708,386489,514843,1039682,78084
4/21/2021,469622,356808,390628,517917,1042349,79600
4/22/2021,475646,360686,394503,520856,1044828,80958
4/23/2021,481587,364685,398496,523881,1047086,82595
4/24/2021,485303,366981,401032,525818,1048580,84148
4/25/2021,487706,368388,402526,526817,1049277,85169
4/26/2021,492065,371229,405525,529209,1051278,86596
4/27/2021,496713,374158,408704,531736,1053489,87791
4/28/2021,501623,377013,411911,534352,1055944,89088
4/29/2021,506265,379745,414806,536799,1058307,90169
4/3/2021,337503,272506,298565,451973,987021,46315
4/30/2021,511343,382719,418151,539592,1060695,91484
4/4/2021,341216,274594,301010,453198,987841,47432
4/5/2021,350459,280392,307706,458041,992078,49858
4/6/2021,360933,286917,315474,463783,997430,52457
4/7/2021,373218,295449,324306,469806,1002571,55067
4/8/2021,384743,302973,332522,476032,1008045,57497
4/9/2021,396279,310039,340533,481917,1012767,60283
5/1/2021,514268,384470,420141,541225,1061756,92449
5/10/2021,540525,399656,435873,554637,1073620,99748
5/11/2021,543477,401226,437567,556119,1075049,100623
5/12/2021,546515,402973,439360,557604,1076467,102116
5/13/2021,549860,404921,441295,559140,1077780,109868
5/14/2021,553766,407273,443623,560930,1079271,118050
5/15/2021,556436,408972,445347,562280,1080097,127854
5/16/2021,558317,410033,446414,563052,1080620,132397
5/17/2021,561852,412031,448590,564722,1082124,137391
5/18/2021,565219,413966,450493,566316,1083602,141589
5/19/2021,568806,415951,452578,568018,1085078,147119
5/2/2021,516257,385670,421346,542127,1062369,93132
5/20/2021,572015,417849,454426,569523,1086403,151351
5/21/2021,575594,420009,456569,571133,1087638,157558
5/22/2021,578359,421599,458245,572308,1088359,163697
5/23/2021,579986,422520,459101,572945,1088731,165870
5/24/2021,582733,424058,460626,574207,1089799,169107
5/25/2021,585260,425577,462110,575434,1090784,171927
5/26/2021,588044,427079,463542,576511,1091731,175086
5/27/2021,590542,428490,464901,577611,1092615,178224
5/28/2021,593289,430093,466495,578854,1093553,181694
5/29/2021,595006,431053,467520,579609,1094011,183725
5/3/2021,519361,387360,423206,543788,1063944,93926
5/30/2021,596078,431686,468104,580055,1094228,184763
5/31/2021,596593,431998,468396,580279,1094385,185228
5/4/2021,523237,389561,425508,545795,1065928,94850
5/5/2021,527024,391784,427775,547656,1067607,95788
5/6/2021,530760,393927,429937,549538,1069355,96772
5/7/2021,534305,396118,432164,551440,1071021,97853
5/8/2021,536628,397481,433658,552671,1071885,98670
5/9/2021,538039,398286,434497,553348,1072319,99139
6/1/2021,599118,433405,469778,581244,1095264,187923
6/10/2021,616264,443042,478902,588302,1100933,207990
6/11/2021,618581,444483,480198,589214,1101582,211346
6/12/2021,619956,445405,481080,589704,1101834,213253
6/13/2021,620569,445754,481452,589963,1101971,213671
6/14/2021,622241,446683,482300,590646,1102444,215606
6/15/2021,623877,447649,483079,591257,1102892,217510
6/16/2021,625713,448631,483956,591893,1103356,219539
6/17/2021,627404,449656,484785,592580,1103890,221399
6/18/2021,629527,450804,485860,593381,1104484,223352
6/19/2021,630638,451506,486482,593832,1104755,224534
6/2/2021,601290,434638,471057,582198,1096087,190767
6/20/2021,631296,451876,486785,594089,1104872,225077
6/21/2021,632928,452714,487611,594693,1105343,226789
6/22/2021,634928,453681,488383,595241,1105857,228417
6/23/2021,637064,454799,489215,595853,1106419,230244
6/24/2021,639352,455946,490038,596462,1106941,231902
6/25/2021,641286,457070,491047,597240,1107537,233690
6/26/2021,642495,457752,491721,597733,1107802,234692
6/27/2021,643246,458224,492126,598029,1107915,235417
6/28/2021,644841,459068,492960,598615,1108373,237115
6/29/2021,646479,459900,493722,599192,1108826,238694
6/3/2021,603514,435863,472204,583129,1096876,193386
6/30/2021,648464,461032,494531,599868,1109363,240435
6/4/2021,606064,437353,473631,584189,1097698,196182
6/5/2021,607778,438403,474605,584895,1098158,198439
6/6/2021,608730,438875,475112,585227,1098360,199482
6/7/2021,610579,439923,476065,585980,1098975,201594
6/8/2021,612498,440886,476967,586778,1099588,203710
6/9/2021,614373,441943,477858,587509,1100256,205924
7/1/2021,650490,462025,495316,600414,1109864,242019
7/10/2021,662601,468917,501818,605276,1113187,254700
7/11/2021,663357,469324,502166,605507,1113328,255491
7/12/2021,664823,470112,502924,606053,1113757,257314
7/13/2021,666261,470813,503581,606529,1114152,258996
7/14/2021,667858,471656,504338,607055,1114573,260671
7/15/2021,669504,472558,505046,607573,1114989,262322
7/16/2021,671358,473737,506095,608394,1115535,264511
7/17/2021,672552,474473,506819,608920,1115837,265732
7/18/2021,673433,474992,507260,609246,1115999,266594
7/19/2021,675096,476037,508211,610033,1116593,268798
7/2/2021,652287,463047,496240,601177,1110400,243746
7/20/2021,676776,476999,509218,610706,1117213,270963
7/21/2021,678669,478152,510228,611492,1117881,273283
7/22/2021,680570,479364,511304,612416,1118629,275533
7/23/2021,682865,480979,512860,613590,1119364,278091
7/24/2021,684608,482090,514015,614415,1119777,279613
7/25/2021,686047,482919,514691,614889,1120038,280892
7/26/2021,688390,484292,515922,615858,1120812,283394
