date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,4,1
1/14/2021,10,6
1/15/2021,27,17
1/16/2021,57,30
1/18/2021,58,1
1/19/2021,63,5
1/2/2021,155,92
1/20/2021,331,176
1/21/2021,437,106
1/22/2021,802,365
1/23/2021,1182,380
1/24/2021,1560,378
1/25/2021,1935,375
1/26/2021,2025,90
1/27/2021,2026,1
1/28/2021,2027,1
1/29/2021,2263,236
1/3/2021,2668,405
1/30/2021,3145,477
1/31/2021,3901,756
1/4/2021,4268,367
1/5/2021,4269,1
1/6/2021,4696,427
1/7/2021,5149,453
1/8/2021,5448,299
1/9/2021,5840,392
12/14/2020,6275,435
12/15/2020,6280,5
12/16/2020,6466,186
12/17/2020,6915,449
12/18/2020,7420,505
12/2/2020,8088,668
12/20/2020,8503,415
12/21/2020,8755,252
12/22/2020,8777,22
12/23/2020,9339,562
12/24/2020,9892,553
12/28/2020,10643,751
12/29/2020,11799,1156
12/30/2020,12492,693
12/31/2020,12635,143
12/4/2020,12637,2
2/1/2021,13351,714
2/10/2021,14078,727
2/11/2021,15195,1117
2/12/2021,16098,903
2/13/2021,16732,634
2/14/2021,17435,703
2/15/2021,17437,2
2/16/2021,18230,793
2/17/2021,19146,916
2/18/2021,19913,767
2/19/2021,20968,1055
2/2/2021,21912,944
2/20/2021,22641,729
2/21/2021,22694,53
2/22/2021,22891,197
2/23/2021,23843,952
2/24/2021,24868,1025
2/25/2021,25674,806
2/26/2021,26198,524
2/27/2021,26252,54
2/28/2021,26283,31
2/3/2021,26731,448
2/4/2021,27371,640
2/5/2021,27965,594
2/6/2021,28966,1001
2/7/2021,29773,807
2/8/2021,30179,406
2/9/2021,30203,24
3/1/2021,30875,672
3/10/2021,31450,575
3/11/2021,32248,798
3/12/2021,33016,768
3/13/2021,33463,447
3/14/2021,34195,732
3/15/2021,34230,35
3/16/2021,34720,490
3/17/2021,35287,567
3/18/2021,36258,971
3/19/2021,37350,1092
3/2/2021,38081,731
3/20/2021,38779,698
3/21/2021,38849,70
3/22/2021,39521,672
3/23/2021,40148,627
3/24/2021,40958,810
3/25/2021,42056,1098
3/26/2021,42614,558
3/27/2021,42703,89
3/28/2021,42776,73
3/29/2021,43304,528
3/3/2021,44103,799
3/30/2021,45011,908
3/31/2021,46000,989
3/4/2021,46713,713
3/5/2021,46877,164
3/6/2021,46939,62
3/7/2021,47527,588
3/8/2021,47963,436
3/9/2021,48909,946
4/1/2021,49345,436
4/10/2021,49749,404
4/11/2021,49949,200
4/12/2021,49987,38
4/13/2021,50388,401
4/14/2021,50853,465
4/15/2021,51266,413
4/16/2021,52092,826
4/17/2021,52480,388
4/18/2021,52681,201
4/19/2021,52769,88
4/2/2021,53498,729
4/20/2021,53872,374
4/21/2021,54345,473
4/22/2021,54947,602
4/23/2021,55299,352
4/24/2021,55392,93
4/25/2021,55446,54
4/26/2021,55924,478
4/27/2021,56296,372
4/28/2021,56720,424
4/29/2021,57110,390
4/3/2021,57382,272
4/30/2021,57535,153
4/4/2021,57567,32
4/5/2021,57878,311
4/6/2021,58160,282
4/7/2021,58480,320
4/8/2021,58849,369
4/9/2021,59065,216
5/1/2021,59134,69
5/10/2021,59156,22
5/11/2021,59325,169
5/12/2021,59611,286
5/13/2021,59788,177
5/14/2021,60195,407
5/15/2021,60339,144
5/16/2021,60402,63
5/17/2021,60422,20
5/18/2021,60726,304
5/19/2021,60913,187
5/2/2021,61076,163
5/20/2021,61386,310
5/21/2021,61842,456
5/22/2021,61897,55
5/23/2021,61952,55
5/24/2021,62375,423
5/25/2021,62726,351
5/26/2021,63101,375
5/27/2021,63614,513
5/28/2021,63870,256
5/29/2021,64149,279
5/3/2021,64197,48
5/30/2021,64421,224
5/31/2021,64684,263
5/4/2021,64884,200
5/5/2021,65124,240
5/6/2021,65270,146
5/7/2021,65318,48
5/8/2021,65345,27
5/9/2021,65381,36
6/1/2021,65620,239
6/10/2021,65743,123
6/11/2021,65971,228
6/12/2021,66293,322
6/13/2021,66316,23
6/14/2021,66356,40
6/15/2021,66579,223
6/16/2021,66790,211
6/17/2021,67170,380
6/18/2021,67435,265
6/19/2021,67669,234
6/2/2021,67862,193
6/20/2021,67882,20
6/21/2021,68101,219
6/22/2021,68361,260
6/23/2021,68566,205
6/24/2021,68746,180
6/25/2021,68892,146
6/26/2021,68927,35
6/27/2021,68961,34
6/28/2021,69108,147
6/29/2021,69320,212
6/3/2021,69451,131
6/30/2021,69590,139
6/4/2021,69712,122
6/5/2021,69737,25
6/6/2021,69751,14
6/7/2021,69860,109
6/8/2021,70021,161
6/9/2021,70176,155
7/1/2021,70309,133
7/10/2021,70412,103
7/11/2021,70425,13
7/12/2021,70436,11
7/13/2021,70485,49
7/14/2021,70636,151
7/15/2021,70756,120
7/16/2021,70924,168
7/17/2021,71082,158
7/18/2021,71099,17
7/19/2021,71112,13
7/2/2021,71247,135
7/20/2021,71379,132
7/21/2021,71563,184
7/22/2021,71656,93
7/23/2021,71805,149
7/24/2021,71850,45
7/25/2021,71875,25
7/26/2021,72048,173
7/27/2021,72236,188
7/28/2021,72397,161
7/29/2021,72575,178
7/3/2021,72702,127
7/30/2021,72749,47
7/31/2021,72764,15
7/4/2021,72917,153
7/5/2021,73072,155
7/6/2021,73232,160
7/7/2021,73406,174
7/8/2021,73549,143
7/9/2021,73598,49
8/1/2021,73612,14
8/10/2021,73781,169
8/11/2021,73978,197
8/12/2021,74158,180
8/13/2021,74309,151
8/14/2021,74539,230
8/15/2021,74588,49
8/16/2021,74610,22
8/17/2021,74762,152
8/18/2021,74960,198
8/19/2021,75223,263
8/2/2021,75423,200
8/20/2021,75718,295
8/21/2021,75797,79
8/22/2021,75828,31
8/23/2021,76102,274
8/24/2021,76359,257
8/25/2021,76539,180
8/26/2021,76699,160
8/27/2021,76908,209
8/28/2021,76958,50
8/29/2021,76991,33
8/3/2021,77158,167
8/30/2021,77288,130
8/31/2021,77431,143
8/4/2021,77571,140
8/5/2021,77791,220
8/6/2021,77873,82
8/7/2021,77929,56
