date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4377,4428,3662,3443,2046,25
1/10/2021,6674,6386,5534,5362,4522,66
1/11/2021,6990,6662,5805,5648,4898,77
1/12/2021,7322,6921,6069,5908,5407,87
1/13/2021,7543,7157,6310,6154,5842,97
1/14/2021,7853,7467,6627,6448,6261,102
1/15/2021,8486,8037,7204,7014,7555,113
1/16/2021,8729,8230,7389,7180,7823,116
1/17/2021,8812,8290,7434,7237,7952,119
1/18/2021,9158,8604,7749,7526,9519,126
1/19/2021,9531,8891,8076,7850,11187,137
1/2/2021,4548,4551,3760,3554,2148,27
1/20/2021,10028,9440,8589,8326,13308,152
1/21/2021,10437,9886,9078,8809,16416,161
1/22/2021,11147,10571,9831,9548,19466,176
1/23/2021,11428,10804,10026,9748,21284,181
1/24/2021,11575,10933,10135,9851,21604,184
1/25/2021,12307,11569,10883,10603,24853,199
1/26/2021,13025,12153,11544,11247,27885,209
1/27/2021,13758,12751,12209,11974,31065,218
1/28/2021,14608,13396,12882,12704,34381,234
1/29/2021,15537,14118,13615,13460,37466,257
1/3/2021,4640,4639,3829,3610,2193,29
1/30/2021,16199,14549,13969,13857,40207,265
1/31/2021,16366,14663,14085,13995,40952,270
1/4/2021,4985,4942,4090,3893,2433,38
1/5/2021,5325,5263,4355,4177,2737,43
1/6/2021,5749,5603,4775,4542,3065,50
1/7/2021,6053,5833,4993,4820,3465,55
1/8/2021,6324,6115,5282,5101,3716,60
1/9/2021,6576,6287,5449,5288,4453,66
12/1/2020,10,3,8,7,13,
12/10/2020,13,4,12,12,19,
12/11/2020,13,5,14,14,21,
12/12/2020,13,5,14,16,22,
12/13/2020,14,5,14,17,22,
12/14/2020,14,8,17,17,23,
12/15/2020,18,11,21,22,29,
12/16/2020,19,13,23,23,30,
12/17/2020,268,320,335,281,113,
12/18/2020,590,676,631,551,226,1
12/19/2020,799,884,776,652,289,1
12/2/2020,11,3,10,7,13,
12/20/2020,801,886,779,655,293,1
12/21/2020,1218,1263,1061,933,420,3
12/22/2020,1620,1655,1396,1216,550,5
12/23/2020,2127,2146,1772,1529,720,6
12/24/2020,2392,2421,1972,1743,808,8
12/25/2020,2393,2421,1972,1745,811,8
12/26/2020,2600,2624,2122,1898,880,9
12/27/2020,2648,2669,2152,1929,895,9
12/28/2020,3116,3113,2509,2258,1078,11
12/29/2020,3581,3571,2857,2646,1320,17
12/3/2020,11,4,11,9,15,
12/30/2020,4024,4037,3303,3070,1593,18
12/31/2020,4347,4393,3615,3384,1837,23
12/4/2020,11,4,12,9,15,
12/5/2020,12,4,12,9,15,
12/6/2020,12,4,12,10,15,
12/7/2020,12,4,12,11,15,
12/8/2020,12,4,12,12,15,
12/9/2020,13,4,12,12,18,
2/1/2021,16997,15207,14663,14614,43144,280
2/10/2021,21378,18312,18191,18850,68823,411
2/11/2021,21726,18564,18425,19169,73003,423
2/12/2021,22096,18857,18724,19597,76802,435
2/13/2021,22312,19003,18880,19805,80065,449
2/14/2021,22382,19034,18940,19856,80544,456
2/15/2021,22545,19143,19058,19994,82387,460
2/16/2021,22749,19273,19239,20219,84600,470
2/17/2021,23057,19487,19446,20491,86721,486
2/18/2021,23281,19643,19591,20693,88639,492
2/19/2021,23532,19787,19774,20885,89615,499
2/2/2021,17671,15774,15324,15281,45540,297
2/20/2021,23810,19976,19938,21064,90349,515
2/21/2021,23844,20008,19982,21104,90604,518
2/22/2021,23985,20076,20058,21216,91597,523
2/23/2021,24143,20177,20169,21370,93155,529
2/24/2021,24453,20369,20354,21630,95085,565
2/25/2021,24656,20535,20508,21898,97977,578
2/26/2021,25028,20793,20792,22419,101397,595
2/27/2021,25221,20951,20970,22676,103805,605
2/28/2021,25321,21035,21045,22813,105837,620
2/3/2021,18250,16267,15851,15910,48618,312
2/4/2021,18812,16694,16299,16495,52028,329
2/5/2021,19561,17234,16949,17331,55882,351
2/6/2021,20058,17507,17254,17701,57607,364
2/7/2021,20133,17552,17307,17783,58210,366
2/8/2021,20514,17802,17596,18131,60958,374
2/9/2021,20911,18031,17880,18461,64208,388
3/1/2021,25551,21215,21244,23199,108564,645
3/10/2021,28768,23452,23686,30968,135385,898
3/11/2021,29273,23831,24140,32583,138879,954
3/12/2021,29941,24259,24622,34077,142285,1017
3/13/2021,30330,24513,24958,35257,143839,1057
3/14/2021,30651,24697,25173,36092,145032,1098
3/15/2021,31037,25032,25495,38401,147251,1145
3/16/2021,31787,25578,26113,40822,149840,1232
3/17/2021,32847,26408,26935,43701,152266,1330
3/18/2021,33868,27157,27738,46532,154499,1415
3/19/2021,35132,28092,28664,49373,156418,1530
3/2/2021,25823,21409,21443,23557,111655,669
3/20/2021,35974,28622,29277,51168,157510,1591
3/21/2021,36634,29204,29913,52612,158232,1681
3/22/2021,37792,29916,30685,54580,159935,1799
3/23/2021,39215,30899,31682,56842,161700,1945
3/24/2021,41027,32109,32918,58906,163356,2240
3/25/2021,43096,33695,34579,61154,164921,2636
3/26/2021,45238,35269,36186,63261,166327,3134
3/27/2021,46507,36158,37092,64466,167054,3507
3/28/2021,47342,36814,37814,64882,167265,3824
3/29/2021,49444,38285,39244,65703,167827,4431
3/3/2021,26231,21700,21738,24187,115626,704
3/30/2021,51771,39849,40785,66740,168812,5090
3/31/2021,54199,41340,42504,67995,169887,5801
3/4/2021,26544,21899,21955,24952,118764,723
3/5/2021,26946,22178,22254,25876,121814,755
3/6/2021,27223,22378,22484,26601,124118,777
3/7/2021,27482,22562,22687,27271,125952,786
3/8/2021,27800,22760,22928,28310,128864,803
3/9/2021,28152,23050,23226,29538,131869,834
4/1/2021,56234,42542,43944,68788,170760,6478
4/10/2021,72723,51825,54119,76107,177436,11565
4/11/2021,73583,52233,54563,76454,177692,11844
4/12/2021,75082,52965,55454,77210,178357,12166
4/13/2021,76276,53553,56040,77732,178825,12432
4/14/2021,77622,54260,56734,78282,179245,12749
4/15/2021,78673,54906,57295,78722,179601,12999
4/16/2021,79835,55574,58026,79290,180063,13369
4/17/2021,80457,55917,58404,79591,180255,13578
4/18/2021,80856,56139,58618,79739,180362,13738
4/19/2021,81478,56542,59030,80168,180716,13934
4/2/2021,58398,43831,45476,69577,171485,7182
4/20/2021,82172,56860,59391,80492,181025,14091
4/21/2021,82939,57331,59840,80881,181353,14256
4/22/2021,83717,57780,60258,81268,181694,14471
4/23/2021,84645,58399,60831,81772,182085,14743
4/24/2021,85284,58737,61248,82116,182345,14985
4/25/2021,85668,58910,61448,82237,182449,15147
4/26/2021,86438,59358,61889,82659,182773,15344
4/27/2021,87220,59795,62326,83035,183081,15561
4/28/2021,88025,60185,62757,83486,183426,15761
4/29/2021,88771,60572,63134,83841,183775,15921
4/3/2021,59812,44639,46363,70144,171829,7712
4/30/2021,89531,60999,63649,84280,184151,16102
4/4/2021,60689,45040,46832,70389,172008,8021
4/5/2021,62738,46180,48150,71388,172979,8670
4/6/2021,64680,47258,49406,72379,174092,9278
4/7/2021,67227,48723,50824,73449,175138,9989
4/8/2021,69398,49905,52088,74488,176102,10582
4/9/2021,71583,51155,53426,75541,177018,11161
5/1/2021,89912,61257,63959,84560,184323,16236
5/10/2021,93597,63400,66157,86669,186162,17273
5/11/2021,93940,63627,66379,86901,186401,17379
5/12/2021,94365,63849,66608,87113,186624,17633
5/13/2021,94812,64135,66857,87354,186840,19276
5/14/2021,95316,64441,67127,87590,187049,20683
5/15/2021,95756,64723,67395,87815,187177,22432
5/16/2021,96112,64920,67601,87966,187273,23469
5/17/2021,96683,65236,67941,88266,187549,24274
5/18/2021,97168,65516,68162,88467,187755,24850
5/19/2021,97617,65758,68419,88677,187943,25446
5/2/2021,90215,61442,64112,84703,184418,16351
5/20/2021,98038,66019,68666,88894,188121,26032
5/21/2021,98556,66339,68957,89174,188323,26966
5/22/2021,98946,66557,69157,89352,188441,27960
5/23/2021,99192,66705,69292,89447,188501,28383
5/24/2021,99626,66987,69512,89615,188654,28929
5/25/2021,100037,67238,69727,89794,188804,29318
5/26/2021,100385,67443,69904,89925,188909,29714
5/27/2021,100697,67608,70075,90062,189036,30115
5/28/2021,101058,67859,70330,90256,189178,30711
5/29/2021,101298,67965,70449,90373,189249,31003
5/3/2021,90728,61722,64386,84979,184643,16474
5/30/2021,101425,68037,70504,90433,189280,31151
5/31/2021,101518,68081,70563,90476,189308,31253
5/4/2021,91204,61976,64674,85252,184893,16605
5/5/2021,91761,62304,64992,85528,185189,16762
5/6/2021,92212,62547,65232,85750,185445,16855
5/7/2021,92733,62861,65578,86102,185744,17003
5/8/2021,93100,63099,65854,86328,185870,17148
5/9/2021,93309,63211,65999,86469,185951,17207
6/1/2021,101914,68267,70758,90628,189461,31776
6/10/2021,104325,69586,71900,91711,190273,34730
6/11/2021,104570,69713,72025,91826,190352,35042
6/12/2021,104753,69809,72127,91886,190384,35246
6/13/2021,104841,69860,72184,91929,190403,35311
6/14/2021,105100,70017,72314,92029,190484,35673
6/15/2021,105314,70132,72399,92109,190554,35900
6/16/2021,105573,70271,72518,92192,190617,36204
6/17/2021,105808,70394,72621,92278,190712,36428
6/18/2021,106074,70545,72764,92380,190816,36783
6/19/2021,106221,70634,72839,92440,190871,37011
6/2/2021,102262,68440,70929,90767,189576,32176
6/20/2021,106292,70683,72868,92474,190893,37107
6/21/2021,106526,70813,72969,92555,190969,37412
6/22/2021,106761,70928,73067,92630,191035,37680
6/23/2021,106984,71051,73180,92715,191127,37949
6/24/2021,107194,71157,73269,92794,191189,38180
6/25/2021,107476,71310,73388,92898,191273,38508
6/26/2021,107660,71407,73478,92973,191310,38676
6/27/2021,107758,71469,73521,93005,191322,38765
6/28/2021,108015,71580,73603,93089,191372,38996
6/29/2021,108224,71692,73701,93147,191426,39215
6/3/2021,102526,68596,71044,90897,189671,32592
6/30/2021,108476,71810,73799,93240,191500,39468
6/4/2021,102930,68802,71224,91070,189796,33034
6/5/2021,103174,68953,71354,91178,189860,33332
6/6/2021,103328,69025,71444,91251,189906,33528
6/7/2021,103596,69165,71563,91362,189991,33848
6/8/2021,103874,69296,71673,91476,190085,34152
6/9/2021,104109,69453,71793,91600,190174,34441
7/1/2021,108667,71925,73890,93301,191568,39721
7/10/2021,110498,72870,74657,93903,192010,41540
7/11/2021,110590,72902,74696,93931,192032,41655
7/12/2021,110797,72991,74781,94006,192092,41936
7/13/2021,110979,73082,74837,94071,192142,42187
7/14/2021,111126,73169,74914,94141,192196,42449
7/15/2021,111344,73267,74987,94211,192247,42749
7/16/2021,111586,73427,75118,94324,192312,43060
7/17/2021,111742,73499,75203,94395,192352,43240
7/18/2021,111845,73546,75251,94425,192375,43372
7/19/2021,112099,73672,75364,94544,192437,43671
7/2/2021,108933,72046,74000,93413,191642,39978
7/20/2021,112317,73797,75480,94630,192531,44036
7/21/2021,112579,73923,75573,94726,192602,44405
7/22/2021,112803,74038,75679,94834,192719,44718
7/23/2021,113078,74225,75841,94992,192805,45092
7/24/2021,113265,74345,75967,95095,192852,45324
7/25/2021,113408,74431,76019,95133,192884,45490
7/26/2021,113718,74611,76149,95237,192981,45892
7/27/2021,114059,74806,76293,95347,193077,46417
7/28/2021,114449,75016,76465,95481,193163,46930
7/29/2021,114733,75181,76609,95584,193263,47433
