date,cases,cases_APACHE,cases_YUMA,cases_YAVAPAI,cases_SANTA_CRUZ,cases_PINAL,cases_PIMA,cases_NAVAJO,cases_MOHAVE,cases_MARICOPA,cases_LA_PAZ,cases_GREENLEE,cases_GRAHAM,cases_GILA,cases_COCONINO,cases_COCHISE
2021-03-30 00:00:00,5,,,,,2.0,,2.0,,1.0,,,,,,
2021-03-29 00:00:00,156,,,1.0,3.0,18.0,64.0,10.0,7.0,44.0,,,1.0,3.0,2.0,3.0
2021-03-28 00:00:00,239,,,3.0,5.0,18.0,29.0,1.0,12.0,165.0,,,1.0,3.0,2.0,
2021-03-27 00:00:00,411,2.0,3.0,7.0,2.0,19.0,62.0,10.0,7.0,281.0,3.0,,1.0,4.0,7.0,3.0
2021-03-26 00:00:00,645,,8.0,21.0,3.0,56.0,96.0,3.0,15.0,404.0,,,1.0,2.0,27.0,9.0
2021-03-25 00:00:00,685,,15.0,19.0,13.0,59.0,103.0,5.0,15.0,415.0,1.0,,,6.0,25.0,9.0
2021-03-24 00:00:00,660,2.0,12.0,17.0,7.0,34.0,89.0,7.0,21.0,432.0,,,5.0,12.0,14.0,8.0
2021-03-23 00:00:00,673,2.0,12.0,18.0,8.0,57.0,78.0,3.0,24.0,441.0,1.0,,1.0,3.0,11.0,14.0
2021-03-22 00:00:00,735,7.0,18.0,17.0,4.0,53.0,99.0,12.0,17.0,465.0,1.0,,3.0,8.0,13.0,18.0
2021-03-21 00:00:00,354,1.0,5.0,3.0,2.0,25.0,42.0,3.0,12.0,245.0,3.0,,3.0,5.0,1.0,4.0
2021-03-20 00:00:00,390,1.0,5.0,2.0,2.0,26.0,48.0,2.0,14.0,269.0,1.0,,,2.0,8.0,10.0
2021-03-19 00:00:00,513,4.0,10.0,7.0,4.0,39.0,66.0,5.0,25.0,343.0,,,1.0,2.0,1.0,6.0
2021-03-18 00:00:00,579,2.0,7.0,18.0,7.0,56.0,61.0,7.0,23.0,382.0,,,2.0,2.0,6.0,6.0
2021-03-17 00:00:00,654,6.0,11.0,19.0,2.0,53.0,100.0,3.0,20.0,413.0,1.0,,1.0,2.0,7.0,16.0
2021-03-16 00:00:00,658,4.0,11.0,12.0,6.0,59.0,69.0,7.0,32.0,423.0,1.0,1.0,4.0,3.0,15.0,11.0
2021-03-15 00:00:00,732,6.0,15.0,16.0,5.0,43.0,83.0,8.0,29.0,481.0,4.0,,3.0,5.0,23.0,11.0
2021-03-14 00:00:00,355,4.0,1.0,7.0,1.0,28.0,35.0,1.0,14.0,253.0,1.0,,,1.0,3.0,6.0
2021-03-13 00:00:00,422,,6.0,5.0,1.0,25.0,54.0,4.0,20.0,296.0,,,3.0,1.0,6.0,1.0
2021-03-12 00:00:00,615,13.0,6.0,7.0,5.0,43.0,81.0,9.0,23.0,389.0,5.0,,1.0,4.0,11.0,18.0
2021-03-11 00:00:00,661,1.0,7.0,2.0,10.0,70.0,81.0,9.0,30.0,407.0,1.0,,2.0,5.0,18.0,18.0
2021-03-10 00:00:00,736,6.0,7.0,10.0,4.0,59.0,104.0,22.0,31.0,453.0,3.0,,1.0,9.0,19.0,8.0
2021-03-09 00:00:00,776,9.0,6.0,20.0,5.0,67.0,91.0,17.0,38.0,491.0,1.0,,2.0,6.0,16.0,7.0
2021-03-08 00:00:00,891,9.0,12.0,16.0,1.0,87.0,99.0,12.0,30.0,571.0,1.0,,6.0,3.0,30.0,14.0
2021-03-07 00:00:00,453,4.0,4.0,8.0,3.0,47.0,51.0,8.0,19.0,301.0,,,1.0,4.0,1.0,2.0
2021-03-06 00:00:00,538,1.0,4.0,10.0,,42.0,54.0,2.0,22.0,387.0,,,,3.0,3.0,10.0
2021-03-05 00:00:00,799,4.0,15.0,15.0,3.0,56.0,90.0,14.0,26.0,531.0,2.0,1.0,,2.0,22.0,18.0
2021-03-04 00:00:00,785,8.0,16.0,14.0,4.0,71.0,104.0,15.0,27.0,488.0,3.0,,3.0,2.0,20.0,10.0
2021-03-03 00:00:00,909,9.0,21.0,15.0,11.0,52.0,103.0,15.0,26.0,590.0,2.0,,7.0,1.0,47.0,10.0
2021-03-02 00:00:00,989,3.0,33.0,18.0,7.0,92.0,115.0,9.0,34.0,618.0,2.0,,2.0,6.0,36.0,14.0
2021-03-01 00:00:00,1073,4.0,27.0,16.0,5.0,97.0,141.0,20.0,36.0,655.0,3.0,1.0,6.0,2.0,39.0,21.0
2021-02-28 00:00:00,539,8.0,9.0,15.0,1.0,62.0,61.0,4.0,17.0,349.0,,,1.0,2.0,2.0,8.0
2021-02-27 00:00:00,648,3.0,6.0,10.0,,58.0,75.0,6.0,14.0,424.0,2.0,,1.0,8.0,32.0,9.0
2021-02-26 00:00:00,933,8.0,16.0,23.0,3.0,73.0,105.0,24.0,41.0,572.0,4.0,1.0,3.0,7.0,31.0,22.0
2021-02-25 00:00:00,1005,10.0,12.0,13.0,,71.0,125.0,13.0,34.0,656.0,1.0,,2.0,3.0,48.0,17.0
2021-02-24 00:00:00,1112,8.0,10.0,25.0,6.0,88.0,134.0,31.0,30.0,709.0,6.0,,5.0,5.0,34.0,21.0
2021-02-23 00:00:00,1155,7.0,21.0,27.0,5.0,83.0,121.0,31.0,45.0,750.0,6.0,1.0,5.0,6.0,29.0,18.0
2021-02-22 00:00:00,1438,23.0,29.0,16.0,9.0,125.0,162.0,13.0,59.0,907.0,2.0,4.0,,17.0,47.0,25.0
2021-02-21 00:00:00,745,10.0,10.0,9.0,1.0,80.0,90.0,3.0,14.0,501.0,,,,2.0,9.0,16.0
2021-02-20 00:00:00,898,7.0,10.0,20.0,,77.0,105.0,8.0,20.0,600.0,2.0,,4.0,4.0,22.0,19.0
