date,cases
2021-03-30 00:00:00,5
2021-03-29 00:00:00,156
2021-03-28 00:00:00,239
2021-03-27 00:00:00,411
2021-03-26 00:00:00,645
2021-03-25 00:00:00,685
2021-03-24 00:00:00,660
2021-03-23 00:00:00,673
2021-03-22 00:00:00,735
2021-03-21 00:00:00,354
2021-03-20 00:00:00,390
2021-03-19 00:00:00,513
2021-03-18 00:00:00,579
2021-03-17 00:00:00,654
2021-03-16 00:00:00,658
2021-03-15 00:00:00,732
2021-03-14 00:00:00,355
2021-03-13 00:00:00,422
2021-03-12 00:00:00,615
2021-03-11 00:00:00,661
2021-03-10 00:00:00,736
2021-03-09 00:00:00,776
2021-03-08 00:00:00,891
2021-03-07 00:00:00,453
2021-03-06 00:00:00,538
2021-03-05 00:00:00,799
2021-03-04 00:00:00,785
2021-03-03 00:00:00,909
2021-03-02 00:00:00,989
2021-03-01 00:00:00,1073
2021-02-28 00:00:00,539
2021-02-27 00:00:00,648
2021-02-26 00:00:00,933
2021-02-25 00:00:00,1005
2021-02-24 00:00:00,1112
2021-02-23 00:00:00,1155
2021-02-22 00:00:00,1438
2021-02-21 00:00:00,745
2021-02-20 00:00:00,898
2021-02-19 00:00:00,1328
2021-02-18 00:00:00,1597
2021-02-17 00:00:00,1682
2021-02-16 00:00:00,1817
2021-02-15 00:00:00,1702
2021-02-14 00:00:00,759
2021-02-13 00:00:00,1006
2021-02-12 00:00:00,1504
2021-02-11 00:00:00,1700
2021-02-10 00:00:00,2000
2021-02-09 00:00:00,1990
2021-02-08 00:00:00,2456
2021-02-07 00:00:00,1118
2021-02-06 00:00:00,1558
2021-02-05 00:00:00,2221
2021-02-04 00:00:00,2539
2021-02-03 00:00:00,2969
2021-02-02 00:00:00,3306
2021-02-01 00:00:00,3888
2021-01-31 00:00:00,1916
2021-01-30 00:00:00,2542
2021-01-29 00:00:00,3534
2021-01-28 00:00:00,4284
2021-01-27 00:00:00,4987
2021-01-26 00:00:00,5004
2021-01-25 00:00:00,5459
2021-01-24 00:00:00,2994
2021-01-23 00:00:00,3987
2021-01-22 00:00:00,5740
2021-01-21 00:00:00,6363
2021-01-20 00:00:00,6814
2021-01-19 00:00:00,7630
2021-01-18 00:00:00,6258
2021-01-17 00:00:00,4098
2021-01-16 00:00:00,4542
2021-01-15 00:00:00,7012
2021-01-14 00:00:00,7361
2021-01-13 00:00:00,8105
2021-01-12 00:00:00,8494
2021-01-11 00:00:00,9899
2021-01-10 00:00:00,5227
2021-01-09 00:00:00,6404
2021-01-08 00:00:00,8845
2021-01-07 00:00:00,9960
2021-01-06 00:00:00,10865
2021-01-05 00:00:00,11755
2021-01-04 00:00:00,12416
2021-01-03 00:00:00,6621
2021-01-02 00:00:00,6905
2021-01-01 00:00:00,4195
2020-12-31 00:00:00,8926
2020-12-30 00:00:00,11183
2020-12-29 00:00:00,11300
2020-12-28 00:00:00,11707
2020-12-27 00:00:00,6513
2020-12-26 00:00:00,4929
2020-12-25 00:00:00,1321
2020-12-24 00:00:00,5240
2020-12-23 00:00:00,8106
2020-12-22 00:00:00,8744
2020-12-21 00:00:00,9263
2020-12-20 00:00:00,4134
2020-12-19 00:00:00,5459
2020-12-18 00:00:00,7640
2020-12-17 00:00:00,8161
2020-12-16 00:00:00,7830
2020-12-15 00:00:00,6949
2020-12-14 00:00:00,9056
2020-12-13 00:00:00,3953
2020-12-12 00:00:00,5043
2020-12-11 00:00:00,7376
2020-12-10 00:00:00,7306
2020-12-09 00:00:00,7743
2020-12-08 00:00:00,8209
2020-12-07 00:00:00,8069
2020-12-06 00:00:00,2967
2020-12-05 00:00:00,4196
2020-12-04 00:00:00,5839
2020-12-03 00:00:00,7583
2020-12-02 00:00:00,7776
2020-12-01 00:00:00,7587
2020-11-30 00:00:00,8047
2020-11-29 00:00:00,3859
2020-11-28 00:00:00,3741
2020-11-27 00:00:00,4034
2020-11-26 00:00:00,1656
2020-11-25 00:00:00,5206
2020-11-24 00:00:00,5816
2020-11-23 00:00:00,6059
2020-11-22 00:00:00,2578
2020-11-21 00:00:00,3248
2020-11-20 00:00:00,4544
2020-11-19 00:00:00,4884
2020-11-18 00:00:00,4873
2020-11-17 00:00:00,4597
2020-11-16 00:00:00,4431
