date,Arizona_cume,Arizona
2020-12-01 00:00:00,40,
2020-12-02 00:00:00,49,9
2020-12-03 00:00:00,58,9
2020-12-04 00:00:00,62,4
2020-12-05 00:00:00,63,1
2020-12-07 00:00:00,67,4
2020-12-08 00:00:00,70,3
2020-12-09 00:00:00,76,6
2020-12-10 00:00:00,83,7
2020-12-11 00:00:00,90,7
2020-12-12 00:00:00,95,5
2020-12-13 00:00:00,98,3
2020-12-14 00:00:00,106,8
2020-12-15 00:00:00,142,36
2020-12-16 00:00:00,704,562
2020-12-17 00:00:00,3812,3108
2020-12-18 00:00:00,7441,3629
2020-12-19 00:00:00,9993,2552
2020-12-20 00:00:00,11008,1015
2020-12-21 00:00:00,16500,5492
2020-12-22 00:00:00,24227,7727
2020-12-23 00:00:00,33912,9685
2020-12-24 00:00:00,37741,3829
2020-12-25 00:00:00,37878,137
2020-12-26 00:00:00,44387,6509
2020-12-27 00:00:00,47033,2646
2020-12-28 00:00:00,56294,9261
2020-12-29 00:00:00,69110,12816
2020-12-30 00:00:00,83887,14777
2020-12-31 00:00:00,91654,7767
2021-01-01 00:00:00,92387,733
2021-01-02 00:00:00,99934,7547
2021-01-03 00:00:00,103126,3192
2021-01-04 00:00:00,111719,8593
2021-01-05 00:00:00,120554,8835
2021-01-06 00:00:00,132409,11855
2021-01-07 00:00:00,144920,12511
2021-01-08 00:00:00,156819,11899
2021-01-09 00:00:00,164738,7919
2021-01-10 00:00:00,167942,3204
2021-01-11 00:00:00,183624,15682
2021-01-12 00:00:00,206716,23092
2021-01-13 00:00:00,231881,25165
2021-01-14 00:00:00,256489,24608
2021-01-15 00:00:00,281330,24841
2021-01-16 00:00:00,297036,15706
2021-01-17 00:00:00,306339,9303
2021-01-18 00:00:00,325285,18946
2021-01-19 00:00:00,352201,26916
2021-01-20 00:00:00,383742,31541
2021-01-21 00:00:00,418885,35143
2021-01-22 00:00:00,456660,37775
2021-01-23 00:00:00,485196,28536
2021-01-24 00:00:00,501445,16249
2021-01-25 00:00:00,530652,29207
2021-01-26 00:00:00,567298,36646
2021-01-27 00:00:00,606865,39567
2021-01-28 00:00:00,646448,39583
2021-01-29 00:00:00,686100,39652
2021-01-30 00:00:00,712349,26249
2021-01-31 00:00:00,723918,11569
2021-02-01 00:00:00,753769,29851
2021-02-02 00:00:00,792161,38392
2021-02-03 00:00:00,835770,43609
2021-02-04 00:00:00,881982,46212
2021-02-05 00:00:00,925667,43685
2021-02-06 00:00:00,963803,38136
2021-02-07 00:00:00,980106,16303
2021-02-08 00:00:00,1018789,38683
2021-02-09 00:00:00,1062876,44087
2021-02-10 00:00:00,1113229,50353
2021-02-11 00:00:00,1163942,50713
2021-02-12 00:00:00,1225390,61448
2021-02-13 00:00:00,1270944,45554
2021-02-14 00:00:00,1288263,17319
2021-02-15 00:00:00,1319474,31211
2021-02-16 00:00:00,1363958,44484
2021-02-17 00:00:00,1410849,46891
2021-02-18 00:00:00,1455731,44882
2021-02-19 00:00:00,1498142,42411
2021-02-20 00:00:00,1533122,34980
2021-02-21 00:00:00,1547985,14863
2021-02-22 00:00:00,1575948,27963
2021-02-23 00:00:00,1620020,44072
2021-02-24 00:00:00,1676621,56601
2021-02-25 00:00:00,1736922,60301
2021-02-26 00:00:00,1803662,66740
2021-02-27 00:00:00,1855392,51730
2021-02-28 00:00:00,1880891,25499
2021-03-01 00:00:00,1926226,45335
2021-03-02 00:00:00,1976740,50514
2021-03-03 00:00:00,2035344,58604
2021-03-04 00:00:00,2093077,57733
2021-03-05 00:00:00,2151316,58239
