date,Arizona_cume,Arizona
2020-12-01 00:00:00,93,
2020-12-02 00:00:00,107,14
2020-12-03 00:00:00,117,10
2020-12-04 00:00:00,122,5
2020-12-05 00:00:00,124,2
2020-12-06 00:00:00,126,2
2020-12-07 00:00:00,134,8
2020-12-08 00:00:00,140,6
2020-12-09 00:00:00,148,8
2020-12-10 00:00:00,161,13
2020-12-11 00:00:00,173,12
2020-12-12 00:00:00,180,7
2020-12-13 00:00:00,185,5
2020-12-14 00:00:00,198,13
2020-12-15 00:00:00,245,47
2020-12-16 00:00:00,834,589
2020-12-17 00:00:00,3994,3160
2020-12-18 00:00:00,7645,3651
2020-12-19 00:00:00,10203,2558
2020-12-20 00:00:00,11230,1027
2020-12-21 00:00:00,16749,5519
2020-12-22 00:00:00,24540,7791
2020-12-23 00:00:00,34259,9719
2020-12-24 00:00:00,38109,3850
2020-12-25 00:00:00,38248,139
2020-12-26 00:00:00,44772,6524
2020-12-27 00:00:00,47425,2653
2020-12-28 00:00:00,56834,9409
2020-12-29 00:00:00,69735,12901
2020-12-30 00:00:00,84607,14872
2020-12-31 00:00:00,92424,7817
2021-01-01 00:00:00,93633,1209
2021-01-02 00:00:00,101224,7591
2021-01-03 00:00:00,104439,3215
2021-01-04 00:00:00,113153,8714
2021-01-05 00:00:00,122138,8985
2021-01-06 00:00:00,134090,11952
2021-01-07 00:00:00,146718,12628
2021-01-08 00:00:00,158750,12032
2021-01-09 00:00:00,166706,7956
2021-01-10 00:00:00,169948,3242
2021-01-11 00:00:00,185742,15794
2021-01-12 00:00:00,208965,23223
2021-01-13 00:00:00,234275,25310
2021-01-14 00:00:00,259028,24753
2021-01-15 00:00:00,284081,25053
2021-01-16 00:00:00,299866,15785
2021-01-17 00:00:00,309212,9346
2021-01-18 00:00:00,328273,19061
2021-01-19 00:00:00,355370,27097
2021-01-20 00:00:00,387459,32089
2021-01-21 00:00:00,422603,35144
2021-01-22 00:00:00,460640,38037
2021-01-23 00:00:00,489410,28770
2021-01-24 00:00:00,505641,16231
2021-01-25 00:00:00,535199,29558
2021-01-26 00:00:00,572018,36819
2021-01-27 00:00:00,611951,39933
2021-01-28 00:00:00,651955,40004
2021-01-29 00:00:00,691940,39985
2021-01-30 00:00:00,718291,26351
2021-01-31 00:00:00,729915,11624
2021-02-01 00:00:00,761105,31190
2021-02-02 00:00:00,800033,38928
2021-02-03 00:00:00,844008,43975
2021-02-04 00:00:00,890890,46882
2021-02-05 00:00:00,934919,44029
2021-02-06 00:00:00,973337,38418
2021-02-07 00:00:00,989736,16399
2021-02-08 00:00:00,1028725,38989
2021-02-09 00:00:00,1073181,44456
2021-02-10 00:00:00,1124106,50925
2021-02-11 00:00:00,1175859,51753
2021-02-12 00:00:00,1237880,62021
2021-02-13 00:00:00,1283640,45760
2021-02-14 00:00:00,1301069,17429
2021-02-15 00:00:00,1332663,31594
2021-02-16 00:00:00,1377471,44808
2021-02-17 00:00:00,1424850,47379
2021-02-18 00:00:00,1470154,45304
2021-02-19 00:00:00,1513166,43012
2021-02-20 00:00:00,1548611,35445
2021-02-21 00:00:00,1563649,15038
2021-02-22 00:00:00,1592135,28486
2021-02-23 00:00:00,1636568,44433
2021-02-24 00:00:00,1693853,57285
2021-02-25 00:00:00,1754535,60682
2021-02-26 00:00:00,1821782,67247
2021-02-27 00:00:00,1873634,51852
2021-02-28 00:00:00,1899436,25802
2021-03-01 00:00:00,1946570,47134
2021-03-02 00:00:00,1997811,51241
2021-03-03 00:00:00,2056868,59057
2021-03-04 00:00:00,2115802,58934
2021-03-05 00:00:00,2175403,59601
2021-03-06 00:00:00,2220748,45345
2021-03-07 00:00:00,2246945,26197
2021-03-08 00:00:00,2298582,51637
2021-03-09 00:00:00,2355939,57357
2021-03-10 00:00:00,2424029,68090
2021-03-11 00:00:00,2495761,71732
2021-03-12 00:00:00,2569713,73952
2021-03-13 00:00:00,2622153,52440
2021-03-14 00:00:00,2651102,28949
2021-03-15 00:00:00,2699391,48289
2021-03-16 00:00:00,2755097,55706
2021-03-17 00:00:00,2818634,63537
2021-03-18 00:00:00,2883515,64881
2021-03-19 00:00:00,2944520,61005
2021-03-20 00:00:00,2992005,47485
2021-03-21 00:00:00,3023775,31770
2021-03-22 00:00:00,3068054,44279
2021-03-23 00:00:00,3117708,49654
2021-03-24 00:00:00,3182123,64415
2021-03-25 00:00:00,3254788,72665
2021-03-26 00:00:00,3326301,71513
2021-03-27 00:00:00,3380335,54034
2021-03-28 00:00:00,3419066,38731
2021-03-29 00:00:00,3481525,62459
2021-03-30 00:00:00,3550021,68496
2021-03-31 00:00:00,3628532,78511
2021-04-01 00:00:00,3705917,77385
2021-04-02 00:00:00,3775998,70081
2021-04-03 00:00:00,3826130,50132
2021-04-04 00:00:00,3847289,21159
2021-04-05 00:00:00,3906444,59155
2021-04-06 00:00:00,3973248,66804
2021-04-07 00:00:00,4049443,76195
2021-04-08 00:00:00,4127069,77626
2021-04-09 00:00:00,4198312,71243
2021-04-10 00:00:00,4247909,49597
2021-04-11 00:00:00,4279079,31170
2021-04-12 00:00:00,4331866,52787
2021-04-13 00:00:00,4382289,50423
2021-04-14 00:00:00,4442575,60286
2021-04-15 00:00:00,4507142,64567
2021-04-16 00:00:00,4570097,62955
2021-04-17 00:00:00,4612901,42804
2021-04-18 00:00:00,4642742,29841
2021-04-19 00:00:00,4695886,53144
2021-04-20 00:00:00,4751145,55259
2021-04-21 00:00:00,4813769,62624
2021-04-22 00:00:00,4876786,63017
2021-04-23 00:00:00,4935659,58873
2021-04-24 00:00:00,4975709,40050
2021-04-25 00:00:00,5001502,25793
2021-04-26 00:00:00,5048706,47204
2021-04-27 00:00:00,5098311,49605
2021-04-28 00:00:00,5148577,50266
2021-04-29 00:00:00,5194964,46387
2021-04-30 00:00:00,5240683,45719
2021-05-01 00:00:00,5267393,26710
2021-05-02 00:00:00,5288510,21117
2021-05-03 00:00:00,5318522,30012
2021-05-04 00:00:00,5358027,39505
2021-05-05 00:00:00,5393615,35588
2021-05-06 00:00:00,5431507,37892
2021-05-07 00:00:00,5470117,38610
2021-05-08 00:00:00,5496996,26879
2021-05-09 00:00:00,5509864,12868
2021-05-10 00:00:00,5536127,26263
2021-05-11 00:00:00,5562539,26412
2021-05-12 00:00:00,5593207,30668
2021-05-13 00:00:00,5632893,39686
2021-05-14 00:00:00,5672613,39720
2021-05-15 00:00:00,5703209,30596
2021-05-16 00:00:00,5720284,17075
2021-05-17 00:00:00,5752769,32485
2021-05-18 00:00:00,5780597,27828
2021-05-19 00:00:00,5816785,36188
2021-05-20 00:00:00,5847029,30244
2021-05-21 00:00:00,5880852,33823
2021-05-22 00:00:00,5906711,25859
2021-05-23 00:00:00,5917583,10872
2021-05-24 00:00:00,5940141,22558
2021-05-25 00:00:00,5961551,21410
2021-05-26 00:00:00,5984795,23244
2021-05-27 00:00:00,6006168,21373
2021-05-28 00:00:00,6030052,23884
2021-05-29 00:00:00,6043239,13187
2021-05-30 00:00:00,6050583,7344
2021-05-31 00:00:00,6054946,4363
2021-06-01 00:00:00,6075250,20304
2021-06-02 00:00:00,6095515,20265
2021-06-03 00:00:00,6118858,23343
2021-06-04 00:00:00,6144921,26063
2021-06-05 00:00:00,6165446,20525
2021-06-06 00:00:00,6175113,9667
2021-06-07 00:00:00,6194993,19880
2021-06-08 00:00:00,6213773,18780
2021-06-09 00:00:00,6234111,20338
2021-06-10 00:00:00,6254453,20342
2021-06-11 00:00:00,6279649,25196
2021-06-12 00:00:00,6296217,16568
2021-06-13 00:00:00,6304214,7997
2021-06-14 00:00:00,6321769,17555
2021-06-15 00:00:00,6337849,16080
2021-06-16 00:00:00,6354311,16462
2021-06-17 00:00:00,6370239,15928
2021-06-18 00:00:00,6388899,18660
2021-06-19 00:00:00,6399958,11059
2021-06-20 00:00:00,6405643,5685
2021-06-21 00:00:00,6417208,11565
2021-06-22 00:00:00,6431107,13899
2021-06-23 00:00:00,6446193,15086
2021-06-24 00:00:00,6460543,14350
2021-06-25 00:00:00,6476613,16070
2021-06-26 00:00:00,6486386,9773
2021-06-27 00:00:00,6492309,5923
2021-06-28 00:00:00,6504331,12022
2021-06-29 00:00:00,6516108,11777
2021-06-30 00:00:00,6528836,12728
2021-07-01 00:00:00,6541046,12210
2021-07-02 00:00:00,6554215,13169
2021-07-03 00:00:00,6561804,7589
2021-07-04 00:00:00,6563124,1320
2021-07-05 00:00:00,6572401,9277
2021-07-06 00:00:00,6583265,10864
2021-07-07 00:00:00,6594181,10916
2021-07-08 00:00:00,6604977,10796
2021-07-09 00:00:00,6618572,13595
2021-07-10 00:00:00,6627236,8664
2021-07-11 00:00:00,6631696,4460
2021-07-12 00:00:00,6641713,10017
2021-07-13 00:00:00,6650737,9024
2021-07-14 00:00:00,6659854,9117
2021-07-15 00:00:00,6668768,8914
2021-07-16 00:00:00,6680010,11242
2021-07-17 00:00:00,6682985,2975
