date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,412,429,647,445,6
1/1/2022,12469,8859,11418,21256,58935,6289
1/10/2021,565,701,797,1121,984,10
1/10/2022,12633,8946,11497,21380,59117,6428
1/11/2021,574,709,806,1137,1012,11
1/12/2021,593,733,836,1183,1104,11
1/13/2021,638,781,923,1276,1296,12
1/14/2021,671,826,978,1348,1411,14
1/15/2021,686,837,990,1368,1461,14
1/16/2021,707,869,1034,1414,1608,16
1/17/2021,709,871,1037,1420,1624,17
1/18/2021,717,874,1052,1443,1782,19
1/19/2021,751,926,1106,1522,1938,20
1/2/2021,331,445,452,678,457,6
1/2/2022,12480,8866,11429,21265,58941,6299
1/20/2021,793,974,1173,1613,2224,20
1/21/2021,915,1132,1348,1854,2929,20
1/22/2021,1050,1266,1523,2106,3872,21
1/23/2021,1090,1323,1577,2213,5020,24
1/24/2021,1106,1340,1599,2288,6221,25
1/25/2021,1129,1364,1630,2367,6866,25
1/26/2021,1140,1375,1660,2411,7229,25
1/27/2021,1213,1430,1734,2594,8498,26
1/28/2021,1261,1502,1840,2797,9894,33
1/29/2021,1339,1561,1939,2968,11143,38
1/3/2021,331,447,452,680,459,6
1/3/2022,12507,8879,11439,21283,58973,6313
1/30/2021,1386,1588,1997,3055,11780,38
1/31/2021,1424,1613,2046,3144,12489,40
1/4/2021,340,451,462,692,465,6
1/4/2022,12525,8885,11447,21303,59001,6333
1/5/2021,347,460,478,711,488,6
1/5/2022,12552,8896,11459,21325,59028,6353
1/6/2021,355,467,489,738,525,7
1/6/2022,12576,8910,11469,21337,59057,6369
1/7/2021,438,566,632,877,724,8
1/7/2022,12605,8931,11483,21355,59094,6398
1/8/2021,531,671,759,1081,936,10
1/8/2022,12619,8936,11489,21365,59105,6411
1/9/2021,564,700,796,1121,981,10
1/9/2022,12630,8941,11496,21374,59111,6420
10/1/2021,10989,7980,10415,19606,55111,4478
10/10/2021,11134,8049,10489,19683,55241,4520
10/11/2021,11150,8060,10492,19697,55270,4526
10/12/2021,11160,8063,10499,19706,55282,4536
10/13/2021,11174,8069,10505,19717,55293,4551
10/14/2021,11191,8081,10514,19734,55316,4554
10/15/2021,11210,8088,10522,19747,55336,4561
10/16/2021,11222,8093,10526,19752,55345,4571
10/17/2021,11237,8101,10535,19757,55351,4574
10/18/2021,11252,8108,10540,19763,55363,4579
10/19/2021,11273,8118,10545,19773,55374,4588
10/2/2021,11011,7987,10422,19615,55124,4484
10/20/2021,11289,8124,10550,19782,55400,4590
10/21/2021,11311,8134,10560,19798,55414,4596
10/22/2021,11328,8142,10572,19819,55463,4602
10/23/2021,11330,8144,10583,19830,55503,4604
10/24/2021,11334,8150,10586,19834,55524,4608
10/25/2021,11349,8156,10596,19847,55607,4614
10/26/2021,11355,8167,10605,19859,55699,4618
10/27/2021,11369,8173,10616,19878,55787,4621
10/28/2021,11393,8181,10624,19900,55877,4626
10/29/2021,11413,8192,10637,19910,55968,4632
10/3/2021,11020,7988,10423,19616,55127,4486
10/30/2021,11427,8194,10642,19916,55991,4632
10/31/2021,11431,8199,10643,19921,56014,4633
10/4/2021,11037,7997,10439,19627,55144,4489
