date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4283,4525,3833,3586,2502,26
1/1/2022,146150,92436,90198,107499,213729,92761
1/10/2021,6550,6532,5726,5557,5209,54
1/10/2022,147846,93379,91049,108244,214369,96064
1/11/2021,6860,6813,5996,5840,5615,64
1/12/2021,7189,7078,6263,6106,6163,72
1/13/2021,7407,7313,6510,6354,6635,79
1/14/2021,7708,7622,6832,6652,7081,83
1/15/2021,8320,8205,7418,7218,8427,91
1/16/2021,8558,8403,7601,7388,8714,93
1/17/2021,8640,8461,7648,7445,8853,97
1/18/2021,8981,8767,7969,7736,10432,102
1/19/2021,9348,9057,8296,8066,12119,112
1/2/2021,4454,4648,3940,3703,2640,27
1/2/2022,146240,92499,90257,107546,213773,92948
1/20/2021,9841,9601,8814,8552,14286,123
1/21/2021,10239,10049,9310,9036,17430,131
1/22/2021,10931,10739,10056,9787,20517,139
1/23/2021,11206,10977,10250,9988,22304,144
1/24/2021,11347,11108,10360,10099,22636,147
1/25/2021,12065,11754,11107,10865,25941,162
1/26/2021,12773,12338,11762,11520,29020,170
1/27/2021,13495,12932,12421,12250,32244,179
1/28/2021,14333,13572,13105,12987,35621,190
1/29/2021,15250,14301,13840,13752,38747,205
1/3/2021,4542,4739,4014,3761,2699,28
1/3/2022,146453,92598,90363,107633,213878,93281
1/30/2021,15896,14734,14195,14151,41475,211
1/31/2021,16068,14845,14312,14288,42239,214
1/4/2021,4880,5060,4287,4044,2983,35
1/4/2022,146704,92732,90454,107728,213969,93757
1/5/2021,5210,5391,4554,4340,3318,37
1/5/2022,146955,92863,90577,107828,214050,94248
1/6/2021,5628,5729,4978,4713,3671,43
1/6/2022,147213,92976,90689,107940,214154,94638
1/7/2021,5927,5972,5186,5003,4117,47
1/7/2022,147431,93116,90811,108056,214230,95191
1/8/2021,6200,6265,5470,5293,4392,51
1/8/2022,147610,93257,90939,108151,214285,95619
1/9/2021,6453,6436,5639,5477,5132,54
1/9/2022,147751,93336,91013,108203,214335,95846
10/1/2021,131172,83760,83249,100217,203176,56904
10/10/2021,132587,84519,83770,100683,203727,57614
10/11/2021,132781,84636,83845,100748,203810,57723
10/12/2021,132906,84694,83880,100775,203857,57780
10/13/2021,133051,84778,83941,100825,203917,57865
10/14/2021,133258,84880,84005,100889,204001,57953
10/15/2021,133491,84986,84119,100962,204071,58046
10/16/2021,133601,85049,84154,101005,204106,58085
10/17/2021,133687,85085,84180,101019,204127,58125
10/18/2021,133873,85193,84247,101080,204194,58191
10/19/2021,134008,85272,84320,101139,204271,58263
10/2/2021,131276,83816,83298,100250,203212,56978
10/20/2021,134159,85336,84389,101201,204329,58338
10/21/2021,134310,85420,84483,101259,204379,58411
10/22/2021,134500,85529,84557,101340,204526,58489
10/23/2021,134607,85580,84595,101390,204618,58545
10/24/2021,134663,85605,84612,101415,204681,58588
10/25/2021,134839,85683,84670,101483,204906,58653
10/26/2021,135006,85812,84769,101586,205121,58819
10/27/2021,135221,85954,84874,101674,205329,59068
10/28/2021,135381,86036,84942,101753,205537,59123
10/29/2021,135583,86149,85028,101851,205725,59202
10/3/2021,131356,83853,83323,100267,203239,57017
10/30/2021,135665,86192,85056,101890,205840,59238
10/31/2021,135712,86218,85076,101907,205886,59256
10/4/2021,131584,83955,83406,100320,203337,57108
10/5/2021,131784,84050,83468,100391,203430,57188
10/6/2021,131996,84180,83538,100449,203509,57280
