date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1646,255
2021-01-29,1779,133
2021-01-30,1781,2
2021-02-01,1808,27
2021-02-02,1877,69
2021-02-03,1910,33
2021-02-04,1994,84
2021-02-05,2148,154
2021-02-06,2151,3
2021-02-08,2169,18
2021-02-09,2207,38
2021-02-10,2307,100
2021-02-11,2451,144
2021-02-12,2642,191
2021-02-13,2647,5
2021-02-15,2685,38
2021-02-16,2765,80
2021-02-17,2912,147
2021-02-18,3169,257
2021-02-19,3175,6
2021-02-20,3177,2
2021-02-22,3237,60
2021-02-23,3545,308
2021-02-24,3703,158
2021-02-25,3830,127
2021-02-26,3983,153
2021-02-28,3998,15
2021-03-01,4025,27
2021-03-02,4176,151
2021-03-03,4227,51
2021-03-04,4268,41
2021-03-05,4409,141
2021-03-06,4410,1
2021-03-07,4411,1
2021-03-08,4451,40
2021-03-09,4523,72
2021-03-10,4605,82
2021-03-11,4671,66
2021-03-12,4783,112
2021-03-13,4789,6
2021-03-15,4899,110
2021-03-16,4924,25
2021-03-17,4979,55
2021-03-18,5004,25
2021-03-19,5042,38
2021-03-20,5043,1
2021-03-22,5049,6
2021-03-23,5064,15
2021-03-24,5074,10
2021-03-25,5115,41
2021-03-26,5165,50
2021-03-27,5169,4
2021-03-28,5178,9
2021-03-29,5186,8
2021-03-30,5240,54
2021-03-31,5249,9
2021-04-01,5310,61
2021-04-02,5336,26
2021-04-03,5337,1
2021-04-05,5353,16
2021-04-06,5378,25
2021-04-07,5395,17
2021-04-08,5451,56
2021-04-09,5490,39
2021-04-10,5493,3
2021-04-11,5494,1
2021-04-12,5538,44
2021-04-13,5553,15
2021-04-14,5569,16
2021-04-15,5595,26
2021-04-16,5628,33
2021-04-17,5629,1
2021-04-19,5632,3
2021-04-20,5650,18
2021-04-21,5657,7
2021-04-22,5688,31
2021-04-23,5691,3
2021-04-24,5694,3
2021-04-26,5699,5
2021-04-27,5731,32
2021-04-28,5739,8
2021-04-29,5748,9
2021-04-30,5769,21
2021-05-01,5772,3
2021-05-03,5773,1
2021-05-04,5791,18
2021-05-05,5800,9
2021-05-06,5815,15
2021-05-07,5819,4
2021-05-08,5821,2
2021-05-10,5837,16
2021-05-11,5838,1
2021-05-12,5855,17
2021-05-13,5874,19
2021-05-14,5880,6
2021-05-16,5883,3
2021-05-17,5885,2
2021-05-18,5898,13
2021-05-19,5903,5
2021-05-20,5926,23
2021-05-21,5957,31
2021-05-22,5970,13
2021-05-23,5971,1
2021-05-24,5973,2
2021-05-25,5990,17
2021-05-26,5993,3
2021-05-27,6004,11
2021-05-28,6015,11
2021-05-29,6017,2
2021-06-01,6034,17
2021-06-02,6036,2
2021-06-03,6049,13
2021-06-04,6054,5
2021-06-05,6055,1
2021-06-07,6058,3
2021-06-08,6064,6
2021-06-09,6067,3
2021-06-10,6074,7
2021-06-11,6077,3
2021-06-12,6084,7
2021-06-14,6086,2
2021-06-15,6099,13
2021-06-16,6102,3
2021-06-17,6121,19
2021-06-18,6126,5
2021-06-19,6130,4
2021-06-20,6131,1
2021-06-21,6134,3
2021-06-22,6143,9
2021-06-24,6146,3
2021-06-25,6153,7
2021-06-26,6155,2
2021-06-28,6157,2
2021-06-29,6169,12
2021-06-30,6170,1
2021-07-01,6182,12
2021-07-02,6187,5
2021-07-06,6190,3
2021-07-07,6196,6
2021-07-08,6205,9
2021-07-09,6208,3
2021-07-11,6210,2
2021-07-12,6220,10
2021-07-13,6222,2
2021-07-14,6225,3
2021-07-15,6233,8
2021-07-16,6234,1
2021-07-19,6237,3
2021-07-20,6252,15
2021-07-21,6255,3
2021-07-22,6266,11
2021-07-23,6284,18
2021-07-24,6287,3
2021-07-25,6290,3
2021-07-26,6298,8
2021-07-27,6304,6
2021-07-28,6312,8
2021-07-29,6337,25
2021-07-30,6345,8
2021-07-31,6348,3
2021-08-01,6349,1
2021-08-02,6356,7
2021-08-03,6369,13
2021-08-04,6385,16
2021-08-05,6401,16
2021-08-06,6411,10
2021-08-07,6416,5
2021-08-08,6418,2
2021-08-09,6433,15
2021-08-10,6448,15
2021-08-11,6454,6
2021-08-12,6500,46
2021-08-13,6521,21
2021-08-14,6526,5
2021-08-15,6527,1
2021-08-16,6545,18
2021-08-17,6584,39
2021-08-18,6602,18
2021-08-19,6638,36
2021-08-20,6687,49
2021-08-21,6783,96
2021-08-22,6784,1
2021-08-23,6810,26
2021-08-24,6829,19
2021-08-25,6849,20
2021-08-26,6894,45
2021-08-27,6925,31
2021-08-28,6932,7
2021-08-30,6970,38
2021-08-31,6996,26
2021-09-01,7011,15
2021-09-02,7029,18
2021-09-03,7055,26
2021-09-04,7057,2
2021-09-07,7074,17
2021-09-08,7094,20
2021-09-09,7139,45
2021-09-10,7172,33
2021-09-11,7236,64
2021-09-12,7237,1
2021-09-13,7248,11
2021-09-14,7271,23
