date,Arizona_cume,Arizona
2020-12-01,296,
2020-12-02,325,29
2020-12-03,353,28
2020-12-04,365,12
2020-12-05,369,4
2020-12-06,373,4
2020-12-07,398,25
2020-12-08,416,18
2020-12-09,436,20
2020-12-10,463,27
2020-12-11,481,18
2020-12-12,499,18
2020-12-13,513,14
2020-12-14,538,25
2020-12-15,645,107
2020-12-16,1305,660
2020-12-17,4596,3291
2020-12-18,8361,3765
2020-12-19,10949,2588
2020-12-20,12064,1115
2020-12-21,17686,5622
2020-12-22,25568,7882
2020-12-23,35532,9964
2020-12-24,39433,3901
2020-12-25,39581,148
2020-12-26,46155,6574
2020-12-27,48832,2677
2020-12-28,58400,9568
2020-12-29,71836,13436
2020-12-30,87125,15289
2020-12-31,95427,8302
2021-01-01,98727,3300
2021-01-02,106551,7824
2021-01-03,109842,3291
2021-01-04,119036,9194
2021-01-05,128535,9499
2021-01-06,141033,12498
2021-01-07,154208,13175
2021-01-08,166668,12460
2021-01-09,174726,8058
2021-01-10,178083,3357
2021-01-11,194788,16705
2021-01-12,218665,23877
2021-01-13,244638,25973
2021-01-14,270063,25425
2021-01-15,296015,25952
2021-01-16,311995,15980
2021-01-17,321459,9464
2021-01-18,341201,19742
2021-01-19,369033,27832
2021-01-20,402554,33521
2021-01-21,439178,36624
2021-01-22,478246,39068
2021-01-23,507327,29081
2021-01-24,523742,16415
2021-01-25,554384,30642
2021-01-26,592204,37820
2021-01-27,633346,41142
2021-01-28,674830,41484
2021-01-29,716038,41208
2021-01-30,742733,26695
2021-01-31,754719,11986
2021-02-01,790697,35978
2021-02-02,831304,40607
2021-02-03,876880,45576
2021-02-04,925626,48746
2021-02-05,971337,45711
2021-02-06,1010975,39638
2021-02-07,1027587,16612
2021-02-08,1067736,40149
2021-02-09,1113093,45357
2021-02-10,1165873,52780
2021-02-11,1218990,53117
2021-02-12,1282219,63229
2021-02-13,1329073,46854
2021-02-14,1346757,17684
2021-02-15,1379439,32682
2021-02-16,1425847,46408
2021-02-17,1474692,48845
2021-02-18,1521842,47150
2021-02-19,1566112,44270
2021-02-20,1602332,36220
2021-02-21,1617957,15625
2021-02-22,1648037,30080
2021-02-23,1693712,45675
2021-02-24,1752343,58631
2021-02-25,1814347,62004
2021-02-26,1882983,68636
2021-02-27,1935702,52719
2021-02-28,1962440,26738
2021-03-01,2016093,53653
2021-03-02,2068750,52657
2021-03-03,2129162,60412
2021-03-04,2189269,60107
2021-03-05,2250485,61216
2021-03-06,2297088,46603
2021-03-07,2323662,26574
2021-03-08,2376557,52895
2021-03-09,2435157,58600
2021-03-10,2504995,69838
2021-03-11,2578220,73225
2021-03-12,2653598,75378
2021-03-13,2707368,53770
2021-03-14,2736680,29312
2021-03-15,2786660,49980
2021-03-16,2843410,56750
2021-03-17,2908558,65148
2021-03-18,2974702,66144
2021-03-19,3037000,62298
2021-03-20,3085694,48694
2021-03-21,3118142,32448
2021-03-22,3163728,45586
2021-03-23,3214377,50649
2021-03-24,3280042,65665
