date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,336,326,284,287,221,2
1/1/2022,14482,9969,9412,12335,24914,11886
1/10/2021,455,465,396,399,656,4
1/10/2022,14658,10091,9531,12440,25020,12263
1/11/2021,467,480,420,418,855,4
1/12/2021,474,488,428,428,1072,5
1/13/2021,494,522,451,455,1389,5
1/14/2021,499,530,465,466,1641,5
1/15/2021,504,537,475,477,2067,5
1/16/2021,520,543,483,489,2425,5
1/17/2021,523,544,486,491,2439,5
1/18/2021,526,549,493,500,2617,5
1/19/2021,544,561,509,517,2830,5
1/2/2021,337,329,288,290,223,2
1/2/2022,14489,9976,9415,12342,24916,11905
1/20/2021,555,576,524,541,3210,6
1/21/2021,561,591,536,564,3589,6
1/22/2021,576,599,544,573,3755,6
1/23/2021,602,634,579,608,4113,6
1/24/2021,612,638,585,629,4187,6
1/25/2021,638,661,626,678,4377,6
1/26/2021,660,705,675,737,4596,7
1/27/2021,688,744,719,783,4986,7
1/28/2021,740,785,772,862,5613,8
1/29/2021,782,832,841,935,5995,8
1/3/2021,348,343,300,305,247,2
1/3/2022,14515,9990,9430,12360,24931,11931
1/30/2021,784,837,843,940,6012,8
1/31/2021,789,840,846,948,6040,8
1/4/2021,354,352,305,307,268,2
1/4/2022,14534,10010,9445,12372,24949,11978
1/5/2021,374,379,319,322,280,2
1/5/2022,14559,10017,9457,12384,24962,12021
1/6/2021,396,396,339,347,298,2
1/6/2022,14586,10035,9467,12400,24978,12087
1/7/2021,404,403,348,357,328,2
1/7/2022,14633,10065,9505,12425,25007,12189
1/8/2021,434,436,376,381,358,3
1/8/2022,14644,10077,9514,12429,25013,12222
1/9/2021,449,460,396,397,653,4
1/9/2022,14652,10083,9521,12434,25016,12230
10/1/2021,12643,8596,8180,11092,23280,5974
10/10/2021,12791,8680,8274,11142,23336,6052
10/11/2021,12807,8691,8283,11147,23344,6062
10/12/2021,12829,8697,8289,11153,23348,6074
10/13/2021,12850,8718,8295,11156,23352,6086
10/14/2021,12882,8736,8312,11173,23363,6097
10/15/2021,12901,8751,8324,11188,23370,6105
10/16/2021,12933,8781,8339,11197,23374,6672
10/17/2021,12942,8783,8345,11198,23377,6679
10/18/2021,12961,8805,8359,11207,23386,6691
10/19/2021,12977,8813,8370,11219,23393,6697
10/2/2021,12651,8596,8184,11095,23281,5980
10/20/2021,12985,8825,8376,11226,23400,6702
10/21/2021,12995,8837,8384,11240,23409,6709
10/22/2021,13027,8866,8402,11253,23432,6727
10/23/2021,13038,8867,8402,11258,23439,6732
10/24/2021,13043,8869,8405,11263,23449,6733
10/25/2021,13059,8879,8417,11270,23476,6737
10/26/2021,13072,8900,8430,11280,23499,6743
10/27/2021,13087,8918,8443,11292,23521,6745
10/28/2021,13108,8933,8458,11303,23559,6754
10/29/2021,13129,8948,8474,11318,23600,6772
10/3/2021,12656,8598,8186,11095,23281,5981
10/30/2021,13135,8952,8479,11324,23609,6777
10/31/2021,13141,8954,8480,11326,23615,6777
10/4/2021,12677,8603,8202,11099,23289,5988
10/5/2021,12710,8617,8213,11107,23293,5997
10/6/2021,12731,8634,8233,11115,23305,6003
10/7/2021,12756,8649,8247,11125,23314,6022
10/8/2021,12771,8669,8265,11138,23332,6044
10/9/2021,12787,8676,8270,11141,23334,6052
11/1/2021,13163,8965,8489,11337,23643,6786
11/10/2021,13363,9101,8619,11453,23850,7210
11/11/2021,13386,9124,8639,11468,23880,7312
11/12/2021,13429,9165,8672,11500,23930,7569
11/13/2021,13466,9205,8697,11515,23946,8191
11/14/2021,13482,9212,8708,11525,23949,8250
11/15/2021,13499,9236,8720,11539,23970,8350
11/16/2021,13522,9255,8732,11557,23993,8483
11/17/2021,13547,9269,8751,11572,24018,8768
11/18/2021,13569,9284,8766,11594,24053,8846
11/19/2021,13600,9313,8800,11620,24088,8967
11/2/2021,13189,8980,8501,11348,23667,6797
11/20/2021,13609,9335,8815,11627,24098,9316
11/21/2021,13615,9349,8829,11629,24104,9337
11/22/2021,13639,9364,8841,11650,24117,9392
11/23/2021,13662,9384,8857,11666,24149,9453
11/24/2021,13695,9405,8870,11684,24176,9528
11/25/2021,13695,9405,8870,11684,24176,9528
11/26/2021,13708,9410,8882,11702,24185,9583
11/27/2021,13724,9433,8891,11713,24195,9666
11/28/2021,13738,9443,8895,11724,24204,9687
11/29/2021,13770,9468,8912,11746,24232,9805
11/3/2021,13203,8997,8511,11357,23686,6804
11/30/2021,13802,9495,8922,11774,24260,9879
11/4/2021,13233,9013,8526,11375,23731,6849
11/5/2021,13283,9034,8558,11399,23763,7010
11/6/2021,13292,9039,8566,11408,23770,7044
11/7/2021,13302,9042,8568,11410,23777,7056
11/8/2021,13322,9061,8580,11427,23800,7082
11/9/2021,13339,9080,8601,11442,23828,7141
12/1/2020,,1,,1,2,
12/1/2021,13843,9524,8956,11811,24291,9963
12/10/2020,,1,,1,2,
12/10/2021,14076,9687,9143,11994,24555,10810
12/11/2020,,1,,1,2,
12/11/2021,14090,9703,9152,12003,24572,10912
