date,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO
2020-12-25 00:00:00,27,13,0.4814814814814816,,,
2020-12-24 00:00:00,146,29,0.1986301369863014,5.0,2.0,0.4
2020-12-23 00:00:00,171,46,0.2690058479532164,5.0,1.0,0.2
2020-12-22 00:00:00,204,64,0.3137254901960785,3.0,2.0,0.6666666666666666
2020-12-21 00:00:00,331,67,0.202416918429003,16.0,7.0,0.4375
2020-12-20 00:00:00,83,24,0.2891566265060241,2.0,0.0,0
2020-12-19 00:00:00,169,45,0.2662721893491125,2.0,0.0,0
2020-12-18 00:00:00,294,74,0.2517006802721089,11.0,3.0,0.2727272727272727
2020-12-17 00:00:00,263,58,0.220532319391635,9.0,3.0,0.3333333333333333
2020-12-16 00:00:00,377,100,0.2652519893899205,4.0,2.0,0.5
2020-12-15 00:00:00,404,61,0.150990099009901,11.0,3.0,0.2727272727272727
2020-12-14 00:00:00,349,66,0.1891117478510029,7.0,2.0,0.2857142857142857
2020-12-13 00:00:00,69,20,0.2898550724637682,,,
2020-12-12 00:00:00,115,38,0.3304347826086957,43.0,4.0,0.0930232558139535
2020-12-11 00:00:00,256,58,0.2265625,28.0,5.0,0.1785714285714286
2020-12-10 00:00:00,276,58,0.2101449275362319,32.0,2.0,0.0625
2020-12-09 00:00:00,401,87,0.2169576059850374,14.0,5.0,0.3571428571428572
2020-12-08 00:00:00,342,59,0.1725146198830409,8.0,1.0,0.125
2020-12-07 00:00:00,436,94,0.2155963302752294,5.0,0.0,0
2020-12-06 00:00:00,81,26,0.3209876543209877,,,
2020-12-05 00:00:00,46,16,0.3478260869565218,,,
2020-12-04 00:00:00,209,38,0.1818181818181818,2.0,0.0,0
2020-12-03 00:00:00,219,55,0.2511415525114155,10.0,3.0,0.3
2020-12-02 00:00:00,265,66,0.2490566037735849,7.0,2.0,0.2857142857142857
2020-12-01 00:00:00,319,77,0.2413793103448276,9.0,0.0,0
2020-11-30 00:00:00,347,90,0.2593659942363113,12.0,0.0,0
2020-11-29 00:00:00,62,16,0.2580645161290323,4.0,0.0,0
2020-11-28 00:00:00,86,11,0.1279069767441861,5.0,0.0,0
2020-11-27 00:00:00,180,41,0.2277777777777778,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,41,6,0.1463414634146342,,,
2020-11-25 00:00:00,249,43,0.1726907630522089,7.0,1.0,0.1428571428571429
2020-11-24 00:00:00,270,48,0.1777777777777778,10.0,0.0,0
2020-11-23 00:00:00,359,56,0.1559888579387187,15.0,2.0,0.1333333333333333
2020-11-22 00:00:00,96,8,0.0833333333333333,,,
2020-11-21 00:00:00,99,23,0.2323232323232323,2.0,1.0,0.5
2020-11-20 00:00:00,347,46,0.1325648414985591,7.0,1.0,0.1428571428571429
2020-11-19 00:00:00,272,42,0.1544117647058824,10.0,6.0,0.6
2020-11-18 00:00:00,296,50,0.1689189189189189,44.0,3.0,0.0681818181818182
