Category,value
tests,4222795
Apache,27913
Cochise,54542
Coconino,88738
Gila,27329
Graham,11523
Greenlee,1922
La Paz,7003
Maricopa,2521444
Mohave,94868
Navajo,54363
Pima,631292
Pinal,255364
Santa Cruz,28700
Yavapai,100724
Yuma,132294
Unknown,10172
65 years and older,679673
55 - 64 years,522003
45 - 54 years,548427
20 - 44 years,1708097
Less than 20 years,754423
positive,0.1345488
