date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,945,863,632,481,220,7
1/10/2021,1293,1201,921,710,495,11
1/11/2021,1354,1288,984,748,836,11
1/12/2021,1417,1355,1060,802,1157,13
1/13/2021,1503,1429,1135,864,1492,13
1/14/2021,1522,1446,1164,887,1580,13
1/15/2021,1551,1462,1184,914,1669,13
1/16/2021,1555,1464,1187,915,1674,13
1/17/2021,1557,1467,1188,916,1678,13
1/18/2021,1566,1473,1197,920,1695,13
1/19/2021,1609,1501,1226,950,1807,18
1/2/2021,947,864,632,483,221,7
1/20/2021,1624,1508,1234,960,1837,19
1/21/2021,1745,1700,1405,1058,2358,22
1/22/2021,1854,1794,1487,1139,3019,23
1/23/2021,1883,1834,1512,1170,3053,24
1/24/2021,1884,1836,1515,1173,3064,24
1/25/2021,1919,1908,1578,1222,3221,24
1/26/2021,2053,2049,1716,1358,3375,32
1/27/2021,2195,2202,1834,1454,3576,32
1/28/2021,2352,2354,2023,1673,4270,33
1/29/2021,2511,2485,2188,1815,5352,37
1/3/2021,949,864,632,483,221,7
1/30/2021,2551,2516,2226,1888,6212,37
1/31/2021,2552,2517,2226,1889,6228,37
1/4/2021,1004,919,672,516,258,8
1/5/2021,1092,1014,737,561,293,8
1/6/2021,1207,1130,831,625,363,11
1/7/2021,1253,1168,891,662,394,11
1/8/2021,1286,1197,917,703,485,11
1/9/2021,1288,1198,921,707,490,11
12/1/2020,1,1,1,,2,
12/10/2020,1,2,3,,3,
12/11/2020,1,2,3,,3,
12/12/2020,1,2,5,,3,
12/13/2020,1,2,5,,3,
12/14/2020,1,2,5,,3,
12/15/2020,1,2,5,,3,
12/16/2020,3,3,6,1,4,
12/17/2020,9,7,10,5,6,
12/18/2020,9,7,11,5,6,
12/19/2020,9,7,11,5,8,
12/2/2020,1,1,1,,2,
12/20/2020,9,9,11,6,8,
12/21/2020,75,45,49,23,23,
12/22/2020,255,243,170,135,55,1
12/23/2020,445,459,327,253,95,4
12/24/2020,508,512,384,293,102,4
12/25/2020,508,512,384,293,102,4
