date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11855,12914,12015,9703,5524,115
1/10/2021,20176,19880,18820,15810,11003,240
1/11/2021,21421,20991,20029,16779,12760,275
1/12/2021,23435,22964,22050,18438,17502,362
1/13/2021,25476,25094,24255,20098,22999,432
1/14/2021,27443,27221,26526,21987,28956,476
1/15/2021,29661,29244,28630,23759,33760,545
1/16/2021,31039,30445,29899,24921,36916,580
1/17/2021,32016,31342,30860,25887,40023,616
1/18/2021,33064,32287,32011,27000,44990,647
1/19/2021,34344,33510,33313,28304,51208,713
1/2/2021,13403,14284,13240,10779,6226,139
1/20/2021,35633,34789,34938,29817,58131,761
1/21/2021,37132,36292,36790,31682,66208,819
1/22/2021,40041,38934,39769,34683,74032,922
1/23/2021,42679,41006,42274,37145,78804,1006
1/24/2021,43972,42182,43555,38559,83893,1051
1/25/2021,45282,43342,44977,40153,91300,1110
1/26/2021,46970,44790,46716,42046,102096,1172
1/27/2021,48471,46106,48230,43687,112448,1212
1/28/2021,49696,47190,49454,45122,123254,1251
1/29/2021,51751,48872,51176,46954,133890,1324
1/3/2021,14151,14859,13748,11219,6452,157
1/30/2021,53507,50274,52767,48528,138858,1393
1/31/2021,54128,50827,53403,49224,142478,1424
1/4/2021,15189,15784,14697,11999,7275,165
1/5/2021,16152,16607,15562,12797,8019,184
1/6/2021,17332,17574,16511,13714,8722,196
1/7/2021,18253,18376,17321,14497,9447,210
1/8/2021,19085,19044,17975,15060,9910,217
1/9/2021,19788,19579,18517,15518,10703,236
12/1/2020,28,21,19,12,16,1
12/10/2020,36,27,26,22,30,1
12/11/2020,37,29,26,25,30,1
12/12/2020,38,29,26,26,30,1
12/13/2020,38,30,28,27,31,1
12/14/2020,39,32,28,28,37,1
12/15/2020,42,36,33,35,40,1
12/16/2020,53,47,46,41,44,1
12/17/2020,278,395,351,274,167,4
12/18/2020,665,879,747,534,288,4
12/19/2020,1029,1345,1142,830,407,9
12/2/2020,30,21,19,16,21,1
12/20/2020,1226,1589,1384,1025,491,10
12/21/2020,1938,2425,2144,1577,757,13
12/22/2020,2902,3521,3131,2282,1054,18
12/23/2020,3972,4795,4281,3089,1406,25
12/24/2020,4350,5172,4634,3385,1541,25
12/25/2020,4350,5172,4635,3385,1544,25
12/26/2020,5488,6465,5746,4327,1954,35
12/27/2020,5999,7003,6266,4765,2159,43
12/28/2020,7166,8182,7399,5783,2754,54
12/29/2020,8945,9944,9077,7214,3767,85
12/3/2020,32,21,21,16,22,1
12/30/2020,10826,11921,11033,8858,4742,105
12/31/2020,11781,12847,11928,9605,5092,114
12/4/2020,32,21,21,17,24,1
12/5/2020,32,21,21,17,25,1
12/6/2020,32,21,21,17,25,1
12/7/2020,32,22,24,18,26,1
12/8/2020,34,23,24,19,26,1
12/9/2020,34,23,25,20,28,1
2/1/2021,54948,51571,54179,50171,150765,1465
2/10/2021,63898,59645,62842,60769,241336,2042
2/11/2021,64980,60558,63867,62220,252287,2109
2/12/2021,66784,62032,65408,64203,267450,2216
2/13/2021,68647,63631,67215,66267,277463,2325
2/14/2021,69300,64108,67803,67021,282607,2353
2/15/2021,69973,64728,68473,67920,292110,2399
2/16/2021,71101,65526,69377,69102,302464,2454
2/17/2021,72082,66424,70313,70299,313568,2539
2/18/2021,72936,67143,71100,71374,324501,2577
2/19/2021,74057,68060,71998,72594,333649,2668
2/2/2021,55915,52449,55031,51333,160714,1512
2/20/2021,75759,69445,73381,74180,341659,2778
2/21/2021,76365,70025,73968,74912,346731,2818
2/22/2021,76980,70580,74495,75589,352565,2869
2/23/2021,78105,71458,75515,76859,360778,2942
2/24/2021,79283,72500,76637,78326,370426,3033
2/25/2021,80389,73451,77635,79644,380304,3128
2/26/2021,81929,74741,78942,81416,389528,3233
2/27/2021,83191,75830,80031,82762,395969,3321
2/28/2021,83756,76263,80536,83742,399793,3366
2/3/2021,56750,53245,55856,52318,171094,1568
2/4/2021,57691,54104,56886,53492,181859,1624
2/5/2021,58938,55205,58002,54832,190782,1699
2/6/2021,60196,56267,59135,56079,201398,1789
2/7/2021,60723,56774,59640,56664,207063,1824
2/8/2021,61690,57684,60661,57943,217702,1906
2/9/2021,62795,58678,61719,59328,229555,1981
3/1/2021,84461,76882,81303,84932,405010,3434
3/10/2021,94829,85076,90319,142485,449029,4310
3/11/2021,96944,86774,92113,152664,455078,4456
3/12/2021,99307,88538,94096,161855,460343,4613
3/13/2021,101022,89941,95728,170219,464286,4723
3/14/2021,102301,91035,96889,176588,466685,4804
3/15/2021,103795,92332,98454,184755,470402,4918
3/16/2021,105834,93941,100330,192534,474287,5083
3/17/2021,108477,96261,102950,201427,479429,5286
3/18/2021,111194,98540,105557,209346,484206,5485
3/19/2021,114638,101107,108361,216541,488704,5805
3/2/2021,85293,77624,82112,86885,410985,3490
3/20/2021,117552,103523,111206,221955,492473,6047
3/21/2021,119802,105430,113372,226067,494723,6261
3/22/2021,123079,108283,116530,230577,497814,6604
3/23/2021,126977,111578,120049,235532,500806,7081
3/24/2021,133420,116930,125719,240097,503940,8406
3/25/2021,140657,122643,131833,244239,507056,9768
3/26/2021,147107,127756,137276,247998,509258,11120
3/27/2021,153093,132584,142330,250600,510679,12844
3/28/2021,158234,136447,146472,252270,511578,14391
3/29/2021,165905,142228,152919,254101,512786,16182
3/3/2021,86195,78342,82995,89996,416673,3578
3/30/2021,173605,147953,159259,256219,514091,18048
3/31/2021,181894,154148,166399,258879,515820,20289
3/4/2021,87297,79261,83976,97109,422357,3669
3/5/2021,88886,80363,85173,105287,427231,3832
3/6/2021,89972,81154,86021,111677,430867,3912
3/7/2021,90807,81829,86725,117073,433326,3975
3/8/2021,91912,82720,87708,125402,438315,4059
3/9/2021,93291,83800,88906,133259,443254,4154
4/1/2021,190031,160235,173846,261626,517787,22302
4/10/2021,240978,195236,213430,283233,532960,34274
4/11/2021,244152,197268,215671,284420,533746,35464
4/12/2021,248929,200416,219358,286779,535643,36627
4/13/2021,253214,203076,222348,288665,537056,37724
4/14/2021,257654,205701,225244,290395,538328,38831
4/15/2021,262871,209087,228582,292522,539892,39883
4/16/2021,267292,211993,231689,294443,541242,40845
4/17/2021,270651,214336,234442,296030,542325,41974
4/18/2021,272575,215500,235803,296771,542835,42664
4/19/2021,275979,217838,238275,298345,544164,43524
4/2/2021,196540,165097,179462,264064,519333,23973
4/20/2021,279184,219925,240712,299871,545433,44420
4/21/2021,283375,222669,243458,301675,546898,45465
4/22/2021,287292,225206,246050,303361,548225,46333
4/23/2021,291100,227837,248737,305028,549381,47314
4/24/2021,293468,229385,250362,306145,550150,48122
4/25/2021,295046,230397,251397,306726,550536,48829
4/26/2021,297779,232248,253379,308100,551591,49595
4/27/2021,300683,234093,255436,309494,552761,50309
4/28/2021,303550,235799,257402,310871,554093,51147
4/29/2021,306367,237483,259249,312273,555340,51822
4/3/2021,201072,168401,183407,265734,520468,25324
4/30/2021,309592,239362,261402,313885,556664,52654
4/4/2021,203250,169727,184964,266322,520831,25897
4/5/2021,208749,173330,189081,268707,522509,27181
4/6/2021,214898,177477,193934,271547,524695,28610
4/7/2021,221747,182411,199304,274705,526998,29905
4/8/2021,228440,187099,204451,277944,529501,31166
4/9/2021,235373,191552,209477,281055,531545,32758
5/1/2021,311622,240539,262722,314862,557269,53304
5/10/2021,328609,250326,272854,322646,563755,57790
5/11/2021,330558,251362,273983,323509,564465,58328
5/12/2021,332479,252494,275113,324315,565186,59084
5/13/2021,334516,253637,276294,325188,565850,63787
5/14/2021,337021,255136,277820,326252,566681,68299
5/15/2021,338749,256262,278937,327016,567117,73758
5/16/2021,339963,256944,279635,327494,567424,76817
5/17/2021,342099,258122,280969,328376,568199,79849
5/18/2021,344206,259368,282186,329286,568993,82229
5/19/2021,346457,260665,283525,330299,569741,85561
5/2/2021,312996,241412,263604,315458,557662,53780
5/20/2021,348438,261831,284689,331123,570439,88204
5/21/2021,350728,263182,286053,332057,571104,92122
5/22/2021,352505,264258,287195,332804,571521,95895
5/23/2021,353583,264897,287763,333193,571746,97403
5/24/2021,355303,265821,288697,333923,572337,99393
5/25/2021,356771,266726,289589,334615,572844,101009
5/26/2021,358520,267663,290510,335229,573340,102798
5/27/2021,360023,268572,291349,335868,573819,104607
5/28/2021,361676,269544,292317,336581,574348,106650
5/29/2021,362812,270216,293042,337076,574619,108114
5/3/2021,314879,242440,264772,316400,558567,54249
5/30/2021,363536,270669,293463,337371,574749,108849
5/31/2021,363845,270856,293639,337495,574830,109141
5/4/2021,317381,243833,266250,317556,559669,54824
5/5/2021,319745,245208,267632,318589,560489,55359
5/6/2021,322191,246579,269059,319694,561420,55965
5/7/2021,324448,248000,270452,320768,562334,56550
5/8/2021,326012,248895,271411,321506,562850,57054
5/9/2021,326975,249471,271964,321915,563105,57399
6/1/2021,365298,271735,294488,338022,575260,110760
6/10/2021,375468,277718,300258,342024,578255,122376
6/11/2021,376831,278688,301150,342595,578606,124654
6/12/2021,377745,279357,301788,342905,578758,126075
6/13/2021,378105,279595,302031,343067,578832,126364
6/14/2021,379079,280142,302539,343437,579070,127480
6/15/2021,380039,280746,303045,343786,579282,128658
6/16/2021,381113,281364,303600,344156,579525,129889
6/17/2021,382047,281981,304115,344536,579789,130935
6/18/2021,383360,282707,304800,345022,580102,132106
6/19/2021,384051,283182,305226,345311,580257,132834
6/2/2021,366565,272483,295247,338506,575675,112257
6/20/2021,384486,283425,305444,345477,580320,133189
6/21/2021,385411,283947,305981,345824,580561,134206
6/22/2021,386288,284427,306467,346125,580858,135163
6/23/2021,387169,284982,306941,346473,581146,136130
6/24/2021,387973,285480,307452,346830,581430,137074
6/25/2021,389058,286154,308091,347301,581750,138021
6/26/2021,389822,286599,308570,347592,581917,138648
6/27/2021,390313,286918,308857,347783,581986,139125
6/28/2021,391249,287459,309407,348139,582268,140171
6/29/2021,392126,287970,309891,348481,582508,141037
6/3/2021,367913,273263,296000,339027,576076,113778
6/30/2021,392973,288521,310360,348840,582793,141955
6/4/2021,369369,274201,296916,339652,576502,115424
6/5/2021,370490,274935,297586,340103,576760,116958
6/6/2021,371095,275242,297939,340305,576879,117626
6/7/2021,372246,275916,298529,340739,577226,118876
6/8/2021,373330,276463,299092,341177,577536,120026
6/9/2021,374330,277034,299589,341571,577883,121174
7/1/2021,393800,289010,310850,349170,583042,142748
7/10/2021,400990,293353,315139,352095,584798,150644
7/11/2021,401521,293664,315386,352249,584878,151221
7/12/2021,402427,294187,315873,352554,585088,152260
7/13/2021,403201,294600,316301,352816,585308,153248
7/14/2021,403994,295083,316784,353103,585510,154205
7/15/2021,404730,295549,317199,353373,585713,155119
7/16/2021,405881,296289,317877,353824,586001,156404
7/17/2021,406641,296795,318350,354126,586162,157191
7/18/2021,407203,297160,318665,354335,586248,157767
7/19/2021,408217,297865,319292,354775,586560,159108
7/2/2021,394857,289657,311436,349622,583327,143781
7/20/2021,409200,298473,319925,355154,586882,160287
7/21/2021,410388,299225,320570,355588,587214,161570
7/22/2021,411529,300009,321249,356116,587568,162959
7/23/2021,412998,301082,322278,356780,587962,164466
7/24/2021,414087,301829,323090,357276,588182,165420
7/25/2021,415121,302418,323573,357588,588327,166315
7/26/2021,416553,303289,324385,358179,588722,167815
7/27/2021,417963,304158,325194,358719,589107,169310
7/28/2021,419418,305026,325942,359211,589469,170860
7/29/2021,420882,305894,326678,359674,589837,172499
7/3/2021,395598,290121,311876,349939,583493,144453
7/30/2021,422863,307249,327886,360354,590322,174807
7/31/2021,424120,308128,328629,360809,590542,176271
7/4/2021,395728,290191,311962,349996,583519,144563
7/5/2021,396598,290673,312452,350362,583696,145409
7/6/2021,397410,291086,312919,350651,583942,146290
7/7/2021,398235,291569,313345,350992,584161,147259
7/8/2021,399015,292006,313815,351328,584382,148101
7/9/2021,400163,292777,314559,351767,584634,149458
8/1/2021,425143,308757,329114,361162,590681,177161
8/10/2021,439417,317710,336577,365963,593875,188882
8/11/2021,440911,318636,337257,366442,594184,190035
8/12/2021,442506,319590,338060,366956,594584,191176
8/13/2021,444367,320812,339037,367560,594973,192709
8/14/2021,445684,321700,339723,367972,595208,194195
8/15/2021,446450,322145,340081,368182,595312,194729
8/16/2021,447969,323012,340790,368654,595638,195681
8/17/2021,449400,323850,341432,369074,595954,196583
8/18/2021,450700,324607,342005,369483,596228,197456
8/19/2021,451744,325356,342550,369851,596504,198187
8/2/2021,426797,309862,329990,361760,591091,178718
8/20/2021,453014,326177,343242,370298,596780,199311
8/21/2021,453882,326776,343790,370576,596918,200333
8/22/2021,454515,327158,344078,370759,597017,200866
8/23/2021,455805,327919,344687,371187,597354,201671
8/24/2021,457088,328634,345265,371568,597635,202442
8/25/2021,458288,329327,345846,371964,597889,203209
8/26/2021,459471,330018,346397,372352,598149,203890
8/27/2021,460817,330836,347090,372767,598457,204861
8/28/2021,461708,331410,347554,373073,598605,205670
8/29/2021,462276,331759,347835,373216,598692,206020
8/3/2021,428346,310822,330797,362295,591525,179940
8/30/2021,463360,332395,348349,373571,598919,206614
8/31/2021,464310,332946,348785,373875,599144,207129
8/4/2021,430020,311871,331673,362832,591942,181148
8/5/2021,431626,312850,332534,363424,592341,182378
8/6/2021,433664,314170,333727,364100,592772,184144
8/7/2021,435163,315152,334522,364600,593009,185822
8/8/2021,436152,315744,335006,364902,593173,186652
8/9/2021,437814,316725,335829,365445,593562,187858
9/1/2021,465371,333576,349258,374213,599385,207788
9/2/2021,466214,334056,349648,374475,599615,208261
9/3/2021,467360,334799,350257,374883,599861,209151
9/4/2021,468020,335242,350647,375113,599999,209734
9/5/2021,468545,335561,350919,375276,600076,210093
9/6/2021,468690,335650,351006,375342,600105,210183
9/7/2021,469569,336103,351384,375627,600290,210639
9/8/2021,469972,336322,351560,375735,600401,210840
