date,Yuma_cume,Yuma
1/1/2021,5,
1/10/2021,6,1
1/11/2021,7,1
1/12/2021,8,1
1/13/2021,9,1
1/14/2021,11,2
1/15/2021,18,7
1/16/2021,44,26
1/17/2021,46,2
1/18/2021,48,2
1/19/2021,224,176
1/2/2021,922,698
1/20/2021,1679,757
1/21/2021,1917,238
1/22/2021,2021,104
1/23/2021,2022,1
1/24/2021,2451,429
1/25/2021,2811,360
1/26/2021,3243,432
1/27/2021,3336,93
1/28/2021,3367,31
1/29/2021,3370,3
1/3/2021,3371,1
1/30/2021,3591,220
1/31/2021,3922,331
1/4/2021,4408,486
1/5/2021,4636,228
1/6/2021,4958,322
1/7/2021,4972,14
1/8/2021,4987,15
1/9/2021,5665,678
12/1/2020,6346,681
12/10/2020,7098,752
12/12/2020,7282,184
12/16/2020,7474,192
12/17/2020,7475,1
12/19/2020,7476,1
12/20/2020,7513,37
12/21/2020,7904,391
12/22/2020,8479,575
12/23/2020,10268,1789
12/24/2020,11849,1581
12/26/2020,11993,144
12/27/2020,12007,14
12/28/2020,12441,434
12/29/2020,13294,853
12/3/2020,14696,1402
12/30/2020,16769,2073
12/31/2020,18842,2073
12/4/2020,20045,1203
12/8/2020,20058,13
2/1/2021,20942,884
2/10/2021,22021,1079
2/11/2021,23529,1508
2/12/2021,24539,1010
2/13/2021,25246,707
2/14/2021,25288,42
2/15/2021,25310,22
2/16/2021,25593,283
2/17/2021,26438,845
2/18/2021,28798,2360
2/19/2021,31273,2475
2/2/2021,33160,1887
2/20/2021,34030,870
2/21/2021,34033,3
2/22/2021,34149,116
2/23/2021,34408,259
2/24/2021,34738,330
2/25/2021,35364,626
2/26/2021,36222,858
2/27/2021,36601,379
2/28/2021,36610,9
2/3/2021,36653,43
2/4/2021,37854,1201
2/5/2021,40487,2633
2/6/2021,43652,3165
2/7/2021,46404,2752
2/8/2021,47249,845
2/9/2021,47600,351
3/1/2021,49508,1908
3/10/2021,50878,1370
3/11/2021,52155,1277
3/12/2021,55034,2879
3/13/2021,58674,3640
3/14/2021,58905,231
3/15/2021,59083,178
3/16/2021,60110,1027
3/17/2021,62289,2179
3/18/2021,64260,1971
3/19/2021,67684,3424
3/2/2021,70877,3193
3/20/2021,72514,1637
3/21/2021,72717,203
3/22/2021,73574,857
3/23/2021,75194,1620
3/24/2021,77304,2110
3/25/2021,81259,3955
3/26/2021,84426,3167
3/27/2021,85769,1343
3/28/2021,86119,350
3/29/2021,86670,551
3/3/2021,88183,1513
3/30/2021,90541,2358
3/31/2021,92874,2333
3/4/2021,95130,2256
3/5/2021,95737,607
3/6/2021,95990,253
3/7/2021,96607,617
3/8/2021,99446,2839
3/9/2021,102468,3022
4/1/2021,105404,2936
4/10/2021,107321,1917
4/11/2021,108083,762
4/12/2021,108777,694
4/13/2021,110209,1432
4/14/2021,112430,2221
4/15/2021,114884,2454
4/16/2021,117768,2884
4/17/2021,119813,2045
4/18/2021,120360,547
4/19/2021,120576,216
4/2/2021,121228,652
4/20/2021,122275,1047
4/21/2021,124954,2679
4/22/2021,127988,3034
4/23/2021,131109,3121
4/24/2021,131864,755
4/25/2021,132437,573
4/26/2021,134040,1603
4/27/2021,136027,1987
4/28/2021,137635,1608
4/29/2021,139036,1401
4/3/2021,140992,1956
4/30/2021,141319,327
4/4/2021,141510,191
4/5/2021,142059,549
4/6/2021,145195,3136
4/7/2021,147133,1938
4/8/2021,148943,1810
4/9/2021,150472,1529
5/1/2021,150717,245
5/10/2021,150898,181
