date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4381,4424,3654,3440,2039,25
1/10/2021,6677,6383,5527,5358,4512,66
1/11/2021,6993,6659,5798,5644,4888,77
1/12/2021,7323,6917,6062,5905,5395,88
1/13/2021,7544,7153,6303,6151,5830,98
1/14/2021,7854,7463,6620,6445,6249,103
1/15/2021,8487,8033,7196,7011,7542,114
1/16/2021,8730,8226,7381,7177,7810,117
1/17/2021,8813,8286,7426,7234,7939,120
1/18/2021,9159,8600,7741,7524,9506,127
1/19/2021,9532,8887,8068,7848,11174,138
1/2/2021,4552,4547,3752,3551,2140,27
1/20/2021,10029,9436,8581,8325,13293,153
1/21/2021,10438,9883,9070,8808,16400,162
1/22/2021,11149,10567,9825,9547,19451,177
1/23/2021,11431,10801,10020,9747,21269,182
1/24/2021,11578,10931,10128,9850,21589,185
1/25/2021,12311,11566,10876,10602,24837,200
1/26/2021,13030,12149,11536,11246,27871,210
1/27/2021,13763,12747,12202,11971,31053,219
1/28/2021,14613,13393,12873,12701,34367,235
1/29/2021,15543,14113,13607,13458,37452,259
1/3/2021,4644,4635,3821,3607,2185,29
1/30/2021,16205,14544,13961,13855,40193,267
1/31/2021,16372,14658,14077,13993,40938,272
1/4/2021,4988,4938,4082,3890,2424,38
1/5/2021,5328,5259,4347,4174,2729,43
1/6/2021,5752,5599,4768,4539,3056,50
1/7/2021,6056,5829,4986,4817,3456,55
1/8/2021,6327,6112,5276,5097,3707,60
1/9/2021,6579,6284,5443,5284,4445,66
12/1/2020,9,3,8,7,13,
12/10/2020,12,4,12,12,19,
12/11/2020,12,5,14,14,21,
12/12/2020,12,5,14,16,22,
12/13/2020,13,5,14,17,22,
12/14/2020,13,8,17,17,23,
12/15/2020,17,11,21,22,29,
12/16/2020,18,13,23,23,30,
12/17/2020,268,320,334,281,113,
12/18/2020,591,676,630,551,226,1
12/19/2020,800,884,775,652,289,1
12/2/2020,10,3,10,7,13,
12/20/2020,802,885,778,655,293,1
12/21/2020,1219,1262,1060,933,420,3
12/22/2020,1621,1654,1395,1217,549,5
12/23/2020,2128,2144,1771,1530,719,6
12/24/2020,2393,2419,1971,1744,807,8
12/25/2020,2394,2419,1971,1746,810,8
12/26/2020,2602,2621,2121,1899,879,9
12/27/2020,2650,2666,2151,1930,894,9
12/28/2020,3118,3111,2508,2259,1077,11
12/29/2020,3583,3569,2856,2647,1319,17
12/3/2020,10,4,11,9,15,
12/30/2020,4028,4034,3301,3071,1592,18
12/31/2020,4351,4391,3612,3385,1836,23
12/4/2020,10,4,12,9,15,
12/5/2020,11,4,12,9,15,
12/6/2020,11,4,12,10,15,
12/7/2020,11,4,12,11,15,
12/8/2020,11,4,12,12,15,
12/9/2020,12,4,12,12,18,
2/1/2021,17002,15202,14655,14610,43117,282
2/10/2021,21385,18305,18182,18847,68791,414
2/11/2021,21732,18556,18416,19166,72970,426
2/12/2021,22102,18849,18715,19594,76770,438
2/13/2021,22320,18994,18870,19802,80035,452
2/14/2021,22390,19025,18930,19853,80514,459
2/15/2021,22553,19134,19048,19991,82357,463
2/16/2021,22757,19264,19229,20217,84571,473
2/17/2021,23065,19478,19436,20490,86693,489
2/18/2021,23288,19634,19582,20691,88610,495
2/19/2021,23538,19778,19765,20883,89586,503
2/2/2021,17677,15768,15315,15278,45510,299
2/20/2021,23816,19967,19929,21062,90318,519
2/21/2021,23850,19999,19974,21101,90573,522
2/22/2021,23991,20067,20050,21213,91566,527
2/23/2021,24149,20168,20161,21367,93125,533
2/24/2021,24459,20360,20346,21627,95056,569
2/25/2021,24663,20525,20500,21895,97949,582
2/26/2021,25035,20783,20784,22418,101366,599
2/27/2021,25228,20941,20962,22675,103774,609
2/28/2021,25328,21024,21037,22811,105807,624
2/3/2021,18256,16261,15843,15906,48586,314
2/4/2021,18818,16688,16291,16492,51994,331
2/5/2021,19569,17226,16941,17328,55847,353
2/6/2021,20066,17499,17246,17698,57573,366
2/7/2021,20141,17544,17299,17780,58175,368
2/8/2021,20521,17794,17588,18128,60922,377
2/9/2021,20918,18023,17872,18458,64174,391
3/1/2021,25553,21201,21236,23195,108518,648
3/10/2021,28774,23433,23676,30968,135332,901
3/11/2021,29280,23810,24130,32585,138825,957
3/12/2021,29948,24239,24611,34081,142233,1020
3/13/2021,30338,24493,24946,35260,143787,1060
3/14/2021,30660,24676,25161,36096,144982,1101
3/15/2021,31046,25011,25483,38406,147200,1148
3/16/2021,31796,25557,26102,40827,149787,1235
3/17/2021,32857,26387,26924,43709,152211,1333
3/18/2021,33878,27136,27727,46545,154440,1417
3/19/2021,35142,28071,28653,49386,156358,1533
3/2/2021,25825,21394,21435,23553,111607,672
3/20/2021,35986,28599,29266,51184,157449,1594
3/21/2021,36646,29181,29902,52628,158170,1684
3/22/2021,37805,29893,30674,54598,159873,1802
3/23/2021,39230,30875,31671,56862,161639,1948
3/24/2021,41041,32086,32907,58926,163294,2243
3/25/2021,43112,33672,34569,61173,164858,2639
3/26/2021,45252,35247,36177,63281,166262,3139
3/27/2021,46523,36135,37083,64487,166988,3511
3/28/2021,47359,36791,37802,64903,167199,3829
3/29/2021,49462,38263,39232,65722,167761,4437
3/3/2021,26235,21684,21731,24182,115576,707
