date,Pinal_cume,Pinal
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,5,2
1/13/2021,8,3
1/14/2021,36,28
1/15/2021,133,97
1/16/2021,366,233
1/17/2021,403,37
1/18/2021,564,161
1/19/2021,565,1
1/2/2021,908,343
1/20/2021,1444,536
1/21/2021,2183,739
1/22/2021,2856,673
1/23/2021,2876,20
1/24/2021,3175,299
1/25/2021,3205,30
1/26/2021,3772,567
1/27/2021,4470,698
1/28/2021,5165,695
1/29/2021,6045,880
1/3/2021,6993,948
1/30/2021,7965,972
1/31/2021,7987,22
1/4/2021,8436,449
1/5/2021,9051,615
1/6/2021,9854,803
1/7/2021,10836,982
1/8/2021,11734,898
1/9/2021,12807,1073
12/1/2020,12866,59
12/16/2020,13471,605
12/17/2020,14278,807
12/18/2020,15572,1294
12/21/2020,16868,1296
12/22/2020,18285,1417
12/23/2020,20240,1955
12/24/2020,20273,33
12/26/2020,21121,848
12/27/2020,22115,994
12/28/2020,23526,1411
12/29/2020,25110,1584
12/30/2020,26733,1623
12/31/2020,29261,2528
12/7/2020,29387,126
2/1/2021,30854,1467
2/10/2021,32502,1648
2/11/2021,34165,1663
2/12/2021,35881,1716
2/13/2021,37786,1905
2/14/2021,40108,2322
2/15/2021,40183,75
2/16/2021,41826,1643
2/17/2021,43353,1527
2/18/2021,45859,2506
2/19/2021,48587,2728
2/2/2021,51741,3154
2/20/2021,55119,3378
2/21/2021,55238,119
2/22/2021,56289,1051
2/23/2021,57849,1560
2/24/2021,59596,1747
2/25/2021,61436,1840
2/26/2021,62923,1487
2/27/2021,64591,1668
2/28/2021,64645,54
2/3/2021,65557,912
2/4/2021,66782,1225
2/5/2021,68625,1843
2/6/2021,71821,3196
2/7/2021,75016,3195
2/8/2021,78104,3088
2/9/2021,78461,357
3/1/2021,81056,2595
3/10/2021,83917,2861
3/11/2021,87490,3573
3/12/2021,90953,3463
3/13/2021,93621,2668
3/14/2021,96732,3111
3/15/2021,97090,358
3/16/2021,99517,2427
3/17/2021,101945,2428
3/18/2021,104776,2831
3/19/2021,108823,4047
3/2/2021,112238,3415
3/20/2021,114916,2678
3/21/2021,115288,372
3/22/2021,117504,2216
3/23/2021,120165,2661
3/24/2021,123083,2918
3/25/2021,126295,3212
3/26/2021,128831,2536
3/27/2021,129532,701
3/28/2021,130126,594
3/29/2021,132249,2123
3/3/2021,134767,2518
3/30/2021,138152,3385
3/31/2021,141443,3291
3/4/2021,145565,4122
3/5/2021,146804,1239
3/6/2021,148005,1201
3/7/2021,151050,3045
3/8/2021,154149,3099
3/9/2021,157782,3633
4/1/2021,161178,3396
4/10/2021,163076,1898
4/11/2021,165414,2338
4/12/2021,165908,494
4/13/2021,168322,2414
4/14/2021,171230,2908
4/15/2021,174694,3464
4/16/2021,177404,2710
4/17/2021,179572,2168
4/18/2021,180827,1255
4/19/2021,181294,467
4/2/2021,183674,2380
4/20/2021,185724,2050
4/21/2021,188490,2766
4/22/2021,191271,2781
4/23/2021,194357,3086
4/24/2021,195386,1029
4/25/2021,196090,704
4/26/2021,198328,2238
4/27/2021,201289,2961
4/28/2021,204929,3640
4/29/2021,207323,2394
4/3/2021,209056,1733
4/30/2021,210597,1541
4/4/2021,211708,1111
4/5/2021,213779,2071
4/6/2021,216074,2295
4/7/2021,218483,2409
4/8/2021,220029,1546
4/9/2021,221549,1520
5/1/2021,222251,702
5/10/2021,222735,484
5/11/2021,224128,1393
5/12/2021,225969,1841
5/13/2021,228131,2162
5/14/2021,229944,1813
5/15/2021,231404,1460
5/16/2021,232637,1233
5/17/2021,233115,478
5/18/2021,234376,1261
5/19/2021,235787,1411
5/2/2021,238485,2698
5/20/2021,240220,1735
5/21/2021,242303,2083
5/22/2021,243323,1020
5/23/2021,243937,614
5/24/2021,245569,1632
5/25/2021,247143,1574
5/26/2021,248866,1723
5/27/2021,250652,1786
5/28/2021,251854,1202
5/29/2021,252719,865
5/3/2021,253122,403
5/30/2021,254072,950
5/31/2021,255214,1142
5/4/2021,256500,1286
5/5/2021,257550,1050
5/6/2021,258763,1213
5/7/2021,259297,534
5/8/2021,259681,384
5/9/2021,259898,217
6/1/2021,260993,1095
6/10/2021,261898,905
6/11/2021,262815,917
6/12/2021,263881,1066
6/13/2021,264559,678
6/14/2021,265015,456
6/15/2021,265880,865
6/16/2021,266720,840
6/17/2021,267879,1159
6/18/2021,268779,900
6/19/2021,269922,1143
6/2/2021,270615,693
6/20/2021,271040,425
6/21/2021,271799,759
6/22/2021,272684,885
6/23/2021,273460,776
6/24/2021,274339,879
6/25/2021,275429,1090
6/26/2021,276030,601
6/27/2021,276397,367
6/28/2021,277026,629
6/29/2021,277783,757
6/3/2021,278551,768
6/30/2021,279241,690
6/4/2021,280084,843
6/5/2021,280578,494
6/6/2021,280812,234
6/7/2021,281258,446
6/8/2021,281930,672
6/9/2021,282582,652
7/1/2021,283139,557
7/10/2021,283807,668
7/11/2021,284255,448
7/12/2021,284356,101
7/13/2021,284842,486
7/14/2021,285517,675
7/15/2021,286155,638
7/16/2021,286741,586
7/17/2021,287452,711
7/18/2021,287748,296
7/19/2021,287898,150
7/2/2021,288361,463
7/20/2021,288908,547
7/21/2021,289331,423
7/22/2021,289748,417
7/3/2021,290348,600
7/4/2021,290706,358
7/5/2021,290889,183
7/6/2021,291380,491
7/7/2021,291917,537
7/8/2021,292543,626
7/9/2021,292814,271
